SSC_NAME16	MaxSchoolingCompleted	adults
Lillico (Tas.)	Year 12	7
Lilydale (Tas.)	Year 8	24
Lilydale (Tas.)	Year 9	45
Lilydale (Tas.)	Year 10	177
Lilydale (Tas.)	Year 11	38
Lilydale (Tas.)	Year 12	144
Lindisfarne	Did not go to school	18
Lindisfarne	Year 8	230
Lindisfarne	Year 9	325
Lindisfarne	Year 10	1418
Lindisfarne	Year 11	429
Lindisfarne	Year 12	2498
Little Swanport	Year 8	3
Little Swanport	Year 9	15
Little Swanport	Year 10	36
Little Swanport	Year 11	5
Little Swanport	Year 12	37
Loccota	Year 9	3
Loccota	Year 10	3
Loccota	Year 11	3
Loccota	Year 12	8
Loira	Year 8	12
Loira	Year 9	12
Loira	Year 10	44
Loira	Year 11	13
Loira	Year 12	36
London Lakes	Year 12	3
Longford (Tas.)	Did not go to school	7
Longford (Tas.)	Year 8	196
Longford (Tas.)	Year 9	362
Longford (Tas.)	Year 10	1173
Longford (Tas.)	Year 11	282
Longford (Tas.)	Year 12	876
Longley	Year 8	7
Longley	Year 9	13
Longley	Year 10	44
Longley	Year 11	30
Longley	Year 12	96
Lonnavale	Year 8	7
Lonnavale	Year 9	6
Lonnavale	Year 10	29
Lonnavale	Year 11	4
Lonnavale	Year 12	25
Loongana	Year 9	3
Loongana	Year 10	4
Loongana	Year 12	5
Loorana	Year 8	8
Loorana	Year 9	10
Loorana	Year 10	28
Loorana	Year 11	11
Loorana	Year 12	35
Lorinna	Year 10	10
Lorinna	Year 11	5
Lorinna	Year 12	30
Lottah	Year 10	5
Lottah	Year 12	3
Low Head	Year 8	36
Low Head	Year 9	27
Low Head	Year 10	156
Low Head	Year 11	42
Low Head	Year 12	172
Lower Barrington	Year 8	7
Lower Barrington	Year 9	16
Lower Barrington	Year 10	82
Lower Barrington	Year 11	18
Lower Barrington	Year 12	56
Lower Beulah	Year 8	7
Lower Beulah	Year 9	3
Lower Beulah	Year 10	19
Lower Beulah	Year 12	11
Lower Longley	Year 8	10
Lower Longley	Year 9	17
Lower Longley	Year 10	46
Lower Longley	Year 11	25
Lower Longley	Year 12	110
Lower Marshes	Year 10	9
Lower Snug	Year 8	11
Lower Snug	Year 9	24
Lower Snug	Year 10	87
Lower Snug	Year 11	29
Lower Snug	Year 12	150
Lower Turners Marsh	Year 8	3
Lower Turners Marsh	Year 9	4
Lower Turners Marsh	Year 10	7
Lower Turners Marsh	Year 11	3
Lower Turners Marsh	Year 12	5
Lower Wattle Grove	Year 8	4
Lower Wattle Grove	Year 9	7
Lower Wattle Grove	Year 10	21
Lower Wattle Grove	Year 11	9
Lower Wattle Grove	Year 12	30
Lower Wilmot	Year 8	3
Lower Wilmot	Year 9	12
Lower Wilmot	Year 10	33
Lower Wilmot	Year 11	8
Lower Wilmot	Year 12	21
Loyetea	Year 9	3
Loyetea	Year 10	6
Loyetea	Year 11	3
Loyetea	Year 12	7
Lucaston	Year 8	3
Lucaston	Year 9	18
Lucaston	Year 10	79
Lucaston	Year 11	29
Lucaston	Year 12	149
Lughrata	Year 10	3
Lughrata	Year 12	3
Lulworth	Year 8	6
Lulworth	Year 9	16
Lulworth	Year 10	57
Lulworth	Year 11	9
Lulworth	Year 12	41
Lunawanna	Year 8	11
Lunawanna	Year 9	14
Lunawanna	Year 10	24
Lunawanna	Year 11	12
Lunawanna	Year 12	22
Lune River	Year 9	3
Lune River	Year 10	6
Lune River	Year 12	8
Lutana	Did not go to school	17
Lutana	Year 8	77
Lutana	Year 9	144
Lutana	Year 10	519
Lutana	Year 11	170
Lutana	Year 12	863
Lymington	Year 8	4
Lymington	Year 9	14
Lymington	Year 10	82
Lymington	Year 11	16
Lymington	Year 12	106
Lymwood	Year 8	3
Lymwood	Year 9	9
Lymwood	Year 10	37
Lymwood	Year 11	8
Lymwood	Year 12	38
Macquarie Plains	Year 9	6
Macquarie Plains	Year 10	17
Macquarie Plains	Year 11	8
Macquarie Plains	Year 12	9
Magra	Did not go to school	3
Magra	Year 8	20
Magra	Year 9	49
Magra	Year 10	253
Magra	Year 11	58
Magra	Year 12	131
Malbina	Year 9	5
Malbina	Year 10	27
Malbina	Year 11	9
Malbina	Year 12	20
Mangalore (Tas.)	Did not go to school	3
Mangalore (Tas.)	Year 8	10
Mangalore (Tas.)	Year 9	23
Mangalore (Tas.)	Year 10	152
Mangalore (Tas.)	Year 11	32
Mangalore (Tas.)	Year 12	98
Mangana	Year 9	5
Mangana	Year 10	6
Mangana	Year 12	9
Margate (Tas.)	Did not go to school	5
Margate (Tas.)	Year 8	95
Margate (Tas.)	Year 9	190
Margate (Tas.)	Year 10	826
Margate (Tas.)	Year 11	242
Margate (Tas.)	Year 12	1462
Marion Bay (Tas.)	Year 8	3
Marion Bay (Tas.)	Year 9	3
Marion Bay (Tas.)	Year 10	24
Marion Bay (Tas.)	Year 12	28
Marrawah	Year 8	6
Marrawah	Year 9	14
Marrawah	Year 10	49
Marrawah	Year 11	8
Marrawah	Year 12	34
Mathinna	Year 8	7
Mathinna	Year 9	27
Mathinna	Year 10	48
Mathinna	Year 11	10
Mathinna	Year 12	22
Mawbanna	Year 8	4
Mawbanna	Year 9	11
Mawbanna	Year 10	33
Mawbanna	Year 11	12
Mawbanna	Year 12	25
Mayberry	Year 10	9
Mayberry	Year 12	4
Maydena	Year 8	17
Maydena	Year 9	21
Maydena	Year 10	66
Maydena	Year 11	21
Maydena	Year 12	45
Mayfield (Tas.)	Did not go to school	15
Mayfield (Tas.)	Year 8	70
Mayfield (Tas.)	Year 9	124
Mayfield (Tas.)	Year 10	396
Mayfield (Tas.)	Year 11	106
Mayfield (Tas.)	Year 12	240
Meadowbank (Tas.)	Year 12	7
Meander	Did not go to school	3
Meander	Year 8	15
Meander	Year 9	29
Meander	Year 10	96
Meander	Year 11	27
Meander	Year 12	75
Mella	Year 9	6
Mella	Year 10	29
Mella	Year 11	4
Mella	Year 12	9
Melrose (Tas.)	Year 8	3
Melrose (Tas.)	Year 9	12
Melrose (Tas.)	Year 10	26
Melrose (Tas.)	Year 11	4
Melrose (Tas.)	Year 12	29
Melton Mowbray	Year 8	7
Melton Mowbray	Year 9	3
Melton Mowbray	Year 10	23
Melton Mowbray	Year 11	8
Melton Mowbray	Year 12	16
Memana	Year 9	3
Memana	Year 10	33
Memana	Year 11	3
Memana	Year 12	27
Mengha	Year 8	4
Mengha	Year 9	15
Mengha	Year 10	37
Mengha	Year 11	11
Mengha	Year 12	21
Merseylea	Year 9	5
Merseylea	Year 10	19
Merseylea	Year 11	4
Merseylea	Year 12	7
Miandetta (Tas.)	Did not go to school	8
Miandetta (Tas.)	Year 8	87
Miandetta (Tas.)	Year 9	124
Miandetta (Tas.)	Year 10	581
Miandetta (Tas.)	Year 11	147
Miandetta (Tas.)	Year 12	427
Middleton (Tas.)	Year 8	11
Middleton (Tas.)	Year 9	11
Middleton (Tas.)	Year 10	64
Middleton (Tas.)	Year 11	22
Middleton (Tas.)	Year 12	97
Midway Point	Did not go to school	3
Midway Point	Year 8	87
Midway Point	Year 9	190
Midway Point	Year 10	832
Midway Point	Year 11	218
Midway Point	Year 12	832
Miena	Year 8	3
Miena	Year 9	7
Miena	Year 10	36
Miena	Year 11	3
Miena	Year 12	20
Milabena	Year 9	7
Milabena	Year 10	28
Milabena	Year 11	6
Milabena	Year 12	26
Moina	Year 8	5
Moina	Year 10	4
Moina	Year 11	3
Moina	Year 12	11
Mole Creek	Year 8	18
Mole Creek	Year 9	64
Mole Creek	Year 10	132
Mole Creek	Year 11	34
Mole Creek	Year 12	128
Molesworth (Tas.)	Year 8	13
Molesworth (Tas.)	Year 9	41
Molesworth (Tas.)	Year 10	199
Molesworth (Tas.)	Year 11	46
Molesworth (Tas.)	Year 12	169
Moltema	Year 8	4
Moltema	Year 9	3
Moltema	Year 10	24
Moltema	Year 11	6
Moltema	Year 12	21
Montagu	Year 8	5
Montagu	Year 9	4
Montagu	Year 10	21
Montagu	Year 11	5
Montagu	Year 12	20
Montagu Bay	Year 8	19
Montagu Bay	Year 9	41
Montagu Bay	Year 10	155
Montagu Bay	Year 11	35
Montagu Bay	Year 12	283
Montana	Year 8	4
Montana	Year 10	19
Montana	Year 11	4
Montana	Year 12	8
Montello	Year 8	51
Montello	Year 9	93
Montello	Year 10	364
Montello	Year 11	91
Montello	Year 12	296
Montrose (Tas.)	Did not go to school	17
Montrose (Tas.)	Year 8	111
Montrose (Tas.)	Year 9	156
Montrose (Tas.)	Year 10	602
Montrose (Tas.)	Year 11	155
Montrose (Tas.)	Year 12	623
Montumana	Year 8	6
Montumana	Year 9	6
Montumana	Year 10	11
Montumana	Year 11	5
Montumana	Year 12	16
Moogara	Year 8	3
Moogara	Year 9	4
Moogara	Year 10	17
Moogara	Year 11	3
Moogara	Year 12	9
Moonah	Did not go to school	119
Moonah	Year 8	286
Moonah	Year 9	346
Moonah	Year 10	1103
Moonah	Year 11	334
Moonah	Year 12	1879
Mooreville	Year 8	17
Mooreville	Year 9	23
Mooreville	Year 10	105
Mooreville	Year 11	28
Mooreville	Year 12	65
Moorina (Tas.)	Year 8	3
Moorleah	Year 8	4
Moorleah	Year 9	14
Moorleah	Year 10	45
Moorleah	Year 11	10
Moorleah	Year 12	45
Morass Bay	Year 12	4
Moriarty	Year 8	3
Moriarty	Year 9	24
Moriarty	Year 10	65
Moriarty	Year 11	16
Moriarty	Year 12	53
Mornington (Tas.)	Did not go to school	3
Mornington (Tas.)	Year 8	106
Mornington (Tas.)	Year 9	171
Mornington (Tas.)	Year 10	589
Mornington (Tas.)	Year 11	187
Mornington (Tas.)	Year 12	661
Mount Direction	Year 8	10
Mount Direction	Year 9	22
Mount Direction	Year 10	75
Mount Direction	Year 11	16
Mount Direction	Year 12	52
Mount Hicks	Year 8	19
Mount Hicks	Year 9	33
Mount Hicks	Year 10	97
Mount Hicks	Year 11	28
Mount Hicks	Year 12	98
Mount Lloyd	Year 9	8
Mount Lloyd	Year 10	15
Mount Lloyd	Year 12	21
Mount Nelson	Did not go to school	6
Mount Nelson	Year 8	46
Mount Nelson	Year 9	60
Mount Nelson	Year 10	260
Mount Nelson	Year 11	163
Mount Nelson	Year 12	1411
Mount Rumney	Year 8	9
Mount Rumney	Year 9	12
Mount Rumney	Year 10	76
Mount Rumney	Year 11	21
Mount Rumney	Year 12	112
Mount Seymour	Year 8	3
Mount Seymour	Year 9	11
Mount Seymour	Year 10	16
Mount Seymour	Year 11	4
Mount Seymour	Year 12	16
Mount Stuart (Tas.)	Year 8	42
Mount Stuart (Tas.)	Year 9	64
Mount Stuart (Tas.)	Year 10	303
Mount Stuart (Tas.)	Year 11	108
Mount Stuart (Tas.)	Year 12	1343
Mountain River	Year 8	9
Mountain River	Year 9	15
Mountain River	Year 10	109
Mountain River	Year 11	43
Mountain River	Year 12	217
Mowbray (Tas.)	Did not go to school	105
Mowbray (Tas.)	Year 8	235
Mowbray (Tas.)	Year 9	240
Mowbray (Tas.)	Year 10	760
Mowbray (Tas.)	Year 11	233
Mowbray (Tas.)	Year 12	1199
Murdunna	Year 8	11
Murdunna	Year 9	27
Murdunna	Year 10	84
Murdunna	Year 11	21
Murdunna	Year 12	81
Musselroe Bay	Year 9	5
Musselroe Bay	Year 10	17
Musselroe Bay	Year 11	4
Musselroe Bay	Year 12	7
Myalla (Tas.)	Year 8	3
Myalla (Tas.)	Year 9	9
Myalla (Tas.)	Year 10	14
Myalla (Tas.)	Year 11	6
Myalla (Tas.)	Year 12	10
Myrtle Bank (Tas.)	Did not go to school	3
Myrtle Bank (Tas.)	Year 10	17
Myrtle Bank (Tas.)	Year 11	3
Myrtle Bank (Tas.)	Year 12	5
Nabageena	Year 8	4
Nabageena	Year 10	15
Nabageena	Year 12	11
Nabowla	Year 8	3
Nabowla	Year 9	9
Nabowla	Year 10	40
Nabowla	Year 11	5
Nabowla	Year 12	20
Naracoopa	Year 9	4
Naracoopa	Year 10	14
Naracoopa	Year 11	8
Naracoopa	Year 12	21
National Park	Year 8	3
National Park	Year 10	23
National Park	Year 12	12
Natone	Year 8	17
Natone	Year 9	20
Natone	Year 10	90
Natone	Year 11	27
Natone	Year 12	57
Needles	Year 9	4
Needles	Year 10	11
Needles	Year 11	3
Needles	Year 12	10
Neika	Year 8	6
Neika	Year 9	3
Neika	Year 10	29
Neika	Year 11	7
Neika	Year 12	96
New Norfolk	Did not go to school	36
New Norfolk	Year 8	313
New Norfolk	Year 9	504
New Norfolk	Year 10	1611
New Norfolk	Year 11	442
New Norfolk	Year 12	1032
New Town (Tas.)	Did not go to school	49
New Town (Tas.)	Year 8	323
New Town (Tas.)	Year 9	249
New Town (Tas.)	Year 10	900
New Town (Tas.)	Year 11	359
New Town (Tas.)	Year 12	2912
Newnham	Did not go to school	109
Newnham	Year 8	275
Newnham	Year 9	416
Newnham	Year 10	1625
Newnham	Year 11	418
Newnham	Year 12	2124
Newstead (Tas.)	Did not go to school	41
Newstead (Tas.)	Year 8	187
Newstead (Tas.)	Year 9	291
Newstead (Tas.)	Year 10	1056
Newstead (Tas.)	Year 11	367
Newstead (Tas.)	Year 12	1999
Nicholls Rivulet	Year 8	12
Nicholls Rivulet	Year 9	19
Nicholls Rivulet	Year 10	62
Nicholls Rivulet	Year 11	20
Nicholls Rivulet	Year 12	134
Nietta	Year 8	3
Nietta	Year 9	3
Nietta	Year 10	22
Nietta	Year 11	3
Nietta	Year 12	13
Nile	Year 9	7
Nile	Year 10	39
Nile	Year 11	13
Nile	Year 12	39
Nook	Year 8	3
Nook	Year 9	11
Nook	Year 10	63
Nook	Year 11	15
Nook	Year 12	51
North Bruny	Year 8	4
North Bruny	Year 9	7
North Bruny	Year 10	17
North Bruny	Year 11	3
North Bruny	Year 12	41
North Hobart	Did not go to school	14
North Hobart	Year 8	60
North Hobart	Year 9	88
North Hobart	Year 10	322
North Hobart	Year 11	149
North Hobart	Year 12	1407
North Lilydale	Year 9	7
North Lilydale	Year 10	24
North Lilydale	Year 11	8
North Lilydale	Year 12	22
North Motton	Year 8	15
North Motton	Year 9	30
North Motton	Year 10	130
North Motton	Year 11	41
North Motton	Year 12	89
North Scottsdale	Year 8	11
North Scottsdale	Year 9	7
North Scottsdale	Year 10	42
North Scottsdale	Year 11	11
North Scottsdale	Year 12	22
Northdown	Year 9	17
Northdown	Year 10	62
Northdown	Year 11	17
Northdown	Year 12	58
Norwood (Tas.)	Did not go to school	5
Norwood (Tas.)	Year 8	173
Norwood (Tas.)	Year 9	242
Norwood (Tas.)	Year 10	934
Norwood (Tas.)	Year 11	276
Norwood (Tas.)	Year 12	1236
Notley Hills	Year 9	3
Notley Hills	Year 10	14
Notley Hills	Year 12	14
Nowhere Else	Year 9	7
Nowhere Else	Year 10	21
Nowhere Else	Year 11	3
Nowhere Else	Year 12	9
Nubeena	Year 8	20
Nubeena	Year 9	58
Nubeena	Year 10	108
Nubeena	Year 11	25
Nubeena	Year 12	109
Nugara	Year 8	3
Nugara	Year 9	3
Nugara	Year 10	24
Nugara	Year 11	12
Nugara	Year 12	19
Nugent	Year 8	4
Nugent	Year 9	15
Nugent	Year 10	35
Nugent	Year 11	11
Nugent	Year 12	17
Nunamara	Year 8	11
Nunamara	Year 9	18
Nunamara	Year 10	82
Nunamara	Year 11	31
Nunamara	Year 12	73
Oakdowns	Year 8	21
Oakdowns	Year 9	73
Oakdowns	Year 10	316
Oakdowns	Year 11	149
Oakdowns	Year 12	510
Oaks	Year 10	17
Oaks	Year 11	3
Oaks	Year 12	9
Oatlands (Tas.)	Did not go to school	4
Oatlands (Tas.)	Year 8	53
Oatlands (Tas.)	Year 9	77
Oatlands (Tas.)	Year 10	213
Oatlands (Tas.)	Year 11	43
Oatlands (Tas.)	Year 12	130
Ocean Vista	Did not go to school	3
Ocean Vista	Year 8	6
Ocean Vista	Year 9	7
Ocean Vista	Year 10	76
Ocean Vista	Year 11	19
Ocean Vista	Year 12	107
Old Beach	Did not go to school	8
Old Beach	Year 8	75
Old Beach	Year 9	202
Old Beach	Year 10	1063
Old Beach	Year 11	302
Old Beach	Year 12	1198
Oldina	Year 9	6
Oldina	Year 10	29
Oldina	Year 11	19
Oldina	Year 12	48
Oonah	Year 12	3
Opossum Bay	Year 8	7
Opossum Bay	Year 9	21
Opossum Bay	Year 10	82
Opossum Bay	Year 11	28
Opossum Bay	Year 12	130
Orford (Tas.)	Year 8	21
Orford (Tas.)	Year 9	68
Orford (Tas.)	Year 10	212
Orford (Tas.)	Year 11	33
Orford (Tas.)	Year 12	167
Orielton	Year 8	11
Orielton	Year 9	18
Orielton	Year 10	109
Orielton	Year 11	26
Orielton	Year 12	114
Osmaston	Year 8	6
Osmaston	Year 9	4
Osmaston	Year 10	22
Osmaston	Year 11	6
Osmaston	Year 12	28
Osterley (Tas.)	Year 12	3
Otago	Year 8	11
Otago	Year 9	31
Otago	Year 10	155
Otago	Year 11	57
Otago	Year 12	192
Ouse	Year 8	20
Ouse	Year 9	22
Ouse	Year 10	92
Ouse	Year 11	20
Ouse	Year 12	62
Oyster Cove (Tas.)	Year 8	5
Oyster Cove (Tas.)	Year 9	13
Oyster Cove (Tas.)	Year 10	53
Oyster Cove (Tas.)	Year 11	22
Oyster Cove (Tas.)	Year 12	140
Palana	Year 10	3
Palana	Year 12	13
Paloona	Year 8	3
Paloona	Year 9	6
Paloona	Year 10	17
Paloona	Year 11	9
Paloona	Year 12	11
Paradise (Tas.)	Year 8	7
Paradise (Tas.)	Year 9	13
Paradise (Tas.)	Year 10	28
Paradise (Tas.)	Year 11	11
Paradise (Tas.)	Year 12	39
Parattah	Year 8	14
Parattah	Year 9	18
Parattah	Year 10	43
Parattah	Year 11	9
Parattah	Year 12	17
Park Grove	Year 8	86
Park Grove	Year 9	161
Park Grove	Year 10	686
Park Grove	Year 11	205
Park Grove	Year 12	678
Parkham	Year 8	4
Parkham	Year 9	13
Parkham	Year 10	36
Parkham	Year 11	5
Parkham	Year 12	30
Parklands (Tas.)	Year 8	31
Parklands (Tas.)	Year 9	48
Parklands (Tas.)	Year 10	195
Parklands (Tas.)	Year 11	70
Parklands (Tas.)	Year 12	303
Patersonia	Year 8	6
Patersonia	Year 9	7
Patersonia	Year 10	29
Patersonia	Year 11	4
Patersonia	Year 12	19
Pawleena	Year 8	5
Pawleena	Year 9	7
Pawleena	Year 10	30
Pawleena	Year 11	6
Pawleena	Year 12	18
Pawtella	Year 8	3
Pawtella	Year 10	7
Pawtella	Year 11	3
Pawtella	Year 12	4
Pegarah	Year 8	11
Pegarah	Year 9	3
Pegarah	Year 10	32
Pegarah	Year 11	10
Pegarah	Year 12	47
Pelham (Tas.)	Year 9	4
Pelham (Tas.)	Year 10	7
Pelham (Tas.)	Year 12	4
Pelverata	Year 8	3
Pelverata	Year 9	11
Pelverata	Year 10	53
Pelverata	Year 11	20
Pelverata	Year 12	84
Penguin	Did not go to school	8
Penguin	Year 8	160
Penguin	Year 9	329
Penguin	Year 10	1142
Penguin	Year 11	308
Penguin	Year 12	932
Penna	Did not go to school	3
Penna	Year 8	12
Penna	Year 9	27
Penna	Year 10	111
Penna	Year 11	33
Penna	Year 12	146
Perth (Tas.)	Did not go to school	20
Perth (Tas.)	Year 8	119
Perth (Tas.)	Year 9	202
Perth (Tas.)	Year 10	931
Perth (Tas.)	Year 11	227
Perth (Tas.)	Year 12	666
Petcheys Bay	Year 9	3
Petcheys Bay	Year 10	23
Petcheys Bay	Year 11	11
Petcheys Bay	Year 12	64
Pioneer (Tas.)	Year 8	3
Pioneer (Tas.)	Year 9	12
Pioneer (Tas.)	Year 10	21
Pioneer (Tas.)	Year 11	4
Pioneer (Tas.)	Year 12	20
Pipers Brook	Year 8	5
Pipers Brook	Year 9	4
Pipers Brook	Year 10	30
Pipers Brook	Year 11	4
Pipers Brook	Year 12	27
Pipers River	Year 8	14
Pipers River	Year 9	36
Pipers River	Year 10	131
Pipers River	Year 11	19
Pipers River	Year 12	86
Plenty (Tas.)	Year 8	4
Plenty (Tas.)	Year 9	3
Plenty (Tas.)	Year 10	28
Plenty (Tas.)	Year 11	4
Plenty (Tas.)	Year 12	28
Poatina	Year 8	4
Poatina	Year 9	3
Poatina	Year 10	13
Poatina	Year 11	8
Poatina	Year 12	42
Police Point	Year 8	3
Police Point	Year 9	3
Police Point	Year 10	17
Police Point	Year 11	4
Police Point	Year 12	27
Pontville	Year 8	14
Pontville	Year 9	42
Pontville	Year 10	203
Pontville	Year 11	54
Pontville	Year 12	147
Pontypool	Year 9	9
Pontypool	Year 10	15
Pontypool	Year 11	4
Pontypool	Year 12	13
Port Arthur (Tas.)	Year 8	17
Port Arthur (Tas.)	Year 9	22
Port Arthur (Tas.)	Year 10	87
Port Arthur (Tas.)	Year 11	11
Port Arthur (Tas.)	Year 12	59
Port Huon	Did not go to school	3
Port Huon	Year 8	13
Port Huon	Year 9	15
Port Huon	Year 10	129
Port Huon	Year 11	30
Port Huon	Year 12	119
Port Sorell	Did not go to school	7
Port Sorell	Year 8	73
Port Sorell	Year 9	185
Port Sorell	Year 10	652
Port Sorell	Year 11	168
Port Sorell	Year 12	498
Powranna	Year 10	4
Powranna	Year 12	5
Premaydena	Year 8	5
Premaydena	Year 9	13
Premaydena	Year 10	32
Premaydena	Year 11	3
Premaydena	Year 12	31
Preolenna	Year 8	4
Preolenna	Year 9	3
Preolenna	Year 10	18
Preolenna	Year 11	3
Preolenna	Year 12	9
Preservation Bay	Year 8	5
Preservation Bay	Year 9	3
Preservation Bay	Year 10	19
Preservation Bay	Year 11	6
Preservation Bay	Year 12	25
Preston (Tas.)	Year 8	11
Preston (Tas.)	Year 9	21
Preston (Tas.)	Year 10	47
Preston (Tas.)	Year 11	9
Preston (Tas.)	Year 12	27
Primrose Sands	Did not go to school	3
Primrose Sands	Year 8	37
Primrose Sands	Year 9	102
Primrose Sands	Year 10	339
Primrose Sands	Year 11	68
Primrose Sands	Year 12	266
Promised Land	Year 8	3
Promised Land	Year 9	8
Promised Land	Year 10	13
Promised Land	Year 11	3
Promised Land	Year 12	7
Prospect (Tas.)	Did not go to school	12
Prospect (Tas.)	Year 8	93
Prospect (Tas.)	Year 9	136
Prospect (Tas.)	Year 10	478
Prospect (Tas.)	Year 11	122
Prospect (Tas.)	Year 12	485
Prospect Vale	Did not go to school	16
Prospect Vale	Year 8	260
Prospect Vale	Year 9	383
Prospect Vale	Year 10	1513
Prospect Vale	Year 11	335
Prospect Vale	Year 12	1432
Punchbowl (Tas.)	Year 8	15
Punchbowl (Tas.)	Year 9	36
Punchbowl (Tas.)	Year 10	109
Punchbowl (Tas.)	Year 11	38
Punchbowl (Tas.)	Year 12	135
Pyengana	Year 8	3
Pyengana	Year 9	18
Pyengana	Year 10	29
Pyengana	Year 11	7
Pyengana	Year 12	18
Quamby Bend	Year 9	4
Quamby Bend	Year 10	8
Quamby Bend	Year 11	4
Quamby Bend	Year 12	3
Quamby Brook	Year 8	3
Quamby Brook	Year 9	6
Quamby Brook	Year 10	29
Quamby Brook	Year 11	3
Quamby Brook	Year 12	35
Queens Domain	Year 10	3
Queens Domain	Year 12	14
Queenstown (Tas.)	Did not go to school	5
Queenstown (Tas.)	Year 8	81
Queenstown (Tas.)	Year 9	130
Queenstown (Tas.)	Year 10	608
Queenstown (Tas.)	Year 11	149
Queenstown (Tas.)	Year 12	317
Quoiba	Year 8	6
Quoiba	Year 9	36
Quoiba	Year 10	146
Quoiba	Year 11	31
Quoiba	Year 12	109
Railton	Did not go to school	5
Railton	Year 8	62
Railton	Year 9	82
Railton	Year 10	326
Railton	Year 11	88
Railton	Year 12	168
Raminea	Year 8	5
Raminea	Year 9	3
Raminea	Year 10	13
Raminea	Year 11	4
Raminea	Year 12	7
Randalls Bay	Year 10	9
Randalls Bay	Year 11	3
Randalls Bay	Year 12	22
Ranelagh	Did not go to school	3
Ranelagh	Year 8	40
Ranelagh	Year 9	65
Ranelagh	Year 10	309
Ranelagh	Year 11	109
Ranelagh	Year 12	401
Ranga	Year 9	3
Ranga	Year 10	19
Ranga	Year 11	6
Ranga	Year 12	15
Ravenswood (Tas.)	Did not go to school	10
Ravenswood (Tas.)	Year 8	227
Ravenswood (Tas.)	Year 9	330
Ravenswood (Tas.)	Year 10	1085
Ravenswood (Tas.)	Year 11	250
Ravenswood (Tas.)	Year 12	631
Recherche	Year 8	4
Recherche	Year 10	9
Red Hills	Year 9	16
Red Hills	Year 10	22
Red Hills	Year 11	8
Red Hills	Year 12	41
Redpa	Year 8	3
Redpa	Year 9	9
Redpa	Year 10	28
Redpa	Year 11	7
Redpa	Year 12	22
Reedy Marsh	Year 8	9
Reedy Marsh	Year 9	10
Reedy Marsh	Year 10	46
Reedy Marsh	Year 11	18
Reedy Marsh	Year 12	59
Reekara	Year 10	5
Reekara	Year 11	4
Reekara	Year 12	12
Relbia	Year 8	17
Relbia	Year 9	29
Relbia	Year 10	204
Relbia	Year 11	42
Relbia	Year 12	241
Retreat (Tas.)	Year 10	5
Retreat (Tas.)	Year 12	3
Reynolds Neck	Year 10	3
Reynolds Neck	Year 12	3
Rheban	Year 12	3
Rhyndaston	Year 8	3
Rhyndaston	Year 9	3
Rhyndaston	Year 10	17
Rhyndaston	Year 11	4
Rhyndaston	Year 12	23
Riana	Year 8	18
Riana	Year 9	25
Riana	Year 10	100
Riana	Year 11	22
Riana	Year 12	79
Richmond (Tas.)	Year 8	46
Richmond (Tas.)	Year 9	95
Richmond (Tas.)	Year 10	388
Richmond (Tas.)	Year 11	98
Richmond (Tas.)	Year 12	493
Ridgeway	Year 9	3
Ridgeway	Year 10	13
Ridgeway	Year 11	8
Ridgeway	Year 12	94
Ridgley	Year 8	24
Ridgley	Year 9	58
Ridgley	Year 10	211
Ridgley	Year 11	44
Ridgley	Year 12	97
Ringarooma	Year 8	20
Ringarooma	Year 9	36
Ringarooma	Year 10	124
Ringarooma	Year 11	17
Ringarooma	Year 12	54
Risdon	Year 8	14
Risdon	Year 9	21
Risdon	Year 10	100
Risdon	Year 11	13
Risdon	Year 12	72
Risdon Vale	Did not go to school	12
Risdon Vale	Year 8	120
Risdon Vale	Year 9	178
Risdon Vale	Year 10	591
Risdon Vale	Year 11	183
Risdon Vale	Year 12	488
Riverside (Tas.)	Did not go to school	14
Riverside (Tas.)	Year 8	208
Riverside (Tas.)	Year 9	330
Riverside (Tas.)	Year 10	1570
Riverside (Tas.)	Year 11	503
Riverside (Tas.)	Year 12	2310
Robigana	Year 9	3
Robigana	Year 10	26
Robigana	Year 11	13
Robigana	Year 12	48
Rocherlea	Did not go to school	6
Rocherlea	Year 8	94
Rocherlea	Year 9	88
Rocherlea	Year 10	313
Rocherlea	Year 11	53
Rocherlea	Year 12	147
Roches Beach	Year 8	4
Roches Beach	Year 9	5
Roches Beach	Year 10	50
Roches Beach	Year 11	21
Roches Beach	Year 12	79
Rocky Cape	Did not go to school	3
Rocky Cape	Year 8	11
Rocky Cape	Year 9	18
Rocky Cape	Year 10	50
Rocky Cape	Year 11	20
Rocky Cape	Year 12	44
Rocky Hills	Year 10	3
Rocky Hills	Year 12	3
Roger River	Year 9	12
Roger River	Year 10	6
Roger River	Year 11	5
Roger River	Year 12	13
Rokeby (Tas.)	Did not go to school	10
Rokeby (Tas.)	Year 8	127
Rokeby (Tas.)	Year 9	268
Rokeby (Tas.)	Year 10	841
Rokeby (Tas.)	Year 11	324
Rokeby (Tas.)	Year 12	796
Roland	Year 8	7
Roland	Year 9	8
Roland	Year 10	32
Roland	Year 11	4
Roland	Year 12	24
Romaine	Did not go to school	3
Romaine	Year 8	58
Romaine	Year 9	155
Romaine	Year 10	528
Romaine	Year 11	148
Romaine	Year 12	413
Rose Bay (Tas.)	Year 8	26
Rose Bay (Tas.)	Year 9	60
Rose Bay (Tas.)	Year 10	221
