SSC_NAME16	Sex	persons
Budawang	F	9
Budawang	M	6
Buddabadah	F	29
Buddabadah	M	25
Budden	F	5
Budden	M	10
Budgee Budgee (NSW)	F	102
Budgee Budgee (NSW)	M	94
Budgewoi	F	1691
Budgewoi	M	1669
Budgong	F	39
Budgong	M	35
Buff Point	F	1761
Buff Point	M	1747
Bugaldie	F	69
Bugaldie	M	74
Bukkulla	F	70
Bukkulla	M	71
Bulahdelah	F	693
Bulahdelah	M	732
Bulga (NSW)	F	185
Bulga (NSW)	M	176
Bulga Forest	M	3
Bulgary	F	12
Bulgary	M	7
Bulla (NSW)	F	4
Bulla (NSW)	M	3
Bulla Creek	F	24
Bulla Creek	M	29
Bullaburra	F	612
Bullaburra	M	616
Bullagreen	F	21
Bullagreen	M	20
Bullarah	F	47
Bullarah	M	64
Bullatale	F	17
Bullatale	M	27
Bullawa Creek	F	56
Bullawa Creek	M	50
Bulldog	F	10
Bulldog	M	13
Bulli	F	3138
Bulli	M	2970
Bulliac	F	25
Bulliac	M	23
Bullio	F	41
Bullio	M	42
Bulyeroi	F	10
Bulyeroi	M	9
Bumbaldry	F	47
Bumbaldry	M	56
Bumbalong	F	12
Bumbalong	M	12
Bundabah	F	58
Bundabah	M	54
Bundagen	F	59
Bundagen	M	73
Bundanoon (NSW)	F	1447
Bundanoon (NSW)	M	1283
Bundarra	F	341
Bundarra	M	333
Bundeena	F	996
Bundeena	M	921
Bundella	F	35
Bundella	M	31
Bundemar	F	22
Bundemar	M	21
Bundewallah	F	22
Bundewallah	M	27
Bundook	F	44
Bundook	M	56
Bundure	F	3
Bundure	M	4
Bungaba	F	47
Bungaba	M	49
Bungalora	F	33
Bungalora	M	32
Bungarby	F	38
Bungarby	M	40
Bungarribee	F	1290
Bungarribee	M	1346
Bungawalbin	F	51
Bungawalbin	M	68
Bungendore	F	2083
Bungendore	M	2101
Bungonia	F	191
Bungonia	M	182
Bungowannah	F	84
Bungowannah	M	78
Bungwahl	F	113
Bungwahl	M	122
Bunnaloo	F	53
Bunnaloo	M	49
Bunnan	F	50
Bunnan	M	58
Bunyah	F	71
Bunyah	M	66
Bunyan	F	79
Bunyan	M	73
Burcher	F	40
Burcher	M	47
Bureen	F	25
Bureen	M	38
Burnt Bridge	F	74
Burnt Bridge	M	75
Burnt Yards	F	15
Burnt Yards	M	17
Buronga	F	597
Buronga	M	617
Burra (Queanbeyan-Palerang Regional - NSW)	F	403
Burra (Queanbeyan-Palerang Regional - NSW)	M	388
Burra (Snowy Valleys - NSW)	F	39
Burra (Snowy Valleys - NSW)	M	28
Burra Creek	F	39
Burra Creek	M	38
Burraboi	F	32
Burraboi	M	30
Burradoo	F	1391
Burradoo	M	1248
Burraga	F	43
Burraga	M	51
Burragate	F	55
Burragate	M	44
Burrandana	F	9
Burrandana	M	5
Burraneer	F	1825
Burraneer	M	1766
Burrangong	F	124
Burrangong	M	111
Burrapine	F	31
Burrapine	M	32
Burrawang	F	186
Burrawang	M	177
Burrell Creek	F	106
Burrell Creek	M	112
Burren Junction	F	125
Burren Junction	M	153
Burrier	F	18
Burrier	M	24
Burrill Lake	F	738
Burrill Lake	M	728
Burringbar	F	441
Burringbar	M	409
Burrinjuck	F	5
Burrinjuck	M	9
Burroway	F	60
Burroway	M	64
Burrumbuttock	F	176
Burrumbuttock	M	188
Burrundulla	F	74
Burrundulla	M	69
Burwood (NSW)	F	8359
Burwood (NSW)	M	7670
Burwood Heights	F	544
Burwood Heights	M	440
Busby	F	2179
Busby	M	2107
Busbys Flat	F	14
Busbys Flat	M	21
Bushells Ridge	F	7
Bushells Ridge	M	4
Buttaba	F	537
Buttaba	M	558
Buttai	F	29
Buttai	M	28
Butterwick	F	69
Butterwick	M	73
Buxton (NSW)	F	1005
Buxton (NSW)	M	1024
Byabarra	F	169
Byabarra	M	160
Byangum	F	73
Byangum	M	68
Bylong	F	9
Bylong	M	8
Byng	F	26
Byng	M	30
Byrock	F	24
Byrock	M	30
Byron Bay	F	2841
Byron Bay	M	2683
Byrrill Creek	F	61
Byrrill Creek	M	67
Bywong	F	651
Bywong	M	668
Cabarita (NSW)	F	1000
Cabarita (NSW)	M	960
Cabarita Beach	F	53
Cabarita Beach	M	48
Cabbage Tree Island (Ballina - NSW)	F	34
Cabbage Tree Island (Ballina - NSW)	M	41
Cabbage Tree Island (Mid-Coast - NSW)	F	6
Cabbage Tree Island (Mid-Coast - NSW)	M	3
Cabramatta	F	11152
Cabramatta	M	10633
Cabramatta West	F	3708
Cabramatta West	M	3516
Cabramurra	F	13
Cabramurra	M	20
Caddens	F	754
Caddens	M	726
Cadgee (NSW)	F	24
Cadgee (NSW)	M	22
Caffreys Flat	F	27
Caffreys Flat	M	25
Cairncross	M	6
Calala	F	1977
Calala	M	1956
Calamia	F	11
Calamia	M	4
Calderwood	F	77
Calderwood	M	100
Caldwell	F	16
Caldwell	M	18
Calga	F	70
Calga	M	71
Califat	F	7
Califat	M	5
Calimo	F	29
Calimo	M	40
Callaghan	F	734
Callaghan	M	593
Callaghans Creek	F	7
Callaghans Creek	M	3
Callala Bay	F	1094
Callala Bay	M	1100
Callala Beach	F	395
Callala Beach	M	407
Calliope (NSW)	F	57
Calliope (NSW)	M	50
Caloola	F	44
Caloola	M	49
Camberwell (NSW)	F	39
Camberwell (NSW)	M	39
Cambewarra	F	119
Cambewarra	M	119
Cambewarra Village	F	601
Cambewarra Village	M	594
Camboon (NSW)	F	22
Camboon (NSW)	M	15
Cambra	F	12
Cambra	M	16
Cambridge Gardens	F	1034
Cambridge Gardens	M	986
Cambridge Park	F	3397
Cambridge Park	M	3329
Camden	F	1709
Camden	M	1523
Camden Head	F	76
Camden Head	M	78
Camden Park (NSW)	F	1172
Camden Park (NSW)	M	1062
Camden South	F	2315
Camden South	M	2224
Cameron Park	F	4099
Cameron Park	M	3891
Camerons Creek	F	23
Camerons Creek	M	25
Camira (NSW)	F	9
Camira (NSW)	M	20
Cammeray	F	3721
Cammeray	M	3283
Camp Creek (NSW)	F	11
Camp Creek (NSW)	M	12
Campbelltown (NSW)	F	6442
Campbelltown (NSW)	M	6131
Camperdown (NSW)	F	5349
Camperdown (NSW)	M	4996
Campsie	F	12219
Campsie	M	12319
Campvale	F	14
Campvale	M	25
Cams Wharf	F	74
Cams Wharf	M	63
Canada Bay	F	623
Canada Bay	M	617
Canadian Lead	F	9
Canadian Lead	M	3
Canbelego	F	17
Canbelego	M	22
Candelo	F	351
Candelo	M	337
Cangai	F	20
Cangai	M	17
Caniaba	F	313
Caniaba	M	347
Canley Heights	F	5630
Canley Heights	M	5340
Canley Vale	F	5194
Canley Vale	M	5027
Canobolas	F	237
Canobolas	M	237
Canoelands	F	85
Canoelands	M	96
Canonba	F	10
Canonba	M	7
Canowindra	F	1163
Canowindra	M	1094
Canterbury (NSW)	F	3668
Canterbury (NSW)	M	3566
Canton Beach	F	611
Canton Beach	M	563
Canyonleigh	F	198
Canyonleigh	M	199
Caparra	F	37
Caparra	M	38
Capeen Creek	F	3
Capeen Creek	M	3
Capertee	F	68
Capertee	M	75
Captains Flat	F	287
Captains Flat	M	326
Carabost	F	24
Carabost	M	29
Caragabal	F	97
Caragabal	M	93
Carcalgong	F	20
Carcalgong	M	25
Carcoar	F	156
Carcoar	M	148
Cardiff (NSW)	F	2953
Cardiff (NSW)	M	2875
Cardiff Heights	F	759
Cardiff Heights	M	687
Cardiff South	F	1471
Cardiff South	M	1359
Carey Bay	F	513
Carey Bay	M	383
Cargo	F	295
Cargo	M	302
Carinda	F	75
Carinda	M	83
Caringbah	F	6054
Caringbah	M	5608
Caringbah South	F	6210
Caringbah South	M	6029
Carlaminda	F	20
Carlaminda	M	19
Carlingford	F	12405
Carlingford	M	11989
Carlton (NSW)	F	5344
Carlton (NSW)	M	5377
Carnes Hill	F	1035
Carnes Hill	M	1008
Carnham	F	3
Carnham	M	7
Carool	F	75
Carool	M	97
Caroona	F	90
Caroona	M	109
Carrabolla	M	3
Carramar (NSW)	F	1786
Carramar (NSW)	M	1758
Carrathool	F	104
Carrathool	M	137
Carrick (NSW)	F	60
Carrick (NSW)	M	70
Carrington (Mid-Coast - NSW)	F	15
Carrington (Mid-Coast - NSW)	M	11
Carrington (Newcastle - NSW)	F	948
Carrington (Newcastle - NSW)	M	980
Carrington Falls	F	10
Carrington Falls	M	11
Carroll	F	161
Carroll	M	180
Carrowbrook	F	14
Carrowbrook	M	20
Carrs Creek	F	65
Carrs Creek	M	64
Carrs Island	F	4
Carrs Island	M	4
Carrs Peninsula	F	8
Carrs Peninsula	M	16
Carss Park	F	650
Carss Park	M	605
Cartwright	F	1179
Cartwright	M	1193
Cartwrights Hill	F	83
Cartwrights Hill	M	106
Carwell	F	8
Carwell	M	9
Carwoola	F	671
Carwoola	M	756
Cascade (NSW)	F	7
Cascade (NSW)	M	4
Casino	F	5662
Casino	M	5251
Cassilis (NSW)	F	149
Cassilis (NSW)	M	157
Castle Cove	F	1277
Castle Cove	M	1274
Castle Doyle	F	73
Castle Doyle	M	84
Castle Hill (NSW)	F	20440
Castle Hill (NSW)	M	19153
Castle Rock	F	85
Castle Rock	M	92
Castlecrag	F	1480
Castlecrag	M	1458
Castlereagh	F	572
Castlereagh	M	598
Casuarina (NSW)	F	1348
Casuarina (NSW)	M	1335
Casula	F	8028
Casula	M	7635
Catalina	F	1206
Catalina	M	1128
Cataract	F	3
Cataract	M	4
Cathcart (NSW)	F	60
Cathcart (NSW)	M	53
Catherine Field	F	785
Catherine Field	M	871
Catherine Hill Bay	F	77
Catherine Hill Bay	M	80
Cathundral	F	21
Cathundral	M	27
Cattai	F	392
Cattai	M	396
Cattle Creek (NSW)	F	19
Cattle Creek (NSW)	M	16
Cavan (NSW)	F	22
Cavan (NSW)	M	23
Caves Beach	F	2102
Caves Beach	M	1950
Cawdor (NSW)	F	216
Cawdor (NSW)	M	219
Cawongla	F	85
Cawongla	M	104
Cecil Hills	F	3530
Cecil Hills	M	3489
Cecil Park	F	370
Cecil Park	M	398
Cedar Brush Creek	F	61
Cedar Brush Creek	M	51
Cedar Creek (Cessnock - NSW)	F	19
Cedar Creek (Cessnock - NSW)	M	12
Cedar Creek (Tweed - NSW)	F	7
Cedar Creek (Tweed - NSW)	M	10
Cedar Party	F	176
Cedar Party	M	188
Cedar Point	F	78
Cedar Point	M	94
Centennial Park (NSW)	F	1230
Centennial Park (NSW)	M	1149
Central Colo	F	13
Central Colo	M	17
Central Macdonald	F	32
Central Macdonald	M	25
Central Mangrove	F	133
Central Mangrove	M	134
Central Tilba	F	148
Central Tilba	M	139
Cessnock	F	7607
Cessnock	M	7571
Chain Valley Bay	F	1276
Chain Valley Bay	M	1188
Chakola	F	24
Chakola	M	22
Chambigne	F	26
Chambigne	M	32
Charbon	F	61
Charbon	M	65
Charles Sturt University	F	223
Charles Sturt University	M	112
Charlestown (NSW)	F	6589
Charlestown (NSW)	M	6322
Charleys Forest	F	32
Charleys Forest	M	30
Charlotte Bay	F	82
Charlotte Bay	M	86
Charlton (NSW)	F	10
Charlton (NSW)	M	13
Charmhaven	F	1288
Charmhaven	M	1270
Chatham Valley	F	15
Chatham Valley	M	15
Chatsbury	F	48
Chatsbury	M	40
Chatswood	F	13127
Chatswood	M	11786
Chatswood West	F	760
Chatswood West	M	738
Chatsworth (NSW)	F	77
Chatsworth (NSW)	M	82
Cheero Point	F	43
Cheero Point	M	46
Cheltenham (NSW)	F	1179
Cheltenham (NSW)	M	1063
Cherry Tree Hill	F	34
Cherry Tree Hill	M	30
Cherrybrook	F	9552
Cherrybrook	M	9210
Chester Hill	F	6532
Chester Hill	M	6280
Chichester (NSW)	F	17
Chichester (NSW)	M	13
Chifley (NSW)	F	1671
Chifley (NSW)	M	1564
Chilcotts Creek	F	3
Chilcotts Creek	M	3
Chilcotts Grass	F	114
Chilcotts Grass	M	116
Chillingham	F	115
Chillingham	M	117
Chinderah	F	751
Chinderah	M	818
Chinnock	F	12
Chinnock	M	13
Chippendale	F	4476
Chippendale	M	4141
Chipping Norton	F	4598
Chipping Norton	M	4407
Chisholm (NSW)	F	740
Chisholm (NSW)	M	723
Chiswick	F	1568
Chiswick	M	1357
Chittaway Bay	F	1016
Chittaway Bay	M	1011
Chittaway Point	F	475
Chittaway Point	M	463
Chowan Creek	F	20
Chowan Creek	M	20
Church Point	F	501
Church Point	M	497
Clandulla	F	87
Clandulla	M	102
Clare (NSW)	F	5
Clare (NSW)	M	13
Claremont Meadows	F	2419
Claremont Meadows	M	2361
Clarence	F	104
Clarence	M	91
Clarence Town	F	987
Clarence Town	M	1005
Clarendon (NSW)	F	63
Clarendon (NSW)	M	57
Clarenza	F	262
Clarenza	M	289
Clareville	F	394
Clareville	M	354
Claymore	F	1498
Claymore	M	1147
Clear Creek	F	59
Clear Creek	M	54
Clear Range	F	13
Clear Range	M	22
Clearfield	M	3
Clemton Park	F	868
Clemton Park	M	790
Clergate	F	106
Clergate	M	102
Cleveland (NSW)	F	9
Cleveland (NSW)	M	10
Clifden	F	17
Clifden	M	10
Cliftleigh	F	444
Cliftleigh	M	444
Clifton (NSW)	F	15
Clifton (NSW)	M	11
Clifton Grove	F	416
Clifton Grove	M	431
Clontarf (NSW)	F	914
Clontarf (NSW)	M	825
Clothiers Creek	F	126
Clothiers Creek	M	154
Clouds Creek	M	4
Clovelly	F	2459
Clovelly	M	2280
Clunes (NSW)	F	426
Clunes (NSW)	M	436
Clybucca	F	65
Clybucca	M	82
Clyde (NSW)	M	5
Clydesdale (NSW)	F	33
Clydesdale (NSW)	M	46
Coal Point	F	871
Coal Point	M	851
Coalcliff	F	93
Coalcliff	M	96
Coaldale	F	31
Coaldale	M	31
Coasters Retreat	F	19
Coasters Retreat	M	26
Cobaki	F	91
Cobaki	M	111
Cobaki Lakes	F	24
Cobaki Lakes	M	23
Cobar	F	1953
Cobar	M	2035
Cobar Park	F	22
Cobar Park	M	18
Cobargo	F	407
Cobargo	M	368
Cobark	F	19
Cobark	M	21
Cobbadah	F	35
Cobbadah	M	50
Cobbitty	F	1079
Cobbitty	M	984
Cobramunga	F	16
Cobramunga	M	17
Cockwhy	F	10
Cockwhy	M	6
Codrington (NSW)	F	29
Codrington (NSW)	M	33
Coffee Camp	F	104
Coffee Camp	M	113
Coffs Harbour	F	13529
Coffs Harbour	M	12223
Coggan	F	6
Coggan	M	6
Cogra Bay	F	9
Cogra Bay	M	5
Coila	F	18
Coila	M	31
Coldstream (NSW)	F	19
Coldstream (NSW)	M	22
Coleambally	F	629
Coleambally	M	699
Colebee	F	939
Colebee	M	992
Coledale	F	634
Coledale	M	630
Colinroobie	F	36
Colinroobie	M	32
Colinton (NSW)	F	62
Colinton (NSW)	M	60
Collarenebri	F	306
Collarenebri	M	343
Collaroy (NSW)	F	4025
Collaroy (NSW)	M	3842
Collaroy Plateau	F	2412
Collaroy Plateau	M	2359
Collector	F	164
Collector	M	154
Collendina	F	48
Collendina	M	58
Collerina	F	24
Collerina	M	24
Collie (NSW)	F	86
Collie (NSW)	M	100
Collingullie	F	112
Collingullie	M	112
Collingwood (NSW)	F	22
Collingwood (NSW)	M	25
Collins Creek	F	62
Collins Creek	M	70
Collombatti	F	313
Collombatti	M	339
Colly Blue	F	13
Colly Blue	M	21
Colo (Bathurst Regional - NSW)	F	3
Colo (Bathurst Regional - NSW)	M	3
Colo (Hawkesbury - NSW)	F	28
Colo (Hawkesbury - NSW)	M	38
Colo Heights	F	162
Colo Heights	M	177
Colo Vale	F	807
Colo Vale	M	804
Colyton	F	4255
Colyton	M	4185
Comara	F	5
Comara	M	9
Combaning	F	48
Combaning	M	64
Combara	F	41
Combara	M	35
Comberton	F	13
Comberton	M	15
Comboyne	F	234
Comboyne	M	217
Come By Chance	F	60
Come By Chance	M	60
Comerong Island	F	6
Comerong Island	M	4
Commissioners Creek	F	24
Commissioners Creek	M	36
Como (NSW)	F	1995
Como (NSW)	M	1979
Comobella	F	26
Comobella	M	34
Conargo	F	47
Conargo	M	69
Concord	F	7500
Concord	M	7034
Concord West	F	3031
Concord West	M	2887
Condell Park	F	5791
Condell Park	M	5777
Condobolin	F	1767
Condobolin	M	1725
Condong	F	144
Condong	M	165
Coneac	F	16
Coneac	M	9
Congarinni	F	151
Congarinni	M	162
Congarinni North	F	184
Congarinni North	M	200
Congewai	F	92
Congewai	M	90
Congo	F	118
Congo	M	126
Conimbia	F	8
Conimbia	M	6
Coniston	F	1142
Coniston	M	1126
Conjola	F	73
Conjola	M	73
Conjola Park	F	166
Conjola Park	M	177
Connells Point	F	1453
Connells Point	M	1372
Constitution Hill	F	2067
Constitution Hill	M	1896
Coogee (NSW)	F	8047
Coogee (NSW)	M	7168
Cookamidgera	F	72
Cookamidgera	M	91
Cookardinia	F	26
Cookardinia	M	37
Cooks Gap	F	269
Cooks Gap	M	264
Cooks Hill	F	1878
Cooks Hill	M	1735
Cooks Myalls	F	21
Cooks Myalls	M	24
Coolabah	F	35
Coolabah	M	38
Coolac	F	85
Coolac	M	128
Coolagolite	F	131
Coolagolite	M	142
Coolah	F	637
Coolah	M	653
Coolamon	F	1121
Coolamon	M	1078
Coolangatta (NSW)	F	150
Coolangatta (NSW)	M	180
Coolatai	F	58
Coolatai	M	67
Cooleys Creek	F	3
Cooleys Creek	M	3
Coolgardie (NSW)	F	61
Coolgardie (NSW)	M	63
Coolongolook	F	199
Coolongolook	M	190
Coolringdon	F	32
Coolringdon	M	32
Coolumbooka	F	3
Cooma (NSW)	F	3321
Cooma (NSW)	M	3358
Coomba Bay	F	61
Coomba Bay	M	63
Coomba Park	F	296
Coomba Park	M	331
Coombadjha	F	7
Coombadjha	M	13
Coombell	F	12
Coombell	M	10
Coomealla	F	410
Coomealla	M	414
Coomoo Coomoo	F	4
Coomoo Coomoo	M	8
Coonabarabran	F	1733
Coonabarabran	M	1554
Coonamble	F	1392
Coonamble	M	1358
Coongbar	M	3
Cooperabung	F	134
Cooperabung	M	161
Coopernook	F	274
Coopernook	M	266
Coopers Gully	F	80
Coopers Gully	M	87
Coopers Shoot	F	132
Coopers Shoot	M	132
Cooplacurripa	F	7
Cooplacurripa	M	9
Coorabell	F	227
Coorabell	M	193
Cooranbong	F	2845
Cooranbong	M	2598
Cootamundra	F	3469
Cootamundra	M	3310
Cootralantra	F	49
Cootralantra	M	42
Cooyal	F	47
Cooyal	M	63
Copacabana	F	1336
Copacabana	M	1393
Cope	F	59
Cope	M	66
Copeland	F	28
Copeland	M	37
Copeton	F	22
Copeton	M	24
Copmanhurst	F	150
Copmanhurst	M	148
Coppabella (NSW)	F	4
Coppabella (NSW)	M	3
Copperhannia	F	3
Copperhannia	M	4
Coraki	F	667
Coraki	M	612
Coralville	F	61
Coralville	M	82
Coramba	F	403
Coramba	M	411
Corang	F	8
Corang	M	6
Corangula	F	13
Corangula	M	10
Corbie Hill	F	93
Corbie Hill	M	132
Cordeaux Heights	F	2261
Cordeaux Heights	M	2304
Coree	F	20
Coree	M	19
Coreen	F	52
Coreen	M	58
Corindi Beach	F	845
Corindi Beach	M	835
Corinella (NSW)	F	33
Corinella (NSW)	M	38
Corlette	F	2821
Corlette	M	2538
Corndale (NSW)	F	157
Corndale (NSW)	M	161
Corney Town	F	31
Corney Town	M	41
Cornwallis	F	27
Cornwallis	M	23
Corobimilla	F	37
Corobimilla	M	37
Corowa	F	2804
Corowa	M	2674
Corrabare	F	8
Corrabare	M	9
Corrimal	F	3375
Corrimal	M	3143
Corrowong	F	3
Corrowong	M	6
Corunna	F	27
Corunna	M	34
Cottage Point	F	52
Cottage Point	M	52
Cottonvale (NSW)	F	14
Cottonvale (NSW)	M	11
Cougal	F	8
Cougal	M	27
Countegany	F	13
Countegany	M	18
Courabyra	F	49
Courabyra	M	51
Couradda	F	26
Couradda	M	33
Couragago	F	7
Couragago	M	5
Couridjah	F	148
Couridjah	M	152
Coutts Crossing	F	554
Coutts Crossing	M	508
Cow Flat	F	32
Cow Flat	M	34
Cowabbie	F	6
Cowabbie	M	6
Cowan	F	320
Cowan	M	329
Cowper	F	43
Cowper	M	44
Cowra	F	5172
Cowra	M	4886
Coxs Creek	F	25
Coxs Creek	M	30
Coxs Crown	F	6
Coxs Crown	M	3
Crabbes Creek	F	143
Crabbes Creek	M	150
Crackenback	F	88
Crackenback	M	110
Craigie (NSW)	F	15
Craigie (NSW)	M	17
Cranebrook	F	8055
Cranebrook	M	7708
Craven	F	49
Craven	M	66
Craven Plateau	M	3
Crawford River	F	20
Crawford River	M	23
Crawney	F	17
Crawney	M	18
Creewah	F	14
Creewah	M	15
Cremorne (NSW)	F	6114
Cremorne (NSW)	M	5106
Cremorne Point	F	1247
Cremorne Point	M	1164
Crescent Head	F	748
Crescent Head	M	784
Crestwood	F	2242
Crestwood	M	2361
Cringila	F	1060
Cringila	M	1138
Croki	F	25
Croki	M	26
Cromer (NSW)	F	3923
Cromer (NSW)	M	3667
Cronulla	F	9162
Cronulla	M	8914
Crooble	F	29
Crooble	M	34
Croobyar	F	77
Croobyar	M	83
Crooked Corner	F	22
Crooked Corner	M	35
Crookwell	F	1339
Crookwell	M	1304
Croom	F	54
Croom	M	58
Croppa Creek	F	60
Croppa Creek	M	60
Cross Roads (NSW)	F	9
Cross Roads (NSW)	M	10
Crosslands	F	304
Crosslands	M	264
Croudace Bay	F	293
Croudace Bay	M	278
Crowdy Bay National Park	M	3
Crowdy Head	F	36
Crowdy Head	M	39
Crows Nest (NSW)	F	2475
Crows Nest (NSW)	M	2323
Crowther	F	24
Crowther	M	30
Croydon (NSW)	F	5555
Croydon (NSW)	M	5063
Croydon Park (NSW)	F	5801
Croydon Park (NSW)	M	5217
Crudine	F	34
Crudine	M	29
Cryon	F	18
Cryon	M	25
Crystal Creek (NSW)	F	134
Crystal Creek (NSW)	M	124
Cubba	F	14
Cubba	M	17
Cudal	F	262
Cudal	M	297
Cudgegong	F	24
Cudgegong	M	18
Cudgel	F	18
Cudgel	M	19
Cudgen	F	431
Cudgen	M	418
Cudgera Creek	F	157
Cudgera Creek	M	172
Cudmirrah	F	127
Cudmirrah	M	148
Culburra Beach	F	1435
Culburra Beach	M	1441
Culcairn	F	712
Culcairn	M	760
Cullen Bullen	F	135
Cullen Bullen	M	138
Cullenbone	F	19
Cullenbone	M	22
Cullendore	F	6
Cullendore	M	6
Cullerin	F	15
Cullerin	M	20
Cullivel	F	4
Cullivel	M	11
Culmaran Creek	F	3
Culmaran Creek	M	6
Cumbalum	F	772
Cumbalum	M	750
Cumbandry	F	10
Cumbandry	M	10
Cumberland Reach	F	87
Cumberland Reach	M	97
Cumbo	F	6
Cumbo	M	7
Cumborah	F	105
Cumborah	M	145
Cumnock	F	200
Cumnock	M	244
Cundle Flat	F	7
Cundle Flat	M	8
Cundletown	F	1086
Cundletown	M	974
Cundumbul	F	22
Cundumbul	M	17
Cunjurong Point	F	39
Cunjurong Point	M	39
Cunningar	F	75
Cunningar	M	69
Cunninyeuk	F	15
Cunninyeuk	M	18
Curban	F	60
Curban	M	63
Curl Curl	F	1170
Curl Curl	M	1245
Curlew Waters	F	4
Curlew Waters	M	11
Curlewis (NSW)	F	368
Curlewis (NSW)	M	402
Curlwaa	F	178
Curlwaa	M	209
Curra Creek	F	30
Curra Creek	M	40
Currabubula	F	173
Currabubula	M	162
Curramore (NSW)	F	98
Curramore (NSW)	M	97
Currans Hill	F	2711
Currans Hill	M	2593
Currarong	F	212
Currarong	M	239
Currawang	F	94
Currawang	M	95
Currawarna	F	90
Currawarna	M	104
Curraweela	F	16
Curraweela	M	27
Curricabark	F	4
Curricabark	M	4
Currowan	F	26
Currowan	M	31
Cuttabri	F	18
Cuttabri	M	20
Cuttagee	F	32
Cuttagee	M	26
Dabee	F	14
Dabee	M	28
Daceyville	F	693
Daceyville	M	520
Dairy Arm	F	11
Dairy Arm	M	15
Dairy Flat	F	4
Dairy Flat	M	14
Dairymans Plains	F	75
Dairymans Plains	M	79
Daleys Point	F	369
Daleys Point	M	315
Dalgety	F	90
Dalgety	M	118
Dalmeny	F	1025
Dalmeny	M	907
Dalmorton	F	3
Dalswinton	F	28
Dalswinton	M	28
Dalton	F	97
Dalton	M	100
Dalwood (Ballina - NSW)	F	121
Dalwood (Ballina - NSW)	M	110
Dalwood (Singleton - NSW)	F	51
Dalwood (Singleton - NSW)	M	55
Dandaloo	F	14
Dandaloo	M	27
Dandry	F	47
Dandry	M	49
Dangar Island	F	163
Dangar Island	M	138
Dangarsleigh	F	73
Dangarsleigh	M	81
Dangelong	F	3
Dangelong	M	4
Dapto	F	5478
Dapto	M	5256
Darawank	F	191
Darawank	M	212
Darbalara	F	21
Darbalara	M	31
Darbys Falls	F	110
Darbys Falls	M	137
Dareton	F	247
Dareton	M	255
Dargan	F	40
Dargan	M	50
Dark Corner	F	13
Dark Corner	M	7
Darkes Forest	F	59
Darkes Forest	M	56
Darkwood	F	88
Darkwood	M	87
Darling Point	F	2291
Darling Point	M	1897
Darlinghurst	F	4773
Darlinghurst	M	6547
Darlington (Singleton - NSW)	F	187
Darlington (Singleton - NSW)	M	181
Darlington (Sydney - NSW)	F	1617
Darlington (Sydney - NSW)	M	1482
Darlington Point	F	550
Darlington Point	M	611
Darlow	F	13
Darlow	M	24
Dartbrook	F	48
Dartbrook	M	64
Daruka	F	399
Daruka	M	379
Davidson	F	1447
Davidson	M	1404
Davis Creek	F	12
Davis Creek	M	7
Davistown	F	1283
Davistown	M	1205
Dawes Point	F	184
Dawes Point	M	177
Daysdale	F	46
Daysdale	M	47
Dean Park	F	1656
Dean Park	M	1568
Deauville	F	12
Deauville	M	16
Debenham	F	4
Debenham	M	3
Dee Why	F	10963
Dee Why	M	10552
Deep Creek (Clarence Valley - NSW)	F	4
Deep Creek (Clarence Valley - NSW)	M	4
Deep Creek (Kempsey - NSW)	F	44
Deep Creek (Kempsey - NSW)	M	49
Deep Creek (Kyogle - NSW)	F	13
Deep Creek (Kyogle - NSW)	M	13
Deepwater (NSW)	F	210
Deepwater (NSW)	M	223
Deer Vale	F	83
Deer Vale	M	81
Delegate	F	163
Delegate	M	187
Delungra	F	307
Delungra	M	338
Denham Court	F	917
Denham Court	M	1071
Denhams Beach	F	327
Denhams Beach	M	323
Deniliquin	F	4059
Deniliquin	M	3808
Denistone	F	1887
Denistone	M	1864
Denistone East	F	1148
Denistone East	M	1105
Denistone West	F	465
Denistone West	M	464
Denman	F	890
Denman	M	898
Depot Beach	F	13
Depot Beach	M	9
Derriwong	F	19
Derriwong	M	22
Deua River Valley	F	35
Deua River Valley	M	41
Devils Hole	F	6
Devils Hole	M	13
Dewitt	F	6
Dewitt	M	5
Dharruk	F	1417
Dharruk	M	1361
Dhulura	F	24
Dhulura	M	20
Dhuragoon	F	15
Dhuragoon	M	12
Diamond Beach	F	455
Diamond Beach	M	424
Diamond Head	F	3
Diehard	F	21
Diehard	M	26
Diggers Camp	F	8
Diggers Camp	M	10
Dignams Creek	F	46
Dignams Creek	M	42
Dilkoon	F	25
Dilkoon	M	22
Dilpurra	F	7
Dilpurra	M	11
Dinoga	F	32
Dinoga	M	31
Dirnaseer	F	34
Dirnaseer	M	49
Dirty Creek	F	41
Dirty Creek	M	48
Dobies Bight	F	53
Dobies Bight	M	80
Doctor George Mountain	F	33
Doctor George Mountain	M	30
Doctors Gap	F	19
Doctors Gap	M	18
Dog Rocks	F	4
Dog Rocks	M	3
Dolans Bay	F	299
Dolans Bay	M	296
Dolls Point	F	894
Dolls Point	M	765
Dollys Flat	F	37
Dollys Flat	M	42
Dolphin Point	F	96
Dolphin Point	M	102
Dombarton	F	75
Dombarton	M	65
Donald Creek	F	17
Donald Creek	M	8
Dondingalong	F	332
Dondingalong	M	336
Doon Doon	F	43
Doon Doon	M	49
Doonbah	F	121
Doonbah	M	121
Doonside	F	6835
