SSC_NAME16	Address5YearsAgo	Sex	persons
Marananga	(Same Address)	F	26
Marananga	(Same Address)	M	35
Marananga	(Same SA2)	F	4
Marananga	(Same SA2)	M	3
Marananga	New South Wales	F	5
Marananga	New South Wales	M	7
Marananga	Queensland	F	4
Marananga	South Australia	F	9
Marananga	South Australia	M	13
Marble Hill	(Same Address)	F	21
Marble Hill	(Same Address)	M	23
Marble Hill	(Same SA2)	F	4
Marble Hill	(Same SA2)	M	4
Marble Hill	South Australia	F	3
Marble Hill	South Australia	M	4
Marcollat	(Same Address)	F	13
Marcollat	(Same Address)	M	25
Marcollat	(Same SA2)	M	5
Marcollat	South Australia	F	9
Marcollat	South Australia	M	11
Marden	(Overseas)	F	143
Marden	(Overseas)	M	120
Marden	(Same Address)	F	551
Marden	(Same Address)	M	519
Marden	(Same SA2)	F	42
Marden	(Same SA2)	M	42
Marden	Australian Capital Territory	M	4
Marden	New South Wales	F	19
Marden	New South Wales	M	23
Marden	Northern Territory	F	3
Marden	Northern Territory	M	5
Marden	Queensland	F	6
Marden	South Australia	F	306
Marden	South Australia	M	250
Marden	Tasmania	F	4
Marden	Tasmania	M	4
Marden	Victoria	F	8
Marden	Victoria	M	14
Marino	(Overseas)	F	52
Marino	(Overseas)	M	47
Marino	(Same Address)	F	650
Marino	(Same Address)	M	651
Marino	(Same SA2)	F	37
Marino	(Same SA2)	M	32
Marino	Australian Capital Territory	F	5
Marino	Australian Capital Territory	M	6
Marino	New South Wales	F	5
Marino	New South Wales	M	10
Marino	Northern Territory	F	4
Marino	Northern Territory	M	5
Marino	Queensland	F	13
Marino	Queensland	M	10
Marino	South Australia	F	217
Marino	South Australia	M	206
Marino	Victoria	F	10
Marino	Victoria	M	7
Marino	Western Australia	F	4
Marino	Western Australia	M	3
Marion	(Overseas)	F	142
Marion	(Overseas)	M	123
Marion	(Same Address)	F	1116
Marion	(Same Address)	M	973
Marion	(Same SA2)	F	79
Marion	(Same SA2)	M	50
Marion	New South Wales	F	10
Marion	New South Wales	M	11
Marion	Northern Territory	F	20
Marion	Northern Territory	M	9
Marion	Queensland	F	11
Marion	Queensland	M	10
Marion	South Australia	F	498
Marion	South Australia	M	441
Marion	Victoria	F	12
Marion	Victoria	M	19
Marion	Western Australia	F	3
Marion	Western Australia	M	9
Marion Bay (SA)	(Same Address)	F	51
Marion Bay (SA)	(Same Address)	M	61
Marion Bay (SA)	(Same SA2)	F	3
Marion Bay (SA)	(Same SA2)	M	8
Marion Bay (SA)	South Australia	F	12
Marion Bay (SA)	South Australia	M	5
Marion Bay (SA)	Western Australia	F	3
Markaranka	(Overseas)	M	3
Markaranka	(Same Address)	F	7
Markaranka	(Same Address)	M	9
Marks Landing	(Same Address)	F	3
Marks Landing	(Same Address)	M	3
Marla	(Same Address)	F	7
Marla	(Same Address)	M	27
Marla	Northern Territory	F	3
Marla	Northern Territory	M	3
Marla	South Australia	F	8
Marla	South Australia	M	11
Marla	Victoria	M	3
Marleston	(Overseas)	F	119
Marleston	(Overseas)	M	102
Marleston	(Same Address)	F	370
Marleston	(Same Address)	M	359
Marleston	(Same SA2)	F	49
Marleston	(Same SA2)	M	49
Marleston	New South Wales	F	10
Marleston	New South Wales	M	12
Marleston	Northern Territory	F	4
Marleston	Northern Territory	M	4
Marleston	Queensland	F	4
Marleston	South Australia	F	183
Marleston	South Australia	M	213
Marleston	Victoria	M	8
Marleston	Western Australia	M	5
Marola	(Same Address)	F	5
Marola	(Same Address)	M	3
Marrabel	(Same Address)	F	31
Marrabel	(Same Address)	M	36
Marrabel	(Same SA2)	F	6
Marrabel	(Same SA2)	M	9
Marrabel	South Australia	F	6
Marrabel	South Australia	M	3
Marree	(Overseas)	M	3
Marree	(Same Address)	F	23
Marree	(Same Address)	M	24
Marree	South Australia	F	11
Marree	South Australia	M	13
Marryatville	(Overseas)	F	53
Marryatville	(Overseas)	M	39
Marryatville	(Same Address)	F	152
Marryatville	(Same Address)	M	132
Marryatville	(Same SA2)	F	9
Marryatville	(Same SA2)	M	11
Marryatville	Queensland	F	5
Marryatville	South Australia	F	64
Marryatville	South Australia	M	60
Marryatville	Victoria	F	3
Maryvale (SA)	(Same Address)	M	9
Maslin Beach	(Overseas)	F	22
Maslin Beach	(Overseas)	M	22
Maslin Beach	(Same Address)	F	314
Maslin Beach	(Same Address)	M	299
Maslin Beach	(Same SA2)	F	43
Maslin Beach	(Same SA2)	M	43
Maslin Beach	New South Wales	F	5
Maslin Beach	New South Wales	M	5
Maslin Beach	Northern Territory	F	5
Maslin Beach	Northern Territory	M	3
Maslin Beach	Queensland	F	6
Maslin Beach	Queensland	M	10
Maslin Beach	South Australia	F	124
Maslin Beach	South Australia	M	105
Maslin Beach	Victoria	F	5
Maslin Beach	Western Australia	F	4
Matta Flat	(Same Address)	F	24
Matta Flat	(Same Address)	M	26
Matta Flat	(Same SA2)	F	3
Matta Flat	(Same SA2)	M	3
Matta Flat	South Australia	F	3
Matta Flat	South Australia	M	7
Matta Flat	Victoria	F	3
Maude (SA)	(Same Address)	M	3
Mawson Lakes	(Overseas)	F	811
Mawson Lakes	(Overseas)	M	837
Mawson Lakes	(Same Address)	F	2342
Mawson Lakes	(Same Address)	M	2357
Mawson Lakes	(Same SA2)	F	434
Mawson Lakes	(Same SA2)	M	390
Mawson Lakes	Australian Capital Territory	F	36
Mawson Lakes	Australian Capital Territory	M	43
Mawson Lakes	New South Wales	F	113
Mawson Lakes	New South Wales	M	137
Mawson Lakes	Northern Territory	F	33
Mawson Lakes	Northern Territory	M	44
Mawson Lakes	Queensland	F	75
Mawson Lakes	Queensland	M	85
Mawson Lakes	South Australia	F	1777
Mawson Lakes	South Australia	M	1756
Mawson Lakes	Tasmania	F	6
Mawson Lakes	Tasmania	M	7
Mawson Lakes	Victoria	F	75
Mawson Lakes	Victoria	M	105
Mawson Lakes	Western Australia	F	32
Mawson Lakes	Western Australia	M	38
Mayfield (SA)	(Same Address)	F	3
Mayfield (SA)	(Same Address)	M	3
Maylands (SA)	(Overseas)	F	52
Maylands (SA)	(Overseas)	M	39
Maylands (SA)	(Same Address)	F	428
Maylands (SA)	(Same Address)	M	391
Maylands (SA)	(Same SA2)	F	21
Maylands (SA)	(Same SA2)	M	17
Maylands (SA)	New South Wales	F	9
Maylands (SA)	New South Wales	M	9
Maylands (SA)	Queensland	F	3
Maylands (SA)	Queensland	M	5
Maylands (SA)	South Australia	F	172
Maylands (SA)	South Australia	M	158
Maylands (SA)	Victoria	F	12
Maylands (SA)	Victoria	M	4
Maylands (SA)	Western Australia	F	3
Maylands (SA)	Western Australia	M	3
McBean Pound	(Same Address)	F	5
McBean Pound	(Same Address)	M	9
McCallum	(Same Address)	F	6
McCallum	(Same Address)	M	8
McCallum	(Same SA2)	F	3
McCallum	(Same SA2)	M	3
McCallum	South Australia	F	4
McCracken	(Overseas)	F	11
McCracken	(Overseas)	M	13
McCracken	(Same Address)	F	538
McCracken	(Same Address)	M	458
McCracken	(Same SA2)	F	126
McCracken	(Same SA2)	M	121
McCracken	Australian Capital Territory	F	3
McCracken	New South Wales	F	3
McCracken	New South Wales	M	7
McCracken	Northern Territory	F	5
McCracken	Northern Territory	M	9
McCracken	Queensland	F	6
McCracken	Queensland	M	5
McCracken	South Australia	F	184
McCracken	South Australia	M	173
McCracken	Tasmania	F	4
McCracken	Tasmania	M	4
McCracken	Victoria	F	5
McCracken	Victoria	M	4
McCracken	Western Australia	F	6
McCracken	Western Australia	M	4
McHarg Creek	(Same Address)	F	15
McHarg Creek	(Same Address)	M	10
McHarg Creek	South Australia	F	5
McHarg Creek	South Australia	M	6
McHarg Creek	Victoria	M	3
McLaren Flat	(Overseas)	F	7
McLaren Flat	(Overseas)	M	6
McLaren Flat	(Same Address)	F	438
McLaren Flat	(Same Address)	M	454
McLaren Flat	(Same SA2)	F	68
McLaren Flat	(Same SA2)	M	51
McLaren Flat	New South Wales	F	7
McLaren Flat	New South Wales	M	4
McLaren Flat	Northern Territory	F	3
McLaren Flat	Northern Territory	M	3
McLaren Flat	Queensland	F	7
McLaren Flat	Queensland	M	9
McLaren Flat	South Australia	F	149
McLaren Flat	South Australia	M	140
McLaren Flat	Victoria	F	3
McLaren Vale	(Overseas)	F	37
McLaren Vale	(Overseas)	M	30
McLaren Vale	(Same Address)	F	1172
McLaren Vale	(Same Address)	M	1104
McLaren Vale	(Same SA2)	F	108
McLaren Vale	(Same SA2)	M	98
McLaren Vale	New South Wales	F	14
McLaren Vale	New South Wales	M	9
McLaren Vale	Northern Territory	F	3
McLaren Vale	Northern Territory	M	3
McLaren Vale	Queensland	F	15
McLaren Vale	Queensland	M	12
McLaren Vale	South Australia	F	403
McLaren Vale	South Australia	M	376
McLaren Vale	Tasmania	F	3
McLaren Vale	Victoria	F	13
McLaren Vale	Victoria	M	10
McLaren Vale	Western Australia	M	3
Meadows	(Overseas)	F	5
Meadows	(Overseas)	M	9
Meadows	(Same Address)	F	378
Meadows	(Same Address)	M	371
Meadows	(Same SA2)	F	30
Meadows	(Same SA2)	M	38
Meadows	New South Wales	M	4
Meadows	Northern Territory	F	3
Meadows	Northern Territory	M	7
Meadows	Queensland	F	3
Meadows	South Australia	F	171
Meadows	South Australia	M	159
Meadows	Victoria	F	7
Meadows	Victoria	M	3
Meadows	Western Australia	M	3
Medindie	(Overseas)	F	34
Medindie	(Overseas)	M	13
Medindie	(Same Address)	F	353
Medindie	(Same Address)	M	310
Medindie	(Same SA2)	F	31
Medindie	(Same SA2)	M	19
Medindie	New South Wales	F	7
Medindie	New South Wales	M	7
Medindie	Northern Territory	F	3
Medindie	Northern Territory	M	3
Medindie	Queensland	F	5
Medindie	South Australia	F	145
Medindie	South Australia	M	108
Medindie	Victoria	F	5
Medindie	Victoria	M	3
Medindie	Western Australia	F	3
Medindie	Western Australia	M	3
Medindie Gardens	(Overseas)	M	3
Medindie Gardens	(Same Address)	F	117
Medindie Gardens	(Same Address)	M	102
Medindie Gardens	(Same SA2)	M	3
Medindie Gardens	South Australia	F	39
Medindie Gardens	South Australia	M	38
Medindie Gardens	Victoria	F	3
Medindie Gardens	Victoria	M	3
Melrose (SA)	(Same Address)	F	115
Melrose (SA)	(Same Address)	M	125
Melrose (SA)	(Same SA2)	F	11
Melrose (SA)	(Same SA2)	M	15
Melrose (SA)	New South Wales	M	4
Melrose (SA)	South Australia	F	13
Melrose (SA)	South Australia	M	15
Melrose (SA)	Victoria	M	4
Melrose Park (SA)	(Overseas)	F	77
Melrose Park (SA)	(Overseas)	M	56
Melrose Park (SA)	(Same Address)	F	623
Melrose Park (SA)	(Same Address)	M	549
Melrose Park (SA)	(Same SA2)	F	56
Melrose Park (SA)	(Same SA2)	M	39
Melrose Park (SA)	Australian Capital Territory	F	3
Melrose Park (SA)	New South Wales	F	13
Melrose Park (SA)	New South Wales	M	10
Melrose Park (SA)	Northern Territory	F	5
Melrose Park (SA)	Northern Territory	M	7
Melrose Park (SA)	Queensland	M	4
Melrose Park (SA)	South Australia	F	247
Melrose Park (SA)	South Australia	M	212
Melrose Park (SA)	Victoria	F	8
Melrose Park (SA)	Western Australia	F	3
Melrose Park (SA)	Western Australia	M	4
Melton (SA)	(Same Address)	F	9
Melton (SA)	(Same Address)	M	5
Melton Station	(Same Address)	F	3
Melton Station	(Same Address)	M	6
Meningie	(Overseas)	F	8
Meningie	(Overseas)	M	3
Meningie	(Same Address)	F	327
Meningie	(Same Address)	M	317
Meningie	(Same SA2)	F	94
Meningie	(Same SA2)	M	77
Meningie	New South Wales	F	6
Meningie	New South Wales	M	3
Meningie	Queensland	F	4
Meningie	Queensland	M	5
Meningie	South Australia	F	58
Meningie	South Australia	M	48
Meningie	Victoria	F	4
Meningie	Western Australia	F	3
Meningie	Western Australia	M	3
Meningie East	(Same SA2)	M	3
Meningie East	South Australia	F	6
Meningie West	(Same Address)	F	4
Meningie West	(Same Address)	M	6
Meningie West	(Same SA2)	F	4
Meningie West	(Same SA2)	M	3
Meningie West	South Australia	F	4
Meningie West	South Australia	M	3
Menzies (SA)	(Overseas)	F	3
Menzies (SA)	(Overseas)	M	3
Menzies (SA)	(Same Address)	F	25
Menzies (SA)	(Same Address)	M	36
Menzies (SA)	(Same SA2)	F	7
Menzies (SA)	(Same SA2)	M	8
Menzies (SA)	South Australia	F	4
Menzies (SA)	South Australia	M	6
Mercunda	(Same Address)	F	3
Mercunda	(Same Address)	M	4
Merghiny	(Same Address)	M	5
Merghiny	South Australia	F	3
Merghiny	South Australia	M	3
Meribah	(Same Address)	F	17
Meribah	(Same Address)	M	7
Meribah	South Australia	F	3
Meribah	Victoria	F	3
Merriton	(Same Address)	F	27
Merriton	(Same Address)	M	19
Middle Beach	(Same Address)	F	16
Middle Beach	(Same Address)	M	20
Middle Beach	South Australia	F	12
Middle Beach	South Australia	M	9
Middle River	(Same Address)	M	3
Middleton (SA)	(Overseas)	F	4
Middleton (SA)	(Overseas)	M	9
Middleton (SA)	(Same Address)	F	283
Middleton (SA)	(Same Address)	M	308
Middleton (SA)	(Same SA2)	F	51
Middleton (SA)	(Same SA2)	M	38
Middleton (SA)	New South Wales	F	4
Middleton (SA)	Northern Territory	F	5
Middleton (SA)	Northern Territory	M	10
Middleton (SA)	Queensland	F	6
Middleton (SA)	Queensland	M	8
Middleton (SA)	South Australia	F	152
Middleton (SA)	South Australia	M	156
Middleton (SA)	Tasmania	M	5
Middleton (SA)	Western Australia	M	3
Midgee (SA)	(Same Address)	F	4
Midgee (SA)	(Same Address)	M	3
Mil-Lel	(Same Address)	F	90
Mil-Lel	(Same Address)	M	109
Mil-Lel	(Same SA2)	F	3
Mil-Lel	(Same SA2)	M	6
Mil-Lel	South Australia	F	40
Mil-Lel	South Australia	M	47
Mil-Lel	Victoria	F	6
Mil-Lel	Victoria	M	9
Milang	(Overseas)	F	12
Milang	(Overseas)	M	4
Milang	(Same Address)	F	220
Milang	(Same Address)	M	214
Milang	(Same SA2)	F	34
Milang	(Same SA2)	M	31
Milang	New South Wales	F	4
Milang	New South Wales	M	3
Milang	Northern Territory	M	3
Milang	Queensland	M	3
Milang	South Australia	F	88
Milang	South Australia	M	104
Milang	Tasmania	F	4
Milang	Victoria	F	4
Milang	Victoria	M	4
Milang	Western Australia	F	3
Milang	Western Australia	M	3
Mile End	(Overseas)	F	233
Mile End	(Overseas)	M	210
Mile End	(Same Address)	F	1157
Mile End	(Same Address)	M	1043
Mile End	(Same SA2)	F	86
Mile End	(Same SA2)	M	88
Mile End	Australian Capital Territory	M	3
Mile End	New South Wales	F	18
Mile End	New South Wales	M	15
Mile End	Northern Territory	F	3
Mile End	Northern Territory	M	5
Mile End	Queensland	F	13
Mile End	Queensland	M	12
Mile End	South Australia	F	495
Mile End	South Australia	M	509
Mile End	Victoria	F	37
Mile End	Victoria	M	30
Mile End	Western Australia	F	11
Mile End	Western Australia	M	13
Mile End South	(Same Address)	F	6
Mile End South	(Same Address)	M	3
Mile End South	South Australia	M	3
Milendella	(Same Address)	F	24
Milendella	(Same Address)	M	28
Millbrook (SA)	(Same Address)	F	23
Millbrook (SA)	(Same Address)	M	38
Millbrook (SA)	(Same SA2)	F	3
Millbrook (SA)	(Same SA2)	M	4
Millbrook (SA)	South Australia	F	12
Millbrook (SA)	South Australia	M	10
Millbrook (SA)	Western Australia	M	3
Millicent	(Overseas)	F	17
Millicent	(Overseas)	M	16
Millicent	(Same Address)	F	1600
Millicent	(Same Address)	M	1557
Millicent	(Same SA2)	F	325
Millicent	(Same SA2)	M	305
Millicent	New South Wales	F	21
Millicent	New South Wales	M	31
Millicent	Northern Territory	F	6
Millicent	Northern Territory	M	6
Millicent	Queensland	F	9
Millicent	Queensland	M	15
Millicent	South Australia	F	252
Millicent	South Australia	M	228
Millicent	Tasmania	F	3
Millicent	Tasmania	M	3
Millicent	Victoria	F	35
Millicent	Victoria	M	33
Millicent	Western Australia	F	20
Millicent	Western Australia	M	13
Millswood	(Overseas)	F	29
Millswood	(Overseas)	M	30
Millswood	(Same Address)	F	720
Millswood	(Same Address)	M	635
Millswood	(Same SA2)	F	51
Millswood	(Same SA2)	M	44
Millswood	New South Wales	F	11
Millswood	New South Wales	M	11
Millswood	Northern Territory	F	4
Millswood	Queensland	F	11
Millswood	Queensland	M	11
Millswood	South Australia	F	169
Millswood	South Australia	M	172
Millswood	Victoria	F	16
Millswood	Victoria	M	7
Miltalie	(Same Address)	F	9
Miltalie	(Same Address)	M	15
Miltalie	(Same SA2)	F	3
Miltalie	(Same SA2)	M	8
Miltalie	South Australia	F	3
Miltalie	South Australia	M	3
Mimili	(Same Address)	F	82
Mimili	(Same Address)	M	78
Mimili	(Same SA2)	M	4
Mimili	Queensland	F	3
Mimili	South Australia	F	8
Mimili	South Australia	M	3
Mimili	Victoria	M	3
Minbrie	(Same Address)	F	13
Minbrie	(Same Address)	M	13
Minbrie	(Same SA2)	F	3
Mindarie (SA)	(Same Address)	F	13
Mindarie (SA)	(Same Address)	M	21
Mingary	(Same Address)	F	15
Mingary	(Same Address)	M	10
Mingary	New South Wales	M	6
Mingary	Queensland	F	3
Mingary	Queensland	M	3
Mingary	South Australia	M	14
Mingary	Tasmania	F	3
Mingary	Victoria	M	3
Mingbool	(Same Address)	F	38
Mingbool	(Same Address)	M	40
Mingbool	(Same SA2)	F	3
Mingbool	South Australia	F	13
Mingbool	South Australia	M	13
Mingbool	Victoria	F	3
Minlaton	(Same Address)	F	328
Minlaton	(Same Address)	M	338
Minlaton	(Same SA2)	F	79
Minlaton	(Same SA2)	M	57
Minlaton	Northern Territory	F	3
Minlaton	Northern Territory	M	7
Minlaton	Queensland	F	3
Minlaton	Queensland	M	6
Minlaton	South Australia	F	70
Minlaton	South Australia	M	50
Minlaton	Western Australia	F	3
Minnipa	(Same Address)	F	52
Minnipa	(Same Address)	M	66
Minnipa	(Same SA2)	F	3
Minnipa	(Same SA2)	M	6
Minnipa	South Australia	F	8
Minnipa	South Australia	M	7
Minnipa	Victoria	M	4
Mintaro	(Same Address)	F	48
Mintaro	(Same Address)	M	57
Mintaro	(Same SA2)	F	9
Mintaro	(Same SA2)	M	3
Mintaro	South Australia	F	29
Mintaro	South Australia	M	22
Minvalara	(Same Address)	F	3
Minvalara	(Same Address)	M	5
Minvalara	New South Wales	F	3
Minvalara	South Australia	F	3
Minvalara	South Australia	M	4
Miranda (SA)	(Same Address)	F	6
Miranda (SA)	(Same Address)	M	16
Miranda (SA)	South Australia	F	3
Miranda (SA)	South Australia	M	3
Mitcham (SA)	(Overseas)	F	38
Mitcham (SA)	(Overseas)	M	34
Mitcham (SA)	(Same Address)	F	512
Mitcham (SA)	(Same Address)	M	449
Mitcham (SA)	(Same SA2)	F	53
Mitcham (SA)	(Same SA2)	M	46
Mitcham (SA)	Australian Capital Territory	F	3
Mitcham (SA)	Australian Capital Territory	M	3
Mitcham (SA)	New South Wales	F	13
Mitcham (SA)	New South Wales	M	7
Mitcham (SA)	Northern Territory	F	11
Mitcham (SA)	Northern Territory	M	6
Mitcham (SA)	Queensland	F	5
Mitcham (SA)	Queensland	M	4
Mitcham (SA)	South Australia	F	255
Mitcham (SA)	South Australia	M	189
Mitcham (SA)	Victoria	F	7
Mitcham (SA)	Victoria	M	4
Mitchell (SA)	(Same Address)	F	21
Mitchell (SA)	(Same Address)	M	22
Mitchell (SA)	South Australia	F	4
Mitchell (SA)	South Australia	M	3
Mitchell Park (SA)	(Overseas)	F	257
Mitchell Park (SA)	(Overseas)	M	205
Mitchell Park (SA)	(Same Address)	F	1456
Mitchell Park (SA)	(Same Address)	M	1262
Mitchell Park (SA)	(Same SA2)	F	105
Mitchell Park (SA)	(Same SA2)	M	84
Mitchell Park (SA)	New South Wales	F	12
Mitchell Park (SA)	New South Wales	M	33
Mitchell Park (SA)	Northern Territory	F	6
Mitchell Park (SA)	Northern Territory	M	14
Mitchell Park (SA)	Queensland	F	18
Mitchell Park (SA)	Queensland	M	13
Mitchell Park (SA)	South Australia	F	689
Mitchell Park (SA)	South Australia	M	579
Mitchell Park (SA)	Tasmania	F	3
Mitchell Park (SA)	Victoria	F	26
Mitchell Park (SA)	Victoria	M	25
Mitchell Park (SA)	Western Australia	F	12
Mitchell Park (SA)	Western Australia	M	8
Mitchellville	(Same Address)	F	3
Mitchellville	(Same Address)	M	6
Mitchellville	(Same SA2)	F	4
Mitchellville	(Same SA2)	M	3
Mitchellville	South Australia	F	4
Mitchellville	South Australia	M	7
Moana	(Overseas)	F	59
Moana	(Overseas)	M	59
Moana	(Same Address)	F	740
Moana	(Same Address)	M	691
Moana	(Same SA2)	F	127
Moana	(Same SA2)	M	106
Moana	New South Wales	F	9
Moana	New South Wales	M	10
Moana	Northern Territory	F	6
Moana	Northern Territory	M	4
Moana	Queensland	F	13
Moana	Queensland	M	9
Moana	South Australia	F	240
Moana	South Australia	M	223
Moana	Tasmania	F	3
Moana	Victoria	F	3
Moana	Victoria	M	4
Mobilong	(Same Address)	F	4
Mobilong	(Same Address)	M	3
Moculta	(Overseas)	F	3
Moculta	(Overseas)	M	3
Moculta	(Same Address)	F	82
Moculta	(Same Address)	M	80
Moculta	(Same SA2)	F	3
Moculta	(Same SA2)	M	3
Moculta	Queensland	M	9
Moculta	South Australia	F	12
Moculta	South Australia	M	8
Modbury	(Overseas)	F	238
Modbury	(Overseas)	M	215
Modbury	(Same Address)	F	1374
Modbury	(Same Address)	M	1319
Modbury	(Same SA2)	F	80
Modbury	(Same SA2)	M	78
Modbury	New South Wales	F	18
Modbury	New South Wales	M	15
Modbury	Northern Territory	F	3
Modbury	Northern Territory	M	7
Modbury	Queensland	F	9
Modbury	Queensland	M	21
Modbury	South Australia	F	607
Modbury	South Australia	M	581
Modbury	Victoria	F	15
Modbury	Victoria	M	18
Modbury	Western Australia	F	12
Modbury	Western Australia	M	5
Modbury Heights	(Overseas)	F	98
Modbury Heights	(Overseas)	M	79
Modbury Heights	(Same Address)	F	2242
Modbury Heights	(Same Address)	M	2112
Modbury Heights	(Same SA2)	F	98
Modbury Heights	(Same SA2)	M	118
Modbury Heights	New South Wales	F	17
Modbury Heights	New South Wales	M	14
Modbury Heights	Northern Territory	M	3
Modbury Heights	Queensland	F	24
Modbury Heights	Queensland	M	22
Modbury Heights	South Australia	F	578
Modbury Heights	South Australia	M	558
Modbury Heights	Victoria	F	11
Modbury Heights	Victoria	M	18
Modbury Heights	Western Australia	F	7
Modbury Heights	Western Australia	M	5
Modbury North	(Overseas)	F	119
Modbury North	(Overseas)	M	90
Modbury North	(Same Address)	F	1754
Modbury North	(Same Address)	M	1816
Modbury North	(Same SA2)	F	66
Modbury North	(Same SA2)	M	57
Modbury North	Australian Capital Territory	M	3
Modbury North	New South Wales	F	5
Modbury North	New South Wales	M	11
Modbury North	Northern Territory	F	4
Modbury North	Queensland	F	12
Modbury North	Queensland	M	9
Modbury North	South Australia	F	515
Modbury North	South Australia	M	497
Modbury North	Victoria	F	5
Modbury North	Victoria	M	4
Modbury North	Western Australia	F	3
Modbury North	Western Australia	M	3
Moerlong	(Same Address)	F	10
Moerlong	(Same Address)	M	8
Moerlong	Queensland	M	3
Monarto	(Same Address)	F	71
Monarto	(Same Address)	M	71
Monarto	South Australia	F	19
Monarto	South Australia	M	22
Monarto South	(Same Address)	F	47
Monarto South	(Same Address)	M	51
Monarto South	(Same SA2)	M	3
Monarto South	South Australia	F	22
Monarto South	South Australia	M	19
Monash (SA)	(Same Address)	F	394
Monash (SA)	(Same Address)	M	422
Monash (SA)	(Same SA2)	F	32
Monash (SA)	(Same SA2)	M	36
Monash (SA)	New South Wales	M	3
Monash (SA)	Northern Territory	F	6
Monash (SA)	Northern Territory	M	4
Monash (SA)	Queensland	F	3
Monash (SA)	Queensland	M	4
Monash (SA)	South Australia	F	57
Monash (SA)	South Australia	M	48
Monash (SA)	Victoria	F	8
Monash (SA)	Victoria	M	6
Monbulla	(Overseas)	M	3
Monbulla	(Same Address)	F	37
Monbulla	(Same Address)	M	40
Monbulla	(Same SA2)	F	10
Monbulla	(Same SA2)	M	11
Montacute	(Overseas)	F	3
Montacute	(Same Address)	F	75
Montacute	(Same Address)	M	95
Montacute	(Same SA2)	F	4
Montacute	(Same SA2)	M	3
Montacute	New South Wales	F	3
Montacute	South Australia	F	39
Montacute	South Australia	M	30
Montarra	(Same Address)	F	6
Montarra	(Same Address)	M	7
Montarra	(Same SA2)	F	3
Montarra	South Australia	F	3
Monteith	(Overseas)	M	3
Monteith	(Same Address)	F	44
Monteith	(Same Address)	M	50
Monteith	(Same SA2)	M	5
Monteith	New South Wales	F	3
Monteith	South Australia	F	3
Monteith	South Australia	M	8
Moockra	(Same Address)	F	3
Moockra	South Australia	M	3
Moody	(Same Address)	F	10
Moody	(Same Address)	M	12
Moonta	(Overseas)	F	3
Moonta	(Same Address)	F	180
Moonta	(Same Address)	M	152
Moonta	(Same SA2)	F	39
Moonta	(Same SA2)	M	30
Moonta	Northern Territory	F	5
Moonta	Northern Territory	M	3
Moonta	Queensland	M	3
Moonta	South Australia	F	49
Moonta	South Australia	M	65
Moonta Bay	(Overseas)	F	9
Moonta Bay	(Overseas)	M	3
Moonta Bay	(Same Address)	F	561
Moonta Bay	(Same Address)	M	566
Moonta Bay	(Same SA2)	F	148
Moonta Bay	(Same SA2)	M	126
Moonta Bay	New South Wales	F	5
Moonta Bay	New South Wales	M	9
Moonta Bay	Northern Territory	F	8
Moonta Bay	Northern Territory	M	14
Moonta Bay	Queensland	F	10
Moonta Bay	Queensland	M	10
Moonta Bay	South Australia	F	265
Moonta Bay	South Australia	M	273
Moonta Bay	Tasmania	F	4
Moonta Bay	Tasmania	M	3
Moonta Bay	Victoria	F	8
Moonta Bay	Victoria	M	9
Moonta Bay	Western Australia	F	4
Moonta Bay	Western Australia	M	4
Moonta Mines	(Same Address)	F	66
Moonta Mines	(Same Address)	M	66
Moonta Mines	(Same SA2)	F	17
Moonta Mines	(Same SA2)	M	13
Moonta Mines	South Australia	F	16
Moonta Mines	South Australia	M	16
Moorak	(Overseas)	M	3
Moorak	(Same Address)	F	235
Moorak	(Same Address)	M	240
Moorak	(Same SA2)	F	25
Moorak	(Same SA2)	M	22
Moorak	Northern Territory	F	6
Moorak	Northern Territory	M	3
Moorak	Queensland	M	3
Moorak	South Australia	F	44
Moorak	South Australia	M	58
Moorak	Victoria	F	9
Moorak	Victoria	M	7
Moorlands	(Same Address)	F	24
Moorlands	(Same Address)	M	21
Moorook	(Same Address)	F	58
Moorook	(Same Address)	M	58
Moorook	(Same SA2)	F	4
Moorook	(Same SA2)	M	6
Moorook	Australian Capital Territory	F	3
Moorook	South Australia	F	19
Moorook	South Australia	M	11
Moorook South	(Overseas)	M	3
Moorook South	(Same Address)	F	39
Moorook South	(Same Address)	M	48
Moorook South	(Same SA2)	F	5
Moorook South	(Same SA2)	M	4
Moorook South	South Australia	F	19
Moorook South	South Australia	M	19
Moppa	(Same Address)	F	28
Moppa	(Same Address)	M	32
Moppa	South Australia	F	3
Moppa	South Australia	M	5
Morchard	(Same Address)	F	7
Morchard	(Same Address)	M	11
Morchard	New South Wales	F	3
Morgan	(Same Address)	F	137
Morgan	(Same Address)	M	158
Morgan	(Same SA2)	F	20
Morgan	(Same SA2)	M	22
Morgan	New South Wales	M	4
Morgan	Queensland	F	3
Morgan	South Australia	F	33
Morgan	South Australia	M	45
Morgan	Victoria	F	3
Morgan	Victoria	M	7
Morn Hill	(Same Address)	F	3
Morn Hill	(Same Address)	M	7
Morn Hill	(Same SA2)	M	3
Morphett Vale	(Overseas)	F	208
Morphett Vale	(Overseas)	M	163
Morphett Vale	(Same Address)	F	6700
Morphett Vale	(Same Address)	M	6601
Morphett Vale	(Same SA2)	F	412
Morphett Vale	(Same SA2)	M	379
