SSC_NAME16	PrivateDwelling	Sex	persons
Berkshire Park	0	M	781
Berkshire Park	1	F	516
Berkshire Park	1	M	546
Bermagui	0	F	79
Bermagui	0	M	88
Bermagui	1	F	712
Bermagui	1	M	656
Berowra	0	F	35
Berowra	0	M	37
Berowra	1	F	2274
Berowra	1	M	2237
Berowra Creek	1	F	4
Berowra Creek	1	M	7
Berowra Heights	0	F	36
Berowra Heights	0	M	43
Berowra Heights	1	F	2597
Berowra Heights	1	M	2489
Berowra Waters	0	F	33
Berowra Waters	0	M	41
Berowra Waters	1	F	27
Berowra Waters	1	M	30
Berrambool	0	F	6
Berrambool	0	M	12
Berrambool	1	F	211
Berrambool	1	M	202
Berrara	0	F	11
Berrara	0	M	7
Berrara	1	F	138
Berrara	1	M	127
Berremangra	0	F	3
Berremangra	0	M	3
Berremangra	1	F	33
Berremangra	1	M	35
Berrico	0	F	4
Berrico	0	M	6
Berrico	1	F	15
Berrico	1	M	10
Berridale	0	F	108
Berridale	0	M	145
Berridale	1	F	527
Berridale	1	M	565
Berrigal	0	F	7
Berrigal	0	M	3
Berrigal	1	F	14
Berrigal	1	M	13
Berrigan	0	F	101
Berrigan	0	M	86
Berrigan	1	F	519
Berrigan	1	M	527
Berrilee	0	F	6
Berrilee	1	F	103
Berrilee	1	M	111
Berrima	0	F	53
Berrima	0	M	57
Berrima	1	F	297
Berrima	1	M	278
Berringer Lake	0	M	3
Berringer Lake	1	F	6
Berringer Lake	1	M	12
Berry	0	F	181
Berry	0	M	133
Berry	1	F	1255
Berry	1	M	1079
Berry Jerry	0	F	7
Berry Jerry	0	M	7
Berry Jerry	1	F	36
Berry Jerry	1	M	30
Berry Mountain	0	F	4
Berry Mountain	0	M	4
Berry Mountain	1	F	9
Berry Mountain	1	M	8
Berry Park	0	F	11
Berry Park	0	M	4
Berry Park	1	F	50
Berry Park	1	M	52
Berthong	0	F	3
Berthong	0	M	6
Berthong	1	F	14
Berthong	1	M	21
Beryl	0	F	10
Beryl	0	M	14
Beryl	1	F	55
Beryl	1	M	57
Bethungra	0	M	3
Bethungra	1	F	70
Bethungra	1	M	83
Bevendale	1	F	19
Bevendale	1	M	21
Beverley Park	0	F	96
Beverley Park	0	M	93
Beverley Park	1	F	1125
Beverley Park	1	M	1121
Beverly Hills	0	F	166
Beverly Hills	0	M	163
Beverly Hills	1	F	5059
Beverly Hills	1	M	4698
Bewong	0	F	7
Bewong	0	M	4
Bewong	1	F	34
Bewong	1	M	31
Bexhill	0	F	4
Bexhill	0	M	10
Bexhill	1	F	243
Bexhill	1	M	224
Bexley	0	F	1129
Bexley	0	M	879
Bexley	1	F	8949
Bexley	1	M	8703
Bexley North	0	F	86
Bexley North	0	M	93
Bexley North	1	F	2011
Bexley North	1	M	1878
Biala	0	F	3
Biala	1	F	25
Biala	1	M	29
Bibbenluke	0	F	5
Bibbenluke	0	M	4
Bibbenluke	1	F	40
Bibbenluke	1	M	41
Biddon	1	F	38
Biddon	1	M	53
Bidgeemia	1	F	14
Bidgeemia	1	M	16
Bidwill (NSW)	0	F	221
Bidwill (NSW)	0	M	211
Bidwill (NSW)	1	F	2043
Bidwill (NSW)	1	M	1790
Bielsdown Hills	0	F	3
Bielsdown Hills	0	M	3
Bielsdown Hills	1	F	54
Bielsdown Hills	1	M	39
Big Hill (NSW)	1	F	18
Big Hill (NSW)	1	M	27
Big Jacks Creek	0	F	3
Big Jacks Creek	0	M	3
Big Jacks Creek	1	F	20
Big Jacks Creek	1	M	20
Big Ridge	1	F	9
Big Ridge	1	M	5
Big Springs	0	F	4
Big Springs	1	F	61
Big Springs	1	M	51
Bigga	0	F	23
Bigga	0	M	30
Bigga	1	F	88
Bigga	1	M	109
Bilambil	0	F	4
Bilambil	0	M	5
Bilambil	1	F	194
Bilambil	1	M	198
Bilambil Heights	0	F	88
Bilambil Heights	0	M	89
Bilambil Heights	1	F	1591
Bilambil Heights	1	M	1510
Bilbul	0	F	19
Bilbul	0	M	28
Bilbul	1	F	237
Bilbul	1	M	265
Bilgola Beach	0	F	3
Bilgola Beach	0	M	5
Bilgola Beach	1	F	119
Bilgola Beach	1	M	117
Bilgola Plateau	0	F	34
Bilgola Plateau	0	M	25
Bilgola Plateau	1	F	1701
Bilgola Plateau	1	M	1670
Billeroy	1	F	12
Billeroy	1	M	19
Billilingra	1	F	5
Billilingra	1	M	9
Billimari	0	F	10
Billimari	0	M	15
Billimari	1	F	66
Billimari	1	M	54
Billinudgel	0	F	12
Billinudgel	0	M	14
Billinudgel	1	F	89
Billinudgel	1	M	92
Billys Creek	0	F	3
Billys Creek	1	F	26
Billys Creek	1	M	26
Billywillinga	0	F	3
Billywillinga	0	M	4
Billywillinga	1	F	94
Billywillinga	1	M	83
Bilpin	0	F	33
Bilpin	0	M	25
Bilpin	1	F	307
Bilpin	1	M	291
Bimbi	0	F	7
Bimbi	0	M	14
Bimbi	1	F	43
Bimbi	1	M	42
Bimbimbie	0	F	3
Bimbimbie	0	M	3
Bimbimbie	1	F	53
Bimbimbie	1	M	58
Binalong	0	F	19
Binalong	0	M	13
Binalong	1	F	240
Binalong	1	M	260
Binda	0	F	27
Binda	0	M	25
Binda	1	F	107
Binda	1	M	123
Bindera	0	F	3
Bindera	0	M	7
Bindera	1	F	8
Bindera	1	M	10
Bingara	0	F	109
Bingara	0	M	109
Bingara	1	F	634
Bingara	1	M	576
Bingeebeebra Creek	0	F	4
Bingeebeebra Creek	0	M	5
Bingeebeebra Creek	1	F	9
Bingeebeebra Creek	1	M	14
Bingie	0	F	8
Bingie	0	M	8
Bingie	1	F	81
Bingie	1	M	88
Bingleburra	1	F	13
Bingleburra	1	M	10
Biniguy	0	F	17
Biniguy	0	M	15
Biniguy	1	F	47
Biniguy	1	M	55
Binjura	0	F	15
Binjura	0	M	7
Binjura	1	F	146
Binjura	1	M	143
Binna Burra (NSW)	0	F	22
Binna Burra (NSW)	0	M	38
Binna Burra (NSW)	1	F	80
Binna Burra (NSW)	1	M	80
Binnaway	0	F	27
Binnaway	0	M	25
Binnaway	1	F	255
Binnaway	1	M	290
Binya	0	F	3
Binya	0	M	3
Binya	1	F	62
Binya	1	M	65
Birchgrove	0	F	129
Birchgrove	0	M	110
Birchgrove	1	F	1580
Birchgrove	1	M	1372
Birdwood (NSW)	0	F	3
Birdwood (NSW)	0	M	4
Birdwood (NSW)	1	F	15
Birdwood (NSW)	1	M	15
Birganbigil	1	F	23
Birganbigil	1	M	28
Birmingham Gardens	0	F	51
Birmingham Gardens	0	M	69
Birmingham Gardens	1	F	1052
Birmingham Gardens	1	M	1185
Birriwa	0	F	8
Birriwa	0	M	7
Birriwa	1	F	19
Birriwa	1	M	21
Birrong	0	F	53
Birrong	0	M	50
Birrong	1	F	1523
Birrong	1	M	1466
Bishops Bridge	0	F	19
Bishops Bridge	0	M	10
Bishops Bridge	1	F	97
Bishops Bridge	1	M	112
Bithramere	0	F	10
Bithramere	0	M	6
Bithramere	1	F	79
Bithramere	1	M	78
Black Creek (Port Macquarie-Hastings - NSW)	1	F	25
Black Creek (Port Macquarie-Hastings - NSW)	1	M	24
Black Creek (Snowy Valleys - NSW)	1	F	7
Black Creek (Snowy Valleys - NSW)	1	M	9
Black Head	0	F	15
Black Head	0	M	12
Black Head	1	F	418
Black Head	1	M	354
Black Hill (NSW)	0	F	18
Black Hill (NSW)	0	M	14
Black Hill (NSW)	1	F	260
Black Hill (NSW)	1	M	249
Black Hollow	0	M	3
Black Hollow	1	F	7
Black Hollow	1	M	9
Black Mountain (NSW)	0	F	10
Black Mountain (NSW)	0	M	12
Black Mountain (NSW)	1	F	122
Black Mountain (NSW)	1	M	139
Black Range (NSW)	0	F	16
Black Range (NSW)	0	M	8
Black Range (NSW)	1	F	89
Black Range (NSW)	1	M	89
Black Springs (NSW)	0	F	9
Black Springs (NSW)	0	M	7
Black Springs (NSW)	1	F	98
Black Springs (NSW)	1	M	90
Blackalls Park	0	F	32
Blackalls Park	0	M	35
Blackalls Park	1	F	1361
Blackalls Park	1	M	1247
Blackbutt (NSW)	0	F	51
Blackbutt (NSW)	0	M	45
Blackbutt (NSW)	1	F	1664
Blackbutt (NSW)	1	M	1517
Blackett	0	F	137
Blackett	0	M	116
Blackett	1	F	1628
Blackett	1	M	1518
Blackheath	0	F	218
Blackheath	0	M	220
Blackheath	1	F	2057
Blackheath	1	M	1895
Blackmans Flat	0	F	6
Blackmans Flat	0	M	7
Blackmans Flat	1	F	9
Blackmans Flat	1	M	5
Blackmans Point	0	F	11
Blackmans Point	0	M	6
Blackmans Point	1	F	56
Blackmans Point	1	M	77
Blacksmiths	0	F	35
Blacksmiths	0	M	38
Blacksmiths	1	F	870
Blacksmiths	1	M	886
Blacktown	0	F	1322
Blacktown	0	M	1195
Blacktown	1	F	22013
Blacktown	1	M	22408
Blackville	0	F	12
Blackville	0	M	15
Blackville	1	F	47
Blackville	1	M	48
Blackwall (NSW)	0	F	61
Blackwall (NSW)	0	M	44
Blackwall (NSW)	1	F	909
Blackwall (NSW)	1	M	854
Blair Athol (NSW)	0	F	21
Blair Athol (NSW)	0	M	21
Blair Athol (NSW)	1	F	1414
Blair Athol (NSW)	1	M	1424
Blairmount	0	F	4
Blairmount	0	M	11
Blairmount	1	F	197
Blairmount	1	M	208
Blakebrook	0	F	5
Blakebrook	0	M	3
Blakebrook	1	F	71
Blakebrook	1	M	65
Blakehurst	0	F	179
Blakehurst	0	M	114
Blakehurst	1	F	2969
Blakehurst	1	M	2881
Blakney Creek	0	F	3
Blakney Creek	0	M	3
Blakney Creek	1	F	32
Blakney Creek	1	M	32
Bland	0	F	3
Bland	1	F	18
Bland	1	M	23
Blandford	0	F	3
Blandford	1	F	82
Blandford	1	M	91
Blaxland (NSW)	0	F	89
Blaxland (NSW)	0	M	87
Blaxland (NSW)	1	F	3687
Blaxland (NSW)	1	M	3426
Blaxlands Creek	0	F	4
Blaxlands Creek	0	M	8
Blaxlands Creek	1	F	56
Blaxlands Creek	1	M	54
Blaxlands Ridge	0	F	18
Blaxlands Ridge	0	M	20
Blaxlands Ridge	1	F	220
Blaxlands Ridge	1	M	221
Blayney	0	F	130
Blayney	0	M	143
Blayney	1	F	1567
Blayney	1	M	1519
Bligh Park	0	F	70
Bligh Park	0	M	58
Bligh Park	1	F	3198
Bligh Park	1	M	2994
Blighty	0	M	6
Blighty	1	F	63
Blighty	1	M	69
Blue Bay	0	F	40
Blue Bay	0	M	49
Blue Bay	1	F	494
Blue Bay	1	M	433
Blue Haven	0	F	88
Blue Haven	0	M	86
Blue Haven	1	F	3197
Blue Haven	1	M	2941
Blue Knob	0	F	16
Blue Knob	0	M	19
Blue Knob	1	F	83
Blue Knob	1	M	100
Blue Mountains National Park	0	M	5
Blue Nobby	1	F	8
Blue Nobby	1	M	13
Blue Vale	0	F	9
Blue Vale	0	M	12
Blue Vale	1	F	27
Blue Vale	1	M	35
Blueys Beach	0	F	8
Blueys Beach	0	M	9
Blueys Beach	1	F	79
Blueys Beach	1	M	87
Boambee	0	F	32
Boambee	0	M	46
Boambee	1	F	752
Boambee	1	M	795
Boambee East	0	F	97
Boambee East	0	M	76
Boambee East	1	F	2544
Boambee East	1	M	2348
Boambolo	1	F	24
Boambolo	1	M	22
Boat Harbour (Lismore - NSW)	0	F	7
Boat Harbour (Lismore - NSW)	0	M	8
Boat Harbour (Lismore - NSW)	1	F	64
Boat Harbour (Lismore - NSW)	1	M	61
Boat Harbour (Port Stephens - NSW)	0	F	20
Boat Harbour (Port Stephens - NSW)	0	M	19
Boat Harbour (Port Stephens - NSW)	1	F	449
Boat Harbour (Port Stephens - NSW)	1	M	442
Bobadah	0	M	3
Bobadah	1	F	3
Bobadah	1	M	8
Bobin	0	F	11
Bobin	0	M	7
Bobin	1	F	66
Bobin	1	M	62
Bobs Creek	0	F	5
Bobs Creek	0	M	4
Bobs Creek	1	F	42
Bobs Creek	1	M	35
Bobs Farm	0	F	7
Bobs Farm	0	M	17
Bobs Farm	1	F	210
Bobs Farm	1	M	210
Bobundara	1	F	6
Bobundara	1	M	6
Bocoble	0	F	3
Bocoble	0	M	8
Bocoble	1	F	65
Bocoble	1	M	63
Bocobra	0	F	8
Bocobra	0	M	5
Bocobra	1	F	10
Bocobra	1	M	27
Bodalla	0	F	8
Bodalla	0	M	11
Bodalla	1	F	348
Bodalla	1	M	360
Bodangora	0	F	4
Bodangora	0	M	11
Bodangora	1	F	28
Bodangora	1	M	37
Boeill Creek	0	F	6
Boeill Creek	0	M	9
Boeill Creek	1	F	46
Boeill Creek	1	M	35
Bogan	1	F	4
Bogan	1	M	7
Bogan Gate	0	F	29
Bogan Gate	0	M	25
Bogan Gate	1	F	95
Bogan Gate	1	M	133
Bogangar	0	F	163
Bogangar	0	M	192
Bogangar	1	F	1438
Bogangar	1	M	1367
Bogee	0	M	3
Bogee	1	F	34
Bogee	1	M	42
Boggabilla	0	F	42
Boggabilla	0	M	40
Boggabilla	1	F	461
Boggabilla	1	M	441
Boggabri	0	F	56
Boggabri	0	M	206
Boggabri	1	F	494
Boggabri	1	M	512
Bohena Creek	0	F	10
Bohena Creek	0	M	9
Bohena Creek	1	F	70
Bohena Creek	1	M	79
Bohnock	1	F	34
Bohnock	1	M	32
Bolaro	0	F	3
Bolaro	0	M	7
Bolaro	1	F	16
Bolaro	1	M	18
Bolivia	0	F	3
Bolivia	1	F	27
Bolivia	1	M	27
Bolong	1	F	47
Bolong	1	M	46
Bolton Point	0	F	96
Bolton Point	0	M	86
Bolton Point	1	F	980
Bolton Point	1	M	889
Bolwarra (NSW)	0	F	10
Bolwarra (NSW)	0	M	15
Bolwarra (NSW)	1	F	466
Bolwarra (NSW)	1	M	460
Bolwarra Heights	0	F	49
Bolwarra Heights	0	M	44
Bolwarra Heights	1	F	1421
Bolwarra Heights	1	M	1398
Bomaderry	0	F	220
Bomaderry	0	M	239
Bomaderry	1	F	3115
Bomaderry	1	M	2923
Bombah Point	0	F	7
Bombah Point	0	M	3
Bombah Point	1	M	4
Bombala	0	F	75
Bombala	0	M	59
Bombala	1	F	607
Bombala	1	M	630
Bombay	0	F	3
Bombay	0	M	4
Bombay	1	F	51
Bombay	1	M	59
Bombira	0	F	7
Bombira	0	M	11
Bombira	1	F	152
Bombira	1	M	175
Bombo	0	F	3
Bombo	0	M	9
Bombo	1	F	48
Bombo	1	M	46
Bombowlee	0	F	11
Bombowlee	0	M	15
Bombowlee	1	F	119
Bombowlee	1	M	134
Bombowlee Creek	0	F	3
Bombowlee Creek	0	M	3
Bombowlee Creek	1	F	24
Bombowlee Creek	1	M	22
Bomen	1	F	8
Bomen	1	M	15
Bomera	1	F	19
Bomera	1	M	15
Bonalbo	0	F	32
Bonalbo	0	M	31
Bonalbo	1	F	157
Bonalbo	1	M	160
Bondi	0	F	556
Bondi	0	M	592
Bondi	1	F	4448
Bondi	1	M	4295
Bondi Beach	0	F	975
Bondi Beach	0	M	1045
Bondi Beach	1	F	4882
Bondi Beach	1	M	4834
Bondi Junction	0	F	880
Bondi Junction	0	M	828
Bondi Junction	1	F	4165
Bondi Junction	1	M	3781
Bonnells Bay	0	F	34
Bonnells Bay	0	M	42
Bonnells Bay	1	F	1741
Bonnells Bay	1	M	1664
Bonnet Bay	0	F	17
Bonnet Bay	0	M	8
Bonnet Bay	1	F	1071
Bonnet Bay	1	M	1072
Bonny Hills	0	F	108
Bonny Hills	0	M	131
Bonny Hills	1	F	1436
Bonny Hills	1	M	1349
Bonnyrigg	0	F	206
Bonnyrigg	0	M	160
Bonnyrigg	1	F	4297
Bonnyrigg	1	M	4030
Bonnyrigg Heights	0	F	63
Bonnyrigg Heights	0	M	68
Bonnyrigg Heights	1	F	3622
Bonnyrigg Heights	1	M	3540
Bonshaw (NSW)	0	F	8
Bonshaw (NSW)	0	M	5
Bonshaw (NSW)	1	F	54
Bonshaw (NSW)	1	M	61
Bonville	0	F	60
Bonville	0	M	53
Bonville	1	F	1217
Bonville	1	M	1207
Booerie Creek	0	F	6
Booerie Creek	0	M	19
Booerie Creek	1	F	71
Booerie Creek	1	M	61
Book Book	0	F	3
Book Book	0	M	8
Book Book	1	F	38
Book Book	1	M	43
Booker Bay	0	F	50
Booker Bay	0	M	30
Booker Bay	1	F	618
Booker Bay	1	M	603
Bookham	0	F	10
Bookham	0	M	7
Bookham	1	F	65
Bookham	1	M	67
Bookookoorara	0	M	3
Bookookoorara	1	F	8
Bookookoorara	1	M	10
Boolambayte	1	F	38
Boolambayte	1	M	44
Boolaroo	0	F	18
Boolaroo	0	M	22
Boolaroo	1	F	487
Boolaroo	1	M	466
Boolcarroll	1	F	3
Boolcarroll	1	M	8
Booligal	0	F	21
Booligal	0	M	33
Booligal	1	F	35
Booligal	1	M	42
Boomanoomana	0	F	6
Boomanoomana	0	M	15
Boomanoomana	1	F	31
Boomanoomana	1	M	44
Boomerang Beach	0	F	27
Boomerang Beach	0	M	31
Boomerang Beach	1	F	117
Boomerang Beach	1	M	131
Boomey	0	F	4
Boomey	0	M	5
Boomey	1	F	31
Boomey	1	M	38
Boomi	0	F	27
Boomi	0	M	32
Boomi	1	F	69
Boomi	1	M	82
Boomi Creek	1	F	5
Boomi Creek	1	M	11
Boona Mount	1	F	10
Boona Mount	1	M	12
Boonal	0	F	4
Boonal	0	M	10
Boonal	1	F	14
Boonal	1	M	25
Boonoo Boonoo	0	F	3
Boonoo Boonoo	0	M	4
Boonoo Boonoo	1	F	6
Boonoo Boonoo	1	M	13
Boorabee Park	0	F	3
Boorabee Park	0	M	9
Boorabee Park	1	F	37
Boorabee Park	1	M	49
Booragul	0	F	74
Booragul	0	M	36
Booragul	1	F	607
Booragul	1	M	542
Booral (NSW)	0	F	8
Booral (NSW)	0	M	6
Booral (NSW)	1	F	192
Booral (NSW)	1	M	182
Boorga	1	F	4
Boorga	1	M	10
Boorganna	0	F	4
Boorganna	0	M	3
Boorganna	1	F	3
Boorganna	1	M	5
Boorolong	0	F	4
Boorolong	1	F	41
Boorolong	1	M	37
Boorook	1	F	16
Boorook	1	M	13
Boorooma	0	F	16
Boorooma	0	M	40
Boorooma	1	F	419
Boorooma	1	M	362
Booroorban	1	F	14
Booroorban	1	M	24
Boorowa	0	F	69
Boorowa	0	M	61
Boorowa	1	F	731
Boorowa	1	M	765
Bootawa	0	F	9
Bootawa	0	M	13
Bootawa	1	F	70
Bootawa	1	M	62
Booyong	0	M	3
Booyong	1	F	38
Booyong	1	M	45
Bora Ridge	0	F	6
Bora Ridge	0	M	8
Bora Ridge	1	F	49
Bora Ridge	1	M	48
Borah Creek	0	M	4
Borah Creek	1	F	13
Borah Creek	1	M	13
Borambola	0	F	14
Borambola	0	M	5
Borambola	1	F	45
Borambola	1	M	56
Boree	0	F	3
Boree	0	M	3
Boree	1	F	50
Boree	1	M	41
Boree Creek	0	F	5
Boree Creek	0	M	3
Boree Creek	1	F	87
Boree Creek	1	M	87
Borenore	0	F	12
Borenore	0	M	19
Borenore	1	F	189
Borenore	1	M	209
Boro	0	F	8
Boro	0	M	9
Boro	1	F	31
Boro	1	M	34
Bossley Park	0	F	274
Bossley Park	0	M	214
Bossley Park	1	F	7037
Bossley Park	1	M	6952
Bostobrick	0	F	4
Bostobrick	0	M	4
Bostobrick	1	F	64
Bostobrick	1	M	75
Botany	0	F	371
Botany	0	M	364
Botany	1	F	5022
Botany	1	M	4965
Botobolar	0	F	3
Botobolar	1	F	34
Botobolar	1	M	38
Bottle Creek	1	F	11
Bottle Creek	1	M	7
Bouddi	0	M	3
Bouddi	1	M	3
Bourbah	1	F	20
Bourbah	1	M	15
Bourke	0	F	212
Bourke	0	M	266
Bourke	1	F	819
Bourke	1	M	732
Bourkelands	0	F	26
Bourkelands	0	M	31
Bourkelands	1	F	1415
Bourkelands	1	M	1278
Bournda	0	F	15
Bournda	0	M	18
Bournda	1	F	53
Bournda	1	M	65
Bournewood	0	M	4
Bournewood	1	F	24
Bournewood	1	M	22
Bow Bowing	0	F	8
Bow Bowing	0	M	12
Bow Bowing	1	F	793
Bow Bowing	1	M	781
Bowan Park	0	F	3
Bowan Park	0	M	3
Bowan Park	1	F	60
Bowan Park	1	M	53
Bowen Mountain	0	F	22
Bowen Mountain	0	M	29
Bowen Mountain	1	F	747
Bowen Mountain	1	M	751
Bowenfels	0	F	159
Bowenfels	0	M	129
Bowenfels	1	F	894
Bowenfels	1	M	883
Bowling Alley Point	1	F	14
Bowling Alley Point	1	M	21
Bowman	0	F	7
Bowman	0	M	14
Bowman	1	F	55
Bowman	1	M	55
Bowman Farm	1	F	22
Bowman Farm	1	M	23
Bowmans Creek	1	F	3
Bowmans Creek	1	M	5
Bowna	0	F	3
Bowna	0	M	7
Bowna	1	F	54
Bowna	1	M	54
Bowning	0	F	19
Bowning	0	M	11
Bowning	1	F	252
Bowning	1	M	267
Bowral	0	F	501
Bowral	0	M	333
Bowral	1	F	5031
Bowral	1	M	4380
Bowraville	0	F	33
Bowraville	0	M	30
Bowraville	1	F	512
Bowraville	1	M	521
Box Hill (NSW)	0	F	17
Box Hill (NSW)	0	M	22
Box Hill (NSW)	1	F	418
Box Hill (NSW)	1	M	422
Box Ridge	0	F	3
Box Ridge	1	F	20
Box Ridge	1	M	24
Boxers Creek	0	F	8
Boxers Creek	0	M	6
Boxers Creek	1	F	99
Boxers Creek	1	M	115
Boydtown	0	F	11
Boydtown	0	M	12
Boydtown	1	F	26
Boydtown	1	M	30
Bradbury (NSW)	0	F	166
Bradbury (NSW)	0	M	169
Bradbury (NSW)	1	F	4278
Bradbury (NSW)	1	M	4111
Braefield	0	F	3
Braefield	0	M	4
Braefield	1	F	25
Braefield	1	M	33
Braemar	0	F	7
Braemar	0	M	7
Braemar	1	F	216
Braemar	1	M	213
Braemar Bay	0	M	3
Braemar Bay	1	F	5
Braemar Bay	1	M	17
Braidwood	0	F	97
Braidwood	0	M	77
Braidwood	1	F	732
Braidwood	1	M	695
Brandy Hill	0	F	7
Brandy Hill	0	M	11
Brandy Hill	1	F	329
Brandy Hill	1	M	307
Branxton	0	F	34
Branxton	0	M	43
Branxton	1	F	959
Branxton	1	M	920
Braunstone	0	F	13
Braunstone	0	M	13
Braunstone	1	F	126
Braunstone	1	M	130
Brawboy	1	F	12
Brawboy	1	M	9
Bray Park (NSW)	0	F	22
Bray Park (NSW)	0	M	12
Bray Park (NSW)	1	F	409
Bray Park (NSW)	1	M	346
Brays Creek	0	F	7
Brays Creek	0	M	9
Brays Creek	1	F	30
Brays Creek	1	M	22
Brayton	0	F	12
Brayton	0	M	10
Brayton	1	F	72
Brayton	1	M	69
Breadalbane (NSW)	0	F	3
Breadalbane (NSW)	0	M	3
Breadalbane (NSW)	1	F	37
Breadalbane (NSW)	1	M	38
Breakfast Creek	0	M	3
Breakfast Creek	1	F	23
Breakfast Creek	1	M	19
Breakfast Point	0	F	127
Breakfast Point	0	M	108
Breakfast Point	1	F	2085
Breakfast Point	1	M	1779
Bream Beach	0	F	4
Bream Beach	0	M	4
Bream Beach	1	M	3
Bredbo	0	F	18
Bredbo	0	M	16
Bredbo	1	F	148
Bredbo	1	M	151
Breelong	0	F	3
Breelong	0	M	4
Breelong	1	F	28
Breelong	1	M	28
Breeza	0	F	4
Breeza	0	M	6
Breeza	1	F	69
Breeza	1	M	73
Bretti	0	F	3
Bretti	1	F	12
Bretti	1	M	8
Brewarrina	0	F	67
Brewarrina	0	M	110
Brewarrina	1	F	487
Brewarrina	1	M	496
Brewongle	0	F	3
Brewongle	0	M	3
Brewongle	1	F	50
Brewongle	1	M	65
Briarbrook	1	F	3
Briarbrook	1	M	3
Bribbaree	1	F	57
Bribbaree	1	M	69
Bridgman	0	M	4
Bridgman	1	F	96
Bridgman	1	M	101
Brierfield	0	F	7
Brierfield	0	M	14
Brierfield	1	F	152
Brierfield	1	M	159
Brighton-le-Sands	0	F	447
Brighton-le-Sands	0	M	475
Brighton-le-Sands	1	F	3917
Brighton-le-Sands	1	M	3681
Brightwaters	0	F	4
Brightwaters	0	M	4
Brightwaters	1	F	433
Brightwaters	1	M	412
Brimbin	0	M	3
Brimbin	1	F	26
Brimbin	1	M	32
Brindabella	0	M	3
Brindabella	1	F	8
Brindabella	1	M	12
Bringelly	0	F	47
Bringelly	0	M	53
Bringelly	1	F	1149
Bringelly	1	M	1215
Bringenbrong	1	F	20
Bringenbrong	1	M	22
Brisbane Grove	0	F	7
Brisbane Grove	0	M	6
Brisbane Grove	1	F	59
Brisbane Grove	1	M	53
Broadmeadow	0	F	33
Broadmeadow	0	M	35
Broadmeadow	1	F	755
Broadmeadow	1	M	739
Broadwater (Bega Valley - NSW)	0	F	3
Broadwater (Bega Valley - NSW)	0	M	3
Broadwater (Bega Valley - NSW)	1	F	52
Broadwater (Bega Valley - NSW)	1	M	60
Broadwater (Richmond Valley - NSW)	0	F	23
Broadwater (Richmond Valley - NSW)	0	M	26
Broadwater (Richmond Valley - NSW)	1	F	273
Broadwater (Richmond Valley - NSW)	1	M	302
Broadway	0	F	4
Broadway	0	M	4
Broadway	1	F	17
Broadway	1	M	21
Brobenah	1	F	10
Brobenah	1	M	12
Brocklehurst	0	F	12
Brocklehurst	0	M	18
Brocklehurst	1	F	157
Brocklehurst	1	M	169
Brocklesby	0	F	9
Brocklesby	0	M	7
Brocklesby	1	F	83
Brocklesby	1	M	92
Brockley	1	F	16
Brockley	1	M	20
Brodies Plains	0	F	3
Brodies Plains	1	F	25
Brodies Plains	1	M	25
Brogans Creek	1	F	4
Brogans Creek	1	M	10
Brogers Creek	0	F	4
Brogers Creek	0	M	5
Brogers Creek	1	F	17
Brogers Creek	1	M	15
Brogo	0	F	17
Brogo	0	M	27
Brogo	1	F	213
Brogo	1	M	232
Broke (NSW)	0	F	37
Broke (NSW)	0	M	44
Broke (NSW)	1	F	235
Broke (NSW)	1	M	241
Broken Head	0	F	43
Broken Head	0	M	57
Broken Head	1	F	113
Broken Head	1	M	116
Broken Hill	0	F	1068
Broken Hill	0	M	1089
Broken Hill	1	F	8174
Broken Hill	1	M	7692
Brombin	0	F	3
Brombin	0	M	8
Brombin	1	F	52
Brombin	1	M	55
Bronte	0	F	237
Bronte	0	M	269
Bronte	1	F	3078
Bronte	1	M	2970
Brookdale (NSW)	0	F	3
Brookdale (NSW)	0	M	3
Brookdale (NSW)	1	F	9
Brookdale (NSW)	1	M	13
Brookfield (NSW)	0	F	9
Brookfield (NSW)	0	M	15
Brookfield (NSW)	1	F	90
Brookfield (NSW)	1	M	87
Brooklana	0	M	3
Brooklana	1	F	12
Brooklana	1	M	26
Brooklet	0	F	17
Brooklet	0	M	13
Brooklet	1	F	111
Brooklet	1	M	123
Brooklyn (NSW)	0	F	25
Brooklyn (NSW)	0	M	22
Brooklyn (NSW)	1	F	322
Brooklyn (NSW)	1	M	341
Brookvale	0	F	111
Brookvale	0	M	109
Brookvale	1	F	1459
Brookvale	1	M	1450
Brooman	1	F	7
Brooman	1	M	14
Brooms Head	0	F	30
Brooms Head	0	M	32
Brooms Head	1	F	97
Brooms Head	1	M	100
Broughams Gate	1	F	5
Broughams Gate	1	M	14
Broughton (NSW)	1	F	37
Broughton (NSW)	1	M	43
Broughton Vale	0	F	4
Broughton Vale	0	M	3
Broughton Vale	1	F	76
Broughton Vale	1	M	73
Broughton Village	1	F	43
Broughton Village	1	M	41
Broulee	0	F	110
Broulee	0	M	62
Broulee	1	F	782
Broulee	1	M	686
Brownlow Hill	0	F	109
Brownlow Hill	0	M	60
Brownlow Hill	1	F	136
Brownlow Hill	1	M	135
Browns Creek	0	M	3
Browns Creek	1	F	46
Browns Creek	1	M	44
Browns Mountain	1	F	10
Browns Mountain	1	M	8
Brownsville	0	F	7
Brownsville	0	M	31
Brownsville	1	F	230
Brownsville	1	M	255
Brucedale	0	F	7
