SSC_NAME16	AgeStudent	students
Salt Creek	5-14	3
Salt Creek	15-19	3
Salter Springs	5-14	3
Salter Springs	15-19	3
Salter Springs	20-24	3
Salter Springs	25+	3
Sampson Flat	5-14	15
Sampson Flat	15-19	8
Sampson Flat	20-24	3
Sandalwood	5-14	6
Sandergrove	0-4	3
Sandergrove	5-14	12
Sandergrove	15-19	3
Sanderston	5-14	10
Sandilands (SA)	5-14	18
Sandilands (SA)	15-19	4
Sandleton	5-14	7
Sandy Creek (SA)	0-4	4
Sandy Creek (SA)	5-14	59
Sandy Creek (SA)	15-19	19
Sandy Creek (SA)	20-24	3
Sandy Creek (SA)	25+	4
Sandy Grove	5-14	17
Sandy Grove	15-19	8
Sapphiretown	5-14	3
Sceale Bay	5-14	3
Scott Creek	0-4	3
Scott Creek	5-14	17
Scott Creek	15-19	9
Scott Creek	20-24	4
Scott Creek	25+	8
Seacliff	0-4	24
Seacliff	5-14	205
Seacliff	15-19	70
Seacliff	20-24	54
Seacliff	25+	105
Seacliff Park	0-4	23
Seacliff Park	5-14	239
Seacliff Park	15-19	95
Seacliff Park	20-24	62
Seacliff Park	25+	118
Seacombe Gardens	0-4	28
Seacombe Gardens	5-14	233
Seacombe Gardens	15-19	124
Seacombe Gardens	20-24	120
Seacombe Gardens	25+	222
Seacombe Heights	0-4	19
Seacombe Heights	5-14	153
Seacombe Heights	15-19	70
Seacombe Heights	20-24	45
Seacombe Heights	25+	66
Seaford (SA)	0-4	50
Seaford (SA)	5-14	495
Seaford (SA)	15-19	165
Seaford (SA)	20-24	46
Seaford (SA)	25+	132
Seaford Heights	5-14	7
Seaford Heights	25+	3
Seaford Meadows	0-4	60
Seaford Meadows	5-14	550
Seaford Meadows	15-19	168
Seaford Meadows	20-24	75
Seaford Meadows	25+	165
Seaford Rise	0-4	66
Seaford Rise	5-14	876
Seaford Rise	15-19	293
Seaford Rise	20-24	96
Seaford Rise	25+	173
Seal Bay	5-14	3
Seaton (SA)	0-4	96
Seaton (SA)	5-14	933
Seaton (SA)	15-19	445
Seaton (SA)	20-24	235
Seaton (SA)	25+	354
Seaview Downs	0-4	37
Seaview Downs	5-14	353
Seaview Downs	15-19	130
Seaview Downs	20-24	47
Seaview Downs	25+	91
Sebastopol (SA)	5-14	5
Sebastopol (SA)	15-19	6
Second Valley	5-14	12
Second Valley	15-19	3
Second Valley	25+	4
Sedan	5-14	20
Sedan	15-19	9
Seddon (SA)	5-14	15
Seddon (SA)	15-19	3
Sefton Park	0-4	20
Sefton Park	5-14	151
Sefton Park	15-19	52
Sefton Park	20-24	33
Sefton Park	25+	57
Sellicks Beach	0-4	27
Sellicks Beach	5-14	296
Sellicks Beach	15-19	124
Sellicks Beach	20-24	36
Sellicks Beach	25+	68
Sellicks Hill	0-4	3
Sellicks Hill	5-14	21
Sellicks Hill	15-19	20
Sellicks Hill	20-24	4
Sellicks Hill	25+	11
Semaphore	0-4	29
Semaphore	5-14	224
Semaphore	15-19	123
Semaphore	20-24	35
Semaphore	25+	97
Semaphore Park	0-4	54
Semaphore Park	5-14	386
Semaphore Park	15-19	168
Semaphore Park	20-24	59
Semaphore Park	25+	126
Semaphore South	0-4	14
Semaphore South	5-14	115
Semaphore South	15-19	31
Semaphore South	20-24	17
Semaphore South	25+	42
Senior	5-14	21
Senior	15-19	4
Senior	25+	3
Seppeltsfield	5-14	17
Sevenhill	0-4	3
Sevenhill	5-14	16
Sevenhill	15-19	3
Shaugh	25+	3
Shea-Oak Log	0-4	3
Shea-Oak Log	5-14	15
Shea-Oak Log	15-19	4
Sheaoak Flat	15-19	3
Sheidow Park	0-4	99
Sheidow Park	5-14	974
Sheidow Park	15-19	355
Sheidow Park	20-24	141
Sheidow Park	25+	211
Sheringa	5-14	11
Sherlock (SA)	5-14	12
Sherlock (SA)	15-19	3
Sherwood (SA)	5-14	24
Skye (SA)	5-14	32
Skye (SA)	15-19	16
Skye (SA)	20-24	6
Skye (SA)	25+	16
Sleaford	5-14	3
Sleaford	15-19	5
Smithfield (SA)	0-4	28
Smithfield (SA)	5-14	255
Smithfield (SA)	15-19	114
Smithfield (SA)	20-24	47
Smithfield (SA)	25+	89
Smithfield Plains	0-4	53
Smithfield Plains	5-14	404
Smithfield Plains	15-19	132
Smithfield Plains	20-24	60
Smithfield Plains	25+	110
Smoky Bay	0-4	3
Smoky Bay	5-14	15
Smoky Bay	15-19	6
Snowtown	5-14	55
Snowtown	15-19	14
Snowtown	25+	11
Solomon	5-14	12
Solomon	15-19	3
Solomontown	0-4	14
Solomontown	5-14	96
Solomontown	15-19	37
Solomontown	20-24	10
Solomontown	25+	17
Somerton Park	0-4	48
Somerton Park	5-14	527
Somerton Park	15-19	355
Somerton Park	20-24	184
Somerton Park	25+	182
South Brighton	0-4	24
South Brighton	5-14	234
South Brighton	15-19	91
South Brighton	20-24	63
South Brighton	25+	102
South Kilkerran	15-19	3
South Plympton	0-4	50
South Plympton	5-14	395
South Plympton	15-19	174
South Plympton	20-24	147
South Plympton	25+	225
Southend	5-14	20
Southend	15-19	7
Southend	20-24	7
Southend	25+	3
Spalding (SA)	5-14	31
Spalding (SA)	15-19	7
Spalding (SA)	25+	10
Spence (SA)	5-14	10
Spence (SA)	25+	3
Spring Farm (SA)	0-4	3
Spring Farm (SA)	5-14	13
Spring Farm (SA)	15-19	4
Spring Farm (SA)	20-24	3
Spring Farm (SA)	25+	3
Spring Gully (SA)	5-14	7
Spring Gully (SA)	15-19	3
Springfield (SA)	0-4	4
Springfield (SA)	5-14	49
Springfield (SA)	15-19	44
Springfield (SA)	20-24	23
Springfield (SA)	25+	9
Springton	0-4	4
Springton	5-14	87
Springton	15-19	20
Springton	20-24	7
Springton	25+	15
Square Mile	5-14	7
St Agnes (SA)	0-4	35
St Agnes (SA)	5-14	409
St Agnes (SA)	15-19	187
St Agnes (SA)	20-24	73
St Agnes (SA)	25+	150
St Clair (SA)	0-4	21
St Clair (SA)	5-14	145
St Clair (SA)	15-19	83
St Clair (SA)	20-24	106
St Clair (SA)	25+	101
St Georges	0-4	24
St Georges	5-14	251
St Georges	15-19	122
St Georges	20-24	46
St Georges	25+	40
St Ives (SA)	5-14	6
St Johns	5-14	3
St Kilda (SA)	5-14	4
St Kitts	5-14	7
St Marys (SA)	0-4	25
St Marys (SA)	5-14	291
St Marys (SA)	15-19	108
St Marys (SA)	20-24	102
St Marys (SA)	25+	228
St Morris	0-4	17
St Morris	5-14	180
St Morris	15-19	84
St Morris	20-24	53
St Morris	25+	75
St Peters (SA)	0-4	41
St Peters (SA)	5-14	363
St Peters (SA)	15-19	166
St Peters (SA)	20-24	170
St Peters (SA)	25+	160
Stanley (SA)	15-19	4
Stanley Flat	0-4	6
Stanley Flat	5-14	56
Stanley Flat	15-19	11
Stanley Flat	25+	3
Stansbury	0-4	8
Stansbury	5-14	38
Stansbury	15-19	25
Stansbury	25+	10
Stepney	0-4	13
Stepney	5-14	69
Stepney	15-19	29
Stepney	20-24	37
Stepney	25+	56
Stewart Range	5-14	15
Stewart Range	15-19	3
Stirling (SA)	0-4	39
Stirling (SA)	5-14	431
Stirling (SA)	15-19	139
Stirling (SA)	20-24	75
Stirling (SA)	25+	75
Stirling North	0-4	32
Stirling North	5-14	278
Stirling North	15-19	84
Stirling North	20-24	11
Stirling North	25+	39
Stockport	0-4	3
Stockport	5-14	28
Stockport	15-19	20
Stockport	25+	7
Stockwell	0-4	12
Stockwell	5-14	91
Stockwell	15-19	14
Stockwell	20-24	3
Stockwell	25+	6
Stockyard Creek (SA)	5-14	7
Stockyard Creek (SA)	15-19	3
Stokes Bay	5-14	7
Stone Hut	5-14	3
Stone Well	0-4	3
Stone Well	5-14	18
Stone Well	15-19	7
Stone Well	25+	3
Stonyfell	0-4	24
Stonyfell	5-14	168
Stonyfell	15-19	88
Stonyfell	20-24	62
Stonyfell	25+	45
Strathalbyn (SA)	0-4	66
Strathalbyn (SA)	5-14	768
Strathalbyn (SA)	15-19	296
Strathalbyn (SA)	20-24	69
Strathalbyn (SA)	25+	143
Streaky Bay	0-4	13
Streaky Bay	5-14	166
Streaky Bay	15-19	38
Streaky Bay	20-24	5
Streaky Bay	25+	26
Struan	5-14	4
Struan	15-19	3
Struan	20-24	3
Sturt (SA)	0-4	17
Sturt (SA)	5-14	187
Sturt (SA)	15-19	110
Sturt (SA)	20-24	96
Sturt (SA)	25+	167
Summertown	0-4	5
Summertown	5-14	94
Summertown	15-19	46
Summertown	20-24	17
Summertown	25+	21
Sunlands	5-14	32
Sunlands	15-19	16
Sunlands	25+	8
Sunnybrae	5-14	3
Sunnybrae	15-19	3
Sunnydale	5-14	3
Sunnyside (SA)	5-14	17
Sunnyside (SA)	15-19	3
Sunnyside (SA)	25+	4
Sunnyvale	5-14	5
Sunnyvale	15-19	3
Surrey Downs	0-4	44
Surrey Downs	5-14	376
Surrey Downs	15-19	133
Surrey Downs	20-24	52
Surrey Downs	25+	91
Sutherlands	5-14	8
Sutherlands	15-19	5
Suttontown	0-4	4
Suttontown	5-14	74
Suttontown	15-19	33
Suttontown	20-24	3
Suttontown	25+	12
Swan Reach (SA)	0-4	3
Swan Reach (SA)	5-14	9
Swan Reach (SA)	15-19	16
Swan Reach (SA)	25+	3
Swanport	0-4	3
Swanport	5-14	25
Swanport	15-19	7
Swanport	20-24	3
Swanport	25+	6
Swede Flat	5-14	3
Tailem Bend	0-4	12
Tailem Bend	5-14	158
Tailem Bend	15-19	70
Tailem Bend	20-24	6
Tailem Bend	25+	27
Taldra	15-19	3
Tantanoola	0-4	3
Tantanoola	5-14	56
Tantanoola	15-19	29
Tantanoola	20-24	7
Tantanoola	25+	9
Tanunda	0-4	58
Tanunda	5-14	481
Tanunda	15-19	191
Tanunda	20-24	45
Tanunda	25+	114
Taperoo	0-4	36
Taperoo	5-14	373
Taperoo	15-19	144
Taperoo	20-24	41
Taperoo	25+	93
Taplan	0-4	3
Taplan	5-14	6
Taratap	5-14	3
Tarcowie	0-4	3
Tarcowie	5-14	9
Tarcowie	15-19	3
Tarcowie	25+	3
Tarlee	0-4	3
Tarlee	5-14	43
Tarlee	15-19	12
Tarlee	20-24	6
Tarlee	25+	5
Tarnma	5-14	4
Tarpeena	0-4	3
Tarpeena	5-14	39
Tarpeena	15-19	10
Tarpeena	20-24	5
Tarpeena	25+	6
Tatachilla	5-14	22
Tatachilla	15-19	16
Tatachilla	25+	8
Taylorville	5-14	47
Taylorville	15-19	27
Taylorville	20-24	4
Taylorville	25+	3
Tea Tree Gully	0-4	33
Tea Tree Gully	5-14	327
Tea Tree Gully	15-19	189
Tea Tree Gully	20-24	65
Tea Tree Gully	25+	118
Telowie	5-14	11
Telowie	15-19	3
Templers	5-14	25
Templers	15-19	14
Tennyson (SA)	0-4	12
Tennyson (SA)	5-14	75
Tennyson (SA)	15-19	47
Tennyson (SA)	20-24	20
Tennyson (SA)	25+	30
Tepko	5-14	3
Teringie	0-4	7
Teringie	5-14	107
Teringie	15-19	43
Teringie	20-24	29
Teringie	25+	18
Terowie	5-14	4
Terowie	15-19	4
Terowie	20-24	3
The Gap (SA)	5-14	3
The Pines (SA)	5-14	5
The Range (SA)	5-14	11
The Range (SA)	15-19	4
The Range (SA)	20-24	4
The Range (SA)	25+	4
Thebarton	0-4	14
Thebarton	5-14	100
Thebarton	15-19	48
Thebarton	20-24	89
Thebarton	25+	101
Thevenard	0-4	4
Thevenard	5-14	48
Thevenard	15-19	25
Thevenard	20-24	3
Thevenard	25+	6
Thomas Plain	5-14	10
Thomas Plain	15-19	3
Thompson Beach	5-14	6
Thompson Beach	15-19	4
Thompson Beach	25+	3
Thorngate	0-4	3
Thorngate	5-14	33
Thorngate	15-19	6
Thorngate	20-24	9
Thorngate	25+	11
Thornlea	5-14	8
Thornlea	15-19	3
Thrington	5-14	9
Tiatukia	5-14	35
Tiatukia	15-19	10
Tiatukia	25+	9
Tickera	5-14	3
Tickera	15-19	7
Tickera	20-24	3
Tickera	25+	3
Tiddy Widdy Beach	5-14	3
Tilley Swamp	5-14	4
Tintinara	0-4	12
Tintinara	5-14	59
Tintinara	15-19	24
Tintinara	25+	7
Tooligie	5-14	3
Tooperang	5-14	33
Tooperang	15-19	7
Tooperang	20-24	3
Tooperang	25+	7
Toora (SA)	5-14	3
Toora (SA)	15-19	3
Toorak Gardens	0-4	33
Toorak Gardens	5-14	349
Toorak Gardens	15-19	166
Toorak Gardens	20-24	110
Toorak Gardens	25+	118
Tootenilla	5-14	3
Torrens Park	0-4	37
Torrens Park	5-14	294
Torrens Park	15-19	189
Torrens Park	20-24	99
Torrens Park	25+	100
Torrens Vale	5-14	6
Torrens Vale	15-19	5
Torrens Vale	25+	5
Torrensville	0-4	44
Torrensville	5-14	309
Torrensville	15-19	164
Torrensville	20-24	243
Torrensville	25+	236
Totness	5-14	6
Totness	15-19	5
Totness	20-24	3
Tranmere (SA)	0-4	48
Tranmere (SA)	5-14	408
Tranmere (SA)	15-19	211
Tranmere (SA)	20-24	153
Tranmere (SA)	25+	191
Trinity Gardens	0-4	19
Trinity Gardens	5-14	142
Trinity Gardens	15-19	78
Trinity Gardens	20-24	54
Trinity Gardens	25+	60
Trott Park	0-4	30
Trott Park	5-14	333
Trott Park	15-19	144
Trott Park	20-24	60
Trott Park	25+	115
Truro	0-4	8
Truro	5-14	75
Truro	15-19	27
Truro	20-24	3
Truro	25+	11
Tulka	5-14	8
Tulka	15-19	5
Tulka	25+	6
Tumby Bay	0-4	12
Tumby Bay	5-14	143
Tumby Bay	15-19	49
Tumby Bay	20-24	15
Tumby Bay	25+	27
Tungkillo	0-4	3
Tungkillo	5-14	30
Tungkillo	15-19	17
Tungkillo	20-24	4
Tungkillo	25+	3
Tunkalilla	5-14	4
Tusmore	0-4	20
Tusmore	5-14	184
Tusmore	15-19	105
Tusmore	20-24	64
Tusmore	25+	64
Two Wells	0-4	29
Two Wells	5-14	324
Two Wells	15-19	127
Two Wells	20-24	24
Two Wells	25+	48
Tyringa	5-14	4
Uleybury	0-4	3
Uleybury	5-14	29
Uleybury	15-19	20
Uleybury	20-24	3
Uleybury	25+	8
Ulyerra	5-14	3
Undalya	5-14	4
Undalya	15-19	3
Underdale	0-4	30
Underdale	5-14	177
Underdale	15-19	109
Underdale	20-24	90
Underdale	25+	110
Ungarra	0-4	7
Ungarra	5-14	22
Ungarra	15-19	7
Ungarra	25+	5
Unley	0-4	58
Unley	5-14	376
Unley	15-19	186
Unley	20-24	183
Unley	25+	253
Unley Park	0-4	17
Unley Park	5-14	188
Unley Park	15-19	90
Unley Park	20-24	70
Unley Park	25+	48
Upper Hermitage	0-4	4
Upper Hermitage	5-14	41
Upper Hermitage	15-19	13
Upper Hermitage	20-24	10
Upper Hermitage	25+	8
Upper Sturt	0-4	13
Upper Sturt	5-14	131
Upper Sturt	15-19	51
Upper Sturt	20-24	27
Upper Sturt	25+	26
Uraidla	0-4	4
Uraidla	5-14	71
Uraidla	15-19	19
Uraidla	20-24	8
Uraidla	25+	14
Urania	5-14	9
Urania	25+	3
Urrbrae	0-4	9
Urrbrae	5-14	104
Urrbrae	15-19	66
Urrbrae	20-24	40
Urrbrae	25+	47
Vale Park	0-4	27
Vale Park	5-14	247
Vale Park	15-19	117
Vale Park	20-24	97
Vale Park	25+	97
Valley View	0-4	63
Valley View	5-14	629
Valley View	15-19	285
Valley View	20-24	142
Valley View	25+	259
Veitch	5-14	3
Verdun	0-4	5
Verdun	5-14	25
Verdun	15-19	10
Verdun	20-24	8
Verdun	25+	3
Verran	0-4	3
Verran	5-14	19
Verran	15-19	6
Victor Harbor	0-4	25
Victor Harbor	5-14	330
Victor Harbor	15-19	124
Victor Harbor	20-24	26
Victor Harbor	25+	88
Vine Vale	0-4	3
Vine Vale	5-14	3
Vine Vale	15-19	9
Virginia (SA)	0-4	26
Virginia (SA)	5-14	203
Virginia (SA)	15-19	66
Virginia (SA)	20-24	29
Virginia (SA)	25+	26
Vista	0-4	12
Vista	5-14	85
Vista	15-19	55
Vista	20-24	23
Vista	25+	26
Vivonne Bay	5-14	16
Waikerie	0-4	14
Waikerie	5-14	274
Waikerie	15-19	104
Waikerie	20-24	19
Waikerie	25+	47
Waitpinga	0-4	3
Waitpinga	5-14	34
Waitpinga	15-19	9
Waitpinga	25+	10
Walker Flat	15-19	4
Walkerville (SA)	0-4	25
Walkerville (SA)	5-14	267
Walkerville (SA)	15-19	131
Walkerville (SA)	20-24	126
Walkerville (SA)	25+	102
Walkley Heights	0-4	35
Walkley Heights	5-14	506
Walkley Heights	15-19	192
Walkley Heights	20-24	71
Walkley Heights	25+	115
Wall Flat	5-14	9
Wall Flat	15-19	3
Wallala	5-14	3
Wallaroo (SA)	0-4	26
Wallaroo (SA)	5-14	304
Wallaroo (SA)	15-19	107
Wallaroo (SA)	20-24	12
Wallaroo (SA)	25+	60
Wallaroo Mines	0-4	3
Wallaroo Mines	5-14	51
Wallaroo Mines	15-19	11
Wallaroo Mines	20-24	6
Wallaroo Mines	25+	8
Wallaroo Plain	5-14	10
Waltowa	5-14	4
Wami Kata	5-14	4
Wanbi	5-14	9
Wandana (SA)	5-14	14
Wandearah East	5-14	8
Wandearah East	15-19	3
Wandilo	0-4	4
Wandilo	5-14	21
Wandilo	15-19	12
Wandilo	25+	3
Wangary	5-14	16
Wangary	15-19	15
Wangolina	5-14	11
Wanilla	5-14	9
Wanilla	15-19	4
Wanilla	25+	3
Wappilka	5-14	4
Warburto	5-14	7
Ward Belt	5-14	29
Ward Belt	15-19	8
Ward Hill	5-14	4
Warnertown	0-4	4
Warnertown	5-14	21
Warnertown	15-19	7
Warnertown	25+	4
Warooka	5-14	39
Warooka	15-19	16
Warooka	25+	7
Warradale	0-4	39
Warradale	5-14	483
Warradale	15-19	224
Warradale	20-24	181
Warradale	25+	212
Warramboo	5-14	19
Warramboo	15-19	3
Washpool (SA)	5-14	3
Wasleys	0-4	12
Wasleys	5-14	96
Wasleys	15-19	28
Wasleys	20-24	82
Wasleys	25+	34
Watchman	5-14	3
Watchman	25+	3
Waterfall Gully	5-14	34
Waterfall Gully	15-19	9
Waterfall Gully	25+	6
Waterloo (SA)	5-14	10
Waterloo (SA)	15-19	8
Waterloo Corner	0-4	3
Waterloo Corner	5-14	100
Waterloo Corner	15-19	55
Waterloo Corner	20-24	11
Waterloo Corner	25+	15
Watervale	0-4	7
Watervale	5-14	56
Watervale	20-24	3
Watervale	25+	4
Wattle Flat (SA)	5-14	20
Wattle Flat (SA)	15-19	8
Wattle Flat (SA)	25+	3
Wattle Park	0-4	26
Wattle Park	5-14	225
Wattle Park	15-19	136
Wattle Park	20-24	78
Wattle Park	25+	77
Wattle Range	5-14	16
Wattle Range	15-19	3
Wattle Range East	5-14	4
Wauraltee	5-14	10
Wayville	0-4	20
Wayville	5-14	148
Wayville	15-19	109
Wayville	20-24	129
Wayville	25+	130
Webb Beach	5-14	3
Weeroona Island	5-14	9
Weeroona Island	15-19	3
Weetulta	0-4	3
Weetulta	5-14	19
Weetulta	15-19	3
Welland	0-4	3
Welland	5-14	80
Welland	15-19	44
Welland	20-24	39
Welland	25+	37
Wellington (SA)	5-14	5
Wellington (SA)	15-19	3
Wellington (SA)	25+	5
Wellington East	5-14	11
Wellington East	15-19	3
Wellington East	25+	4
Wepar	5-14	6
West Beach (SA)	0-4	47
West Beach (SA)	5-14	491
West Beach (SA)	15-19	234
West Beach (SA)	20-24	134
West Beach (SA)	25+	158
West Croydon	0-4	35
West Croydon	5-14	504
West Croydon	15-19	176
West Croydon	20-24	123
West Croydon	25+	182
West Hindmarsh	0-4	14
West Hindmarsh	5-14	137
West Hindmarsh	15-19	64
West Hindmarsh	20-24	52
West Hindmarsh	25+	84
West Lakes	0-4	33
West Lakes	5-14	455
West Lakes	15-19	242
West Lakes	20-24	115
West Lakes	25+	129
West Lakes Shore	0-4	40
West Lakes Shore	5-14	294
West Lakes Shore	15-19	101
West Lakes Shore	20-24	53
West Lakes Shore	25+	74
West Range	5-14	4
West Range	15-19	3
West Richmond	0-4	6
West Richmond	5-14	102
West Richmond	15-19	24
West Richmond	20-24	33
West Richmond	25+	42
Westbourne Park	0-4	25
Westbourne Park	5-14	289
Westbourne Park	15-19	154
Westbourne Park	20-24	93
Westbourne Park	25+	105
Western Flat	5-14	19
Western Flat	15-19	3
Western River	5-14	3
Wharminda	5-14	3
White Hill	5-14	16
White Hill	15-19	9
White Hut	5-14	3
White Sands	5-14	8
White Sands	15-19	3
White Sands	20-24	4
White Sands	25+	3
Whites Flat	5-14	8
Whites River	5-14	3
Whites Valley	5-14	19
Whites Valley	15-19	18
Whites Valley	20-24	6
Whites Valley	25+	7
Whitwarta	5-14	3
Whitwarta	15-19	3
Whyalla	0-4	33
Whyalla	5-14	422
Whyalla	15-19	164
Whyalla	20-24	42
Whyalla	25+	103
Whyalla Jenkins	0-4	34
Whyalla Jenkins	5-14	279
Whyalla Jenkins	15-19	84
Whyalla Jenkins	20-24	20
Whyalla Jenkins	25+	70
Whyalla Norrie	0-4	82
Whyalla Norrie	5-14	780
Whyalla Norrie	15-19	289
Whyalla Norrie	20-24	66
Whyalla Norrie	25+	189
Whyalla Playford	0-4	24
Whyalla Playford	5-14	249
Whyalla Playford	15-19	122
Whyalla Playford	20-24	28
Whyalla Playford	25+	66
Whyalla Stuart	0-4	87
Whyalla Stuart	5-14	761
Whyalla Stuart	15-19	273
Whyalla Stuart	20-24	57
Whyalla Stuart	25+	208
Whyte Yarcowie	5-14	8
Wigley Flat	5-14	8
Wild Dog Valley (SA)	0-4	5
Wild Dog Valley (SA)	5-14	29
Wild Dog Valley (SA)	15-19	8
Wild Dog Valley (SA)	25+	3
Wild Horse Plains	5-14	11
Wild Horse Plains	15-19	3
Wild Horse Plains	25+	6
Wilgena	5-14	3
Willalo	5-14	3
Willalooka	0-4	3
Willalooka	5-14	23
Willalooka	15-19	9
Willamulka	5-14	15
Willamulka	15-19	3
Willaston	0-4	34
Willaston	5-14	382
Willaston	15-19	135
Willaston	20-24	59
Willaston	25+	110
Williamstown (SA)	0-4	24
Williamstown (SA)	5-14	367
Williamstown (SA)	15-19	126
Williamstown (SA)	20-24	28
Williamstown (SA)	25+	63
Willippa	5-14	4
Willow Creek	5-14	6
Willowie	15-19	3
Willunga	0-4	31
Willunga	5-14	295
Willunga	15-19	132
Willunga	20-24	37
Willunga	25+	76
Willunga Hill	5-14	19
Willunga Hill	15-19	10
Willunga Hill	20-24	5
Willunga South	0-4	3
Willunga South	5-14	49
Willunga South	15-19	21
Willunga South	20-24	5
Willunga South	25+	12
Willyaroo	0-4	9
Willyaroo	5-14	57
Willyaroo	15-19	18
Willyaroo	20-24	3
Willyaroo	25+	9
Wilmington	0-4	3
Wilmington	5-14	56
Wilmington	15-19	22
Wilmington	20-24	4
Wilmington	25+	5
Windsor (SA)	5-14	27
Windsor (SA)	15-19	8
Windsor (SA)	25+	3
Windsor Gardens	0-4	74
Windsor Gardens	5-14	495
Windsor Gardens	15-19	212
Windsor Gardens	20-24	166
Windsor Gardens	25+	292
Wingfield	0-4	3
Wingfield	5-14	36
Wingfield	15-19	18
Wingfield	20-24	14
Wingfield	25+	13
Winkie	5-14	48
Winkie	15-19	10
Winkie	25+	3
Winulta	5-14	3
Wirrabara	5-14	32
Wirrabara	15-19	15
Wirrabara	20-24	3
Wirrabara	25+	3
Wirrega	5-14	4
Wirrina Cove	5-14	3
Wirrina Cove	15-19	3
Wirrulla	0-4	3
Wirrulla	5-14	16
Wisanger	0-4	3
Wisanger	5-14	14
Wistow	5-14	30
Wistow	15-19	19
Wistow	25+	3
Wokurna	5-14	11
Wokurna	15-19	4
Wolseley	5-14	30
Wolseley	15-19	10
Wolseley	25+	3
Wongyarra	5-14	9
Wongyarra	15-19	5
Wonuarra	5-14	5
Wonuarra	15-19	5
Wonuarra	25+	4
Woodchester	0-4	3
Woodchester	5-14	22
Woodchester	15-19	15
Woodcroft (SA)	0-4	111
Woodcroft (SA)	5-14	1524
Woodcroft (SA)	15-19	666
Woodcroft (SA)	20-24	275
Woodcroft (SA)	25+	322
Woodforde	0-4	10
Woodforde	5-14	90
Woodforde	15-19	101
Woodforde	20-24	10
Woodforde	25+	19
Woodlane	5-14	10
Woodlane	15-19	6
Woodlane	25+	4
Woodleigh (SA)	5-14	8
Woods Point (SA)	5-14	13
Woods Point (SA)	15-19	12
Woods Point (SA)	20-24	4
Woods Point (SA)	25+	3
Woodside (SA)	0-4	37
Woodside (SA)	5-14	297
Woodside (SA)	15-19	140
Woodside (SA)	20-24	40
Woodside (SA)	25+	53
Woodville (SA)	0-4	19
Woodville (SA)	5-14	180
Woodville (SA)	15-19	91
Woodville (SA)	20-24	75
Woodville (SA)	25+	94
Woodville Gardens	0-4	26
Woodville Gardens	5-14	221
Woodville Gardens	15-19	136
Woodville Gardens	20-24	107
Woodville Gardens	25+	146
Woodville North	0-4	30
Woodville North	5-14	245
Woodville North	15-19	116
Woodville North	20-24	97
Woodville North	25+	109
Woodville Park	0-4	12
Woodville Park	5-14	211
Woodville Park	15-19	97
Woodville Park	20-24	57
Woodville Park	25+	72
Woodville South	0-4	36
Woodville South	5-14	338
Woodville South	15-19	131
Woodville South	20-24	79
Woodville South	25+	132
Woodville West	0-4	36
Woodville West	5-14	314
Woodville West	15-19	139
Woodville West	20-24	58
Woodville West	25+	118
Wool Bay	5-14	4
Wool Bay	15-19	5
Woolpunda	5-14	3
Woolshed Flat (SA)	5-14	3
Woolshed Flat (SA)	15-19	3
Woolsheds	5-14	3
Woolsheds	15-19	3
Woolumbool	5-14	4
Woolumbool	15-19	5
Woolundunga	5-14	3
Woomera	0-4	3
Woomera	25+	3
Worrolong	0-4	12
Worrolong	5-14	147
Worrolong	15-19	67
Worrolong	20-24	12
Worrolong	25+	23
Wrattonbully	5-14	9
Wudinna	0-4	10
Wudinna	5-14	88
Wudinna	15-19	16
Wudinna	20-24	3
Wudinna	25+	7
Wunkar	5-14	4
Wunkar	15-19	3
Wye	5-14	14
Wye	15-19	6
Wynarka	5-14	10
Wynarka	15-19	3
Wynn Vale	0-4	67
Wynn Vale	5-14	856
Wynn Vale	15-19	459
Wynn Vale	20-24	183
Wynn Vale	25+	238
Wyomi	5-14	4
Wyomi	15-19	4
Yacka	5-14	7
Yacka	15-19	3
Yacka	25+	3
Yahl	0-4	16
Yahl	5-14	152
Yahl	15-19	42
Yahl	20-24	7
Yahl	25+	19
Yalanda	0-4	3
Yalanda	5-14	7
Yalata	5-14	30
Yalata	15-19	4
Yalata	25+	6
Yallunda Flat	5-14	22
Yallunda Flat	15-19	3
Yalpara	5-14	6
Yaninee	0-4	3
Yaninee	5-14	12
Yankalilla	5-14	88
Yankalilla	15-19	33
Yankalilla	20-24	7
Yankalilla	25+	18
Yantanabie	5-14	6
Yanyarrie	5-14	3
Yarrah	5-14	3
Yatala Vale	5-14	27
Yatala Vale	15-19	16
Yatala Vale	20-24	4
Yatala Vale	25+	9
Yatina	5-14	5
Yattalunga (SA)	5-14	34
Yattalunga (SA)	15-19	20
Yattalunga (SA)	20-24	4
Yattalunga (SA)	25+	11
Yeelanna	0-4	3
Yeelanna	5-14	23
Yeelanna	15-19	4
Yinkanie	5-14	3
Yongala	5-14	9
Yongala	15-19	12
Yongala	25+	3
Yorke Valley	5-14	4
Yorketown	0-4	9
Yorketown	5-14	105
Yorketown	15-19	38
Yorketown	20-24	3
Yorketown	25+	12
Younghusband	5-14	19
Younghusband	15-19	3
Yumali	5-14	9
Yumali	15-19	4
Yundi	5-14	25
Yundi	15-19	12
Yundi	20-24	3
Yunta	5-14	3
Zadows Landing	15-19	3
No usual address (SA)	0-4	11
No usual address (SA)	5-14	90
No usual address (SA)	15-19	85
No usual address (SA)	20-24	42
No usual address (SA)	25+	97
