SSC_NAME16	HomeCensusNight	persons
Wild Horse Plains	0	6
Wild Horse Plains	1	94
Wilgena	1	21
Willalo	0	5
Willalo	1	52
Willalooka	0	9
Willalooka	1	135
Willamulka	0	5
Willamulka	1	63
Willaston	0	187
Willaston	1	3195
William Creek	0	3
William Creek	1	4
Williamstown (SA)	0	119
Williamstown (SA)	1	2640
Willippa	0	3
Willippa	1	20
Willochra	1	7
Willoughby (SA)	0	3
Willoughby (SA)	1	10
Willow Creek	1	35
Willowie	0	4
Willowie	1	29
Willunga	0	104
Willunga	1	2202
Willunga Hill	0	4
Willunga Hill	1	154
Willunga South	0	20
Willunga South	1	394
Willyaroo	0	21
Willyaroo	1	374
Wilmington	0	52
Wilmington	1	531
Windsor (SA)	0	6
Windsor (SA)	1	163
Windsor Gardens	0	217
Windsor Gardens	1	5054
Wingfield	0	38
Wingfield	1	434
Winkie	0	17
Winkie	1	325
Winninowie	1	3
Winulta	0	3
Winulta	1	29
Wirrabara	0	27
Wirrabara	1	373
Wirrega	1	29
Wirrina Cove	0	17
Wirrina Cove	1	123
Wirrulla	0	15
Wirrulla	1	89
Wisanger	0	22
Wisanger	1	106
Wistow	0	11
Wistow	1	259
Witera	1	4
Wokurna	1	59
Wolseley	0	11
Wolseley	1	171
Wongulla	0	3
Wongulla	1	51
Wongyarra	1	55
Wonuarra	1	50
Woodchester	0	9
Woodchester	1	213
Woodcroft (SA)	0	435
Woodcroft (SA)	1	10721
Woodforde	0	28
Woodforde	1	592
Woodlane	0	4
Woodlane	1	75
Woodleigh (SA)	1	63
Woods Point (SA)	0	11
Woods Point (SA)	1	158
Woodside (SA)	0	163
Woodside (SA)	1	2437
Woodville (SA)	0	71
Woodville (SA)	1	1926
Woodville Gardens	0	97
Woodville Gardens	1	2347
Woodville North	0	90
Woodville North	1	2359
Woodville Park	0	60
Woodville Park	1	1678
Woodville South	0	122
Woodville South	1	3055
Woodville West	0	126
Woodville West	1	2972
Wool Bay	0	23
Wool Bay	1	117
Woolpunda	1	17
Woolshed Flat (SA)	1	30
Woolsheds	1	29
Woolumbool	0	14
Woolumbool	1	49
Woolundunga	1	8
Woomera	0	11
Woomera	1	133
Worlds End (SA)	1	7
Worrolong	0	27
Worrolong	1	867
Wrattonbully	1	42
Wudinna	0	51
Wudinna	1	607
Wunkar	0	7
Wunkar	1	60
Wye	0	3
Wye	1	92
Wynarka	1	76
Wynn Vale	0	305
Wynn Vale	1	7456
Wyomi	0	7
Wyomi	1	95
Yacka	0	14
Yacka	1	119
Yahl	0	43
Yahl	1	811
Yalanda	1	26
Yalata	0	23
Yalata	1	224
Yallunda Flat	0	5
Yallunda Flat	1	92
Yalpara	1	4
Yamba (SA)	1	3
Yanerbie	0	3
Yanerbie	1	3
Yaninee	1	81
Yankalilla	0	52
Yankalilla	1	854
Yantanabie	1	15
Yanyarrie	1	5
Yarrah	0	3
Yarrah	1	16
Yatala Vale	0	10
Yatala Vale	1	243
Yatina	0	3
Yatina	1	28
Yattalunga (SA)	0	10
Yattalunga (SA)	1	299
Yeelanna	0	4
Yeelanna	1	80
Yelta (SA)	1	9
Yinkanie	1	21
Yongala	0	10
Yongala	1	79
Yorke Valley	0	3
Yorke Valley	1	19
Yorketown	0	67
Yorketown	1	903
Younghusband	0	11
Younghusband	1	199
Yumali	0	4
Yumali	1	58
Yundi	0	3
Yundi	1	160
Yunta	0	10
Yunta	1	80
Zadows Landing	1	24
No usual address (SA)	0	2863
Migratory - Offshore - Shipping (SA)	1	3
Abba River	1	60
Abbey	0	120
Abbey	1	1155
Acton Park (WA)	1	102
Adamsvale	0	4
Adamsvale	1	29
Ajana	1	60
Albany	0	99
Albany	1	1217
Aldersyde	1	42
Alexander Heights	0	246
Alexander Heights	1	7676
Alexandra Bridge	0	6
Alexandra Bridge	1	4
Alfred Cove	0	115
Alfred Cove	1	2436
Alkimos	0	258
Alkimos	1	6008
Allanooka	0	3
Allanooka	1	15
Allanson	0	53
Allanson	1	577
Alma (WA)	0	10
Alma (WA)	1	111
Ambania	1	7
Ambergate	0	35
Ambergate	1	437
Amelup	0	9
Amelup	1	54
Angelo River	1	9
Anketell	0	14
Anketell	1	233
Anniebrook	1	54
Applecross	0	395
Applecross	1	6492
Ardath	1	57
Ardross	0	151
Ardross	1	4082
Argyle (WA)	0	31
Argyle (WA)	1	515
Armadale (WA)	0	656
Armadale (WA)	1	12969
Arrino	1	48
Arrowsmith	1	12
Arrowsmith East	1	43
Arthur River (WA)	0	10
Arthur River (WA)	1	99
Ascot (WA)	0	187
Ascot (WA)	1	2385
Ashby (WA)	0	149
Ashby (WA)	1	2512
Ashendon	1	15
Ashfield (WA)	0	70
Ashfield (WA)	1	1243
Attadale	0	312
Attadale	1	6018
Atwell	0	288
Atwell	1	8774
Aubin Grove	0	227
Aubin Grove	1	6094
Augusta	0	173
Augusta	1	1215
Australind	0	919
Australind	1	13611
Aveley	0	460
Aveley	1	9721
Avon Valley National Park	1	6
Baandee	0	3
Baandee	1	17
Babakin	0	3
Babakin	1	53
Babbage Island	1	20
Badgebup	1	37
Badgerin Rock	1	24
Badgin	1	16
Badgingarra	0	10
Badgingarra	1	184
Badjaling	1	13
Bailup	0	3
Bailup	1	36
Bakers Hill	0	44
Bakers Hill	1	1075
Balbarrup	0	9
Balbarrup	1	157
Balcatta	0	424
Balcatta	1	9961
Baldivis	0	1863
Baldivis	1	29785
Balga	0	535
Balga	1	12154
Balingup	0	45
Balingup	1	499
Balkuling	1	33
Balladong	0	3
Balladong	1	65
Balladonia	1	5
Ballajura	0	668
Ballajura	1	18041
Ballaying	0	3
Ballaying	1	22
Ballidu	1	62
Bally Bally	0	5
Bally Bally	1	42
Bambun	1	50
Bandy Creek	0	39
Bandy Creek	1	266
Bandya	0	5
Bandya	1	208
Banjup	0	118
Banjup	1	1968
Banksia Grove	0	361
Banksia Grove	1	8992
Bannister (WA)	0	3
Bannister (WA)	1	137
Barbalin	0	7
Barbalin	1	14
Barberton	1	22
Barrabup	1	30
Barragup	0	71
Barragup	1	856
Barrow Island	0	139
Barrow Island	1	1823
Baskerville	0	22
Baskerville	1	270
Bassendean (WA)	0	450
Bassendean (WA)	1	9865
Bateman	0	121
Bateman	1	3602
Baynton (WA)	0	199
Baynton (WA)	1	4111
Bayonet Head	0	252
Bayonet Head	1	2703
Bayswater (WA)	0	618
Bayswater (WA)	1	13810
Beachlands	0	90
Beachlands	1	1336
Beacon	0	10
Beacon	1	145
Beaconsfield (WA)	0	251
Beaconsfield (WA)	1	4735
Beaufort River	0	4
Beaufort River	1	57
Beaumont (WA)	0	4
Beaumont (WA)	1	40
Beckenham	0	307
Beckenham	1	7206
Bedford	0	226
Bedford	1	5213
Bedfordale	0	151
Bedfordale	1	2705
Beechboro	0	336
Beechboro	1	8729
Beechina	0	4
Beechina	1	149
Beedelup	0	5
Beedelup	1	38
Beela	1	31
Beelerup	0	8
Beelerup	1	109
Beeliar	0	318
Beeliar	1	7132
Beenong	0	4
Beenong	1	18
Beermullah	0	3
Beermullah	1	104
Bejoording	0	9
Bejoording	1	166
Beldon	0	180
Beldon	1	3766
Belhus	0	20
Belhus	1	254
Bellevue (WA)	0	95
Bellevue (WA)	1	1433
Belmont (WA)	0	392
Belmont (WA)	1	6389
Bencubbin	0	22
Bencubbin	1	223
Benger	0	19
Benger	1	204
Benjaberring	0	3
Benjaberring	1	12
Benjinup	0	4
Benjinup	1	140
Bennett Springs	0	151
Bennett Springs	1	5153
Bentley (WA)	0	367
Bentley (WA)	1	8410
Beresford	0	149
Beresford	1	1334
Berkshire Valley	1	26
Bertram	0	259
Bertram	1	5950
Beverley (WA)	0	109
Beverley (WA)	1	1052
Bibra Lake	0	263
Bibra Lake	1	5606
Bickley	0	36
Bickley	1	642
Bicton	0	336
Bicton	1	6241
Biddelia	1	8
Big Grove	0	14
Big Grove	1	182
Bilbarin	1	19
Bilingurr	0	95
Bilingurr	1	1254
Bindi Bindi	0	4
Bindi Bindi	1	69
Bindoon	0	84
Bindoon	1	1096
Binduli	0	3
Binduli	1	7
Binningup	0	99
Binningup	1	1161
Binnu	0	11
Binnu	1	63
Birchmont	0	4
Birchmont	1	68
Bluff Point	0	103
Bluff Point	1	1246
Blythewood	0	7
Blythewood	1	60
Boallia	1	41
Bobalong	0	3
Bobalong	1	26
Bodallin	0	3
Bodallin	1	53
Boddington	0	113
Boddington	1	1084
Boilup	1	24
Bokal	0	3
Bokal	1	35
Bolgart	0	10
Bolgart	1	143
Bonnie Rock	1	41
Bonniefield	0	15
Bonniefield	1	172
Boodarie	0	10
Boodarie	1	171
Boodarockin	1	3
Bookara	0	3
Bookara	1	113
Boonanarring	1	41
Boorabbin	1	7
Booragoon	0	199
Booragoon	1	5333
Booralaming	1	12
Boorara Brook	0	3
Boorara Brook	1	119
Bootenal	1	41
Boothendarra	1	27
Boranup	1	4
Borden	0	4
Borden	1	51
Borderdale	0	4
Borderdale	1	34
Bornholm	0	17
Bornholm	1	88
Boscabel	1	64
Boulder	0	304
Boulder	1	4522
Boundain	1	49
Bouvard	0	71
Bouvard	1	753
Bovell	0	55
Bovell	1	420
Bow Bridge	1	74
Bowelling	1	80
Bowes	1	113
Bowgada	0	3
Bowgada	1	39
Boxwood Hill	0	4
Boxwood Hill	1	83
Boya	0	28
Boya	1	619
Boyanup	0	102
Boyanup	1	1112
Boyatup	0	4
Boyatup	1	22
Boyerine	0	3
Boyerine	1	31
Boyup Brook	0	76
Boyup Brook	1	833
Brabham	0	140
Brabham	1	3169
Bramley	0	12
Bramley	1	71
Brazier	1	46
Breera	1	38
Bremer Bay	0	63
Bremer Bay	1	310
Brentwood (WA)	0	83
Brentwood (WA)	1	1983
Breton Bay	1	3
Bridgetown	0	209
Bridgetown	1	2599
Brigadoon	0	45
Brigadoon	1	784
Bringo	1	36
Broadwater (WA)	0	315
Broadwater (WA)	1	3938
Broadwood	0	44
Broadwood	1	703
Brockman	0	72
Brockman	1	956
Broke (WA)	0	7
Broke (WA)	1	13
Brookdale (WA)	0	97
Brookdale (WA)	1	2849
Brookhampton	0	19
Brookhampton	1	225
Brookton	0	58
Brookton	1	697
Broome	0	298
Broome	1	3743
Broomehill East	0	12
Broomehill East	1	114
Broomehill Village	0	18
Broomehill Village	1	229
Broomehill West	0	19
Broomehill West	1	125
Brown Range	0	3
Brown Range	1	139
Bruce Rock	0	55
Bruce Rock	1	646
Brunswick (WA)	0	63
Brunswick (WA)	1	1056
Buckingham (WA)	0	3
Buckingham (WA)	1	19
Buckland (WA)	0	3
Buckland (WA)	1	40
Bulgarra	0	146
Bulgarra	1	2512
Bull Creek (WA)	0	274
Bull Creek (WA)	1	7469
Bullabulling	1	11
Bullaring	0	4
Bullaring	1	92
Buller	0	8
Buller	1	116
Bullfinch	0	4
Bullfinch	1	30
Bullock Hills	0	3
Bullock Hills	1	3
Bullsbrook	0	243
Bullsbrook	1	4943
Bulyee	0	3
Bulyee	1	48
Bunbury (WA)	0	309
Bunbury (WA)	1	3424
Bundanoon (WA)	1	11
Buniche	1	20
Bunjil	1	63
Buntine	0	9
Buntine	1	49
Burakin	1	30
Burekup	0	42
Burekup	1	758
Burges	1	7
Burlong	0	3
Burlong	1	486
Burma Road	1	4
Burns Beach	0	128
Burns Beach	1	3242
Burnside (WA)	0	28
Burnside (WA)	1	244
Burracoppin	0	16
Burracoppin	1	89
Burran Rock	0	3
Burran Rock	1	18
Burrup	1	3
Burswood	0	145
Burswood	1	2191
Busselton	0	161
Busselton	1	1712
Butler (WA)	0	541
Butler (WA)	1	12737
Byford	0	670
Byford	1	14239
Cable Beach	0	398
Cable Beach	1	5042
Cadoux	0	4
Cadoux	1	60
Caiguna	1	8
Calingiri	0	16
Calingiri	1	192
Calista	0	83
Calista	1	1912
Caljie	0	5
Caljie	1	35
Callcup	0	5
Callcup	1	15
Camballin	0	47
Camballin	1	679
Cambridge Gulf	1	48
Camillo	0	196
Camillo	1	4213
Cancanning	1	31
Cane	0	4
Cane	1	3
Canna	0	4
Canna	1	59
Canning Mills	0	3
Canning Mills	1	21
Canning Vale	0	1121
Canning Vale	1	31936
Cannington	0	243
Cannington	1	5693
Cape Arid	1	5
Cape Burney	0	41
Cape Burney	1	454
Cape Le Grand	1	17
Cape Range National Park	1	15
Capel	0	177
Capel	1	2330
Capel River	0	3
Capel River	1	140
Capricorn	0	3
Capricorn	1	56
Caraban	1	23
Carabooda	0	18
Carabooda	1	424
Carani	1	24
Carbunup River	0	4
Carbunup River	1	115
Cardiff (WA)	1	106
Cardup	0	42
Cardup	1	1065
Carey Park	0	362
Carey Park	1	4802
Carine	0	269
Carine	1	6206
Carlisle	0	337
Carlisle	1	6135
Carlotta	0	3
Carlotta	1	92
Carmel	0	51
Carmel	1	719
Carnamah	0	33
Carnamah	1	365
Carnarvon	0	31
Carnarvon	1	176
Carrabin	1	5
Carramar (WA)	0	276
Carramar (WA)	1	6893
Carrolup	0	4
Carrolup	1	52
Cartmeticup	0	3
Cartmeticup	1	48
Cascade (WA)	0	19
Cascade (WA)	1	93
Castletown	0	364
Castletown	1	3639
Casuarina (WA)	0	46
Casuarina (WA)	1	1696
Cataby	0	5
Cataby	1	52
Catterick	0	11
Catterick	1	168
Caversham	0	241
Caversham	1	5051
Centennial Park (WA)	0	64
Centennial Park (WA)	1	579
Cervantes	0	72
Cervantes	1	457
Chadwick	0	22
Chadwick	1	160
Champion Lakes	0	54
Champion Lakes	1	1072
Chandler (WA)	1	15
Changerup	0	5
Changerup	1	48
Channybearup	0	16
Channybearup	1	126
Chapman Hill	0	8
Chapman Hill	1	106
Charley Creek	0	8
Charley Creek	1	60
Cherry Tree Pool	0	3
Cherry Tree Pool	1	54
Cheynes	1	11
Chichester (WA)	1	18
Chidlow	0	103
Chidlow	1	1723
Chittering	0	61
Chittering	1	857
Chowerup	1	31
Churchlands	0	120
Churchlands	1	3264
City Beach	0	316
City Beach	1	6299
Clackline	0	14
Clackline	1	300
Claremont (WA)	0	408
Claremont (WA)	1	7738
Clarkson	0	604
Clarkson	1	12365
Cleary	1	13
Cleaverville	1	7
Cloverdale	0	380
Cloverdale	1	7692
Coblinine	0	4
Coblinine	1	37
Cockburn Central	0	88
Cockburn Central	1	1171
Cocklebiddy	0	6
Cocklebiddy	1	15
Codjatotine	0	3
Codjatotine	1	44
Cold Harbour	0	6
Cold Harbour	1	75
Collanilling	1	24
College Grove	0	85
College Grove	1	1491
Collie (WA)	0	517
Collie (WA)	1	7067
Collie Burn	1	49
Collingwood Heights	0	79
Collingwood Heights	1	601
Collingwood Park (WA)	0	22
Collingwood Park (WA)	1	195
Collins	0	8
Collins	1	30
Commodine	1	29
Como (WA)	0	724
Como (WA)	1	13414
Condingup	0	14
Condingup	1	267
Connolly	0	157
Connolly	1	3488
Contine	1	26
Coodanup	0	266
Coodanup	1	3664
Coogee (WA)	0	212
Coogee (WA)	1	4385
Cookernup	0	33
Cookernup	1	472
Cooladar Hill	1	6
Coolbellup	0	249
Coolbellup	1	5076
Coolbinia	0	50
Coolbinia	1	1610
Coolcalalaya	1	10
Coolgardie (WA)	0	83
Coolgardie (WA)	1	789
Cooljarloo	1	4
Cooloongup	0	411
Cooloongup	1	6330
Coolup	0	28
Coolup	1	365
Coomalbidgup	0	11
Coomalbidgup	1	129
Coomberdale	0	3
Coomberdale	1	60
Coonabidgee	1	128
Coondle	0	48
Coondle	1	652
Coorow	0	9
Coorow	1	166
Cooya Pooya	1	3
Copley (WA)	0	9
Copley (WA)	1	58
Coral Bay	0	13
Coral Bay	1	196
Corinthia	1	7
Corrigin	0	96
Corrigin	1	754
Cosmo Newbery	0	4
Cosmo Newbery	1	55
Cottesloe	0	511
Cottesloe	1	6863
Courtenay	0	3
Courtenay	1	49
Cowalellup	0	4
Cowalellup	1	23
Cowalla	0	3
Cowalla	1	44
Cowaramup	0	168
Cowaramup	1	1736
Cowcowing	1	22
Coyrecup	1	34
Craigie (WA)	0	267
Craigie (WA)	1	5589
Cramphorne	0	10
Cramphorne	1	49
Cranbrook (WA)	0	40
Cranbrook (WA)	1	456
Crawley	0	167
Crawley	1	3933
Crooked Brook	0	9
Crooked Brook	1	189
Crossman	0	10
Crossman	1	194
Crowea	0	14
Crowea	1	113
Cuballing	0	45
Cuballing	1	411
Cubbine	1	23
Cue	0	13
Cue	1	161
Culham	1	32
Cullacabardee	1	37
Cullalla	1	25
Cundeelee	1	80
Cunderdin	0	50
Cunderdin	1	822
Cundinup	0	5
Cundinup	1	49
Cunjardine	0	4
Cunjardine	1	20
Currambine	0	280
Currambine	1	6636
Cuthbert	0	7
Cuthbert	1	150
Daadenning Creek	1	26
Daglish	0	61
Daglish	1	1362
Dale	0	26
Dale	1	186
Daliak	1	61
Dalkeith	0	167
Dalkeith	1	4078
Dalwallinu	0	37
Dalwallinu	1	749
Dalyellup	0	491
Dalyellup	1	8509
Dalyup	0	20
Dalyup	1	157
Dampier	0	62
Dampier	1	1038
Dampier Peninsula	0	60
Dampier Peninsula	1	1047
Dandanning	1	15
Dandaragan	0	22
Dandaragan	1	317
Dangin	0	4
Dangin	1	44
Darch	0	236
Darch	1	6850
Dardadine	1	19
Dardanup	0	41
Dardanup	1	458
Dardanup West	0	54
Dardanup West	1	619
Darkan	0	14
Darkan	1	386
Darling Downs	0	48
Darling Downs	1	1154
Darlington (WA)	0	185
Darlington (WA)	1	3469
Darradup	0	4
Darradup	1	28
Dartmoor (WA)	1	7
Dartnall	0	3
Dartnall	1	30
Datatine	1	27
Davenport (WA)	0	3
Davenport (WA)	1	13
Dawesville	0	487
Dawesville	1	5341
Dayton	0	127
Dayton	1	2711
De Grey	1	32
Deanmill	0	23
Deanmill	1	310
Deepdale	0	70
Deepdale	1	799
Deepdene (WA)	1	54
Denbarker	0	5
Denbarker	1	76
Denham	0	56
Denham	1	704
Denmark	0	222
Denmark	1	2413
Derby (WA)	0	289
Derby (WA)	1	3226
Devils Creek	0	7
Devils Creek	1	16
Dewars Pool	1	35
Diamond Tree	0	3
Diamond Tree	1	22
Dianella	0	919
Dianella	1	22567
Dindiloa	1	20
Dingup	0	13
Dingup	1	185
Dinninup	0	14
Dinninup	1	115
Dirk Hartog Island	1	4
Dixvale	0	6
Dixvale	1	47
Djugun	0	194
Djugun	1	2637
Dongara	0	151
Dongara	1	1225
Dongolocking	1	23
Donnelly River	1	5
Donnybrook (WA)	0	255
Donnybrook (WA)	1	2566
Doodenanning	0	10
Doodenanning	1	40
Doodlakine	0	5
Doodlakine	1	69
Doubleview	0	419
Doubleview	1	7983
Dowerin	0	33
Dowerin	1	429
Drome	0	9
Drome	1	39
Drummond Cove	0	131
Drummond Cove	1	1349
Dryandra	1	3
Drysdale River	1	25
Dudawa	1	27
Dudinin	0	8
Dudinin	1	67
Dudley Park (WA)	0	444
Dudley Park (WA)	1	5791
Dukin	0	3
Dukin	1	28
Dulbelling	0	7
Dulbelling	1	41
Dulyalbin	1	17
Dumbarton	0	20
Dumbarton	1	195
Dumberning	0	15
Dumberning	1	173
Dumbleyung	0	21
Dumbleyung	1	246
Duncraig	0	658
Duncraig	1	14616
Dunn Rock	0	3
Dunn Rock	1	11
Dunsborough	0	550
Dunsborough	1	4770
Durack (WA)	0	24
Durack (WA)	1	171
Duranillin	0	3
Duranillin	1	66
Durawah	1	15
Dwarda	1	15
Dwellingup	0	28
Dwellingup	1	528
Eagle Bay	0	3
Eagle Bay	1	67
East Augusta	0	3
East Augusta	1	24
East Ballidu	0	9
East Ballidu	1	45
East Beverley	0	3
East Beverley	1	95
East Bowes	0	3
East Bowes	1	54
East Bunbury	0	298
East Bunbury	1	3609
East Cannington	0	222
East Cannington	1	5237
East Carnarvon	0	59
East Carnarvon	1	840
East Chapman	1	39
East Damboring	1	11
East Fremantle	0	434
East Fremantle	1	6944
East Lyons River	1	3
East Munglinup	0	3
East Munglinup	1	64
East Murchison	1	11
East Nabawa	1	12
East Nannup	1	31
East Newdegate	1	12
East Perth	0	685
East Perth	1	9911
East Pingelly	0	23
East Pingelly	1	194
East Popanyinning	0	3
East Popanyinning	1	17
East Rockingham	0	16
East Rockingham	1	243
East Victoria Park	0	486
East Victoria Park	1	9589
East Wickepin	1	36
East Yuna	1	45
Eastbrook	0	10
Eastbrook	1	119
Eaton (WA)	0	567
Eaton (WA)	1	7913
Eden Hill	0	157
Eden Hill	1	3298
Edgewater	0	219
Edgewater	1	4286
Eganu	1	45
Eglinton (WA)	0	90
Eglinton (WA)	1	1587
Eighty Mile Beach	0	7
Eighty Mile Beach	1	95
Elabbin	0	3
Elabbin	1	20
Elachbutting	1	18
Elgin (WA)	0	10
Elgin (WA)	1	115
Elleker	0	28
Elleker	1	343
Ellenbrook	0	952
Ellenbrook	1	21733
Ellendale (WA)	1	12
Embleton	0	139
Embleton	1	3025
Emu Flat (WA)	1	25
Emu Point	0	58
Emu Point	1	259
Eneabba	0	16
Eneabba	1	131
Eradu	1	16
Eradu South	1	20
Erskine (WA)	0	431
Erskine (WA)	1	4232
Esperance	0	192
Esperance	1	1954
Eucla	0	9
Eucla	1	48
Eurardy	1	4
Ewlyamartup	1	30
Exmouth	0	257
Exmouth	1	2261
Exmouth Gulf	1	40
Fairbridge	0	3
Fairbridge	1	41
Falcon	0	426
Falcon	1	4733
Ferguson (WA)	0	23
Ferguson (WA)	1	212
Ferndale (WA)	0	230
Ferndale (WA)	1	4104
Fitzroy Crossing	0	90
Fitzroy Crossing	1	1214
Floreat	0	337
Floreat	1	7558
Forest Grove (WA)	0	18
Forest Grove (WA)	1	234
Forest Hill (WA)	0	6
Forest Hill (WA)	1	138
Forrest Beach (WA)	1	42
Forrestania	1	44
Forrestdale	0	62
Forrestdale	1	1012
Forrestfield	0	627
Forrestfield	1	12063
Fortescue (WA)	0	3
Fortescue (WA)	1	44
Frankland River	0	39
Frankland River	1	324
Fraser Range	1	48
Fremantle	0	573
Fremantle	1	7638
Furnissdale	0	90
Furnissdale	1	940
Gabalong	0	6
Gabalong	1	5
Gabbadah	0	59
Gabbadah	1	610
Gabbin	1	54
Gairdner	0	7
Gairdner	1	103
Gap Ridge	0	3
Gap Ridge	1	82
Garden Island (WA)	0	133
Garden Island (WA)	1	586
Gascoyne Junction	1	79
Gascoyne River	0	3
Gascoyne River	1	171
Geegully Creek	1	20
Gelorup	0	144
Gelorup	1	2157
Geographe	0	311
Geographe	1	3100
Georgina (WA)	0	4
Georgina (WA)	1	76
Geraldton	0	255
Geraldton	1	2886
Ghooli	1	10
Gibb	0	13
Gibb	1	94
Gibson	0	23
Gibson	1	425
Gibson Desert North	0	3
Gibson Desert North	1	246
Gibson Desert South	0	8
Gibson Desert South	1	54
Gidgegannup	0	172
Gidgegannup	1	2566
Gilgering	0	6
Gilgering	1	81
Gillimanning	0	3
Gillimanning	1	16
Gillingarra	1	41
Gingerah	1	5
Gingin	0	73
Gingin	1	777
Ginginup	0	8
Ginginup	1	36
Girrawheen	0	303
Girrawheen	1	8452
Gledhow	0	58
Gledhow	1	915
Glen Forrest	0	125
Glen Forrest	1	2655
Glen Iris (WA)	0	172
Glen Iris (WA)	1	2830
Glen Mervyn	1	48
Glencoe (WA)	1	28
Glendalough	0	102
Glendalough	1	2380
Glenfield (WA)	0	48
Glenfield (WA)	1	896
Glenlynn	0	3
Glenlynn	1	96
Glenoran	0	10
Glenoran	1	85
Glentromie	0	11
Glentromie	1	40
Gnangara	0	57
Gnangara	1	1069
Gnarabup	0	38
Gnarabup	1	434
Gnoorea	1	6
Gnowangerup	0	44
Gnowangerup	1	556
Gnowellen	1	27
Golden Bay	0	271
Golden Bay	1	3522
Goode Beach	0	19
Goode Beach	1	198
Goodlands	0	6
Goodlands	1	45
Goomalling	0	38
Goomalling	1	525
Goomarin	1	19
Gooseberry Hill	0	147
Gooseberry Hill	1	3128
Gorge Rock	0	3
Gorge Rock	1	29
Gosnells	0	898
Gosnells	1	19399
Gracetown	0	19
Gracetown	1	212
Granville (WA)	1	17
Grass Patch	0	19
Grass Patch	1	118
Grass Valley	0	19
Grass Valley	1	156
Green Head	0	55
Green Head	1	244
Green Range	1	66
Green Valley (WA)	0	4
Green Valley (WA)	1	45
Greenbushes	0	15
Greenbushes	1	369
Greenfields	0	637
Greenfields	1	9215
Greenhills	0	3
Greenhills	1	59
Greenmount (WA)	0	125
Greenmount (WA)	1	2546
Greenough	0	22
Greenough	1	260
Greenwood (WA)	0	474
Greenwood (WA)	1	9142
Greenwoods Valley	1	10
Gregory (WA)	0	4
Gregory (WA)	1	57
Grey	1	8
Greys Plain	0	10
Greys Plain	1	187
Guilderton	0	28
Guilderton	1	149
Guildford (WA)	0	110
Guildford (WA)	1	1905
Gundaring	1	3
Gunyidi	0	12
Gunyidi	1	34
Gutha	0	7
Gutha	1	51
Gwambygine	1	62
Gwelup	0	184
Gwelup	1	4356
Gwindinup	1	45
Hacketts Gully	0	4
Hacketts Gully	1	43
Halls Creek (WA)	0	116
Halls Creek (WA)	1	1382
Halls Head	0	1147
Halls Head	1	12722
Hamel	0	22
Hamel	1	245
Hamelin Bay	0	4
Hamelin Bay	1	38
Hamelin Pool	1	25
Hamersley	0	241
Hamersley	1	4734
Hamilton Hill	0	522
Hamilton Hill	1	9865
Hammond Park	0	202
Hammond Park	1	4683
Hannans	0	140
Hannans	1	2412
Harris River	0	12
Harris River	1	90
Harrisdale	0	305
Harrisdale	1	8772
Harrismith	0	10
Harrismith	1	53
Harvey	0	171
Harvey	1	3148
Hastings (WA)	1	37
Hay (WA)	0	28
Hay (WA)	1	302
Haynes	0	33
Haynes	1	718
Hazelmere	0	48
Hazelmere	1	823
Hazelvale	0	7
Hazelvale	1	67
Heathridge	0	309
Heathridge	1	6356
Helena Valley	0	204
Helena Valley	1	3477
Henderson	1	12
Henley Brook	0	129
Henley Brook	1	2390
Henty (WA)	0	5
Henty (WA)	1	141
Herne Hill (WA)	0	93
Herne Hill (WA)	1	1435
Herron	0	41
Herron	1	397
Hester	0	9
Hester	1	94
Hester Brook	0	12
Hester Brook	1	96
Higginsville	0	4
Higginsville	1	59
High Wycombe	0	635
High Wycombe	1	11674
Highbury (WA)	0	18
Highbury (WA)	1	275
Highgate (WA)	0	83
Highgate (WA)	1	2126
Hilbert	0	67
Hilbert	1	1481
Hill River (WA)	0	7
Hill River (WA)	1	84
Hillarys	0	453
Hillarys	1	10356
Hillman	0	96
Hillman	1	1753
Hillside (WA)	0	8
Hillside (WA)	1	57
Hilton (WA)	0	180
Hilton (WA)	1	3755
Hindmarsh (WA)	1	35
Hines Hill	1	51
Hithergreen	0	11
Hithergreen	1	50
Hocking	0	219
Hocking	1	5696
Hoddys Well	0	13
Hoddys Well	1	109
Hoffman	0	5
Hoffman	1	33
Holmwood	1	27
Holt Rock	0	3
Holt Rock	1	38
Holyoake	1	19
Hope Valley (WA)	1	60
Hopeland (WA)	0	16
Hopeland (WA)	1	311
Hopetoun (WA)	0	123
Hopetoun (WA)	1	750
Horrocks	0	19
Horrocks	1	124
Houtman Abrolhos	1	6
Hovea	0	32
Hovea	1	594
Howatharra	0	10
Howatharra	1	119
Howick (WA)	1	58
Hulongine	1	29
Huntingdale (WA)	0	348
Huntingdale (WA)	1	8347
Hyden	0	38
Hyden	1	338
Ikewa	0	6
Ikewa	1	31
Iluka (WA)	0	189
Iluka (WA)	1	5071
Indee	1	34
Inggarda	0	5
Inggarda	1	7
Inglehope	1	38
Inglewood (WA)	0	264
Inglewood (WA)	1	5409
Inkpen	1	18
Innaloo	0	482
Innaloo	1	7770
Innawanga	0	11
Innawanga	1	13
Irishtown (WA)	0	9
Irishtown (WA)	1	72
Irwin	0	12
Irwin	1	77
Isseka	0	4
Isseka	1	59
Jackitup	1	52
Jacup	0	3
Jacup	1	62
Jalbarragup	0	12
Jalbarragup	1	107
