SSC_NAME16	OnlyEnglishSpokenHome	persons
Molloy Island	1	112
Monjebup	1	20
Monjingup	0	8
Monjingup	1	351
Moodiarrup	1	42
Moojebing	1	48
Mooliabeenee	0	3
Mooliabeenee	1	138
Moondah	1	34
Moondyne	1	37
Moonies Hill	1	22
Moonyoonooka	0	28
Moonyoonooka	1	213
Moora (WA)	0	66
Moora (WA)	1	1534
Mooriary	1	18
Moorine Rock	0	3
Moorine Rock	1	54
Morangup	0	32
Morangup	1	683
Morawa	0	17
Morawa	1	466
Morbinning	1	24
Mordalup	1	29
Moresby (WA)	0	38
Moresby (WA)	1	804
Morgantown	0	80
Morgantown	1	547
Morley	0	7645
Morley	1	12681
Mornington (WA)	0	3
Mornington (WA)	1	36
Mosman Park (WA)	0	1185
Mosman Park (WA)	1	6874
Moulyinning	1	47
Mount Adams	1	10
Mount Barker (WA)	0	191
Mount Barker (WA)	1	2331
Mount Budd	1	19
Mount Burges	0	21
Mount Burges	1	73
Mount Caroline	1	7
Mount Claremont	0	620
Mount Claremont	1	3795
Mount Clarence	0	56
Mount Clarence	1	577
Mount Elphinstone	1	94
Mount Erin	1	4
Mount Hampton	1	26
Mount Hardey	0	5
Mount Hardey	1	164
Mount Hardman	0	380
Mount Hardman	1	53
Mount Hawthorn	0	1202
Mount Hawthorn	1	6031
Mount Helena	0	129
Mount Helena	1	2923
Mount Hill	1	37
Mount Holland	1	3
Mount Horner	0	3
Mount Horner	1	32
Mount Lawley	0	2034
Mount Lawley	1	8052
Mount Madden	1	26
Mount Magnet	0	16
Mount Magnet	1	327
Mount Melville	0	102
Mount Melville	1	939
Mount Nasura	0	289
Mount Nasura	1	2531
Mount Ney	1	4
Mount Pleasant (WA)	0	1365
Mount Pleasant (WA)	1	5039
Mount Richon	0	161
Mount Richon	1	1688
Mount Sheila	0	97
Mount Sheila	1	758
Mount Sheridan (WA)	1	36
Mount Stirling	1	20
Mount Tarcoola	0	330
Mount Tarcoola	1	2681
Mount Walker (WA)	0	3
Mount Walker (WA)	1	49
Muchea	0	25
Muchea	1	855
Muckenburra	0	14
Muckenburra	1	135
Mueller Ranges	0	239
Mueller Ranges	1	79
Muja	1	18
Mukinbudin	0	7
Mukinbudin	1	320
Mulga Downs	0	28
Mulga Downs	1	89
Mullaloo	0	449
Mullaloo	1	5267
Mullalyup	0	10
Mullalyup	1	132
Mullewa	0	16
Mullewa	1	365
Mullingar	0	26
Mullingar	1	250
Muluckine	1	168
Mumballup	1	73
Mumberkine	1	60
Mundabullangana	1	7
Mundaring	0	148
Mundaring	1	2751
Mundijong	0	30
Mundijong	1	1096
Mundrabilla	1	22
Mungalup	1	43
Munglinup	1	107
Munster	0	898
Munster	1	3325
Muntadgin	1	40
Muradup	0	3
Muradup	1	92
Murchison (WA)	0	3
Murchison (WA)	1	49
Murdoch	0	1155
Murdoch	1	1897
Murdong	1	29
Muresk	0	5
Muresk	1	25
Myalup	0	10
Myalup	1	282
Myaree	0	211
Myaree	1	1579
Myrup	0	11
Myrup	1	429
Nabawa	0	9
Nabawa	1	110
Nairibin	1	16
Nalkain	1	9
Nalyerlup	1	22
Namban	1	33
Nambeelup	0	20
Nambeelup	1	272
Nambung	1	28
Nanarup	1	35
Nanga	1	12
Nangeenan	0	3
Nangeenan	1	57
Nangetty	1	11
Nannup	0	25
Nannup	1	830
Nanson	1	81
Nanutarra	0	12
Nanutarra	1	61
Napier	0	4
Napier	1	249
Naraling	1	14
Narembeen	0	28
Narembeen	1	404
Narngulu	0	3
Narngulu	1	56
Narra Tarra	0	3
Narra Tarra	1	68
Narraloggan	1	26
Narrikup	0	20
Narrikup	1	428
Narrogin	0	284
Narrogin	1	3531
Narrogin Valley	1	116
Naturaliste	0	8
Naturaliste	1	56
Naval Base	0	3
Naval Base	1	20
Nedlands	0	1845
Nedlands	1	7921
Needilup	1	84
Neendaling	0	3
Neendaling	1	18
Neerabup	0	12
Neerabup	1	66
Neergabby	0	64
Neergabby	1	147
Nembudding	1	11
Neridup	0	7
Neridup	1	122
Nerren Nerren	1	5
New Norcia	0	7
New Norcia	1	54
Newcarlbeon	1	26
Newdegate	0	7
Newdegate	1	142
Newlands (WA)	0	6
Newlands (WA)	1	103
Newman	0	1090
Newman	1	4626
Ngaanyatjarra-Giles	0	773
Ngaanyatjarra-Giles	1	74
Nickol	0	562
Nickol	1	3749
Nilgen	0	15
Nilgen	1	195
Nillup	1	51
Ningaloo	1	9
Nippering	1	16
Nirimba	1	71
Noggerup	1	73
Nokaning	1	56
Nolba	1	18
Nollamara	0	5008
Nollamara	1	5607
Nomans Lake	1	46
Noranda	0	2613
Noranda	1	5014
Nornalup	0	3
Nornalup	1	51
Norpa	1	13
Norseman	0	37
Norseman	1	480
North Baandee	1	27
North Beach (WA)	0	306
North Beach (WA)	1	2947
North Bodallin	1	16
North Boyanup	0	17
North Boyanup	1	307
North Burngup	1	9
North Cascade	1	3
North Coogee	0	314
North Coogee	1	1827
North Dandalup	0	23
North Dandalup	1	638
North Eradu	1	3
North Fremantle	0	241
North Fremantle	1	2727
North Greenbushes	0	3
North Greenbushes	1	114
North Jindong	0	3
North Jindong	1	75
North Kellerberrin	1	36
North Kukerin	1	65
North Kununoppin	1	28
North Lake	0	301
North Lake	1	942
North Lake Grace	1	22
North Moulyinning	1	38
North Perth	0	1874
North Perth	1	6311
North Plantations	0	160
North Plantations	1	152
North Stirlings	1	26
North Tammin	0	12
North Tammin	1	107
North Trayning	1	22
North Walpole	1	82
North West Cape	0	4
North West Cape	1	106
North Wialki	1	10
North Yelbeni	1	16
North Yunderup	0	7
North Yunderup	1	776
Northam	0	403
Northam	1	5451
Northampton	0	14
Northampton	1	729
Northbridge (WA)	0	437
Northbridge (WA)	1	471
Northcliffe	0	16
Northcliffe	1	262
Northern Gully	1	16
Nowergup	0	15
Nowergup	1	156
Nugadong	0	3
Nugadong	1	14
Nukarni	1	43
Nullagine	0	242
Nullagine	1	1230
Nullaki	1	22
Nulsen	0	25
Nulsen	1	965
Nungarin	1	137
Nunierra	1	11
Nunile	0	3
Nunile	1	76
Nyabing	0	7
Nyabing	1	252
O'Connor (WA)	0	104
O'Connor (WA)	1	322
Oakford	0	152
Oakford	1	2387
Ocean Beach	0	32
Ocean Beach	1	837
Ocean Reef	0	870
Ocean Reef	1	6690
Ogilvie	1	55
Old Plains	1	66
Oldbury	0	23
Oldbury	1	280
Ongerup	0	4
Ongerup	1	78
Onslow	0	84
Onslow	1	647
Oombulgurri	0	3
Oombulgurri	1	7
Ora Banda	1	8
Orana	0	134
Orana	1	1762
Orange Grove (WA)	0	58
Orange Grove (WA)	1	618
Orange Springs	0	5
Orange Springs	1	9
Orchid Valley	1	32
Ord River	0	39
Ord River	1	89
Orelia	0	621
Orelia	1	3629
Osborne Park	0	1601
Osborne Park	1	2211
Osmington	0	8
Osmington	1	117
Padbury	0	866
Padbury	1	7023
Palgarup	0	3
Palgarup	1	136
Pallinup	1	74
Palmdale (WA)	1	12
Palmer (WA)	1	42
Palmyra (WA)	0	693
Palmyra (WA)	1	5866
Pannawonica	0	37
Pannawonica	1	618
Pantapin	1	27
Paraburdoo	0	82
Paraburdoo	1	1131
Paradise (WA)	0	5
Paradise (WA)	1	149
Pardoo	1	36
Parkerville	0	91
Parkerville	1	2096
Parkeston	0	22
Parkeston	1	37
Parkfield	0	3
Parkfield	1	39
Parklands (WA)	0	21
Parklands (WA)	1	532
Parkwood (WA)	0	2045
Parkwood (WA)	1	3825
Parmelia	0	755
Parmelia	1	4714
Parryville	1	56
Paulls Valley	0	3
Paulls Valley	1	61
Paynedale	0	3
Paynedale	1	42
Paynes Find	0	5
Paynes Find	1	38
Paynesville (WA)	1	10
Peaceful Bay	1	58
Peak Hill (WA)	0	32
Peak Hill (WA)	1	113
Pearsall	0	780
Pearsall	1	2896
Peedamulla	0	10
Peedamulla	1	4
Peerabeelup	1	7
Pegs Creek	0	342
Pegs Creek	1	1308
Pelican Point (WA)	0	47
Pelican Point (WA)	1	772
Pemberton	0	62
Pemberton	1	830
Peppermint Grove	0	151
Peppermint Grove	1	1383
Peppermint Grove Beach	0	12
Peppermint Grove Beach	1	419
Perenjori	0	5
Perenjori	1	250
Perillup	1	49
Peron	1	20
Perth (WA)	0	3877
Perth (WA)	1	5800
Perup	0	3
Perup	1	136
Petrudor	1	9
Piara Waters	0	3475
Piara Waters	1	5344
Piawaning	1	57
Piccadilly (WA)	0	278
Piccadilly (WA)	1	1787
Pickering Brook	0	47
Pickering Brook	1	487
Picton (WA)	0	9
Picton (WA)	1	51
Picton East	1	110
Piesse Brook	0	6
Piesse Brook	1	176
Piesseville	1	57
Pindar	1	29
Pingaring	0	4
Pingaring	1	66
Pingelly	0	18
Pingelly	1	698
Pingrup	0	4
Pingrup	1	224
Pinjar	1	80
Pinjarra	0	179
Pinjarra	1	4261
Pink Lake	0	33
Pink Lake	1	781
Pintharuka	1	29
Pinwernying	0	3
Pinwernying	1	104
Pippingarra	0	31
Pippingarra	1	85
Pithara	1	99
Plumridge Lakes	0	177
Plumridge Lakes	1	130
Point Samson	0	8
Point Samson	1	205
Popanyinning	0	3
Popanyinning	1	149
Porongurup	0	16
Porongurup	1	242
Port Albany	0	14
Port Albany	1	100
Port Denison	0	25
Port Denison	1	1270
Port Hedland	0	420
Port Hedland	1	3208
Port Kennedy	0	915
Port Kennedy	1	11989
Preston Beach	0	12
Preston Beach	1	199
Preston Settlement	1	126
Prevelly	0	7
Prevelly	1	168
Prince Regent River	1	3
Pumphreys Bridge	1	18
Purnululu	1	14
Quairading	0	15
Quairading	1	558
Qualeup	1	49
Quedjinup	0	6
Quedjinup	1	355
Queens Park (WA)	0	3788
Queens Park (WA)	1	2479
Queenwood	1	73
Quelagetting	1	17
Quellington	0	3
Quellington	1	25
Quindalup	0	45
Quindalup	1	1188
Quindanning	0	7
Quindanning	1	37
Quinninup	0	7
Quinninup	1	135
Quinns Rocks	0	794
Quinns Rocks	1	7434
Ranford	0	5
Ranford	1	163
Rangeway	0	100
Rangeway	1	1545
Ravensthorpe	0	10
Ravensthorpe	1	432
Ravenswood (WA)	0	72
Ravenswood (WA)	1	1938
Rawlinna	1	30
Red Gully	1	23
Red Hill (WA)	0	3
Red Hill (WA)	1	64
Redbank (WA)	0	8
Redbank (WA)	1	25
Redcliffe (WA)	0	1143
Redcliffe (WA)	1	3295
Redgate (WA)	1	78
Redmond	0	3
Redmond	1	193
Redmond West	1	54
Reedy	1	3
Regans Ford	1	22
Reinscourt	0	10
Reinscourt	1	224
Ridgewood (WA)	0	617
Ridgewood (WA)	1	3650
Ringbark	0	7
Ringbark	1	98
Riverton (WA)	0	2390
Riverton (WA)	1	3092
Rivervale	0	3291
Rivervale	1	5805
Robinson	0	20
Robinson	1	559
Rockingham (WA)	0	1482
Rockingham (WA)	1	11757
Rocklea (WA)	0	102
Rocklea (WA)	1	111
Rocky Gully (WA)	1	86
Roebourne	0	345
Roebourne	1	375
Roebuck	0	28
Roebuck	1	407
Roelands	0	16
Roelands	1	793
Roleystone	0	406
Roleystone	1	5918
Rosa Brook	0	8
Rosa Brook	1	184
Rosa Glen	0	15
Rosa Glen	1	140
Rossmore (WA)	1	6
Rossmoyne	0	796
Rossmoyne	1	2334
Rothsay	0	16
Rothsay	1	118
Rottnest Island	0	21
Rottnest Island	1	87
Ruabon	1	80
Rudds Gully	0	12
Rudds Gully	1	163
Ryansbrook	1	51
Sabina River	0	3
Sabina River	1	62
Safety Bay	0	389
Safety Bay	1	6612
Salmon Gums	0	13
Salmon Gums	1	151
Salter Point	0	383
Salter Point	1	2270
Samson	0	359
Samson	1	1474
San Remo (WA)	0	59
San Remo (WA)	1	852
Sandsprings	1	9
Sandstone	0	5
Sandstone	1	75
Sandy Gully (WA)	1	78
Sawyers Valley	0	31
Sawyers Valley	1	898
Scaddan	0	5
Scaddan	1	104
Scarborough (WA)	0	2006
Scarborough (WA)	1	12218
Scotsdale	0	9
Scotsdale	1	385
Scott River	0	12
Scott River	1	39
Scott River East	0	3
Scott River East	1	14
Scotts Brook	0	7
Scotts Brook	1	61
Seabird	1	66
Secret Harbour	0	598
Secret Harbour	1	10856
Seppings	0	4
Seppings	1	160
Serpentine (WA)	0	47
Serpentine (WA)	1	2077
Seville Grove	0	2157
Seville Grove	1	7553
Shackleton	1	73
Shadforth (WA)	0	28
Shadforth (WA)	1	609
Shannon (WA)	1	4
Shelley (WA)	0	1325
Shelley (WA)	1	3042
Shenton Park	0	650
Shenton Park	1	3673
Sherlock (WA)	1	3
Shoalwater (WA)	0	251
Shoalwater (WA)	1	3619
Siesta Park	1	75
Silver Sands	0	60
Silver Sands	1	1137
Sinagra	0	494
Sinagra	1	2025
Sinclair	0	34
Sinclair	1	793
Singleton (WA)	0	140
Singleton (WA)	1	3402
Smith Brook	0	7
Smith Brook	1	45
Somerville (WA)	0	559
Somerville (WA)	1	3213
Sorrento (WA)	0	682
Sorrento (WA)	1	6406
South Bodallin	1	3
South Boulder	0	86
South Boulder	1	986
South Bunbury	0	793
South Bunbury	1	7094
South Burracoppin	0	4
South Burracoppin	1	27
South Carnarvon	0	54
South Carnarvon	1	781
South Datatine	1	20
South Doodlakine	1	41
South Fremantle	0	382
South Fremantle	1	2457
South Glencoe	1	20
South Greenough	0	6
South Greenough	1	85
South Guildford	0	390
South Guildford	1	2737
South Hedland	0	1457
South Hedland	1	6489
South Kalgoorlie	0	654
South Kalgoorlie	1	3716
South Kukerin	1	16
South Kumminin	1	73
South Kununoppin	1	6
South Lake	0	1287
South Lake	1	4210
South Lake Grace	1	22
South Murchison	0	14
South Murchison	1	42
South Newdegate	0	4
South Newdegate	1	29
South Perth	0	2600
South Perth	1	8516
South Plantations	0	84
South Plantations	1	105
South Quairading	1	51
South Stirling	1	12
South Tammin	1	72
South Trayning	1	28
South Yelbeni	1	20
South Yilgarn	1	16
South Yuna	1	24
South Yunderup	0	96
South Yunderup	1	2820
Southampton (WA)	0	3
Southampton (WA)	1	60
Southern Brook	1	77
Southern Cross (WA)	0	23
Southern Cross (WA)	1	588
Southern River	0	3662
Southern River	1	6327
Spalding (WA)	0	124
Spalding (WA)	1	1704
Spearwood	0	2809
Spearwood	1	6468
Spencer Park	0	276
Spencer Park	1	2948
Spencers Brook	0	12
Spencers Brook	1	72
Springfield (WA)	0	5
Springfield (WA)	1	228
Springs	1	12
St George Ranges	0	1007
St George Ranges	1	153
St James (WA)	0	1469
St James (WA)	1	2954
St Ronans	1	42
Stake Hill	0	14
Stake Hill	1	443
Stirling (WA)	0	3469
Stirling (WA)	1	5792
Stirling Estate	0	19
Stirling Estate	1	132
Stoneville	0	109
Stoneville	1	2181
Stove Hill	1	25
Strathalbyn (WA)	0	64
Strathalbyn (WA)	1	1134
Stratham	0	31
Stratham	1	643
Stratherne	1	7
Stratton	0	320
Stratton	1	2775
Strelley	0	32
Strelley	1	5
Sturt Creek	0	213
Sturt Creek	1	91
Subiaco	0	1662
Subiaco	1	6663
Success	0	2695
Success	1	6846
Sunnyside (WA)	0	9
Sunnyside (WA)	1	72
Sunset Beach	0	83
Sunset Beach	1	1300
Swan View	0	807
Swan View	1	6691
Swanbourne	0	303
Swanbourne	1	3513
Takalarup	0	3
Takalarup	1	89
Talandji	0	452
Talandji	1	1920
Talbot (WA)	0	3
Talbot (WA)	1	102
Talbot West	1	13
Talgomine	0	4
Talgomine	1	23
Tamala	1	3
Tambellup	0	10
Tambellup	1	318
Tammin	0	3
Tammin	1	155
Tampu	1	5
Tanami (WA)	0	184
Tanami (WA)	1	45
Tandegin	1	14
Tapping	0	1451
Tapping	1	7686
Tarcoola Beach	0	62
Tarcoola Beach	1	1153
Tardun	1	32
Tarin Rock	1	38
Teesdale (WA)	1	89
Telfer	0	300
Telfer	1	421
Tenindewa	0	3
Tenindewa	1	47
Tenterden (WA)	0	3
Tenterden (WA)	1	200
The Lakes	0	3
The Lakes	1	53
The Plains	1	43
The Vines	0	494
The Vines	1	4175
Thomson Brook	0	3
Thomson Brook	1	71
Thornlie	0	6502
Thornlie	1	15647
Three Springs	0	31
Three Springs	1	319
Throssell	1	66
Tibradden	1	5
Tincurrin	1	52
Tingledale	0	4
Tingledale	1	55
Tom Price	0	211
Tom Price	1	2531
Tonebridge	1	20
Toodyay	0	69
Toodyay	1	1224
Toolibin	1	16
Toompup	1	13
Torbay	0	18
Torbay	1	291
Torndirrup	0	4
Torndirrup	1	46
Townsendale	1	3
Trayning	1	118
Treeton	0	4
Treeton	1	88
Trigg	0	220
Trigg	1	2464
Trigwell	1	15
Tuart Hill	0	2516
Tuart Hill	1	4016
Tutunup	1	59
Two Rocks	0	132
Two Rocks	1	2588
Ucarty	1	50
Ucarty West	1	31
Uduc	0	26
Uduc	1	259
Upper Capel	0	9
Upper Capel	1	159
Upper Murray	1	3
Upper Swan	0	32
Upper Swan	1	513
Upper Warren	0	9
Upper Warren	1	47
Useless Loop	0	5
Useless Loop	1	122
Usher	0	143
Usher	1	1885
Utakarra	0	102
Utakarra	1	1132
Vancouver Peninsula	1	5
Varley	0	7
Varley	1	34
Vasse	0	96
Vasse	1	2247
Victoria Park	0	2939
Victoria Park	1	5165
Victory Heights (WA)	0	91
Victory Heights (WA)	1	693
Viveash	0	100
Viveash	1	876
Wadderin	1	74
Waddington	0	5
Waddington	1	24
Waddy Forest	1	35
Waeel	0	5
Waeel	1	146
Wagerup	0	3
Wagerup	1	23
Waggrakine	0	124
Waggrakine	1	2099
Wagin	0	30
Wagin	1	1321
Waikiki	0	1120
Waikiki	1	10517
Walebing	0	7
Walebing	1	46
Walgoolan	0	7
Walgoolan	1	44
Walkaway	0	6
Walkaway	1	228
Walliston	0	79
Walliston	1	794
Walmsley	1	43
Walpole	0	14
Walpole	1	384
Walsall	1	74
Walyormouring	1	41
Walyurin	1	25
Wamenusking	1	25
Wandana (WA)	1	7
Wandering	0	10
Wandering	1	253
Wandi	0	568
Wandi	1	2120
Wandillup	1	49
Wandina	0	532
Wandina	1	3413
Wanerie	0	4
Wanerie	1	122
Wangara	0	13
Wangara	1	27
Wannamal	1	112
Wannanup	0	196
Wannanup	1	3182
Wanneroo	0	1553
Wanneroo	1	9866
Wansbrough	1	37
Warawarrup	0	17
Warawarrup	1	107
Warburton (WA)	0	475
Warburton (WA)	1	75
Wardering	1	16
Warding East	1	46
Warmun	0	175
Warmun	1	175
Warnbro	0	626
Warnbro	1	9318
Warner Glen	0	3
Warner Glen	1	46
Waroona	0	185
Waroona	1	2411
Warrachuppin	1	11
Warradarge	0	4
Warradarge	1	59
Warralakin	1	12
Warrenup	0	22
Warrenup	1	648
Warwick (WA)	0	570
Warwick (WA)	1	3018
Waterbank	0	5
Waterbank	1	72
Watercarrin	1	36
Waterford (WA)	0	974
Waterford (WA)	1	1233
Waterloo (WA)	0	8
Waterloo (WA)	1	152
Watermans Bay	0	61
Watermans Bay	1	1148
Watheroo	0	13
Watheroo	1	160
Wattening	1	44
Wattle Grove (WA)	0	2116
Wattle Grove (WA)	1	3648
Wattleup	0	87
Wattleup	1	333
Wattoning	1	20
Webberton	0	31
Webberton	1	115
Wedge Island (WA)	0	7
Wedge Island (WA)	1	32
Wedgecarrup	0	3
Wedgecarrup	1	96
Wedgefield	0	27
Wedgefield	1	98
Welbungin	1	29
Wellard	0	2788
Wellard	1	5800
Wellesley (WA)	0	3
Wellesley (WA)	1	57
Wellington Forest	1	8
Wellington Mill	1	107
Wellstead	0	3
Wellstead	1	75
Welshpool (WA)	1	9
Wembley	0	2507
Wembley	1	8067
Wembley Downs	0	787
Wembley Downs	1	5296
West Ballidu	1	55
West Beach (WA)	0	60
West Beach (WA)	1	1320
West Binnu	1	10
West Busselton	0	396
West Busselton	1	7602
West Casuarinas	1	30
West Coolup	1	141
West End (WA)	0	22
West End (WA)	1	456
West Fitzgerald	1	17
West Holleton	0	4
West Holleton	1	16
West Kalgoorlie	1	19
West Lamington	0	160
West Lamington	1	1179
West Leederville	0	690
West Leederville	1	2999
West Lyons River	0	3
West Lyons River	1	20
West Perth	0	1681
West Perth	1	3155
West Pingelly	1	101
West Pinjarra	0	7
West Pinjarra	1	382
West Popanyinning	1	58
West River	1	77
West Swan	0	40
West Swan	1	408
West Toodyay	0	8
West Toodyay	1	407
Westdale (WA)	0	4
Westdale (WA)	1	78
Westminster	0	2766
Westminster	1	2917
Westonia	0	7
Westonia	1	163
Westwood (WA)	0	5
Westwood (WA)	1	23
Whim Creek	0	6
Whim Creek	1	15
Whitby	0	48
Whitby	1	256
White Gum Valley	0	537
White Gum Valley	1	2250
White Peak	0	12
White Peak	1	388
Whiteman	1	7
Whittaker	1	7
Wialki	1	32
Wicherina	1	7
Wickepin	0	3
Wickepin	1	361
Wickham (WA)	0	174
Wickham (WA)	1	1842
Widgiemooltha	1	15
Wilberforce (WA)	0	4
Wilberforce (WA)	1	31
Wilbinga	1	4
Wilga	1	51
Wilga West	1	4
Wilgarrup	1	13
Wilgoyne	1	29
Willagee	0	655
Willagee	1	3913
Willare	0	35
Willare	1	128
Willetton	0	6975
Willetton	1	10742
William Bay	1	123
Williams	0	19
Williams	1	844
Williamstown (WA)	0	13
Williamstown (WA)	1	111
Willyung	0	29
Willyung	1	531
Wilson	0	2371
Wilson	1	3640
Wiluna	0	216
Wiluna	1	368
Wilyabrup	0	12
Wilyabrup	1	143
Windabout	0	3
Windabout	1	120
Windy Harbour	1	19
Winnejup	0	4
Winnejup	1	138
Winthrop	0	1993
Winthrop	1	3761
Witchcliffe	0	14
Witchcliffe	1	230
Withers	0	259
Withers	1	2430
Wittenoom	1	11
Wittenoom Hills	0	3
Wittenoom Hills	1	8
Wogolin	1	13
Wokalup	0	35
Wokalup	1	236
Womarden	1	52
Wongamine	1	37
Wongan Hills	0	47
Wongan Hills	1	820
Wongoondy	1	26
Wonnerup	1	121
Wonthella	0	88
Wonthella	1	1359
Woodanilling	1	158
Woodbridge (WA)	0	120
Woodbridge (WA)	1	959
Woodlands (WA)	0	659
Woodlands (WA)	1	3338
Woodleigh (WA)	1	4
Woodridge (WA)	0	33
Woodridge (WA)	1	547
Woodvale (WA)	0	934
Woodvale (WA)	1	8145
Woogenellup	0	8
Woogenellup	1	76
Woolocutty	1	35
Wooramel	1	10
Wooroloo	0	49
Wooroloo	1	656
Woorree	0	64
Woorree	1	1179
Woottating	0	5
Woottating	1	62
Worsley	1	26
Wubin	1	93
Wundowie	0	96
Wundowie	1	1156
Wungong	0	24
Wungong	1	289
Wyalkatchem	0	6
Wyalkatchem	1	345
Wyening	1	22
Wyndham (WA)	0	32
Wyndham (WA)	1	618
Wyola West	1	24
Xantippe	1	17
Yabberup	0	4
Yabberup	1	137
Yakamia	0	255
Yakamia	1	2406
Yalgoo	0	14
Yalgoo	1	209
Yallabatharra	0	4
Yallabatharra	1	68
Yallingup	0	48
Yallingup	1	893
Yallingup Siding	0	4
Yallingup Siding	1	280
Yalyalup	0	143
Yalyalup	1	2203
Yanchep	0	606
Yanchep	1	7498
Yandanooka	1	26
Yandoo Creek	1	10
Yangebup	0	1377
Yangebup	1	5605
Yanmah	0	15
Yanmah	1	97
Yannarie	1	3
Yarawindah	1	14
Yardarino	1	45
Yarloop	0	20
Yarloop	1	349
Yarragadee	1	17
Yathroo	0	3
Yathroo	1	81
Yeagarup	0	6
Yeagarup	1	39
Yealering	1	77
Yelverton	1	66
Yerecoin	0	5
Yerecoin	1	68
Yetna	1	22
Yilkari	1	4
Yilliminning	1	44
Yoganup	1	3
Yokine	0	3271
Yokine	1	7476
Yoongarillup	1	62
York	0	49
York	1	2215
Yornaning	1	27
Yornup	0	4
Yornup	1	57
Yoting	1	21
Youndegin	1	26
Youngs Siding	0	18
Youngs Siding	1	293
Yourdamung Lake	1	5
Yuna	1	15
No usual address (WA)	0	585
No usual address (WA)	1	3819
Migratory - Offshore - Shipping (WA)	0	53
Migratory - Offshore - Shipping (WA)	1	309
Abbotsham	0	3
Abbotsham	1	83
Abels Bay	0	17
Abels Bay	1	104
Aberdeen (Tas.)	0	4
Aberdeen (Tas.)	1	218
Acacia Hills (Tas.)	0	19
Acacia Hills (Tas.)	1	572
Acton (Tas.)	0	25
Acton (Tas.)	1	1258
Acton Park (Tas.)	0	59
Acton Park (Tas.)	1	1966
Adventure Bay	0	5
Adventure Bay	1	179
Akaroa	0	6
Akaroa	1	128
Alberton (Tas.)	1	3
Alcomie	1	49
Allens Rivulet	0	7
Allens Rivulet	1	473
Alonnah	0	10
Alonnah	1	113
Ambleside	0	32
Ambleside	1	608
Andover	1	38
Ansons Bay	1	29
Antill Ponds	1	11
Apollo Bay (Tas.)	1	14
Apslawn	1	14
Apsley (Tas.)	1	35
Arthur River (Tas.)	1	47
Arthurs Lake	1	18
Austins Ferry	0	109
Austins Ferry	1	2054
Avoca (Tas.)	1	186
Baden	1	36
Badger Head	1	34
Bagdad	0	14
Bagdad	1	1243
Bakers Beach	0	13
Bakers Beach	1	49
Bangor (Tas.)	1	66
Barnes Bay	1	23
Barretta	1	35
Barrington (Tas.)	0	5
Barrington (Tas.)	1	180
Battery Point	0	299
Battery Point	1	1533
Beaconsfield (Tas.)	0	23
Beaconsfield (Tas.)	1	1183
Beaumaris (Tas.)	0	5
Beaumaris (Tas.)	1	278
Beauty Point	0	20
Beauty Point	1	1106
Beechford	1	85
Bellerive	0	266
Bellerive	1	4004
Bellingham	1	57
Berriedale	0	119
Berriedale	1	2412
Beulah (Tas.)	1	78
Bicheno	0	45
Bicheno	1	804
Binalong Bay	0	14
Binalong Bay	1	260
Birchs Bay	0	9
Birchs Bay	1	85
Birralee	1	167
Bishopsbourne	0	3
Bishopsbourne	1	120
Black Hills	0	8
Black Hills	1	155
Black River (Tas.)	1	30
Blackmans Bay	0	403
Blackmans Bay	1	6419
Blackstone Heights	0	21
Blackstone Heights	1	1164
Blackwall (Tas.)	0	5
Blackwall (Tas.)	1	233
Blackwood Creek	0	3
Blackwood Creek	1	105
Blessington	1	71
Blue Rocks	1	13
Blumont	1	26
Boat Harbour (Tas.)	0	14
Boat Harbour (Tas.)	1	259
Boat Harbour Beach	1	64
Bonnet Hill	0	10
Bonnet Hill	1	473
Boobyalla	1	4
Boomer Bay	0	3
Boomer Bay	1	80
Bothwell	1	463
Boyer	1	30
Bracknell	1	437
Bradys Lake	1	45
Brandum	1	7
Branxholm	0	9
Branxholm	1	240
Breadalbane (Tas.)	0	4
Breadalbane (Tas.)	1	78
Bream Creek	1	118
Breona	1	14
Bridgenorth	0	9
Bridgenorth	1	338
Bridgewater (Tas.)	0	59
Bridgewater (Tas.)	1	3631
Bridport	0	36
Bridport	1	1426
Brighton (Tas.)	0	48
Brighton (Tas.)	1	3804
Brittons Swamp	1	43
Broadmarsh	0	3
Broadmarsh	1	159
Broadmeadows (Tas.)	1	32
Bronte Park	1	27
Brooklyn (Tas.)	0	14
Brooklyn (Tas.)	1	490
Brooks Bay	1	27
Buckland (Tas.)	1	164
Bungaree (Tas.)	1	17
Burnie	0	42
Burnie	1	527
Burns Creek	1	34
Bushy Park (Tas.)	0	3
Bushy Park (Tas.)	1	111
Cairns Bay	0	3
Cairns Bay	1	71
Calder	0	7
Calder	1	191
Cambridge (Tas.)	0	44
Cambridge (Tas.)	1	1094
Camdale	1	68
Camena	1	20
Campania	0	23
Campania	1	841
Campbell Town	0	13
Campbell Town	1	933
Cape Barren Island	1	66
Cape Pillar	1	4
Cape Portland	1	3
Carlton (Tas.)	0	33
Carlton (Tas.)	1	1025
Carlton River	0	6
Carlton River	1	236
Carrick (Tas.)	0	7
Carrick (Tas.)	1	517
Castle Forbes Bay	0	14
Castle Forbes Bay	1	133
Castra	1	44
Caveside	1	124
Chain Of Lagoons	1	20
Charlotte Cove	0	4
Charlotte Cove	1	32
Chasm Creek	1	68
