SSC_NAME16	labourForceParticipation
Millmerran	56.7
Millmerran Downs	11.8
Millmerran Woods	20
Millstream (Qld)	36.2
Millwood	93.8
Milman	70.7
Milora	58.9
Milton (Qld)	70.8
Mimosa (Qld)	89.5
Minbun	64.2
Minden	60.9
Minerva	86.8
Mingo	112.5
Mingoola (Qld)	60
Minnamoolka	52
Minnie Downs	85.7
Minyama	54.9
Mirani	57.9
Miriam Vale	54.7
Mirriwinni	58.7
Missen Flat	120
Mission Beach	56.3
Mission River	34.6
Mistake Creek	65.4
Mitchell (Qld)	60.1
Mitchelton	66.2
Miva	43.6
Moa Island	48.2
Moffat Beach	60.3
Moffatdale	57.6
Moggill	70.6
Molangul	100
Molendinar	65.6
Mon Repos	42.3
Mona Mona	16
Mona Park	77.2
Monal	63.3
Monduran	41.7
Mondure	54.5
Monkland	50.8
Monogorilby	85.7
Mons	60.3
Monsildale	57.1
Monto	48.3
Montrose (Western Downs - Qld)	54.3
Montville	55.6
Moodlu	57.1
Mooga	94.1
Moogerah	47.3
Moola	72.7
Moolboolaman	36.3
Mooloo	65.8
Mooloolaba	59.4
Mooloolah Valley	63.1
Moombra	33.3
Moomin	52.3
Moondooner	51
Moonford	66.9
Moongan	46.2
Moonie	70.3
Moorang	75
Moore	37.6
Moore Park Beach	45.3
Moores Pocket	32.3
Moorina (Qld)	63.4
Moorland (Qld)	64.1
Mooroobool	60.2
Moorooka	67.6
Moraby	52.8
Moranbah	73.3
Morayfield	62.1
Moregatta	33.3
Morella	81.5
Moresby (Qld)	64.9
Moreton Island	64.1
Morgan Park	89.9
Morganville	43.8
Morinish	68.4
Morningside	75.2
Mornington (Qld)	65.9
Morton Vale	33.3
Morven (Qld)	60
Morwincha	65.2
Mosman Park (Qld)	56.2
Mosquito Creek	36.4
Mossman	52.9
Mossman Gorge	51
Mothar Mountain	53
Motley	55.6
Mount Abundance	83.1
Mount Alford	55.2
Mount Alma	52.6
Mount Archer (Rockhampton - Qld)	60.8
Mount Archer (Somerset - Qld)	55.9
Mount Barney	87.5
Mount Beppo	53.6
Mount Berryman	46.1
Mount Bindango	71.4
Mount Binga	63.5
Mount Britton	44.4
Mount Byron	72.2
Mount Carbine	40.2
Mount Chalmers	53.6
Mount Charlton	60.2
Mount Colliery	43.9
Mount Coolon	69.2
Mount Coolum	62.4
Mount Cotton	79
Mount Crosby	72.3
Mount Darry	85.7
Mount Debateable	71.1
Mount Delaney	57.6
Mount Edwards	53.6
Mount Emlyn	150
Mount Enniskillen	100
Mount Forbes	57.6
Mount Fox	43.8
Mount French	56.1
Mount Gardiner	20
Mount Garnet	37.2
Mount Gipps	57.1
Mount Glorious	57.3
Mount Gravatt	63
Mount Gravatt East	66.1
Mount Hallen	44.6
Mount Howe	100
Mount Hutton (Qld)	64.3
Mount Irving	94.1
Mount Isa	79.3
Mount Isa City	69.3
Mount Jukes	61
Mount Julian	69
Mount Kelly	80
Mount Kilcoy	59.5
Mount Kynoch	70.1
Mount Larcom	60.6
Mount Lawless	112.5
Mount Lofty	62.8
Mount Louisa	72.6
Mount Low	74.8
Mount Luke	79.3
Mount Macarthur	53.8
Mount Maria	39.9
Mount Marlow	63.8
Mount Marrow	62.5
Mount Marshall	54.7
Mount Martin	65.6
Mount Mceuen	41.2
Mount Mee	53.1
Mount Mellum	56.8
Mount Molar	77.2
Mount Molloy	45.6
Mount Morgan	36.2
Mount Moriah	133.3
Mount Mort	49.4
Mount Murchison	63
Mount Nathan	66.5
Mount Nebo	60.5
Mount Ommaney	59.4
Mount Ossa	66.5
Mount Pelion	57.7
Mount Perry	37.3
Mount Peter	63.9
Mount Pleasant (Mackay - Qld)	59.3
Mount Pleasant (Moreton Bay - Qld)	62.8
Mount Pluto	100
Mount Rascal	68.8
Mount Samson	66.8
Mount Sheridan (Qld)	69.5
Mount St John	59.7
Mount Stanley	125
Mount Steadman	62.5
Mount Sturt	81.8
Mount Surprise	51.7
Mount Surround	65.1
Mount Sylvia	59.5
Mount Tabor	70
Mount Tarampa	53.7
Mount Tom	80.6
Mount Tully	52
Mount Tyson	69.3
Mount Urah	52.4
Mount Walker (Qld)	57.7
Mount Walker West	57.9
Mount Warren Park	60.1
Mount Whitestone	61.4
Mount Wyatt	68.9
Mountain Camp	59.1
Mountain Creek (Qld)	71.8
Moura	63.7
Mourilyan	59
Mourilyan Harbour	59.2
Mowbray (Qld)	68.2
Moy Pocket	50.6
Mp Creek	77.8
Muckadilla	68
Mudgeeraba	66.2
Mudjimba	67.6
Muirlea	52.6
Mulambin	60.9
Mulara	57.4
Mulgildie	65.2
Mulgowie	54.7
Mulgrave (Qld)	78.6
Mullett Creek	48
Munbilla	70
Munbura	61.8
Mundingburra	55.3
Mundoo	70.2
Mundoolun	63.8
Mundowran	65.3
Mundubbera	60.1
Mungabunda	71.2
Mungallala	71.3
Mungallala South	95.7
Mungalli	50
Mungar	48.8
Mungindi (Qld)	66.4
Mungungo	56.5
Mungy	100
Muniganeen	78.6
Munna Creek	66.7
Munro Plains	49.2
Munruben	69.8
Murarrie	72.8
Murgon	44.7
Murphys Creek (Qld)	60.1
Murray	59
Murray Upper	47.3
Murrays Bridge	70.2
Murrigal	61.2
Murrumba	50
Murrumba Downs	65.8
Mutarnee	59.6
Mutchilba	66.1
Mutdapilly	62.9
Muttaburra	43.8
Myall Park (Qld)	70.6
Myrtlevale	69.5
Mysterton	69.7
Nahrunda	41
Nambour	53.5
Nanango	36.1
Nandi	76.9
Nandowrie	63.9
Nangram	100
Nangwee	78.4
Nankin	68.1
Nanum	79.5
Narangba	72.4
Narko	70.6
Nathan	59.3
Natural Bridge	46.1
Nearum	100
Nebine	89.5
Nebo	61.2
Neerdie	36.1
Nelly Bay	46.9
Nerada	63.7
Nerang	58.8
Neranwood	56.7
Nerimbera	55.5
Netherby (Qld)	46.9
Netherdale	52.6
Neumgna	40
Neurum	51.6
Neusa Vale	50
Nevilton	55.6
New Auckland	67.7
New Beith	74.8
New Farm	64.3
New Harbourline	69
New Mapoon	72.2
New Moonta	47.5
Newell	54
Newlands (Qld)	72.2
Newmarket	71.4
Newport (Qld)	61.9
Newstead (Qld)	65.4
Newtown (Ipswich - Qld)	58.6
Newtown (Toowoomba - Qld)	58.5
Nikenbah	65.2
Nindaroo	70.4
Ninderry	63.2
Nindooinbah	69.4
Nine Mile (Qld)	80.8
Nine Mile Creek	50
Ningi	54.2
Nive	95
No 4 Branch	57.1
No 5 Branch	62.5
No 6 Branch	57.8
Nobby	60.5
Nockatunga	44.4
Nome	61.1
Noorama	105.3
Noorindoo	75.6
Noosa Heads	51
Noosa North Shore	43.9
Noosaville	48.7
Norman Gardens	64
Norman Park	76.2
Normanton	54.4
North Aramara	46.2
North Arm (Qld)	63.2
North Booval	58.1
North Branch (Southern Downs - Qld)	53.7
North Branch (Toowoomba - Qld)	84.2
North Bungunya	77.8
North Deep Creek	51.4
North Eton	72.5
North Gregory	55.6
North Ipswich	56.8
North Isis	49.7
North Johnstone	47
North Lakes	70.4
North Mackay	57.1
North Maclagan	100
North Maclean	58.4
North Maleny	45.9
North Stradbroke Island	42
North Talwood	64.9
North Tivoli	68.8
North Toowoomba	62.9
North Ward	63.6
Northgate (Qld)	72.1
Norville	51.3
Norwell	68.5
Norwin	54.1
Nudgee	66.6
Nudgee Beach	63.9
Nukku	50
Numinbah Valley	32.5
Nundah	72.8
Nundubbermere	61.3
Nutgrove	54.2
O'Bil Bil	51.6
O'Briens Hill	133.3
O'Connell (Qld)	65.9
Oak Beach	62.8
Oak Valley	63.4
Oakdale (Qld)	40.4
Oakenden	67.4
Oakey	57.8
Oakhurst (Qld)	62.4
Oakview	57.1
Oakwood (Qld)	38.4
Oaky Creek	58.3
Oberina	72.7
Obi Obi	50
Obum Obum	49.1
Ocean View	61.6
Ogmore	60.2
Okeden	44
Old Cooranga	59.1
Old Talgai	48
Oman Ama	52.6
One Mile (Qld)	50.5
Oombabeer	83.3
Oonoonba	65.8
Ooralea	70
Opalton	61.8
Orallo	53.8
Orange Creek	76.2
Orange Hill	68.2
Orion	81.3
Ormeau	69.2
Ormeau Hills	75.5
Ormiston	60.8
Osborne (Qld)	70.6
Ottaba	43.5
Owanyilla	53
Owens Creek	54.2
Oxenford	67.8
Oxford	82.8
Oxley (Qld)	64.9
Oyster Creek	35
Pacific Haven	30.9
Pacific Heights	64.5
Pacific Paradise	61.1
Pacific Pines	71.6
Packers Camp	77.5
Paddington (Qld)	75
Paddys Green	63.1
Paget	60.2
Palen Creek	23.2
Palgrave	61.5
Pallara	57.3
Pallarenda	66.4
Palm Beach (Qld)	62.1
Palm Cove	59
Palm Grove (Qld)	56.6
Palm Island	41.7
Palmerston (Qld)	100
Palmtree	70.5
Palmview	69.8
Palmwoods (Qld)	60.4
Palmyra (Qld)	67.6
Paluma	39
Pampas	87.5
Paradise Point	54.6
Park Avenue	57.4
Park Ridge	35.8
Park Ridge South	63.4
Parkhurst	68.9
Parkinson	71
Parklands (Qld)	61.1
Parknook	84
Parkside (Qld)	70.1
Parkwood (Qld)	65.5
Parramatta Park	61.6
Parrearra	56.4
Pasha	90.9
Passchendaele	54.2
Paterson (Qld)	37.2
Patrick	78.3
Patrick Estate	56.7
Pauls Pocket	57.6
Peachester	60.4
Peacock Siding	68.6
Peak Crossing	65.9
Peak Vale	85.7
Pechey	48.9
Peeramon	58.8
Pelham (Qld)	81.8
Pelican (Qld)	71.4
Pelican Creek	70.6
Pelican Waters	48.8
Pentland	56.6
Peranga	58.1
Peregian Beach	62.7
Peregian Springs	58.4
Perseverance	59.3
Perwillowen	60.9
Petford	33.3
Petrie	69
Petrie Terrace	74.7
Pheasant Creek (Qld)	81.3
Philpott	66.7
Pialba	39.3
Pickanjinnie	57.1
Picnic Bay	57
Pie Creek	60.2
Pierces Creek	38.3
Pikedale	54.5
Pikes Creek	71.4
Pile Gully	100
Pilerwa	44.7
Pilton	72.9
Pimlico (Qld)	58.6
Pimpama	67.3
Pimpimbudgee	66.7
Pin Gin Hill	68.7
Pinbarren	58.3
Pindi Pindi	60
Pine Creek (Qld)	56.8
Pine Hill (Qld)	100
Pine Mountain (Qld)	70.1
Pinelands (Qld)	63.4
Pinevale	68.2
Pinjarra Hills	41.4
Pink Lily	63.6
Pinkenba	45.9
Pinnacle (Qld)	61.5
Pinnacles	60
Pioneer (Qld)	58.2
Pioneers Rest	60
Pirrinuan	77.3
Pittsworth	52.9
Piturie	43.6
Placid Hills	68.4
Plainby	68.6
Plainland	54.4
Pleystowe	61.1
Point Arkwright	52.7
Point Lookout	53.3
Point Vernon	41.4
Pomona (Qld)	55
Pony Hills	60
Poona	21
Porcupine	78.8
Pormpuraaw	46.5
Port Curtis	57.5
Port Douglas	64.4
Port Wine	75
Portsmith	35.8
Poruma Island	50.8
Postmans Ridge	65.2
Pozieres	60.7
Prairie (Qld)	76.7
Pratten	40.8
Prawle	75
Prenzlau	60.3
Preston (Toowoomba - Qld)	72.8
Preston (Whitsunday - Qld)	60.9
Priestdale	61.2
Prince Henry Heights	64.9
Prince Of Wales	30.8
Promisedland	100
Proserpine	55.1
Prospect (Qld)	75.6
Proston	34.4
Pullenvale	69.5
Punchs Creek	58.6
Punsand	73.7
Purga	64.5
Purrawunda	100
Queenton	52.5
Quilpie	72.1
Quinalow	58.7
Qunaba	59.1
Racecourse	57.5
Raceview	59.5
Radford	87.5
Raglan (Qld)	62.3
Railway Estate	62.6
Rainbow Beach	44.5
Ramsay (Qld)	66.9
Rangemore (Burdekin - Qld)	100
Rangemore (Toowoomba - Qld)	100
Ranges Bridge	61.9
Rangeville	59.3
Rangewood	70
Ransome	68.2
Rasmussen	59.7
Rathdowney	56.9
Ravensbourne	57.3
Ravenshoe	42.7
Ravenswood (Qld)	58.2
Rawbelle	97.4
Red Hill (Brisbane - Qld)	72
Red Hill (Western Downs - Qld)	50
Redbank (Qld)	53.4
Redbank Creek	41.2
Redbank Plains	63.9
Redcliffe (Qld)	49.4
Redford	100
Redgate (Qld)	50.8
Redhill Farms	51.7
Redland Bay	64.6
Redlynch	71.7
Redridge	38.7
Redwood	57.8
Reedy Creek (Qld)	71.6
Reesville	47
Regency Downs	56.2
Regents Park (Qld)	69.1
Reid River	55.4
Reids Creek	68.9
Retro	86.4
Rewan	50
Rhydding	82.2
Richlands (Qld)	61.5
Richmond (Mackay - Qld)	76.1
Richmond (Richmond - Qld)	66.9
Richmond Hill (Qld)	45.7
Ridgelands	69.5
Ridgewood (Qld)	54.3
Rifle Range	63.2
Ringtail Creek	56.4
Ringwood (Qld)	58.8
Riordanvale	68.7
Ripley	70.1
Rita Island	76.2
River Heads	43.6
River Ranch	52.6
Riverhills	73.3
Riverleigh	75.5
Riversleigh	107.7
Riverton (Qld)	44.4
Riverview (Qld)	41.1
Roadvale	63.3
Robertson (Qld)	53.7
Robina	61.7
Roche Creek	73.8
Rochedale	65.7
Rochedale South	67.2
Rockhampton City	48.6
Rockingham (Qld)	69.3
Rocklea (Qld)	63.6
Rockmount	54.3
Rocksberg	62.9
Rockside	57.1
Rockville	52.9
Rocky Creek (Qld)	71.4
Rocky Point (Douglas - Qld)	55.2
Rocky Point (Weipa - Qld)	77.1
Rockyview	73.4
Rodds Bay	40.8
Rolleston	76.5
Rollingstone	50.9
Roma	66.1
Ropeley	57.9
Rosalie Plains	64.7
Rosedale (Qld)	42.9
Rosehill (Qld)	65.7
Rosella	71.6
Rosemount	55.4
Roseneath	55.3
Rosenthal Heights	63.6
Rosevale (Qld)	68.8
Rosewood (Qld)	51.4
Ross Creek (Qld)	51.1
Rosslea	64.8
Rosslyn	60.8
Rossmoya	70.9
Rossvale	61.8
Rossville	37.4
Rothwell	51.2
Round Hill (Qld)	44.7
Roundstone	82.1
Rowes Bay	30.1
Royston	57.8
Rubyanna	67.2
Rules Beach	30.4
Runaway Bay	51.6
Runcorn	63.7
Running Creek (Qld)	51.2
Runnymede (Qld)	42.4
Rural View	73.5
Rush Creek	52.7
Russell Island	31.3
Ryan (Qld)	46.5
Ryeford	68.8
Rywung	54.2
Sabine	30
Sadliers Crossing	57.7
Saibai Island	27
Salisbury (Qld)	65.9
Saltern Creek	100
Samford Valley	66.5
Samford Village	57.2
Samsonvale	70.2
Sandgate (Qld)	54.6
Sandiford	61.1
Sandringham (Qld)	66.7
Sandstone Point	38.6
Sandy Camp	61.3
Sandy Creek (Qld)	59.8
Sandy Pocket	79.3
Sandy Ridges	60.3
Sarabah	49.1
Sardine	66.7
Sarina	56
Sarina Beach	56.1
Sarina Range	55.9
Saunders Beach	52.4
Saxby	100
Scarborough (Qld)	53
Scarness	41
Scotchy Pocket	43.5
Scottville	49.5
Scrub Creek	50
Scrubby Creek (Blackall-Tambo - Qld)	133.3
Scrubby Creek (Gympie - Qld)	59.6
Scrubby Mountain	70
Seaforth (Qld)	45.3
Seisia	51.4
Selene	65
Selwyn (Qld)	96
Septimus	73.3
Seven Hills (Qld)	70.1
Seventeen Mile	30.8
Seventeen Mile Rocks	75.5
Seventeen Seventy	50.8
Seventy Mile	65.2
Severnlea	58.1
Sexton	49.6
Shailer Park	71.1
Shannonvale	69.1
Sharon	54.2
Shaw	78.8
Sheep Station Creek	72.7
Shelburne	75.9
Sheldon	63.9
Shell Pocket	43.9
Shelly Beach (Sunshine Coast - Qld)	59.6
Sherwood (Qld)	68.7
Shirbourne	55.6
Shoal Point	68.8
Shorncliffe	64.6
Shute Harbour	57.9
Silkstone	54.7
Silkwood	54.7
Silky Oak	60.4
Silver Creek	66.7
Silver Ridge	63.8
Silver Spur	64.6
Silver Valley	27
Silverdale (Qld)	78.5
Silverleaf	66.7
Silverleigh	78.6
Silverwood	67.9
Simmie	100
Sinnamon Park	65
Sippy Downs	57.3
Skyring Reserve	64.7
Slacks Creek	55.8
Slade Point	62
Sladevale	57.4
Smithfield (Qld)	67
Smithlea	66.7
Smoky Creek	73.4
Soldiers Hill (Qld)	73.8
Somerset Dam	21.5
Sommariva	53.3
Somme	57.9
South Bingera	54.7
South Brisbane	63.3
South East Nanango	46.1
South Gladstone	64.1
South Innisfail	49.2
South Isis	43.8
South Johnstone	63
South Kolan	54.1
South Mackay	61.5
South Maclean	65.4
South Mission Beach	58
South Nanango	39.8
South Ripley	82.2
South Stradbroke	71.1
South Talwood	71.8
South Toowoomba	58.6
South Townsville	63.6
South Yaamba	69.1
Southbrook	61.5
Southedge	52.6
Southern Cross (Qld)	63.2
Southport (Qld)	54.2
Southside	49.4
Southwood	78.3
Speedwell	62.1
Speewah	60.6
Splinter Creek	63.6
Split Yard Creek	67.6
Spreadborough	90
Spring Bluff	50
Spring Creek (Banana - Qld)	58.8
Spring Creek (Lockyer Valley - Qld)	19.2
Spring Creek (Toowoomba - Qld)	52.9
Spring Hill (Qld)	66.9
Springbrook	57.1
Springdale (Qld)	75
Springfield (Ipswich - Qld)	74.1
Springfield Central	55.3
Springfield Lakes	77.5
Springlands	80
Springside (Qld)	65.5
Springsure	64.9
Springvale (Qld)	69.5
Springwood (Qld)	65.5
St Agnes (Qld)	36.8
St Aubyn	50
St George (Qld)	66.3
St Helens (Fraser Coast - Qld)	55
St Helens (Toowoomba - Qld)	47.4
St Helens Beach	46.5
St Kilda (Qld)	42
St Lawrence	51
St Lucia	47.9
St Mary	36.2
St Ruth	76.7
Stafford	67.8
Stafford Heights	63.7
Stalworth	33.3
Stamford	70.3
Stanage	35.5
Stanmore (Qld)	63.2
Stanthorpe	46.9
Stanwell	58
Stapylton	56.1
Starcke	133.3
Steiglitz (Qld)	56.9
Stewart Creek Valley	33.3
Stewarton (Qld)	78.1
Stockhaven	75
Stockleigh	61.1
Stockton (Qld)	75
Stockyard (Livingstone - Qld)	18.8
Stockyard (Lockyer Valley - Qld)	71.7
Stokes	78.8
Stonehenge (Barcoo - Qld)	67.5
Stonehenge (Toowoomba - Qld)	48.3
Stonelands	61.8
Stoneleigh (Qld)	64.4
Stony Creek (Qld)	46.5
Storm King	52.6
Stoters Hill	64.8
Stratford (Qld)	71.5
Strathdickie	72.5
Strathfield (Qld)	33.3
Strathmore (Qld)	55.6
Strathpine	61.6
Stretton	61.7
Struck Oil	50.3
Stuart (Qld)	17.2
Sugarloaf (Southern Downs - Qld)	53.1
Sugarloaf (Whitsunday - Qld)	67
Sujeewong	54.5
Summerholm	60
Sumner	74.7
Sun Valley (Qld)	68.1
Sundown (Cassowary Coast - Qld)	65.2
Sunny Nook	80
Sunnybank	55
Sunnybank Hills	57.1
Sunnyside (Qld)	64.9
Sunrise Beach	66.8
Sunset	68.6
Sunshine Acres	56.4
Sunshine Beach	57.5
Surat	54.7
Surbiton	78.6
Surfers Paradise	56.8
Susan River	68.6
Svensson Heights	47.9
Swan Creek (Qld)	66.1
Swanfels	61.1
Taabinga	58.1
Tablederry	92.6
Tablelands (South Burnett - Qld)	65.2
Tabooba	60.3
Tabragalba	60
Taigum	59.7
Takilberan	81.3
Takura	58
Taldora	100
Talegalla Weir	43.9
Talgai	69.2
Tallai	56.2
Tallebudgera	64.5
Tallebudgera Valley	61.9
Tallegalla	67.4
Tamaree	53.3
Tambo	64.9
Tamborine	64.2
Tamborine Mountain	52.1
Tamrookum	60.8
Tamrookum Creek	37
Tanah Merah	66.3
Tanawha	61.4
Tanbar	100
Tanby	56
Tandora	75
Tandur	59.1
Tangorin	82.2
Tannum Sands	66.5
Tannymorel	62.3
Tansey	57.9
Tara (Qld)	35.8
Tara Station	120
Tarampa	43.9
Taranganba	61.8
Tarawera	81.3
Targinnie	52.6
Taringa	66.4
Tarome	60
Taromeo	33
Tarong	39.1
Taroom	63.3
Taroomball	70.5
Tarragindi	69.3
Tarramba	74.4
Tarzali	59.1
Taunton (Qld)	55.4
Taylors Beach (Qld)	36.6
Te Kowai	66.1
Teddington	55.2
Teebar	55.3
Teelah	28.8
Teelba	91.2
Telina	69.4
Tellebang	47.3
Templin	45.2
Teneriffe	76.8
Tennyson (Qld)	64.9
Terrica	90.9
Teviotville	54.4
Tewantin	50.1
Texas (Qld)	41.4
Thabeban	51.7
Thagoona	63.9
Thallon	67.5
Thane	50
Thanes Creek	26.7
Thangool	67.5
Thargomindah	77.1
The Bluff (Ipswich - Qld)	50
The Caves	60.2
The Dawn	57.1
The Falls	64.8
The Gap (Brisbane - Qld)	66.6
The Gap (Mount Isa - Qld)	66.2
The Gemfields	31.8
The Glen (Qld)	61.5
The Gums	66.9
The Hermitage	67.3
The Keppels	39.1
The Leap	69.3
The Mine	38.6
The Palms	54.2
The Pines (Qld)	21.4
The Range (Qld)	56.7
The Summit	47.8
Theebine	50.6
Theodore (Qld)	54.5
Theresa Creek (Qld)	52.9
Thinoomba	53.3
Thompson Point	40
Thoopara	66.7
Thornborough	30
Thorndale	52.1
Thorneside	63.8
Thornlands	68.2
Thornton (Qld)	63.5
Thornton Beach	80
Thornville	70.8
Three Moon	63.9
Three Rivers	56
Thulimbah	43.9
Thuringowa Central	61.3
Thursday Island	58.8
Tiaro	37.4
Tieri	67.7
Tin Can Bay	25
Tinana	51
Tinana South	58.1
Tinaroo	44.6
Tinbeerwah	54.4
Tingalpa	68.1
Tingoora	49.4
Tingun	75.5
Tinnanbar	8.6
Tipton	50
Tirroan	47.4
Tivoli	56.5
Tocal (Qld)	75
Togara	100
Toko	100
Tolga	58
Toll	63.4
Toobanna	60.3
Toobeah	69.4
Toogoolawah	40.3
Toogoom	42.9
Toolakea	48.3
Toolburra	66.7
Toolooa	58.6
Toomulla	47
Toondahra	37.5
Toonpan	71.4
Toorbul	47.5
Toowong	65.2
Toowoomba City	52.4
Top Camp	75.4
Topaz	53.9
Torbanlea	38.8
Torquay (Qld)	39.4
Torrens Creek	68.1
Torrington (Qld)	67.2
Towen Mountain	60.5
Towers Hill	53.7
Townson	47.4
Townsville City	62.6
Townview	65.2
Traveston	53.7
Trebonne	63.6
Tregony	63.3
Trinity Beach	66.7
Trinity Park	71.3
Trotter Creek	40
Trunding	74.5
Tuan	25.5
Tuchekoi	54.1
Tuckerang	90
Tuen	70
Tugun	60
Tully	58.1
Tully Heads	41.8
Tummaville	62.7
Tumoulin	45.2
Tungamull	59.6
Turallin	66
Turkey Beach	41.3
Turrawulla	100
Twin Waters	48.6
Two Mile	50.6
Tyrconnel	100
Ugar Island	55.1
Ulogie	90.9
Umagico	48.4
Umbiram	62
Underwood (Qld)	67.4
Undullah	56.8
Upland	54.5
Upper Barron	63.2
Upper Brookfield	64.1
Upper Caboolture	63.1
Upper Coomera	70.6
Upper Cooyar Creek	50
Upper Cornish Creek	85.3
Upper Daintree	62.5
Upper Daradgee	70.4
Upper Dawson	50
Upper Flagstone	68.3
Upper Freestone	58.9
Upper Glastonbury	82.1
Upper Haughton	71.4
Upper Kandanga	60.4
Upper Kedron	75.3
Upper Lockyer	62.4
Upper Mount Gravatt	56.9
Upper Pilton	64.7
Upper Pinelands	59.3
Upper Stone	70.8
Upper Tenthill	65.2
Upper Wheatvale	68.2
Upper Yarraman	59.2
Urangan	43.1
Urraween	38.6
Utchee Creek	64.9
V Gate	57.9
Valdora	59.7
Vale View	63.5
Valentine Plains	68.9
Valkyrie	60.2
Valley Of Lagoons	60
Varsity Lakes	63.4
Vasa Views	64.2
Ventnor (Qld)	71.4
Veradilla	51.8
Veresdale	67.3
Veresdale Scrub	60.7
Vergemont	105
Vernor	56.5
Verrierdale	61.4
Veteran	52.4
Victoria Hill	61.5
Victoria Plains	70.8
Victoria Plantation	68.3
Victoria Point (Qld)	56.5
Victory Heights (Qld)	51.8
Villeneuve	51.4
Vincent	61.4
Vinegar Hill	52.6
Virginia (Qld)	71.1
Wacol	10
Waikola	57.1
Wakerley	76.4
Walhallow	85.7
Walkamin	58.6
Walkers Point	40.4
Walkerston	67.4
Walkervale	51.4
Wallaces Creek	56.6
Wallangarra	41.1
Wallaroo (Qld)	111.1
Wallaville	49.1
Walligan	56
Walloon	65
Wallu	44.9
Wallumbilla	62.3
Wallumbilla North	72.1
Wallumbilla South	85.4
Walmul	52.6
Walter Lever Estate	68.9
Walterhall	23.5
Wamuran	63.6
Wamuran Basin	57.1
Wandal	59.3
Wandoan	69.7
Wangan	60.7
Wangaratta (Qld)	100
Wangetti	40.5
Wanora	62.8
Warana	56.1
Ward	67.2
Warkon	88.5
Warner	76.8
Warnoah	79.1
Warnung	23.1
Warra	56.3
Warraber Islet	51.9
Warrami	72.1
Warrill View	61.7
Warroo (Qld)	56
Warrubullen	52.1
Warwick (Qld)	51.5
Washpool (Qld)	63.9
Watalgan	52.6
Waterford (Qld)	63.4
Waterford West	51.6
Waterloo (Qld)	52.8
Watsons Crossing	37.5
Watsonville	41.8
Wattle Camp	34.9
Wattle Grove (Qld)	68.7
Wattle Ridge (Qld)	27.6
Wattlebank	60.9
Waugh Pocket	59
Wavell Heights	70.1
Waverley (Qld)	100
Wealwandangie	72.4
Webb	52.6
Weengallon	112
Weir River	25
Welcome Creek	59.9
Wellcamp	59.1
Wellesley (Qld)	87.5
Wellesley Islands	51.5
Wellington Point	68.1
Wengenville	62.5
Wenlock	100
Weranga	21.3
Weribone	42.9
West End (Brisbane - Qld)	67.1
West End (Townsville - Qld)	62.8
West Gladstone	59.4
West Haldon	54.1
West Ipswich	54.1
West Mackay	57.7
West Point	53.3
West Prairie	75.4
West Rockhampton	56.8
West Stowe	55.1
West Woombye	58.1
Westbrook (Qld)	73.9
Westcourt	49.3
Western Creek (Qld)	53.3
Westgrove	100
Westlake	68.9
Westmar	82.1
Westwood (Qld)	51.4
Wetheron	63.6
Weyba Downs	65
Wheatlands	54.2
Wheatvale	51.9
Whetstone	64
Whichello	43.5
White Mountain	21.1
White Patch	54
White Rock (Cairns - Qld)	57.8
White Rock (Ipswich - Qld)	100
Whiteside	59.8
Whitfield (Qld)	63.8
Whitsundays	64.2
Whyanbeel	62.9
Widgee	47.1
Widgee Crossing North	44.4
Widgee Crossing South	57.1
Widgeegoara	80.8
Wieambilla	30.3
Wights Mountain	66.9
Wigton	125
Wildash	57.9
Wilkesdale	34.6
Willawong	61.6
Willow Vale (Qld)	71.8
Willowbank	58.7
Willows	34.1
Willowvale (Qld)	59
Wills	100
Wilson Beach	45.3
Wilson Valley	92.9
Wilsons Plains	65.2
Wilsons Pocket	55.3
Wilsonton	54.1
Wilsonton Heights	53.9
Wilston	73.1
Winchester	60
Windaroo	68.5
Windera (Qld)	57.7
Windermere (Qld)	72.5
Windeyer (Qld)	113.3
Windorah	79.3
Windsor (Qld)	74.7
Winfield	20.9
Winston	70.1
Winton (Qld)	61.1
Winwill	49.2
Winya	60.9
Wishart (Qld)	62.9
Withcott	68
Witheren	55.9
Witta	50.4
Wivenhoe Hill	80
Wivenhoe Pocket	62.3
Wiyarra	50
Woleebee	49.5
Wolfang	66.7
Wolffdene	63
Wolvi	52.1
Womalilla	68.6
Womblebank	70
Womina	62.1
Wonbah	26.1
Wondai	43.5
Wondalli	51.1
Wondecla	51.1
Wondunna	62.7
Wonga Beach	51.2
Wongabel	63.6
Wongaling Beach	54
Wongawallan	65.8
Wonglepong	64.8
Woocoo	64.3
Woodbine (Qld)	25
Woodbury (Qld)	56.5
Woodend (Qld)	64.1
Wooderson	65.6
Woodford (Qld)	35.5
Woodgate	29.7
Woodhill (Qld)	69.1
Woodlands (Qld)	52.2
Woodmillar	67.5
Woodridge (Qld)	49.5
Woodstock (Qld)	64.4
Woodwark	68.8
Woody Point	57
Woolein	100
Woolgar	100
Woolloongabba	65.1
Woolmar	57.8
Woolmer	90.6
Woolooga	45.8
Woolooman	70
Wooloowin	70.7
Woombye	62.8
Woondum	48.3
Woongarra	67.5
Woongoolba	64
Woopen Creek	65.9
Woorabinda	37.2
Woorim	40.6
Wooroolin	60.9
Wooroona	83.3
Wooroonden	63.6
Wootha	60
Woowoonga	53.9
Woree	56.7
