SSC_NAME16	BornAust	persons
Coghills Creek	1	66
Cohuna	0	123
Cohuna	1	2136
Coimadai	0	48
Coimadai	1	336
Cokum	1	3
Colac	0	735
Colac	1	7570
Colac Colac	1	36
Colac East	0	18
Colac East	1	190
Colac West	1	72
Colbinabbin	0	7
Colbinabbin	1	281
Colbrook	0	3
Colbrook	1	25
Coldstream (Vic.)	0	273
Coldstream (Vic.)	1	1794
Coleraine	0	84
Coleraine	1	857
Colignan	0	95
Colignan	1	198
Collingwood (Vic.)	0	2929
Collingwood (Vic.)	1	4409
Combienbar	1	9
Concongella	0	4
Concongella	1	126
Condah	0	8
Condah	1	101
Congupna	0	25
Congupna	1	527
Connewarre	0	79
Connewarre	1	590
Connewirricoo	1	22
Coojar	1	38
Coolaroo	0	1313
Coolaroo	1	1625
Cooma (Vic.)	0	9
Cooma (Vic.)	1	91
Coomboona	0	20
Coomboona	1	105
Coomoora	0	30
Coomoora	1	208
Coongulla	0	23
Coongulla	1	147
Coonooer Bridge	0	3
Coonooer Bridge	1	29
Coonooer West	0	3
Coonooer West	1	16
Cooriemungle	0	60
Cooriemungle	1	259
Cope Cope	1	48
Cora Lynn	0	23
Cora Lynn	1	189
Corack	1	22
Corack East	1	19
Coragulac	0	7
Coragulac	1	143
Coral Bank	0	9
Coral Bank	1	73
Corindhap	0	18
Corindhap	1	95
Corinella (Vic.)	0	134
Corinella (Vic.)	1	565
Corio	0	3552
Corio	1	10431
Corndale (Vic.)	1	25
Cornella	0	3
Cornella	1	29
Cornishtown	0	6
Cornishtown	1	82
Coronet Bay	0	131
Coronet Bay	1	559
Corop	0	14
Corop	1	97
Cororooke	0	12
Cororooke	1	276
Corringle	0	3
Corringle	1	10
Corryong	0	107
Corryong	1	1081
Corunnun	0	12
Corunnun	1	90
Cosgrove (Vic.)	1	49
Cosgrove South	0	3
Cosgrove South	1	53
Costerfield	0	10
Costerfield	1	54
Cotswold	1	16
Cottles Bridge	0	93
Cottles Bridge	1	483
Cowangie	1	28
Cowes	0	888
Cowes	1	3548
Cowleys Creek	0	5
Cowleys Creek	1	27
Cowwarr	0	28
Cowwarr	1	316
Craigie (Vic.)	0	3
Craigie (Vic.)	1	45
Craigieburn	0	21055
Craigieburn	1	26682
Cranbourne	0	6033
Cranbourne	1	12504
Cranbourne East	0	6508
Cranbourne East	1	8930
Cranbourne North	0	7652
Cranbourne North	1	11204
Cranbourne South	0	227
Cranbourne South	1	1341
Cranbourne West	0	5791
Cranbourne West	1	8434
Creek Junction	1	14
Creightons Creek	0	10
Creightons Creek	1	119
Cremorne (Vic.)	0	426
Cremorne (Vic.)	1	1367
Cressy (Vic.)	0	15
Cressy (Vic.)	1	150
Creswick	0	315
Creswick	1	2495
Creswick North	0	3
Creswick North	1	30
Crib Point	0	369
Crib Point	1	2602
Crooked River	1	7
Cross Roads (Vic.)	1	19
Crossley	0	11
Crossley	1	195
Crossover	0	13
Crossover	1	130
Crowlands	0	3
Crowlands	1	81
Croxton East	1	65
Croydon (Vic.)	0	6345
Croydon (Vic.)	1	19136
Croydon Hills	0	797
Croydon Hills	1	4052
Croydon North	0	1409
Croydon North	1	6113
Croydon South	0	878
Croydon South	1	3489
Crymelon	1	11
Cudgee	0	20
Cudgee	1	198
Cudgewa	0	9
Cudgewa	1	215
Culgoa	0	6
Culgoa	1	85
Culla	1	21
Cullen	0	3
Cullen	1	40
Cullulleraine	0	7
Cullulleraine	1	63
Cundare	1	11
Cundare North	1	9
Curdies River	0	7
Curdies River	1	16
Curdievale	0	6
Curdievale	1	101
Curlewis (Vic.)	0	216
Curlewis (Vic.)	1	1206
Curyo	1	20
Dadswells Bridge	0	6
Dadswells Bridge	1	53
Daisy Hill (Vic.)	0	49
Daisy Hill (Vic.)	1	308
Dales Creek	0	44
Dales Creek	1	328
Dallas	0	3056
Dallas	1	2942
Dalmore	0	14
Dalmore	1	126
Daltons Bridge	0	3
Daltons Bridge	1	30
Dalyston	0	68
Dalyston	1	469
Dandenong	0	18745
Dandenong	1	8378
Dandenong North	0	11583
Dandenong North	1	9499
Dandenong South	0	28
Dandenong South	1	90
Dandongadale	1	3
Dargo	0	10
Dargo	1	77
Darley	0	998
Darley	1	6869
Darlimurla	0	5
Darlimurla	1	30
Darlington (Vic.)	0	8
Darlington (Vic.)	1	96
Darnum	0	58
Darnum	1	624
Darraweit Guim	0	48
Darraweit Guim	1	322
Darriman	1	10
Dartmoor (Vic.)	0	21
Dartmoor (Vic.)	1	243
Dartmouth	0	13
Dartmouth	1	77
Dawson (Vic.)	0	3
Dawson (Vic.)	1	37
Daylesford	0	437
Daylesford	1	1882
Dean	1	113
Deans Marsh	0	35
Deans Marsh	1	207
Deddick Valley	0	4
Deddick Valley	1	7
Dederang	0	13
Dederang	1	143
Deep Lead	0	17
Deep Lead	1	178
Deepdene (Vic.)	0	649
Deepdene (Vic.)	1	1326
Deer Park	0	8919
Deer Park	1	7737
Delacombe	0	486
Delacombe	1	5447
Delahey	0	3889
Delahey	1	3930
Delatite	1	14
Delburn	0	8
Delburn	1	21
Delegate River	0	3
Delegate River	1	24
Denicull Creek	0	3
Denicull Creek	1	24
Denison	0	66
Denison	1	359
Dennington	0	133
Dennington	1	1670
Denver	0	28
Denver	1	98
Derby (Vic.)	1	11
Dereel	0	61
Dereel	1	433
Dergholm	1	38
Derrimut	0	4017
Derrimut	1	3829
Derrinal	0	7
Derrinal	1	41
Derrinallum	0	38
Derrinallum	1	331
Devenish	0	14
Devenish	1	160
Devils River	1	6
Devon Meadows	0	267
Devon Meadows	1	1143
Devon North	0	39
Devon North	1	288
Dewhurst	0	25
Dewhurst	1	123
Dhurringile	0	53
Dhurringile	1	363
Diamond Creek	0	1669
Diamond Creek	1	9662
Digby	0	4
Digby	1	111
Diggers Rest	0	484
Diggers Rest	1	2028
Diggora	0	12
Diggora	1	76
Dimboola	0	109
Dimboola	1	1421
Dingee	0	13
Dingee	1	166
Dingley Village	0	2593
Dingley Village	1	7294
Dingwall	0	3
Dingwall	1	76
Dinner Plain	0	31
Dinner Plain	1	99
Dixie (Vic.)	0	16
Dixie (Vic.)	1	111
Dixons Creek	0	53
Dixons Creek	1	261
Dobie	1	31
Docker	0	12
Docker	1	98
Dockers Plains	0	3
Dockers Plains	1	41
Docklands	0	6517
Docklands	1	2976
Doctors Flat	1	12
Dollar	0	4
Dollar	1	44
Don Valley	0	83
Don Valley	1	445
Donald	0	88
Donald	1	1227
Doncaster	0	10655
Doncaster	1	9339
Doncaster East	0	13588
Doncaster East	1	13692
Donnybrook (Vic.)	0	32
Donnybrook (Vic.)	1	115
Donvale	0	3945
Donvale	1	7819
Dooboobetic	1	9
Dooen	0	3
Dooen	1	230
Dookie	0	17
Dookie	1	289
Dookie College	0	13
Dookie College	1	28
Doreen	0	3224
Doreen	1	17248
Dorodong	0	4
Dorodong	1	23
Douglas (Vic.)	0	4
Douglas (Vic.)	1	56
Doveton	0	4977
Doveton	1	3553
Dreeite	0	6
Dreeite	1	45
Dreeite South	1	30
Driffield	0	13
Driffield	1	67
Drik Drik	0	3
Drik Drik	1	40
Dromana	0	1023
Dromana	1	4411
Dropmore	1	3
Drouin	0	1475
Drouin	1	9906
Drouin East	0	8
Drouin East	1	160
Drouin South	0	34
Drouin South	1	291
Drouin West	0	35
Drouin West	1	272
Drumanure	1	32
Drumborg	0	6
Drumborg	1	144
Drumcondra	0	77
Drumcondra	1	429
Drummartin	1	33
Drummond	0	28
Drummond	1	224
Drummond North	0	29
Drummond North	1	126
Drung	0	3
Drung	1	133
Dry Diggings	0	4
Dry Diggings	1	19
Drysdale	0	548
Drysdale	1	3474
Duchembegarra	1	37
Dumbalk	0	39
Dumbalk	1	329
Dumbalk North	0	13
Dumbalk North	1	80
Dumosa	1	21
Dunach	0	3
Dunach	1	47
Dundonnell	1	44
Dunkeld (Vic.)	0	39
Dunkeld (Vic.)	1	561
Dunluce	0	3
Dunluce	1	28
Dunneworthy	1	16
Dunnstown	0	14
Dunnstown	1	223
Dunolly (Vic.)	0	134
Dunolly (Vic.)	1	671
Dunrobin (Vic.)	0	3
Dunrobin (Vic.)	1	69
Durdidwarrah	1	9
Durham Lead	0	53
Durham Lead	1	321
Durham Ox	0	3
Durham Ox	1	60
Dutson	1	22
Dutson Downs	1	3
Dutton Way	0	16
Dutton Way	1	86
Duverney	1	33
Eagle Point	0	140
Eagle Point	1	863
Eaglehawk	0	279
Eaglehawk	1	4757
Eaglehawk North	1	5
Eaglemont	0	897
Eaglemont	1	2838
Earlston	1	66
East Bairnsdale	0	120
East Bairnsdale	1	999
East Bendigo	0	187
East Bendigo	1	1756
East Geelong	0	484
East Geelong	1	3161
East Melbourne	0	1273
East Melbourne	1	3112
East Sale	0	8
East Sale	1	78
East Wangaratta	0	3
East Wangaratta	1	65
East Warburton	0	120
East Warburton	1	661
Eastern View	0	5
Eastern View	1	26
Eastville	1	24
Eastwood (Vic.)	0	312
Eastwood (Vic.)	1	2110
Ebden	0	7
Ebden	1	104
Echuca	0	951
Echuca	1	11923
Echuca Village	0	27
Echuca Village	1	467
Echuca West	0	17
Echuca West	1	364
Ecklin South	0	9
Ecklin South	1	164
Eddington	0	15
Eddington	1	79
Eden Park	0	164
Eden Park	1	940
Edenhope	0	65
Edenhope	1	800
Edgecombe	0	11
Edgecombe	1	79
Edi	0	11
Edi	1	57
Edi Upper	0	3
Edi Upper	1	81
Edithvale	0	1145
Edithvale	1	4274
Eganstown	0	27
Eganstown	1	165
Eildon	0	155
Eildon	1	677
Elaine	0	25
Elaine	1	181
Eldorado	0	27
Eldorado	1	318
Elevated Plains	0	3
Elevated Plains	1	36
Elingamite	0	4
Elingamite	1	51
Elingamite North	0	4
Elingamite North	1	65
Ellaswood	0	7
Ellaswood	1	160
Ellerslie (Vic.)	0	21
Ellerslie (Vic.)	1	108
Elliminyt	0	160
Elliminyt	1	2581
Ellinbank	0	31
Ellinbank	1	185
Elmhurst	0	16
Elmhurst	1	154
Elmore	0	48
Elmore	1	679
Elphinstone (Vic.)	0	85
Elphinstone (Vic.)	1	437
Elsternwick	0	3066
Elsternwick	1	6735
Eltham (Vic.)	0	3153
Eltham (Vic.)	1	14431
Eltham North	0	1082
Eltham North	1	5518
Elwood	0	4001
Elwood	1	10093
Emerald (Vic.)	0	1000
Emerald (Vic.)	1	4477
Emu	0	3
Emu	1	28
Emu Creek (Vic.)	0	23
Emu Creek (Vic.)	1	314
Endeavour Hills	0	11611
Endeavour Hills	1	11366
Enfield (Vic.)	0	34
Enfield (Vic.)	1	459
Englefield	1	21
Ensay	0	6
Ensay	1	94
Ensay North	1	26
Eppalock	0	57
Eppalock	1	561
Epping (Vic.)	0	12756
Epping (Vic.)	1	17591
Epsom (Vic.)	0	380
Epsom (Vic.)	1	3610
Ercildoune	0	6
Ercildoune	1	53
Erica	0	21
Erica	1	150
Eskdale (Vic.)	0	21
Eskdale (Vic.)	1	198
Esmond	1	7
Essendon	0	4911
Essendon	1	14438
Essendon North	0	881
Essendon North	1	1857
Essendon West	0	274
Essendon West	1	1112
Eumemmerring	0	976
Eumemmerring	1	837
Eurack	0	3
Eurack	1	53
Eureka (Vic.)	0	62
Eureka (Vic.)	1	486
Euroa	0	224
Euroa	1	2730
Eurobin	0	19
Eurobin	1	167
Evansford	0	14
Evansford	1	86
Eversley	1	8
Everton	0	8
Everton	1	172
Everton Upper	0	10
Everton Upper	1	125
Exford	0	9
Exford	1	81
Eynesbury	0	425
Eynesbury	1	2054
Fairbank	1	41
Fairfield (Vic.)	0	1638
Fairfield (Vic.)	1	4470
Fairhaven	0	34
Fairhaven	1	241
Fairley	1	13
Fairy Dell (Campaspe - Vic.)	1	78
Falls Creek (Vic.)	0	42
Falls Creek (Vic.)	1	184
Faraday	0	18
Faraday	1	133
Fawcett	0	4
Fawcett	1	52
Fawkner	0	6673
Fawkner	1	6335
Fentons Creek	1	20
Ferguson (Vic.)	1	22
Fern Hill	0	13
Fern Hill	1	84
Fernbank	0	13
Fernbank	1	128
Ferndale (Vic.)	0	5
Ferndale (Vic.)	1	30
Fernihurst	1	11
Ferntree Gully	0	6187
Ferntree Gully	1	19081
Ferny Creek	0	274
Ferny Creek	1	1133
Fiery Flat	1	21
Fingal (Vic.)	0	73
Fingal (Vic.)	1	410
Fish Creek	0	90
Fish Creek	1	670
Fish Point	1	18
Fiskville	0	3
Fiskville	1	17
Fitzroy (Vic.)	0	3332
Fitzroy (Vic.)	1	5555
Fitzroy North	0	3013
Fitzroy North	1	8302
Flaggy Creek	1	85
Flagstaff	0	4
Flagstaff	1	73
Flemington	0	2745
Flemington	1	4044
Flinders (Vic.)	0	109
Flinders (Vic.)	1	733
Flora Hill	0	437
Flora Hill	1	3302
Flowerdale (Vic.)	0	73
Flowerdale (Vic.)	1	525
Flynn (Vic.)	0	12
Flynn (Vic.)	1	155
Flynns Creek	1	6
Footscray	0	7534
Footscray	1	7144
Forbes (Vic.)	0	16
Forbes (Vic.)	1	100
Forest Hill (Vic.)	0	4214
Forest Hill (Vic.)	1	6006
Forge Creek	0	23
Forge Creek	1	226
Forrest (Vic.)	0	26
Forrest (Vic.)	1	177
Foster	0	235
Foster	1	1455
Foster North	0	22
Foster North	1	129
Fosterville	0	4
Fosterville	1	57
Foxhow	1	19
Framlingham	0	3
Framlingham	1	121
Framlingham East	0	3
Framlingham East	1	16
Franklinford	0	4
Franklinford	1	59
Frankston	0	8200
Frankston	1	24841
Frankston North	0	1189
Frankston North	1	3862
Frankston South	0	3957
Frankston South	1	13356
Freeburgh	0	14
Freeburgh	1	90
French Island	0	17
French Island	1	89
Frenchmans	1	13
Freshwater Creek	0	40
Freshwater Creek	1	351
Fryerstown	0	33
Fryerstown	1	162
Fulham (Vic.)	0	299
Fulham (Vic.)	1	634
Fumina	1	6
Fumina South	0	6
Fumina South	1	47
Fyans Creek	1	32
Fyansford	0	10
Fyansford	1	165
Gaffneys Creek	1	7
Gainsborough	0	5
Gainsborough	1	39
Gannawarra	0	5
Gannawarra	1	88
Gapsted	0	19
Gapsted	1	134
Gardenvale	0	334
Gardenvale	1	619
Garfield (Vic.)	0	164
Garfield (Vic.)	1	1464
Garfield North	0	24
Garfield North	1	160
Garibaldi	0	16
Garibaldi	1	98
Garvoc	0	15
Garvoc	1	216
Gateway Island	1	10
Gatum	1	24
Gazette	0	4
Gazette	1	35
Geelong	0	1179
Geelong	1	3608
Geelong West	0	1220
Geelong West	1	5305
Gelantipy	1	17
Gellibrand	0	23
Gellibrand	1	164
Gellibrand Lower	1	13
Gelliondale	0	4
Gelliondale	1	26
Gembrook	0	307
Gembrook	1	1856
Genoa	0	5
Genoa	1	47
Georges Creek (Vic.)	0	4
Georges Creek (Vic.)	1	56
Gerahmin	1	22
Gerang Gerung	1	70
Gerangamete	0	10
Gerangamete	1	79
Germania	1	10
Gerrigerrup	1	29
Gherang	0	35
Gherang	1	317
Gheringhap	0	16
Gheringhap	1	117
Ghin Ghin	0	6
Ghin Ghin	1	33
Giffard	0	3
Giffard	1	42
Giffard West	0	8
Giffard West	1	47
Gil Gil	1	14
Gilderoy	0	7
Gilderoy	1	44
Gillieston	0	3
Gillieston	1	51
Gipsy Point	0	4
Gipsy Point	1	13
Girgarre	0	35
Girgarre	1	482
Girgarre East	0	12
Girgarre East	1	107
Gisborne	0	1172
Gisborne	1	7297
Gisborne South	0	119
Gisborne South	1	614
Gladfield (Vic.)	0	3
Gladfield (Vic.)	1	25
Gladstone Park	0	2779
Gladstone Park	1	5028
Gladysdale	0	60
Gladysdale	1	336
Glen Alvie	0	9
Glen Alvie	1	150
Glen Creek	0	3
Glen Creek	1	44
Glen Forbes	0	19
Glen Forbes	1	77
Glen Huntly	0	2882
Glen Huntly	1	1920
Glen Iris (Vic.)	0	6654
Glen Iris (Vic.)	1	17518
Glen Park	0	7
Glen Park	1	89
Glen Valley	1	12
Glen Waverley	0	22379
Glen Waverley	1	16488
Glenaire	0	3
Glenaire	1	22
Glenaladale	0	13
Glenaladale	1	47
Glenalbyn	1	15
Glenaroua	0	8
Glenaroua	1	134
Glenbrae	1	25
Glenburn	0	52
Glenburn	1	319
Glendaruel	0	7
Glendaruel	1	46
Glendonald	1	11
Glenfyne	0	4
Glenfyne	1	116
Glengarry (Vic.)	0	50
Glengarry (Vic.)	1	990
Glengarry North	0	7
Glengarry North	1	164
Glengarry West	0	7
Glengarry West	1	108
Glengower	1	15
Glenhope	0	7
Glenhope	1	42
Glenhope East	0	4
Glenhope East	1	19
Glenisla	1	16
Glenlee (Vic.)	1	80
Glenlofty	1	18
Glenlogie	1	24
Glenloth	1	6
Glenloth East	1	11
Glenluce	0	3
Glenluce	1	19
Glenlyon (Vic.)	0	78
Glenlyon (Vic.)	1	281
Glenmaggie	0	30
Glenmaggie	1	217
Glenmore (Vic.)	0	5
Glenmore (Vic.)	1	58
Glenorchy (Vic.)	0	14
Glenorchy (Vic.)	1	103
Glenormiston North	0	10
Glenormiston North	1	50
Glenormiston South	0	4
Glenormiston South	1	90
Glenpatrick	0	6
Glenpatrick	1	18
Glenrowan	0	71
Glenrowan	1	822
Glenrowan West	0	14
Glenrowan West	1	51
Glenroy (Vic.)	0	9580
Glenroy (Vic.)	1	10945
Glenthompson	0	28
Glenthompson	1	175
Glomar Beach	1	10
Gnarwarre	0	24
Gnarwarre	1	211
Gnotuk	0	9
Gnotuk	1	90
Gobarup	1	28
Gobur	0	3
Gobur	1	71
Golden Beach (Vic.)	0	72
Golden Beach (Vic.)	1	195
Golden Gully	0	9
Golden Gully	1	185
Golden Point (Ballarat - Vic.)	0	232
Golden Point (Ballarat - Vic.)	1	1715
Golden Point (Mount Alexander - Vic.)	0	11
Golden Point (Mount Alexander - Vic.)	1	87
Golden Square	0	717
Golden Square	1	7461
Goldie	0	25
Goldie	1	167
Goldsborough (Vic.)	0	6
Goldsborough (Vic.)	1	27
Gong Gong	1	9
Gonn Crossing	0	3
Gonn Crossing	1	48
Goomalibee	0	3
Goomalibee	1	67
Goon Nure	0	4
Goon Nure	1	106
Goongerah	0	5
Goongerah	1	20
Gooram	0	19
Gooram	1	128
Gooramadda	0	3
Gooramadda	1	54
Goorambat	0	21
Goorambat	1	246
Goornong	0	27
Goornong	1	577
Gooroc	0	3
Gooroc	1	14
Gorae	0	17
Gorae	1	167
Gorae West	0	14
Gorae West	1	191
Gordon (Vic.)	0	171
Gordon (Vic.)	1	878
Gormandale	0	19
Gormandale	1	276
Goroke	0	14
Goroke	1	259
Goschen	1	21
Goughs Bay	0	50
Goughs Bay	1	189
Goulburn Weir	0	10
Goulburn Weir	1	61
Gowanbrae	0	635
Gowanbrae	1	1979
Gowanford	1	3
Gowangardie	1	15
Gowar East	1	23
Gower	0	8
Gower	1	35
Grahamvale	0	81
Grahamvale	1	564
Grand Ridge	0	3
Grand Ridge	1	13
Granite Rock	0	17
Granite Rock	1	215
Grantville	0	151
Grantville	1	590
Granya	0	3
Granya	1	80
Grassdale (Vic.)	0	4
Grassdale (Vic.)	1	9
Grassmere	0	29
Grassmere	1	340
Grays Bridge	1	3
Graytown	0	14
Graytown	1	41
Gre Gre	1	19
Gre Gre North	1	13
Gre Gre South	1	12
Great Western	0	32
Great Western	1	344
Gredgwin	1	15
Green Gully (Vic.)	0	11
Green Gully (Vic.)	1	40
Greendale (Vic.)	0	98
Greendale (Vic.)	1	472
Greenhill (Vic.)	0	3
Greenhill (Vic.)	1	42
Greens Creek (Vic.)	0	4
Greens Creek (Vic.)	1	48
Greensborough	0	4168
Greensborough	1	15788
Greenvale (Vic.)	0	4765
Greenvale (Vic.)	1	10051
Greenwald	0	4
Greenwald	1	35
Grenville	0	4
Grenville	1	96
Greta (Vic.)	0	7
Greta (Vic.)	1	77
Greta South	0	9
Greta South	1	113
Greta West	0	11
Greta West	1	137
Gringegalgona	1	22
Gritjurk	0	5
Gritjurk	1	37
Grovedale	0	2048
Grovedale	1	11559
Gruyere	0	114
Gruyere	1	721
Guildford (Vic.)	0	41
Guildford (Vic.)	1	263
Gunbower	0	19
Gunbower	1	477
Gundowring	0	11
Gundowring	1	198
Gunyah	1	4
Guys Forest	1	9
Guys Hill	0	67
Guys Hill	1	301
Gymbowen	1	49
Haddon	0	104
Haddon	1	1003
Hadfield	0	1856
Hadfield	1	3316
Hallam	0	5660
Hallam	1	4587
Hallora	0	18
Hallora	1	103
Halls Gap	0	76
Halls Gap	1	315
Hallston	0	19
Hallston	1	105
Hamilton (Vic.)	0	758
Hamilton (Vic.)	1	8468
Hamlyn Heights	0	915
Hamlyn Heights	1	4934
Hampton (Vic.)	0	3503
Hampton (Vic.)	1	9105
Hampton East	0	1354
Hampton East	1	3020
Hampton Park	0	13022
Hampton Park	1	10637
Hansonville	0	3
Hansonville	1	126
Happy Valley (Golden Plains - Vic.)	0	12
Happy Valley (Golden Plains - Vic.)	1	59
Happy Valley (Swan Hill - Vic.)	0	7
Happy Valley (Swan Hill - Vic.)	1	60
Harcourt	0	66
Harcourt	1	800
Harcourt North	0	28
Harcourt North	1	218
Harkaway	0	141
Harkaway	1	650
Harmers Haven	0	8
Harmers Haven	1	20
Harrietville	0	53
Harrietville	1	247
Harrow	0	7
Harrow	1	178
Harston	0	22
Harston	1	142
Hastings (Vic.)	0	1577
Hastings (Vic.)	1	7272
Hattah	1	18
Havelock	0	10
Havelock	1	61
Haven	0	40
Haven	1	1186
Havilah (Vic.)	0	4
Havilah (Vic.)	1	21
Hawkesdale	0	37
Hawkesdale	1	254
Hawkhurst	1	3
Hawthorn (Vic.)	0	7664
Hawthorn (Vic.)	1	14239
Hawthorn East	0	4432
Hawthorn East	1	9100
Hazel Park	0	7
Hazel Park	1	35
Hazelwood	0	15
Hazelwood	1	162
Hazelwood North	0	147
Hazelwood North	1	1241
Hazelwood South	0	25
Hazelwood South	1	240
Healesville	0	1078
Healesville	1	5776
Heath Hill	0	9
Heath Hill	1	147
Heathcote (Vic.)	0	364
Heathcote (Vic.)	1	2070
Heathcote Junction	0	61
Heathcote Junction	1	729
Heathcote South	1	8
Heatherton	0	1063
Heatherton	1	1651
Heathmere	0	12
Heathmere	1	204
Heathmont	0	2001
Heathmont	1	7292
Hedley	0	10
Hedley	1	105
Heidelberg	0	1699
Heidelberg	1	4161
Heidelberg Heights	0	1757
Heidelberg Heights	1	3859
Heidelberg West	0	1819
Heidelberg West	1	2986
Hensley Park	0	3
Hensley Park	1	51
Henty (Vic.)	0	6
Henty (Vic.)	1	52
Hepburn	0	73
Hepburn	1	479
Hepburn Springs	0	53
Hepburn Springs	1	260
Herne Hill (Vic.)	0	433
Herne Hill (Vic.)	1	2787
Hernes Oak	0	37
Hernes Oak	1	281
Hesket	0	15
Hesket	1	130
Hesse	1	14
Hexham (Vic.)	0	6
Hexham (Vic.)	1	118
Heyfield	0	152
Heyfield	1	1686
Heytesbury Lower	0	4
Heytesbury Lower	1	44
Heywood	0	128
Heywood	1	1445
Hiamdale	1	23
Hiawatha	0	3
Hiawatha	1	13
High Camp	0	13
High Camp	1	90
Highett	0	2952
Highett	1	6911
Highlands	0	13
Highlands	1	101
Highton	0	3525
Highton	1	14638
Hilgay	1	19
Hill End (Vic.)	0	20
Hill End (Vic.)	1	126
Hillcrest (Vic.)	0	9
Hillcrest (Vic.)	1	74
Hilldene	0	31
Hilldene	1	269
Hillside (East Gippsland - Vic.)	0	13
Hillside (East Gippsland - Vic.)	1	171
Hillside (Melton - Vic.)	0	4908
Hillside (Melton - Vic.)	1	11294
Hinnomunjie	0	4
Hinnomunjie	1	23
Hmas Cerberus	0	98
Hmas Cerberus	1	914
Hoddles Creek	0	94
Hoddles Creek	1	471
Hollands Landing	1	7
Homebush (Vic.)	0	3
Homebush (Vic.)	1	34
Homerton	0	3
Homerton	1	18
Homewood	0	5
Homewood	1	41
Hopetoun (Vic.)	0	38
Hopetoun (Vic.)	1	643
Hopetoun Park	0	95
Hopetoun Park	1	681
Hoppers Crossing	0	13687
Hoppers Crossing	1	22778
Hordern Vale	0	3
Hordern Vale	1	38
Horfield	0	3
Horfield	1	86
Horsham	0	974
Horsham	1	12624
Hotham Heights	0	26
Hotham Heights	1	91
Hotspur	0	3
Hotspur	1	38
Howes Creek	0	3
Howes Creek	1	60
Howqua	0	15
Howqua	1	89
Howqua Hills	1	4
Howqua Inlet	0	6
Howqua Inlet	1	43
Hughesdale	0	3076
Hughesdale	1	4141
Humevale	0	38
Humevale	1	235
Hunter	1	36
Hunterston	0	3
Hunterston	1	20
Huntingdale (Vic.)	0	723
Huntingdale (Vic.)	1	1015
Huntly	0	125
Huntly	1	2053
Huntly North	1	35
Huon	0	3
Huon	1	202
Huon Creek	0	18
Huon Creek	1	109
Hurstbridge	0	412
Hurstbridge	1	2888
Icy Creek	0	3
Icy Creek	1	13
Iguana Creek	0	4
Iguana Creek	1	37
Illabarook	1	25
Illawarra	0	10
Illawarra	1	66
Illowa	0	22
Illowa	1	250
Indented Head	0	175
Indented Head	1	857
Indigo Valley	0	24
Indigo Valley	1	281
Inglewood (Vic.)	0	67
Inglewood (Vic.)	1	685
Ingliston	0	10
Ingliston	1	41
Invergordon (Vic.)	0	32
Invergordon (Vic.)	1	533
Inverleigh	0	119
Inverleigh	1	1273
Inverloch	0	698
Inverloch	1	4313
Invermay (Vic.)	0	66
Invermay (Vic.)	1	734
Invermay Park	0	79
Invermay Park	1	1650
Iona	0	22
Iona	1	192
Iraak	0	13
Iraak	1	91
Irishtown (Vic.)	1	13
Ironbark (Vic.)	0	99
Ironbark (Vic.)	1	922
Irrewarra	0	29
Irrewarra	1	299
Irrewillipe	0	10
Irrewillipe	1	113
Irrewillipe East	0	3
Irrewillipe East	1	57
Irymple (Vic.)	0	411
Irymple (Vic.)	1	4445
Ivanhoe (Vic.)	0	3170
Ivanhoe (Vic.)	1	8402
Ivanhoe East	0	769
Ivanhoe East	1	2885
Jacana	0	914
Jacana	1	1003
Jack River	0	10
Jack River	1	118
Jackass Flat	0	69
Jackass Flat	1	980
Jacob Creek	0	3
Jacob Creek	1	16
Jam Jerrup	0	7
Jam Jerrup	1	71
Jamieson (Vic.)	0	35
Jamieson (Vic.)	1	237
Jan Juc	0	391
Jan Juc	1	3113
Jancourt	0	5
Jancourt	1	18
Jancourt East	0	13
Jancourt East	1	167
Jarklin	1	28
Jarrahmond	0	8
Jarrahmond	1	90
Jarvis Creek	1	37
Jeeralang	0	15
Jeeralang	1	54
Jeeralang Junction	0	57
Jeeralang Junction	1	440
Jeetho	0	11
Jeetho	1	88
Jeffcott	1	30
Jeffcott North	1	9
Jeparit	0	42
Jeparit	1	395
Jeruk	1	9
Jil Jil	1	18
Jindivick	0	51
Jindivick	1	412
Joel Joel	1	16
Joel South	1	21
Johanna	0	9
Johanna	1	40
Johnsonville	0	33
Johnsonville	1	279
Joyces Creek	0	3
Joyces Creek	1	12
Jumbuk	0	3
Jumbuk	1	28
Jumbunna	0	13
Jumbunna	1	106
Junction Village	0	158
Junction Village	1	674
Jung	0	18
Jung	1	209
Junortoun	0	240
Junortoun	1	2777
Kaarimba	0	10
Kaarimba	1	76
Kadnook	0	3
Kadnook	1	27
Kalimna	0	135
Kalimna	1	1000
Kalimna West	0	19
Kalimna West	1	107
Kalkallo	0	20
Kalkallo	1	60
Kalkee	1	49
Kallista	0	251
Kallista	1	1109
Kalorama	0	224
Kalorama	1	960
Kalpienung	1	28
Kamarooka	0	3
Kamarooka	1	87
Kamarooka North	1	11
Kanagulk	1	16
Kancoona	0	6
Kancoona	1	66
Kangaroo Flat (Vic.)	0	938
Kangaroo Flat (Vic.)	1	8633
Kangaroo Ground	0	165
Kangaroo Ground	1	863
Kaniva	0	55
Kaniva	1	712
Kanumbra	0	3
Kanumbra	1	47
Kanya	1	12
Kanyapella	0	8
Kanyapella	1	49
