SSC_NAME16	ModeTravelToWork	NumberModes	employed_persons
Balmain	Bus and two other methods excludes train	3	14
Balmain	Car as driver	1	2020
Balmain	Car as passenger	1	146
Balmain	Ferry	1	324
Balmain	Motorbike scooter	1	73
Balmain	Other two methods	2	61
Balmain	Taxi	1	41
Balmain	Train	1	32
Balmain	Train and two other methods	3	33
Balmain	Tram includes light rail	1	5
Balmain	Truck	1	11
Balmain	Walked only	1	342
Balmain East			6
Balmain East	(Other)	1	11
Balmain East	Bicycle	1	15
Balmain East	Bus	1	87
Balmain East	Bus and two other methods excludes train	3	9
Balmain East	Car as driver	1	363
Balmain East	Car as passenger	1	27
Balmain East	Ferry	1	176
Balmain East	Motorbike scooter	1	15
Balmain East	Other two methods	2	11
Balmain East	Train	1	3
Balmain East	Train and two other methods	3	14
Balmain East	Truck	1	4
Balmain East	Walked only	1	34
Balmoral (Lake Macquarie - NSW)	(Other)	1	3
Balmoral (Lake Macquarie - NSW)	Car as driver	1	272
Balmoral (Lake Macquarie - NSW)	Car as passenger	1	15
Balmoral (Lake Macquarie - NSW)	Motorbike scooter	1	4
Balmoral (Lake Macquarie - NSW)	Other two methods	2	6
Balmoral (Lake Macquarie - NSW)	Truck	1	4
Balmoral (Wingecarribee - NSW)			4
Balmoral (Wingecarribee - NSW)	(Other)	1	4
Balmoral (Wingecarribee - NSW)	Car as driver	1	160
Balmoral (Wingecarribee - NSW)	Car as passenger	1	10
Balmoral (Wingecarribee - NSW)	Truck	1	6
Balmoral (Wingecarribee - NSW)	Walked only	1	3
Balranald			8
Balranald	(Other)	1	8
Balranald	Bicycle	1	6
Balranald	Car as driver	1	341
Balranald	Car as passenger	1	27
Balranald	Other two methods	2	4
Balranald	Truck	1	7
Balranald	Walked only	1	69
Bamarang	Car as driver	1	4
Bamarang	Car as passenger	1	3
Bandon Grove	Car as driver	1	34
Bandon Grove	Car as passenger	1	4
Bandon Grove	Truck	1	5
Bandon Grove	Walked only	1	3
Bangalee (NSW)	Bicycle	1	4
Bangalee (NSW)	Bus	1	3
Bangalee (NSW)	Car as driver	1	248
Bangalee (NSW)	Car as passenger	1	17
Bangalee (NSW)	Truck	1	10
Bangalee (NSW)	Walked only	1	5
Bangalow			12
Bangalow	(Other)	1	7
Bangalow	Bus	1	3
Bangalow	Car as driver	1	584
Bangalow	Car as passenger	1	21
Bangalow	Motorbike scooter	1	9
Bangalow	Other two methods	2	5
Bangalow	Walked only	1	56
Bangheet	Car as driver	1	14
Bangheet	Walked only	1	3
Bango			3
Bango	Car as driver	1	32
Bango	Car as passenger	1	3
Bango	Motorbike scooter	1	4
Bangor (NSW)			28
Bangor (NSW)	(Other)	1	15
Bangor (NSW)	Bicycle	1	6
Bangor (NSW)	Bus	1	20
Bangor (NSW)	Bus and two other methods excludes train	3	3
Bangor (NSW)	Car as driver	1	1872
Bangor (NSW)	Car as passenger	1	87
Bangor (NSW)	Motorbike scooter	1	11
Bangor (NSW)	Other two methods	2	12
Bangor (NSW)	Train	1	172
Bangor (NSW)	Train and two other methods	3	25
Bangor (NSW)	Truck	1	36
Bangor (NSW)	Walked only	1	32
Banksia			20
Banksia	(Other)	1	8
Banksia	Bicycle	1	3
Banksia	Bus	1	33
Banksia	Car as driver	1	780
Banksia	Car as passenger	1	79
Banksia	Motorbike scooter	1	9
Banksia	Other three methods	3	3
Banksia	Other two methods	2	5
Banksia	Taxi	1	3
Banksia	Train	1	372
Banksia	Train and two other methods	3	18
Banksia	Truck	1	12
Banksia	Walked only	1	25
Banksmeadow	Car as driver	1	4
Banksmeadow	Walked only	1	3
Bankstown			156
Bankstown	(Other)	1	65
Bankstown	Bicycle	1	18
Bankstown	Bus	1	266
Bankstown	Bus and two other methods excludes train	3	3
Bankstown	Car as driver	1	6508
Bankstown	Car as passenger	1	604
Bankstown	Ferry	1	3
Bankstown	Motorbike scooter	1	24
Bankstown	Other three methods	3	3
Bankstown	Other two methods	2	78
Bankstown	Taxi	1	45
Bankstown	Train	1	1664
Bankstown	Train and two other methods	3	59
Bankstown	Tram includes light rail	1	7
Bankstown	Truck	1	103
Bankstown	Walked only	1	411
Bannaby			3
Bannaby	Car as driver	1	12
Bannister (NSW)	(Other)	1	3
Bannister (NSW)	Car as driver	1	36
Bannister (NSW)	Truck	1	3
Bannister (NSW)	Walked only	1	3
Banoon	Car as driver	1	8
Banoon	Walked only	1	4
Banora Point			71
Banora Point	(Other)	1	37
Banora Point	Bicycle	1	48
Banora Point	Bus	1	53
Banora Point	Bus and two other methods excludes train	3	4
Banora Point	Car as driver	1	4534
Banora Point	Car as passenger	1	336
Banora Point	Motorbike scooter	1	43
Banora Point	Other three methods	3	3
Banora Point	Other two methods	2	43
Banora Point	Taxi	1	7
Banora Point	Train and two other methods	3	3
Banora Point	Truck	1	59
Banora Point	Walked only	1	61
Banyabba	Car as driver	1	10
Bar Beach			5
Bar Beach	Bicycle	1	23
Bar Beach	Bus	1	3
Bar Beach	Car as driver	1	415
Bar Beach	Car as passenger	1	37
Bar Beach	Other two methods	2	4
Bar Beach	Train	1	9
Bar Beach	Walked only	1	41
Bar Point	(Other)	1	3
Bar Point	Other two methods	2	9
Bara	Car as driver	1	6
Baradine			6
Baradine	Car as driver	1	158
Baradine	Car as passenger	1	13
Baradine	Truck	1	3
Baradine	Walked only	1	19
Barangaroo	Bus	1	3
Barangaroo	Car as driver	1	27
Barangaroo	Train	1	7
Barangaroo	Walked only	1	34
Barden Ridge			10
Barden Ridge	(Other)	1	5
Barden Ridge	Bicycle	1	4
Barden Ridge	Bus	1	17
Barden Ridge	Car as driver	1	1733
Barden Ridge	Car as passenger	1	88
Barden Ridge	Motorbike scooter	1	11
Barden Ridge	Other two methods	2	15
Barden Ridge	Train	1	106
Barden Ridge	Train and two other methods	3	16
Barden Ridge	Truck	1	19
Barden Ridge	Walked only	1	15
Bardia			4
Bardia	(Other)	1	3
Bardia	Car as driver	1	505
Bardia	Car as passenger	1	28
Bardia	Motorbike scooter	1	3
Bardia	Other two methods	2	8
Bardia	Train	1	122
Bardia	Train and two other methods	3	8
Bardia	Truck	1	12
Bardwell Park			15
Bardwell Park	(Other)	1	5
Bardwell Park	Bicycle	1	3
Bardwell Park	Bus	1	14
Bardwell Park	Car as driver	1	560
Bardwell Park	Car as passenger	1	48
Bardwell Park	Motorbike scooter	1	6
Bardwell Park	Other two methods	2	3
Bardwell Park	Taxi	1	3
Bardwell Park	Train	1	276
Bardwell Park	Train and two other methods	3	3
Bardwell Park	Truck	1	11
Bardwell Park	Walked only	1	14
Bardwell Valley			14
Bardwell Valley	(Other)	1	7
Bardwell Valley	Bicycle	1	3
Bardwell Valley	Bus	1	14
Bardwell Valley	Car as driver	1	552
Bardwell Valley	Car as passenger	1	46
Bardwell Valley	Motorbike scooter	1	8
Bardwell Valley	Other two methods	2	12
Bardwell Valley	Taxi	1	3
Bardwell Valley	Train	1	160
Bardwell Valley	Train and two other methods	3	5
Bardwell Valley	Truck	1	12
Bardwell Valley	Walked only	1	10
Barellan			3
Barellan	Car as driver	1	132
Barellan	Car as passenger	1	5
Barellan	Other two methods	2	3
Barellan	Truck	1	3
Barellan	Walked only	1	15
Bargo			19
Bargo	(Other)	1	14
Bargo	Bicycle	1	5
Bargo	Bus	1	3
Bargo	Car as driver	1	1451
Bargo	Car as passenger	1	72
Bargo	Motorbike scooter	1	3
Bargo	Other two methods	2	11
Bargo	Train	1	21
Bargo	Train and two other methods	3	4
Bargo	Truck	1	60
Bargo	Walked only	1	30
Barham			6
Barham	(Other)	1	9
Barham	Bicycle	1	7
Barham	Bus	1	3
Barham	Car as driver	1	373
Barham	Car as passenger	1	24
Barham	Motorbike scooter	1	5
Barham	Truck	1	8
Barham	Walked only	1	38
Barkers Vale			3
Barkers Vale	Car as driver	1	30
Barkers Vale	Walked only	1	7
Barmedman	(Other)	1	5
Barmedman	Car as driver	1	66
Barmedman	Car as passenger	1	4
Barmedman	Truck	1	4
Barmedman	Walked only	1	15
Barnsley			3
Barnsley	(Other)	1	4
Barnsley	Bus	1	5
Barnsley	Car as driver	1	681
Barnsley	Car as passenger	1	34
Barnsley	Motorbike scooter	1	7
Barnsley	Truck	1	17
Barnsley	Walked only	1	6
Barooga			10
Barooga	(Other)	1	10
Barooga	Bicycle	1	3
Barooga	Car as driver	1	534
Barooga	Car as passenger	1	38
Barooga	Motorbike scooter	1	3
Barooga	Other two methods	2	3
Barooga	Truck	1	11
Barooga	Walked only	1	27
Barraba			14
Barraba	Car as driver	1	240
Barraba	Car as passenger	1	11
Barraba	Other two methods	2	4
Barraba	Truck	1	16
Barraba	Walked only	1	49
Barrack Heights			28
Barrack Heights	(Other)	1	13
Barrack Heights	Bicycle	1	4
Barrack Heights	Bus	1	24
Barrack Heights	Car as driver	1	1699
Barrack Heights	Car as passenger	1	99
Barrack Heights	Motorbike scooter	1	12
Barrack Heights	Other two methods	2	13
Barrack Heights	Train	1	25
Barrack Heights	Train and two other methods	3	3
Barrack Heights	Truck	1	23
Barrack Heights	Walked only	1	44
Barrack Point			5
Barrack Point	Bicycle	1	3
Barrack Point	Car as driver	1	233
Barrack Point	Car as passenger	1	11
Barrack Point	Train	1	3
Barrack Point	Truck	1	3
Barrack Point	Walked only	1	3
Barraganyatti			5
Barraganyatti	Car as driver	1	26
Barragga Bay			3
Barragga Bay	Car as driver	1	19
Barragga Bay	Other two methods	2	4
Barragga Bay	Walked only	1	3
Barrengarry	Car as driver	1	38
Barrengarry	Car as passenger	1	3
Barrengarry	Walked only	1	7
Barretts Creek	Car as driver	1	3
Barretts Creek	Walked only	1	4
Barringella	Car as driver	1	13
Barrington (NSW)			4
Barrington (NSW)	Car as driver	1	82
Barrington (NSW)	Car as passenger	1	6
Barrington (NSW)	Truck	1	4
Barrington (NSW)	Walked only	1	3
Barry (Blayney - NSW)	Car as driver	1	50
Barry (Blayney - NSW)	Car as passenger	1	3
Barwang	(Other)	1	6
Barwang	Car as driver	1	26
Barwang	Truck	1	3
Barwang	Walked only	1	4
Barwon	Car as driver	1	7
Baryulgil	(Other)	1	3
Baryulgil	Car as driver	1	5
Baryulgil	Walked only	1	3
Basin View			10
Basin View	(Other)	1	3
Basin View	Bicycle	1	3
Basin View	Bus	1	3
Basin View	Car as driver	1	445
Basin View	Car as passenger	1	24
Basin View	Truck	1	5
Basin View	Walked only	1	9
Bass Hill			62
Bass Hill	(Other)	1	16
Bass Hill	Bicycle	1	12
Bass Hill	Bus	1	45
Bass Hill	Car as driver	1	2184
Bass Hill	Car as passenger	1	197
Bass Hill	Ferry	1	4
Bass Hill	Motorbike scooter	1	8
Bass Hill	Other two methods	2	17
Bass Hill	Taxi	1	8
Bass Hill	Train	1	178
Bass Hill	Train and two other methods	3	14
Bass Hill	Tram includes light rail	1	3
Bass Hill	Truck	1	58
Bass Hill	Walked only	1	44
Bassendean (NSW)	Car as driver	1	3
Batar Creek	Car as driver	1	17
Batar Creek	Car as passenger	1	4
Bateau Bay			56
Bateau Bay	(Other)	1	16
Bateau Bay	Bicycle	1	13
Bateau Bay	Bus	1	65
Bateau Bay	Bus and two other methods excludes train	3	4
Bateau Bay	Car as driver	1	3624
Bateau Bay	Car as passenger	1	230
Bateau Bay	Motorbike scooter	1	24
Bateau Bay	Other two methods	2	30
Bateau Bay	Train	1	49
Bateau Bay	Train and two other methods	3	16
Bateau Bay	Truck	1	62
Bateau Bay	Walked only	1	84
Batehaven			10
Batehaven	(Other)	1	6
Batehaven	Bicycle	1	4
Batehaven	Bus	1	5
Batehaven	Car as driver	1	396
Batehaven	Car as passenger	1	27
Batehaven	Motorbike scooter	1	3
Batehaven	Other two methods	2	3
Batehaven	Truck	1	5
Batehaven	Walked only	1	30
Batemans Bay			3
Batemans Bay	(Other)	1	3
Batemans Bay	Bicycle	1	3
Batemans Bay	Car as driver	1	243
Batemans Bay	Car as passenger	1	28
Batemans Bay	Other two methods	2	4
Batemans Bay	Truck	1	3
Batemans Bay	Walked only	1	54
Bathampton	Car as driver	1	10
Bathurst			37
Bathurst	(Other)	1	15
Bathurst	Bicycle	1	28
Bathurst	Bus	1	6
Bathurst	Car as driver	1	2040
Bathurst	Car as passenger	1	176
Bathurst	Motorbike scooter	1	11
Bathurst	Other three methods	3	4
Bathurst	Other two methods	2	14
Bathurst	Taxi	1	16
Bathurst	Train	1	9
Bathurst	Train and two other methods	3	3
Bathurst	Truck	1	18
Bathurst	Walked only	1	346
Batlow			18
Batlow	(Other)	1	7
Batlow	Car as driver	1	359
Batlow	Car as passenger	1	37
Batlow	Train	1	3
Batlow	Truck	1	6
Batlow	Walked only	1	38
Baulkham Hills			114
Baulkham Hills	(Other)	1	86
Baulkham Hills	Bicycle	1	52
Baulkham Hills	Bus	1	2630
Baulkham Hills	Bus and two other methods excludes train	3	9
Baulkham Hills	Car as driver	1	11080
Baulkham Hills	Car as passenger	1	625
Baulkham Hills	Ferry	1	3
Baulkham Hills	Motorbike scooter	1	76
Baulkham Hills	Other three methods	3	4
Baulkham Hills	Other two methods	2	89
Baulkham Hills	Taxi	1	19
Baulkham Hills	Train	1	197
Baulkham Hills	Train and two other methods	3	79
Baulkham Hills	Tram includes light rail	1	4
Baulkham Hills	Truck	1	120
Baulkham Hills	Walked only	1	198
Baw Baw (NSW)			4
Baw Baw (NSW)	Car as driver	1	92
Baw Baw (NSW)	Car as passenger	1	3
Bawley Point			4
Bawley Point	(Other)	1	7
Bawley Point	Bicycle	1	3
Bawley Point	Car as driver	1	154
Bawley Point	Car as passenger	1	6
Bawley Point	Truck	1	3
Bawley Point	Walked only	1	18
Bayview (NSW)			4
Bayview (NSW)	(Other)	1	10
Bayview (NSW)	Bicycle	1	4
Bayview (NSW)	Bus	1	72
Bayview (NSW)	Car as driver	1	877
Bayview (NSW)	Car as passenger	1	49
Bayview (NSW)	Motorbike scooter	1	20
Bayview (NSW)	Other two methods	2	18
Bayview (NSW)	Taxi	1	3
Bayview (NSW)	Train	1	6
Bayview (NSW)	Train and two other methods	3	5
Bayview (NSW)	Truck	1	9
Bayview (NSW)	Walked only	1	20
Beacon Hill			31
Beacon Hill	(Other)	1	23
Beacon Hill	Bicycle	1	20
Beacon Hill	Bus	1	347
Beacon Hill	Bus and two other methods excludes train	3	5
Beacon Hill	Car as driver	1	2335
Beacon Hill	Car as passenger	1	197
Beacon Hill	Ferry	1	7
Beacon Hill	Motorbike scooter	1	46
Beacon Hill	Other two methods	2	28
Beacon Hill	Taxi	1	14
Beacon Hill	Train	1	3
Beacon Hill	Train and two other methods	3	14
Beacon Hill	Truck	1	38
Beacon Hill	Walked only	1	85
Beaconsfield (NSW)			3
Beaconsfield (NSW)	(Other)	1	6
Beaconsfield (NSW)	Bicycle	1	18
Beaconsfield (NSW)	Bus	1	38
Beaconsfield (NSW)	Car as driver	1	228
Beaconsfield (NSW)	Car as passenger	1	22
Beaconsfield (NSW)	Motorbike scooter	1	13
Beaconsfield (NSW)	Train	1	164
Beaconsfield (NSW)	Train and two other methods	3	4
Beaconsfield (NSW)	Truck	1	7
Beaconsfield (NSW)	Walked only	1	45
Bean Creek	Car as driver	1	7
Bearbong	Car as driver	1	8
Bearbong	Other three methods	3	4
Bearbong	Walked only	1	9
Beaumont (NSW)	Car as driver	1	29
Beaumont (NSW)	Truck	1	4
Beaumont Hills			27
Beaumont Hills	(Other)	1	11
Beaumont Hills	Bicycle	1	4
Beaumont Hills	Bus	1	516
Beaumont Hills	Bus and two other methods excludes train	3	3
Beaumont Hills	Car as driver	1	3026
Beaumont Hills	Car as passenger	1	172
Beaumont Hills	Motorbike scooter	1	15
Beaumont Hills	Other two methods	2	20
Beaumont Hills	Taxi	1	3
Beaumont Hills	Train	1	49
Beaumont Hills	Train and two other methods	3	32
Beaumont Hills	Truck	1	39
Beaumont Hills	Walked only	1	26
Beckom	Car as driver	1	34
Beckom	Truck	1	3
Bective	Car as driver	1	56
Bective	Car as passenger	1	3
Bective	Truck	1	3
Bective	Walked only	1	6
Bectric	Car as driver	1	17
Bectric	Walked only	1	3
Bedgerabong			3
Bedgerabong	Car as driver	1	50
Bedgerabong	Walked only	1	4
Beechwood			3
Beechwood	Car as driver	1	179
Beechwood	Car as passenger	1	6
Beechwood	Truck	1	3
Beechwood	Walked only	1	7
Beecroft			25
Beecroft	(Other)	1	13
Beecroft	Bicycle	1	22
Beecroft	Bus	1	106
Beecroft	Car as driver	1	2303
Beecroft	Car as passenger	1	122
Beecroft	Motorbike scooter	1	25
Beecroft	Other three methods	3	3
Beecroft	Other two methods	2	14
Beecroft	Taxi	1	3
Beecroft	Train	1	794
Beecroft	Train and two other methods	3	21
Beecroft	Tram includes light rail	1	3
Beecroft	Truck	1	10
Beecroft	Walked only	1	74
Beelbangera			4
Beelbangera	(Other)	1	3
Beelbangera	Bicycle	1	3
Beelbangera	Car as driver	1	153
Beelbangera	Car as passenger	1	6
Beelbangera	Motorbike scooter	1	3
Beelbangera	Truck	1	3
Beelbangera	Walked only	1	4
Beemunnel	Car as driver	1	3
Bega			18
Bega	(Other)	1	7
Bega	Bicycle	1	14
Bega	Bus	1	5
Bega	Car as driver	1	1186
Bega	Car as passenger	1	101
Bega	Motorbike scooter	1	8
Bega	Other two methods	2	8
Bega	Train	1	4
Bega	Truck	1	33
Bega	Walked only	1	156
Beggan Beggan			5
Beggan Beggan	Car as driver	1	33
Beggan Beggan	Truck	1	3
Belanglo	Car as driver	1	6
Belbora	Car as driver	1	32
Belfield			31
Belfield	(Other)	1	14
Belfield	Bicycle	1	5
Belfield	Bus	1	62
Belfield	Car as driver	1	1726
Belfield	Car as passenger	1	137
Belfield	Motorbike scooter	1	14
Belfield	Other two methods	2	16
Belfield	Taxi	1	5
Belfield	Train	1	230
Belfield	Train and two other methods	3	21
Belfield	Truck	1	42
Belfield	Walked only	1	33
Belford	Car as driver	1	61
Belford	Truck	1	3
Belford	Walked only	1	4
Belfrayden	Car as driver	1	5
Belgravia	Car as driver	1	50
Belimbla Park	Car as driver	1	205
Belimbla Park	Car as passenger	1	12
Belimbla Park	Motorbike scooter	1	3
Belimbla Park	Other two methods	2	3
Belimbla Park	Truck	1	10
Belimbla Park	Walked only	1	4
Bell (NSW)	Car as driver	1	8
Bella Vista			30
Bella Vista	(Other)	1	21
Bella Vista	Bicycle	1	8
Bella Vista	Bus	1	426
Bella Vista	Car as driver	1	2587
Bella Vista	Car as passenger	1	155
Bella Vista	Motorbike scooter	1	7
Bella Vista	Other two methods	2	18
Bella Vista	Taxi	1	5
Bella Vista	Train	1	121
Bella Vista	Train and two other methods	3	24
Bella Vista	Truck	1	13
Bella Vista	Walked only	1	78
Bellambi			29
Bellambi	(Other)	1	3
Bellambi	Bicycle	1	12
Bellambi	Bus	1	29
Bellambi	Car as driver	1	942
Bellambi	Car as passenger	1	82
Bellambi	Motorbike scooter	1	10
Bellambi	Other two methods	2	14
Bellambi	Taxi	1	3
Bellambi	Train	1	56
Bellambi	Truck	1	17
Bellambi	Walked only	1	31
Bellangry	(Other)	1	3
Bellangry	Car as driver	1	29
Bellangry	Motorbike scooter	1	4
Bellangry	Walked only	1	3
Bellata	(Other)	1	7
Bellata	Car as driver	1	79
Bellata	Truck	1	6
Bellata	Walked only	1	13
Bellawongarah	Car as driver	1	25
Bellbird			10
Bellbird	(Other)	1	5
Bellbird	Car as driver	1	569
Bellbird	Car as passenger	1	44
Bellbird	Other two methods	2	3
Bellbird	Truck	1	14
Bellbird	Walked only	1	5
Bellbird Heights			3
Bellbird Heights	(Other)	1	3
Bellbird Heights	Bus	1	3
Bellbird Heights	Car as driver	1	258
Bellbird Heights	Car as passenger	1	12
Bellbird Heights	Walked only	1	4
Bellbrook			3
Bellbrook	Car as driver	1	35
Bellbrook	Walked only	1	4
Bellevue Hill			59
Bellevue Hill	(Other)	1	32
Bellevue Hill	Bicycle	1	65
Bellevue Hill	Bus	1	238
Bellevue Hill	Car as driver	1	2416
Bellevue Hill	Car as passenger	1	185
Bellevue Hill	Ferry	1	117
Bellevue Hill	Motorbike scooter	1	85
Bellevue Hill	Other two methods	2	39
Bellevue Hill	Taxi	1	38
Bellevue Hill	Train	1	451
Bellevue Hill	Train and two other methods	3	49
Bellevue Hill	Truck	1	19
Bellevue Hill	Walked only	1	276
Bellimbopinni	Car as driver	1	27
Bellimbopinni	Car as passenger	1	3
Bellimbopinni	Walked only	1	3
Bellingen			20
Bellingen	(Other)	1	4
Bellingen	Bicycle	1	13
Bellingen	Bus	1	3
Bellingen	Car as driver	1	866
Bellingen	Car as passenger	1	73
Bellingen	Other two methods	2	6
Bellingen	Taxi	1	4
Bellingen	Truck	1	10
Bellingen	Walked only	1	114
Bellmount Forest	Car as driver	1	42
Bellmount Forest	Walked only	1	4
Belltrees	Car as driver	1	12
Belmont (NSW)			22
Belmont (NSW)	(Other)	1	11
Belmont (NSW)	Bicycle	1	7
Belmont (NSW)	Bus	1	38
Belmont (NSW)	Car as driver	1	2041
Belmont (NSW)	Car as passenger	1	113
Belmont (NSW)	Motorbike scooter	1	14
Belmont (NSW)	Other two methods	2	14
Belmont (NSW)	Train	1	5
Belmont (NSW)	Truck	1	20
Belmont (NSW)	Walked only	1	81
Belmont North			11
Belmont North	(Other)	1	9
Belmont North	Bicycle	1	9
Belmont North	Bus	1	29
Belmont North	Car as driver	1	2055
Belmont North	Car as passenger	1	136
Belmont North	Motorbike scooter	1	14
Belmont North	Other two methods	2	13
Belmont North	Taxi	1	3
Belmont North	Train and two other methods	3	6
Belmont North	Truck	1	22
Belmont North	Walked only	1	33
Belmont South			7
Belmont South	Bicycle	1	3
Belmont South	Bus	1	11
Belmont South	Car as driver	1	312
Belmont South	Car as passenger	1	21
Belmont South	Other two methods	2	4
Belmont South	Truck	1	8
Belmont South	Walked only	1	11
Belmore			64
Belmore	(Other)	1	35
Belmore	Bicycle	1	14
Belmore	Bus	1	77
Belmore	Car as driver	1	2813
Belmore	Car as passenger	1	227
Belmore	Ferry	1	3
Belmore	Motorbike scooter	1	18
Belmore	Other two methods	2	22
Belmore	Taxi	1	16
Belmore	Train	1	916
Belmore	Train and two other methods	3	31
Belmore	Tram includes light rail	1	4
Belmore	Truck	1	45
Belmore	Walked only	1	138
Belmore River			11
Belmore River	Car as driver	1	75
Belmore River	Car as passenger	1	3
Belmore River	Truck	1	4
Belmore River	Walked only	1	4
Beloka	Car as driver	1	8
Belrose			32
Belrose	(Other)	1	11
Belrose	Bicycle	1	15
Belrose	Bus	1	383
Belrose	Car as driver	1	2444
Belrose	Car as passenger	1	132
Belrose	Motorbike scooter	1	35
Belrose	Other two methods	2	17
Belrose	Taxi	1	6
Belrose	Train	1	8
Belrose	Train and two other methods	3	9
Belrose	Truck	1	30
Belrose	Walked only	1	68
Bemboka			4
Bemboka	(Other)	1	3
Bemboka	Bus	1	3
Bemboka	Car as driver	1	132
Bemboka	Car as passenger	1	4
Bemboka	Truck	1	7
Bemboka	Walked only	1	3
Ben Bullen	Car as driver	1	31
Ben Lomond (NSW)	(Other)	1	3
Ben Lomond (NSW)	Car as driver	1	27
Ben Lomond (NSW)	Other two methods	2	4
Ben Lomond (NSW)	Truck	1	3
Ben Lomond (NSW)	Walked only	1	7
Benandarah	Car as driver	1	34
Benandarah	Walked only	1	3
Bendalong	Car as driver	1	13
Bendalong	Walked only	1	9
Bendemeer			3
Bendemeer	(Other)	1	4
Bendemeer	Bus	1	4
Bendemeer	Car as driver	1	131
Bendemeer	Car as passenger	1	14
Bendemeer	Truck	1	5
Bendemeer	Walked only	1	9
Bendick Murrell			3
Bendick Murrell	Car as driver	1	41
Bendolba	Car as driver	1	45
Bendolba	Walked only	1	3
Bendoura	Car as driver	1	19
Benerembah			3
Benerembah	Car as driver	1	29
Benerembah	Truck	1	3
Benerembah	Walked only	1	3
Bengalla	Car as driver	1	7
Benolong	Car as driver	1	11
Bensville			8
Bensville	(Other)	1	3
Bensville	Bicycle	1	3
Bensville	Bus	1	3
Bensville	Car as driver	1	849
Bensville	Car as passenger	1	44
Bensville	Ferry	1	3
Bensville	Motorbike scooter	1	5
Bensville	Other two methods	2	6
Bensville	Train	1	58
Bensville	Train and two other methods	3	16
Bensville	Truck	1	17
Bensville	Walked only	1	9
Bentley (NSW)	Car as driver	1	52
Bentley (NSW)	Car as passenger	1	5
Bentley (NSW)	Truck	1	4
Berala			39
Berala	(Other)	1	17
Berala	Bicycle	1	9
Berala	Bus	1	15
Berala	Car as driver	1	1967
Berala	Car as passenger	1	216
Berala	Motorbike scooter	1	3
Berala	Other two methods	2	23
Berala	Taxi	1	9
Berala	Train	1	857
Berala	Train and two other methods	3	13
Berala	Truck	1	29
Berala	Walked only	1	75
Berambing	Car as driver	1	29
