SSC_NAME16	unemployment
Toowong	8.2
Toowoomba City	12.1
Top Camp	3.2
Topaz	11.6
Torbanlea	16.5
Torquay (Qld)	14.6
Torrington (Qld)	3.7
Towen Mountain	2
Towers Hill	12.9
Townsville City	6.4
Townview	7.1
Traveston	6.2
Trebonne	1.4
Trinity Beach	6.5
Trinity Park	6.2
Trunding	3.2
Tuan	11.4
Tuchekoi	3.5
Tugun	6.1
Tully	5.9
Tully Heads	7.9
Tummaville	9.4
Tumoulin	16.7
Tungamull	9.1
Turkey Beach	7
Twin Waters	6.7
Two Mile	10.3
Ugar Island	25.9
Umagico	21.8
Underwood (Qld)	7.4
Undullah	47.6
Upper Barron	6.5
Upper Brookfield	5.6
Upper Caboolture	7.2
Upper Coomera	7.4
Upper Daradgee	5.3
Upper Flagstone	4.1
Upper Freestone	7
Upper Haughton	10
Upper Kedron	5.5
Upper Lockyer	5.6
Upper Mount Gravatt	9.8
Upper Pilton	9.1
Upper Tenthill	6.7
Upper Yarraman	11.1
Urangan	12.1
Urraween	9.6
Utchee Creek	6.9
Valdora	9.1
Vale View	2.2
Valentine Plains	4.1
Valkyrie	11.9
Valley Of Lagoons	11.1
Varsity Lakes	7.1
Vasa Views	4.4
Ventnor (Qld)	30
Veresdale	6.1
Veresdale Scrub	3.1
Vernor	6.7
Verrierdale	8.5
Veteran	5.4
Victoria Plains	3.3
Victoria Plantation	6.3
Victoria Point (Qld)	5.8
Victory Heights (Qld)	8.9
Villeneuve	8.2
Vincent	13.9
Virginia (Qld)	4.2
Wacol	12.4
Wakerley	4.4
Walkamin	4.4
Walkers Point	8.3
Walkerston	6.2
Walkervale	14.4
Wallangarra	23.1
Wallaville	12.1
Walligan	10.8
Walloon	4.8
Wallumbilla	2.7
Walterhall	32.1
Wamuran	5.4
Wamuran Basin	4.7
Wandal	7.6
Wandoan	2.4
Wangan	6.5
Wanora	8.5
Warana	7.6
Warner	4.9
Warra	5.9
Warraber Islet	9.8
Warrubullen	12
Warwick (Qld)	7.4
Washpool (Qld)	6.5
Watalgan	15
Waterford (Qld)	7.2
Waterford West	11.1
Waterloo (Qld)	16.4
Watsonville	26.6
Wattle Camp	12.2
Wattle Grove (Qld)	6.5
Waugh Pocket	13
Wavell Heights	4.7
Webb	13.1
Welcome Creek	6.5
Wellcamp	3.6
Wellesley Islands	24.3
Wellington Point	5.2
Weranga	14.7
West End (Brisbane - Qld)	6.4
West End (Townsville - Qld)	10.3
West Gladstone	14
West Ipswich	12.8
West Mackay	7.9
West Rockhampton	10.1
West Stowe	9
West Woombye	7.5
Westbrook (Qld)	4.2
Westcourt	11.6
Westlake	5.7
Westwood (Qld)	5.6
Weyba Downs	8.5
White Patch	4.5
White Rock (Cairns - Qld)	9
Whiteside	3.6
Whitfield (Qld)	6.5
Whitsundays	1.3
Whyanbeel	5.7
Widgee	7.3
Widgee Crossing South	20
Wights Mountain	2.8
Wilkesdale	8.3
Willawong	10.9
Willow Vale (Qld)	7.3
Willowbank	6.4
Willows	15.2
Wilson Valley	23.1
Wilsons Pocket	3.4
Wilsonton	6.9
Wilsonton Heights	11.8
Wilston	4.9
Windaroo	5.2
Windermere (Qld)	12
Windsor (Qld)	6.3
Winfield	10.7
Winston	5.5
Winton (Qld)	4.3
Winya	10.3
Wishart (Qld)	6.3
Withcott	3.5
Witheren	3.9
Witta	7.9
Wivenhoe Pocket	4.1
Wolfang	7.1
Wolffdene	8
Wolvi	8.5
Womalilla	12.5
Womina	4.6
Wonbah	16.7
Wondai	7.1
Wondecla	7.3
Wondunna	5.6
Wonga Beach	8.4
Wongabel	8.5
Wongaling Beach	7.3
Wongawallan	5.5
Wonglepong	3.2
Woocoo	11.1
Woodbury (Qld)	7
Woodend (Qld)	10.7
Wooderson	11.9
Woodford (Qld)	6.8
Woodgate	9.7
Woodhill (Qld)	1.9
Woodlands (Qld)	6.3
Woodmillar	7.4
Woodridge (Qld)	19.1
Woodstock (Qld)	4.8
Woodwark	4.8
Woody Point	9.1
Woolloongabba	9.1
Woolmar	3.7
Woolmer	10.3
Woolooga	7.5
Wooloowin	5.6
Woombye	6.8
Woondum	25
Woongarra	7.8
Woongoolba	3.5
Woopen Creek	4.8
Woorabinda	18.1
Woorim	12.7
Wooroolin	2.5
Wootha	7.1
Woree	12
Worongary	6.5
Wowan	3.9
Wrights Creek (Qld)	5.9
Wujal Wujal	29.3
Wulguru	9.2
Wulkuraka	8.5
Wurdong Heights	8.5
Wurtulla	6.3
Wynnum	6.7
Wynnum West	6.5
Wyreema	7.3
Yabulu	15.9
Yalboroo	4.5
Yamanto	5.6
Yandaran	14.3
Yandina	6.6
Yandina Creek	5.9
Yangan	5.8
Yaroomba	6.3
Yarrabah	45.5
Yarrabilba	6.3
Yarraman (Qld)	12.5
Yarranlea	5.7
Yarwun	18.5
Yatala	6
Yeerongpilly	5.8
Yelarbon	10.3
Yengarie	6.1
Yeppoon	9.3
Yeronga	6.9
Yerra	5.6
Yorkeys Knob	8
Yowah	10.5
Yugar	2.1
Yuleba	8.6
Yuleba South	20
Yungaburra	3.9
Zillmere	9
Zilzie	12.2
No usual address (Qld)	24.2
Migratory - Offshore - Shipping (Qld)	5.9
Aberfoyle Park	6.2
Adelaide	13.8
Agery	6.1
Alawoona	25
Albert Park (SA)	7.1
Alberton (SA)	8.4
Aldgate	4.8
Aldinga	5.4
Aldinga Beach	8.9
Alford	3.8
Allenby Gardens	6
Allendale East	4.7
Allendale North	8.3
Alma (SA)	10.3
Altona (SA)	4.8
Amata	54.2
American River	5.6
Anangu Pitjantjatjara Yankunytjatjara	4.2
Andamooka	10
Andrews Farm	10.7
Angas Valley	13.6
Angaston	2.9
Angle Park	11.2
Angle Vale	5.4
Annadale	16.7
Ardrossan	8.5
Armagh	3.4
Arno Bay	1.9
Ascot Park	8.5
Ashbourne (SA)	6.1
Ashford (SA)	5.3
Ashton	6.3
Athelstone	5.6
Athol Park	11.8
Auburn (SA)	2.7
Auldana	4.4
Avoca Dell	3.9
Balaklava	5.6
Balgowan (SA)	10.7
Balhannah	4.9
Bangor (SA)	10.7
Banksia Park	6.6
Barabba	4.3
Barmera	7.1
Baroota	9.1
Basket Range	2.9
Baudin Beach	25
Beachport	5.3
Beaufort (SA)	10.3
Beaumont (SA)	4
Bedford Park	18.9
Belair	5.2
Bellevue Heights	5.1
Belvidere	4.3
Berri	8.2
Bethany	3.5
Bethel	8.3
Beulah Park	5
Beverley (SA)	6.9
Bibaringa	2.9
Birchmore	27.8
Birdwood (SA)	4.3
Birkenhead	7.7
Black Forest	6.9
Blackfellows Caves	9.4
Blackwood (SA)	5.5
Blair Athol (SA)	15.1
Blakeview	9.3
Blakiston	3.5
Blanchetown	6.6
Blewitt Springs	7
Blyth	5
Bolivar	11.8
Booborowie	10.8
Booleroo Centre	1.2
Bordertown	2.9
Boston	4.2
Bowden	5.6
Bowhill	4.8
Bradbury (SA)	3
Brahma Lodge	15
Bramfield	23.5
Bridgewater (SA)	4.7
Brighton (SA)	4.8
Brinkworth	12.2
Broadview	6.5
Brompton	8.6
Brooklyn Park	10
Brownlow Ki	5.8
Brukunga	5.7
Buchfelde	7.5
Buckland Park	3.3
Bugle Ranges	3.8
Bull Creek (SA)	14.1
Bungama	5.9
Burdett	11.4
Burnside (SA)	5
Burra (SA)	4.7
Burrungule	4.8
Burton (SA)	9.8
Bute	8.8
Butler (SA)	8.1
Cadell	5.2
Callington	6.1
Caloote	4.1
Caltowie	5.5
Cambrai	7
Camden Park (SA)	8.4
Campbelltown (SA)	8.5
Cape Jervis	3.4
Carey Gully	2.2
Caroline	30
Carpenter Rocks	9.7
Carrickalinga	9.7
Caurnamont	15
Ceduna	3
Ceduna Waters	4.5
Chaffey	5.3
Chandlers Hill	3.4
Chapel Hill (SA)	8.6
Charleston	3.5
Cheltenham (SA)	7.7
Cherry Gardens	3.7
Cherryville	4.5
Christie Downs	14.9
Christies Beach	11
Clapham	3.7
Clare (SA)	3.5
Clarence Gardens	6.2
Clarence Park	6.3
Clarendon (SA)	7.4
Clayton Bay	11.5
Clearview	9.7
Cleve	2.1
Clinton (SA)	6.3
Clovelly Park	8.9
Cobdogla	7.2
Cockatoo Valley	3.8
Cockburn	10
Coffin Bay	9.6
College Park	5.6
Collinswood	7.9
Colonel Light Gardens	3.9
Commissariat Point	10
Compton	2.8
Concordia	6.4
Coober Pedy	9.9
Coobowie	3.8
Cooke Plains	10
Cooltong	4
Coomunga	4.7
Coonalpyn	3.1
Coonamia	6
Copley (SA)	41.9
Corny Point	6.3
Coromandel East	3.4
Coromandel Valley	5
Coulta	6
Cowandilla	10.9
Cowell	7.3
Cowirra	14.9
Crafers	4.4
Crafers West	4.9
Craigburn Farm	4.2
Craigmore	8.8
Crescent	2.7
Cromer (SA)	9.6
Croydon (SA)	7.9
Croydon Park (SA)	12.9
Crystal Brook (SA)	6.7
Cudlee Creek	5
Cumberland Park	5.5
Cummins	3.1
Curramulka	3.2
Currency Creek	3.2
Cygnet River	9.8
Darlington (SA)	7
Davenport (SA)	66.7
Daveyston	8.6
Davoren Park	23.9
Daw Park	6.5
Dawesley	2
Delamere (SA)	3.9
Denial Bay	5.3
Dernancourt	6.2
Devon Park (SA)	10.6
Dingabledinga	8.6
Direk	8.4
Donovans	10.8
Dover Gardens	7.4
Dry Creek (SA)	24.1
Dublin	8.8
Dudley Park (SA)	13.8
Dulwich	5.8
Dutton	10.4
East Moonta	5.1
Eastwood (SA)	5.7
Ebenezer (SA)	6.7
Echunga	3.7
Eden Hills	6.4
Eden Valley	4.8
Edillilie	3.9
Edinburgh	1.3
Edithburgh	5.8
Edwardstown	9.9
Eight Mile Creek (SA)	4.3
Elizabeth	22.3
Elizabeth Downs	20.4
Elizabeth East	18.8
Elizabeth Grove	20
Elizabeth North	23.3
Elizabeth Park	19.1
Elizabeth South	26.2
Elizabeth Vale	19.9
Elliston	5.5
Emu Flat (SA)	7
Encounter Bay	7
Enfield (SA)	10.6
Erindale	3.5
Ethelton	7.3
Ettrick (SA)	10
Eudunda	10.2
Euromina	100
Evandale (SA)	6.6
Evanston	12.7
Evanston Gardens	10.5
Evanston Park	7.1
Evanston South	4
Everard Park	7.5
Exeter (SA)	6.5
Fairview Park	5.8
Farrell Flat	4.1
Felixstow	8.1
Ferryden Park	10.5
Findon	9.2
Finniss	2.1
Firle	7.7
Fischer	9.7
Fisher (SA)	18.8
Fisherman Bay	10
Fitzroy (SA)	4.6
Flagstaff Hill	5.8
Flaxley	3.1
Flaxman Valley	2.2
Flinders Park	5.6
Flinders Ranges	6.5
Forest Range	4
Forestville (SA)	6.5
Forreston	5.9
Freeling	4.6
Frewville	9.1
Fulham (SA)	5.6
Fulham Gardens	5.9
Fullarton	6.8
Furner	4.2
Gawler (SA)	9.6
Gawler Belt	5.2
Gawler East	6.9
Gawler River	5.1
Gawler South	10.2
Gawler West	12.9
Georgetown (SA)	5.7
Gepps Cross	12.2
Geranium	5.3
Gerard	44.4
Gilberton (SA)	6.7
Gilles Plains	9.8
Gillman	7
Gladstone (SA)	8.8
Glandore	6.9
Glanville	10.4
Glen Osmond	5.6
Glenalta	4
Glenburnie	2
Glencoe (SA)	5.6
Glenelg (SA)	8.3
Glenelg East	5
Glenelg North	5.9
Glenelg South	6.4
Glengowrie	5.4
Glenside	9.8
Glenunga	6.8
Globe Derby Park	9.9
Glossop	4.5
Glynde	7.8
Golden Grove	5.9
Golden Heights	2.5
Goodwood (SA)	5.2
Goolwa	8.5
Goolwa Beach	9
Goolwa North	6.8
Goolwa South	6.5
Gould Creek	4
Grange (SA)	5.1
Green Fields	6.8
Greenacres	9.7
Greenhill (SA)	3.3
Greenock	4.9
Greenwith	5.4
Gulfview Heights	6
Gulnare	7.5
Gumeracha	3.5
Hackham	9.7
Hackham West	14.3
Hackney	9.2
Hahndorf	4
Halbury	6.4
Hallett	7.2
Hallett Cove	6.1
Hamilton (SA)	7
Hamley Bridge	10.7
Hampstead Gardens	7.1
Happy Valley (SA)	6.3
Hardwicke Bay	6.8
Harrogate	3.3
Hartley (SA)	8
Hatherleigh	10.3
Hawker (SA)	6.6
Hawson	4.7
Hawthorn (SA)	6.2
Hawthorndene	5.9
Hayborough	8.2
Hazelwood Park	5.6
Heathfield	4.7
Heathpool	7
Hectorville	8.4
Hendon (SA)	8.1
Henley Beach	5.3
Henley Beach South	6.6
Hewett	4.6
Highbury (SA)	6.3
Highgate (SA)	6
Highland Valley	5.8
Hillbank	6.6
Hillcrest (SA)	7.8
Hillier	6.7
Hilton (SA)	8.7
Hindmarsh (SA)	17.2
Hindmarsh Island	6.2
Hindmarsh Tiers	6.4
Hindmarsh Valley	4.7
Holden Hill	9
Hope Forest	9.1
Hope Valley (SA)	7.4
Houghton	2.4
Hove	5.4
Humbug Scrub	3.6
Huntfield Heights	11.1
Hyde Park (SA)	5
Ingle Farm	10
Inglewood (SA)	5.2
Inman Valley	1.8
Iron Knob	21.6
Ironbank	3.8
Iwantja	7.8
James Well	33.3
Jamestown	2.9
Jerusalem	3
Jervois	2.8
Joslin	6.9
Jupiter Creek	2
Kadina	7.4
Kalangadoo	10
Kalbeeba	6.8
Kaltjiti	9.5
Kangarilla	4.1
Kangaroo Flat (SA)	4.9
Kangaroo Head	33.3
Kanmantoo	3.4
Kanpi	45.5
Kapunda	7.6
Karcultaby	30.8
Karoonda	6.8
Keith	2
Kensington (SA)	7.7
Kensington Gardens	6.4
Kensington Park	6.1
Kent Town	8.3
Kenton Valley	5
Keppoch	7.9
Kersbrook	4
Keswick	13.1
Keyneton	1.8
Kidman Park	6.1
Kilburn	16.2
Kilkenny	9.5
Kimba	2
Kings Park (SA)	7.9
Kingscote	5.9
Kingsford (SA)	15
Kingston On Murray	9
Kingston Park	6.6
Kingston Se	4
Kingswood (SA)	5.9
Klemzig	8.1
Kongorong	2.5
Koolunga	3.2
Koonibba	16.7
Korunye	8.5
Kudla	7.7
Kuitpo	10.5
Kulpara	10.7
Kurralta Park	10.7
Lameroo	4.2
Langhorne Creek	2.4
Largs Bay	5.5
Largs North	6.4
Laura (SA)	3.6
Leabrook	5
Leasingham	4.4
Leigh Creek (SA)	5.9
Leighton	19
Lenswood	4.1
Lewiston	7.5
Linden Park	8.2
Lipson	6.1
Littlehampton	5.2
Lobethal	5.1
Lochiel (SA)	5.4
Lock	4.4
Lockleys	4.9
Long Plains	8.8
Longwood (SA)	1.8
Louth Bay	5.4
Loveday	6.8
Lowan Vale	11.1
Lower Broughton	12
Lower Hermitage	4.5
Lower Inman Valley	6.8
Lower Light	6.1
Lower Mitcham	4.9
Loxton	4.6
Loxton North	5
Lucindale	3.3
Lyndhurst (SA)	23.1
Lyndoch	5.6
Lynton	5.6
Lyrup	5.6
Macclesfield (SA)	4.4
Macdonald Park	6.1
Macgillivray	4.8
Magill	7
Maitland (SA)	6.7
Makin	37.5
Mallala	4.7
Malvern (SA)	5.7
Manningham	6.3
Mannum	6.9
Manoora (SA)	4.5
Mansfield Park	12.5
Marama	9.4
Marananga	5.6
Marden	7.2
Marino	6.5
Marion	7.6
Marion Bay (SA)	6.8
Marla	11.4
Marleston	7.1
Marryatville	6.5
Maslin Beach	7.1
Mawson Lakes	7.9
Maylands (SA)	5
McCracken	8.5
McLaren Flat	2.4
McLaren Vale	6
Meadows	3.6
Medindie	4
Medindie Gardens	5.4
Melrose (SA)	2.3
Melrose Park (SA)	6.7
Meningie	4.5
Middleton (SA)	5.9
Mil-Lel	2.5
Milang	7.9
Mile End	7.4
Mile End South	38.5
Millbrook (SA)	4.3
Millicent	7.5
Millswood	4.7
Miltalie	9.7
Minlaton	5.1
Mintaro	5.8
Miranda (SA)	11.5
Mitcham (SA)	4.6
Mitchell Park (SA)	9.8
Moana	6.2
Moculta	7.1
Modbury	10.1
Modbury Heights	5.9
Modbury North	6.5
Monarto	5.3
Monarto South	4.1
Monash (SA)	4.7
Montacute	8.2
Monteith	5.2
Moonta	14.7
Moonta Bay	7.8
Moonta Mines	4.1
Moorak	3.5
Moorook	3.7
Moppa	7
Morgan	9
Morphett Vale	9.2
Morphettville	8.5
Mount Barker (SA)	6.4
Mount Benson	4.1
Mount Burr	11.9
Mount Compass	5.9
Mount Crawford	5.9
Mount Dutton Bay	27.8
Mount Gambier	6.8
Mount George (SA)	3.8
Mount Jagged	3.7
Mount Light	4.6
Mount Osmond	3.2
Mount Pleasant (SA)	6.3
Mount Schank	2.2
Mount Serle	20
Mount Torrens	3.4
Mullaquana	6.8
Mundic Creek	20
Mundoora	11.3
Mundulla	2.7
Munno Para	13.5
Munno Para Downs	10.7
Munno Para West	8.9
Murbko	8.6
Murdinga	18.9
Murputja	39.3
Murray Bridge	10.8
Murray Bridge East	4
Murray Bridge South	3
Mylor	3.7
Mypolonga	3.2
Myponga	5
Myrtle Bank (SA)	4.8
Nailsworth	5
Nairne	5
Nangkita	4.9
Nangwarry	5.4
Napperby	9.1
Naracoorte	5
Narridy	7.7
Narrung (SA)	15.5
Nelshaby	9
Nepean Bay	6
Netherby (SA)	4
Netley	7.6
New Port	5.3
New Residence	7.5
New Town (SA)	9.9
Newton	6
Nildottie	4.1
Noarlunga Centre	9.1
Noarlunga Downs	10
Nora Creina	16.7
Normanville (SA)	9.1
North Adelaide	8.3
North Beach (SA)	5
North Brighton	4
North Haven (SA)	6.2
North Moonta	3.4
North Plympton	6.1
North Shields	7
North Yelta	75
Northern Heights	9.3
Northfield	10.1
Northgate (SA)	5.6
Norton Summit	1.6
Norwood (SA)	6.8
Novar Gardens	6.1
Nuriootpa	4.5
O'Halloran Hill	5.1
O'Sullivan Beach	11.9
Oakbank	3.6
Oakden	7.6
Oaklands Park	10.5
Ob Flat	1.2
Old Noarlunga	6.3
Old Reynella	6.1
One Tree Hill	2.2
Onkaparinga Hills	5
Oodnadatta	4.8
Orroroo	4.6
Osborne (SA)	7.7
Ottoway	11.9
Ovingham	6.6
Owen	7.4
Padthaway	5.4
Paechtown	4.5
Pages Flat	3.3
Palmer (SA)	6.7
Panorama	5.5
Para Hills	8.5
Para Hills West	10.3
Para Vista	9.6
Paracombe	4.9
Paradise (SA)	7.5
Parafield Gardens	10.5
Paralowie	10.3
Parham	4.5
Paringa	5
Paris Creek	5.1
Park Holme	7.9
Parkside (SA)	5
Parrakie	7.1
Pasadena	7.5
Paskeville	10.8
Pata	11.1
Payneham	6.9
Payneham South	6.7
Peebinga	14.3
Pelican Point (SA)	16.7
Penfield	5.7
Penfield Gardens	8.3
Penneshaw	7.6
Pennington	10.7
Penola	4.4
Penong	6.1
Penrice	2.1
Perponda	8.1
Peterborough (SA)	15.4
Peterhead	8.5
Pewsey Vale	5.5
Piccadilly (SA)	6.2
Pine Point	9.7
Pinery	6.9
Pinkawillinie	13.3
Pinnaroo	2.5
Pipalyatjara	39.2
Plympton	8.3
Plympton Park	8.3
Point Pass	6.4
Point Pearce	26.1
Point Turton	6.5
Pompoota	11.5
Ponde	8.8
Poonindie	3.8
Pooraka	10.3
Port Adelaide	10.1
Port Augusta	11.2
Port Augusta West	7.9
Port Bonython	80
Port Broughton	5
Port Davis	75
Port Elliot	5.9
Port Gawler	7
Port Germein	9.7
Port Hughes	6
Port Julia	16.7
Port Kenny	12.1
Port Lincoln	6.4
Port Macdonnell	5.4
Port Mannum	3.5
Port Moorowie	13
Port Neill	12.4
Port Noarlunga	9.1
Port Noarlunga South	7.3
Port Paterson	18.2
Port Pirie	15.2
Port Pirie South	9.5
Port Pirie West	18
Port Rickaby	23.1
Port Victoria	9.4
Port Vincent	7.4
Port Wakefield	7.8
Port Willunga	10.7
Price	9.7
Prospect (SA)	6.9
Prospect Hill	7.9
Pukatja	5.6
Punthari	10.7
Pyap	6.1
Queenstown (SA)	8.5
Quorn	7.2
Ramco	5.2
Ramco Heights	10
Red Creek	4.4
Redbanks	14.1
Redhill	9.4
Redwood Park	5.8
Reid (SA)	6.5
Rendelsham	3.1
Renmark	10.1
Renmark North	4.7
Renmark South	3
Renmark West	4.2
Renown Park	12.5
Reynella	8.7
Reynella East	7
Rhynie	5.3
Richmond (SA)	7.5
Ridgehaven	7.5
Ridleyton	6.2
Risdon Park	11.2
Risdon Park South	8.2
Riverglades	5.7
Riverglen	21.4
Riverton (SA)	3.6
Robe	2.8
Robertstown	5.1
Rockleigh	4.5
Rocky Camp	5.2
Rocky Gully (SA)	4.3
Rose Park	7.3
Rosedale (SA)	2.7
Rosetown	9.9
Rosewater	11
Roseworthy	5.5
Rosslyn Park	7.1
Rostrevor	7.1
Roxby Downs	3.5
Royal Park	8.5
Royston Park	6
Rudall	6.8
Saddleworth	5.9
Salisbury (SA)	15.1
Salisbury Downs	11.9
Salisbury East	10.9
Salisbury Heights	6.4
Salisbury North	14.1
Salisbury Park	8.7
Salisbury Plain	8.9
Sampson Flat	4.5
Sanderston	8.1
Sandy Creek (SA)	5.8
Scott Creek	3.4
Seacliff	3.5
Seacliff Park	5.5
Seacombe Gardens	7.5
Seacombe Heights	5.6
Seaford (SA)	8.4
Seaford Meadows	8.6
Seaford Rise	7.2
Seaton (SA)	8.2
Seaview Downs	4.5
Sebastopol (SA)	17.9
Second Valley	6.2
Sedan	7.9
Seddon (SA)	5.8
Sefton Park	7.6
Sellicks Beach	8
Sellicks Hill	4.7
Semaphore	7.2
Semaphore Park	7.6
Semaphore South	7.1
Seppeltsfield	3.6
Sevenhill	6.2
Shea-Oak Log	10
Sheidow Park	5
Silverton (SA)	23.1
Skye (SA)	2.1
Sleaford	10.3
Smithfield (SA)	17.3
Smithfield Plains	21.4
Smoky Bay	2.9
Snowtown	7.1
Solomontown	17.5
Somerton Park	5.5
South Brighton	6.1
South Plympton	7.6
Southend	5
Spalding (SA)	6.6
Springfield (SA)	4.5
Springton	6.3
St Agnes (SA)	6.7
St Clair (SA)	7.1
St Georges	6
St Kilda (SA)	11.8
St Kitts	11.5
St Marys (SA)	9.5
St Morris	7.2
St Peters (SA)	5.5
Stanley Flat	3.2
Stansbury	5.9
Steinfeld	33.3
Stepney	4.8
Stirling (SA)	4.8
Stirling North	6.5
Stockport	12
Stockwell	3.3
Stonyfell	4.9
Strathalbyn (SA)	5.5
Streaky Bay	5.3
Sturt (SA)	8.6
Summertown	2.2
Sunlands	6.7
Sunnybrae	11.5
Sunnyside (SA)	7.4
Surrey Downs	6
Suttontown	0.9
Swan Reach (SA)	8.4
Tailem Bend	10.2
Tantanoola	6.5
Tanunda	3.9
Taperoo	12.1
Tarcowie	13
Tarlee	7.6
Tarpeena	11
Tatachilla	2.4
Tea Tree Gully	5.2
Telowie	12.8
Templers	4.3
Tennyson (SA)	3.9
Teringie	3.3
Terowie	9.7
The Pines (SA)	20.6
The Range (SA)	3.5
Thebarton	5.9
Thevenard	4.5
Thompson Beach	8.1
Thorngate	8.7
Tiatukia	6
Tickera	4.2
Tiddy Widdy Beach	12.8
Tilley Swamp	17.6
Tintinara	2.2
Tooperang	3.1
Toorak Gardens	5.3
Torrens Park	5.4
Torrensville	8.5
Totness	7.4
Tranmere (SA)	6.4
Trinity Gardens	4.9
Trott Park	4.9
Truro	3.3
Tulka	8.3
Tumby Bay	2.3
Tungkillo	2.8
Tusmore	4.2
Two Wells	6.5
Uleybury	6
Underdale	6.3
Ungarra	4.3
Unley	6
Unley Park	4.8
Upper Hermitage	7
Upper Sturt	8
Uraidla	2.6
Urrbrae	7.1
Vale Park	6.9
Valley View	9
Verdun	2.7
Verran	5.9
Victor Harbor	7.6
Vine Vale	5.4
Virginia (SA)	7.2
Vista	5.6
Waikerie	6.3
Waitpinga	4.7
Walker Flat	8.1
Walkerville (SA)	5
Walkley Heights	5.7
Wallaroo (SA)	11.2
Wallaroo Mines	17.5
Wanbi	15
Wandearah East	4.7
Wandilo	5.9
Wangary	9.5
Wanilla	7
Warburto	9.8
Ward Belt	3.8
Warnertown	9.7
Warooka	5.5
Warradale	5.7
Wasleys	6
Waterfall Gully	4
Waterloo (SA)	8.8
Waterloo Corner	7.8
Wattle Flat (SA)	3.5
Wattle Park	6
Wayville	7
Weeroona Island	13.9
Weetulta	8.3
Welland	3.6
Wellington (SA)	8.8
Wellington East	4.8
West Beach (SA)	5.7
West Croydon	7.4
West Hindmarsh	7.2
West Lakes	4.6
West Lakes Shore	4.6
West Range	50
West Richmond	7.8
Westbourne Park	6.9
White Hill	8.3
White Sands	3.8
Whites Flat	10
Whites Valley	2.4
Whyalla	9.1
Whyalla Jenkins	6.9
Whyalla Norrie	14.7
Whyalla Playford	8.7
Whyalla Stuart	17.2
Wild Horse Plains	6.8
Willamulka	9.1
Willaston	7.2
Williamstown (SA)	6.1
Willunga	4.6
Willunga Hill	4.1
Willunga South	5.3
Willyaroo	3.9
Wilmington	7.3
Windsor (SA)	16.2
Windsor Gardens	8.1
Wingfield	14.3
Winkie	7.3
Wirrabara	5.8
Wirrina Cove	6.8
Wirrulla	5.4
Wistow	2.1
Wokurna	7.1
Wolseley	3.3
Woodchester	6.2
Woodcroft (SA)	5.7
Woodforde	4.4
Woods Point (SA)	8.4
Woodside (SA)	3.8
Woodville (SA)	6.4
Woodville Gardens	19.6
Woodville North	11.3
Woodville Park	7.5
Woodville South	6.1
Woodville West	6.8
Wool Bay	7.1
Worrolong	2.2
Wudinna	3
Wye	6.4
Wynn Vale	5.8
Wyomi	20
Yahl	4.1
Yalata	12.1
Yankalilla	6.5
Yatala Vale	5.3
Yattalunga (SA)	8.3
Yinkanie	60
Yorketown	4.1
Younghusband	4.9
Yunta	6.8
No usual address (SA)	29
Abbey	5
Acton Park (WA)	8
Albany	3.1
Alexander Heights	8.8
Alfred Cove	4.4
Alkimos	6.6
Allanson	8.9
Ambergate	7.9
Anketell	2.4
Anniebrook	8.1
Applecross	6
Ardross	6.9
Argyle (WA)	3
Armadale (WA)	14.6
Ascot (WA)	5.3
Ashby (WA)	6.4
Ashfield (WA)	10.8
Attadale	5.8
Atwell	6.7
Aubin Grove	6.1
Augusta	7.8
Australind	8.5
Aveley	7.2
Badgingarra	2.8
Bakers Hill	7.1
Balcatta	7.2
Baldivis	7.9
Balga	12
Balingup	6.8
Balkuling	42.9
Balladong	7.5
Ballajura	9
Ballidu	21.2
Bandy Creek	1.8
Bandya	17.8
Banjup	6
Banksia Grove	8.9
Barragup	8.5
Barrow Island	0.4
Baskerville	8.2
Bassendean (WA)	7.5
Bateman	8.1
Baynton (WA)	5.4
Bayonet Head	5.9
Bayswater (WA)	7
Beachlands	8.7
Beacon	5.1
Beaconsfield (WA)	8.1
Beckenham	10.2
Bedford	6.2
Bedfordale	6
Beechboro	10
Beechina	6.3
Beelerup	11.3
Beeliar	7.2
Bejoording	11.1
Beldon	7.9
Belhus	5.5
Bellevue (WA)	13.1
Belmont (WA)	8.4
Bencubbin	3.4
Benger	3.4
Benjinup	5.6
Bennett Springs	9
Bentley (WA)	17.4
Beresford	5.4
Bertram	10.7
Beverley (WA)	8.2
Bibra Lake	7.3
Bickley	5.5
Bicton	7.3
Big Grove	4.7
Bilingurr	4.8
Bindi Bindi	7.5
Bindoon	6.5
Binningup	6.4
Bluff Point	8.4
Bodallin	9.1
Boddington	7
Bokal	12.5
Bolgart	6.2
Booragoon	7.5
Boorara Brook	7.1
Bornholm	12
Boulder	7.6
Bouvard	12.1
Bovell	6
Bowelling	9.1
Boya	4
Boyanup	4.5
Boyup Brook	8.1
Brabham	6.2
Breera	37.5
Bremer Bay	2.6
Brentwood (WA)	8.6
Bridgetown	6.7
Brigadoon	4.3
Broadwater (WA)	6.1
Broadwood	3.6
Brockman	6.3
Brookdale (WA)	12.7
Brookhampton	3.2
Brookton	11.7
Broome	7.1
Broomehill Village	8.9
Brown Range	4.1
Bruce Rock	4.1
Brunswick (WA)	7.3
Buckingham (WA)	33.3
Bulgarra	5.2
Bull Creek (WA)	8.2
