SSC_NAME16	AgeStudent	Sex	students
Bellamack	5-14	F	197
Bellamack	5-14	M	191
Bellamack	15-19	F	41
Bellamack	15-19	M	45
Bellamack	20-24	F	20
Bellamack	20-24	M	15
Bellamack	25+	F	86
Bellamack	25+	M	31
Belyuen	5-14	F	9
Belyuen	5-14	M	4
Belyuen	15-19	M	3
Berrimah	0-4	M	3
Berrimah	5-14	F	46
Berrimah	5-14	M	54
Berrimah	15-19	F	44
Berrimah	15-19	M	47
Berrimah	20-24	F	6
Berrimah	20-24	M	5
Berrimah	25+	F	17
Berrimah	25+	M	5
Berry Springs	0-4	F	11
Berry Springs	0-4	M	11
Berry Springs	5-14	F	39
Berry Springs	5-14	M	48
Berry Springs	15-19	F	17
Berry Springs	15-19	M	10
Berry Springs	20-24	F	5
Berry Springs	20-24	M	3
Berry Springs	25+	F	18
Berry Springs	25+	M	9
Beswick	0-4	F	6
Beswick	0-4	M	9
Beswick	5-14	F	57
Beswick	5-14	M	42
Beswick	15-19	F	7
Beswick	15-19	M	7
Binjari	5-14	F	13
Binjari	5-14	M	31
Binjari	15-19	F	3
Birdum	5-14	F	3
Birdum	15-19	F	3
Blackmore	5-14	M	3
Blackmore	25+	M	3
Borroloola	0-4	F	7
Borroloola	0-4	M	9
Borroloola	5-14	F	66
Borroloola	5-14	M	66
Borroloola	15-19	F	4
Borroloola	15-19	M	14
Borroloola	25+	F	9
Borroloola	25+	M	8
Braitling	0-4	F	22
Braitling	0-4	M	27
Braitling	5-14	F	168
Braitling	5-14	M	190
Braitling	15-19	F	64
Braitling	15-19	M	71
Braitling	20-24	F	21
Braitling	20-24	M	14
Braitling	25+	F	93
Braitling	25+	M	49
Brinkin	0-4	F	8
Brinkin	0-4	M	5
Brinkin	5-14	F	58
Brinkin	5-14	M	53
Brinkin	15-19	F	29
Brinkin	15-19	M	30
Brinkin	20-24	F	25
Brinkin	20-24	M	54
Brinkin	25+	F	70
Brinkin	25+	M	87
Buchanan (NT)	5-14	M	3
Bulman Weemol	5-14	F	20
Bulman Weemol	5-14	M	27
Bulman Weemol	15-19	M	3
Bulman Weemol	25+	F	3
Burrundie	5-14	F	5
Burt Plain	5-14	F	8
Burt Plain	5-14	M	11
Burt Plain	15-19	M	6
Bynoe	5-14	F	3
Bynoe	5-14	M	4
Bynoe	15-19	F	7
Bynoe	25+	F	3
Calvert (NT)	5-14	F	3
Calvert (NT)	5-14	M	4
Canteen Creek	0-4	F	4
Canteen Creek	0-4	M	3
Canteen Creek	5-14	F	19
Canteen Creek	5-14	M	24
Casuarina (NT)	5-14	F	3
Casuarina (NT)	5-14	M	3
Casuarina (NT)	15-19	F	8
Casuarina (NT)	15-19	M	4
Casuarina (NT)	20-24	F	26
Casuarina (NT)	20-24	M	27
Casuarina (NT)	25+	F	29
Casuarina (NT)	25+	M	39
Ciccone	0-4	F	3
Ciccone	5-14	F	9
Ciccone	5-14	M	14
Ciccone	15-19	F	3
Ciccone	25+	F	3
Coconut Grove	0-4	F	19
Coconut Grove	0-4	M	13
Coconut Grove	5-14	F	101
Coconut Grove	5-14	M	113
Coconut Grove	15-19	F	50
Coconut Grove	15-19	M	35
Coconut Grove	20-24	F	35
Coconut Grove	20-24	M	15
Coconut Grove	25+	F	122
Coconut Grove	25+	M	84
Connellan	0-4	M	3
Connellan	5-14	F	18
Connellan	5-14	M	28
Connellan	15-19	F	5
Connellan	15-19	M	12
Connellan	20-24	M	3
Connellan	25+	F	15
Coolalinga	0-4	M	3
Coolalinga	5-14	F	11
Coolalinga	5-14	M	22
Coolalinga	15-19	F	7
Coolalinga	15-19	M	3
Coolalinga	20-24	F	7
Coolalinga	20-24	M	7
Coolalinga	25+	F	24
Coolalinga	25+	M	5
Coonawarra (NT)	5-14	F	3
Coonawarra (NT)	5-14	M	4
Coonawarra (NT)	20-24	F	3
Cossack (NT)	0-4	F	12
Cossack (NT)	0-4	M	10
Cossack (NT)	5-14	F	79
Cossack (NT)	5-14	M	94
Cossack (NT)	15-19	F	19
Cossack (NT)	15-19	M	13
Cossack (NT)	20-24	M	5
Cossack (NT)	25+	F	23
Cossack (NT)	25+	M	12
Daguragu	0-4	M	4
Daguragu	5-14	F	19
Daguragu	5-14	M	28
Daguragu	15-19	M	3
Daguragu	25+	M	3
Daly River	0-4	F	3
Daly River	0-4	M	3
Daly River	5-14	F	6
Daly River	5-14	M	6
Darwin City	0-4	F	15
Darwin City	0-4	M	13
Darwin City	5-14	F	106
Darwin City	5-14	M	104
Darwin City	15-19	F	37
Darwin City	15-19	M	24
Darwin City	20-24	F	68
Darwin City	20-24	M	50
Darwin City	25+	F	257
Darwin City	25+	M	167
Darwin River	0-4	F	3
Darwin River	0-4	M	3
Darwin River	5-14	F	47
Darwin River	5-14	M	54
Darwin River	15-19	F	9
Darwin River	15-19	M	10
Darwin River	20-24	F	3
Darwin River	25+	F	19
Darwin River	25+	M	5
Davenport (NT)	0-4	F	3
Davenport (NT)	5-14	F	6
Davenport (NT)	5-14	M	13
Delamere (NT)	5-14	M	3
Desert Springs	0-4	F	14
Desert Springs	0-4	M	16
Desert Springs	5-14	F	83
Desert Springs	5-14	M	73
Desert Springs	15-19	F	29
Desert Springs	15-19	M	35
Desert Springs	20-24	F	8
Desert Springs	20-24	M	7
Desert Springs	25+	F	54
Desert Springs	25+	M	31
Douglas-Daly	5-14	F	10
Douglas-Daly	5-14	M	3
Douglas-Daly	25+	F	8
Driver	0-4	F	24
Driver	0-4	M	22
Driver	5-14	F	170
Driver	5-14	M	197
Driver	15-19	F	66
Driver	15-19	M	50
Driver	20-24	F	27
Driver	20-24	M	13
Driver	25+	F	94
Driver	25+	M	42
Dundee Beach	0-4	F	3
Dundee Beach	5-14	F	4
Dundee Beach	5-14	M	3
Dundee Beach	15-19	F	3
Dundee Beach	25+	F	3
Dundee Downs	5-14	F	3
Dundee Downs	5-14	M	3
Dundee Forest	5-14	F	4
Durack (NT)	0-4	F	36
Durack (NT)	0-4	M	32
Durack (NT)	5-14	F	234
Durack (NT)	5-14	M	243
Durack (NT)	15-19	F	67
Durack (NT)	15-19	M	57
Durack (NT)	20-24	F	34
Durack (NT)	20-24	M	12
Durack (NT)	25+	F	135
Durack (NT)	25+	M	51
East Arm	5-14	M	3
East Arnhem	0-4	F	8
East Arnhem	0-4	M	13
East Arnhem	5-14	F	81
East Arnhem	5-14	M	85
East Arnhem	15-19	F	32
East Arnhem	15-19	M	33
East Arnhem	20-24	F	3
East Arnhem	25+	F	7
East Arnhem	25+	M	4
East Side	0-4	F	9
East Side	0-4	M	24
East Side	5-14	F	169
East Side	5-14	M	174
East Side	15-19	F	44
East Side	15-19	M	58
East Side	20-24	F	9
East Side	20-24	M	11
East Side	25+	F	122
East Side	25+	M	46
Eaton (NT)	5-14	F	6
Eaton (NT)	5-14	M	3
Eaton (NT)	15-19	M	3
Eaton (NT)	25+	F	5
Eaton (NT)	25+	M	3
Edith (NT)	5-14	F	6
Edith (NT)	5-14	M	3
Elliott (NT)	0-4	F	3
Elliott (NT)	0-4	M	7
Elliott (NT)	5-14	F	42
Elliott (NT)	5-14	M	37
Elliott (NT)	15-19	F	12
Elliott (NT)	15-19	M	3
Elliott (NT)	25+	F	3
Elsey	5-14	F	3
Emungalan	5-14	F	17
Emungalan	5-14	M	18
Emungalan	15-19	F	7
Emungalan	15-19	M	10
Emungalan	25+	F	5
Engawala	5-14	F	5
Engawala	5-14	M	15
Engawala	15-19	M	3
Eva Valley	5-14	F	3
Eva Valley	5-14	M	5
Eva Valley	25+	F	3
Fannie Bay	0-4	F	13
Fannie Bay	0-4	M	11
Fannie Bay	5-14	F	129
Fannie Bay	5-14	M	142
Fannie Bay	15-19	F	38
Fannie Bay	15-19	M	48
Fannie Bay	20-24	F	12
Fannie Bay	20-24	M	11
Fannie Bay	25+	F	74
Fannie Bay	25+	M	52
Farrar	0-4	F	21
Farrar	0-4	M	5
Farrar	5-14	F	86
Farrar	5-14	M	130
Farrar	15-19	F	26
Farrar	15-19	M	22
Farrar	20-24	F	10
Farrar	20-24	M	11
Farrar	25+	F	48
Farrar	25+	M	23
Finke	0-4	F	3
Finke	0-4	M	3
Finke	5-14	F	15
Finke	5-14	M	17
Finke	15-19	F	3
Finke	15-19	M	3
Finke	25+	F	6
Finniss Valley	5-14	M	3
Finniss Valley	25+	F	3
Florina	5-14	F	6
Florina	5-14	M	7
Florina	15-19	F	3
Fly Creek	5-14	F	6
Fly Creek	5-14	M	13
Fly Creek	15-19	F	4
Fly Creek	15-19	M	3
Fly Creek	25+	F	3
Flying Fox (NT)	5-14	M	3
Flynn (NT)	0-4	F	4
Flynn (NT)	5-14	F	5
Flynn (NT)	5-14	M	9
Freds Pass	15-19	M	3
Galiwinku	0-4	F	21
Galiwinku	0-4	M	23
Galiwinku	5-14	F	207
Galiwinku	5-14	M	256
Galiwinku	15-19	F	62
Galiwinku	15-19	M	64
Galiwinku	20-24	F	7
Galiwinku	20-24	M	3
Galiwinku	25+	F	19
Galiwinku	25+	M	10
Gapuwiyak	0-4	F	15
Gapuwiyak	0-4	M	10
Gapuwiyak	5-14	F	77
Gapuwiyak	5-14	M	58
Gapuwiyak	15-19	F	25
Gapuwiyak	15-19	M	26
Gapuwiyak	20-24	F	5
Gapuwiyak	20-24	M	9
Gapuwiyak	25+	F	28
Gapuwiyak	25+	M	16
Ghan	5-14	F	7
Gillen	0-4	F	25
Gillen	0-4	M	30
Gillen	5-14	F	281
Gillen	5-14	M	289
Gillen	15-19	F	76
Gillen	15-19	M	87
Gillen	20-24	F	32
Gillen	20-24	M	16
Gillen	25+	F	148
Gillen	25+	M	67
Girraween (NT)	0-4	F	16
Girraween (NT)	0-4	M	5
Girraween (NT)	5-14	F	107
Girraween (NT)	5-14	M	131
Girraween (NT)	15-19	F	41
Girraween (NT)	15-19	M	45
Girraween (NT)	20-24	F	10
Girraween (NT)	20-24	M	5
Girraween (NT)	25+	F	38
Girraween (NT)	25+	M	14
Gray (NT)	0-4	F	27
Gray (NT)	0-4	M	23
Gray (NT)	5-14	F	194
Gray (NT)	5-14	M	202
Gray (NT)	15-19	F	57
Gray (NT)	15-19	M	54
Gray (NT)	20-24	F	19
Gray (NT)	20-24	M	17
Gray (NT)	25+	F	79
Gray (NT)	25+	M	38
Gregory (NT)	0-4	F	3
Gregory (NT)	5-14	F	3
Gregory (NT)	5-14	M	6
Gregory (NT)	15-19	M	6
Gunbalanya	0-4	F	12
Gunbalanya	0-4	M	13
Gunbalanya	5-14	F	66
Gunbalanya	5-14	M	57
Gunbalanya	15-19	F	22
Gunbalanya	15-19	M	23
Gunbalanya	25+	F	5
Gunbalanya	25+	M	7
Gunn	0-4	F	23
Gunn	0-4	M	28
Gunn	5-14	F	213
Gunn	5-14	M	162
Gunn	15-19	F	60
Gunn	15-19	M	53
Gunn	20-24	F	33
Gunn	20-24	M	4
Gunn	25+	F	69
Gunn	25+	M	41
Gunyangara	0-4	M	5
Gunyangara	5-14	F	19
Gunyangara	5-14	M	14
Gurindji	5-14	F	3
Haasts Bluff	0-4	M	3
Haasts Bluff	5-14	F	10
Haasts Bluff	5-14	M	17
Haasts Bluff	15-19	M	3
Hale	5-14	F	4
Hale	5-14	M	3
Hart (NT)	5-14	F	6
Hart (NT)	5-14	M	8
Herbert	0-4	F	6
Herbert	0-4	M	17
Herbert	5-14	F	117
Herbert	5-14	M	127
Herbert	15-19	F	26
Herbert	15-19	M	38
Herbert	20-24	F	6
Herbert	25+	F	44
Herbert	25+	M	14
Hermannsburg	0-4	F	4
Hermannsburg	0-4	M	7
Hermannsburg	5-14	F	44
Hermannsburg	5-14	M	42
Hermannsburg	15-19	F	9
Hermannsburg	15-19	M	4
Hermannsburg	25+	F	5
Hermannsburg	25+	M	4
Holtze	5-14	F	7
Holtze	5-14	M	8
Holtze	15-19	M	4
Holtze	20-24	M	3
Holtze	25+	F	6
Holtze	25+	M	8
Howard Springs	0-4	F	16
Howard Springs	0-4	M	14
Howard Springs	5-14	F	187
Howard Springs	5-14	M	198
Howard Springs	15-19	F	53
Howard Springs	15-19	M	84
Howard Springs	20-24	F	19
Howard Springs	20-24	M	22
Howard Springs	25+	F	65
Howard Springs	25+	M	49
Hugh	5-14	F	20
Hugh	5-14	M	10
Hugh	15-19	M	3
Hughes (NT)	5-14	F	8
Hughes (NT)	5-14	M	3
Hughes (NT)	15-19	M	3
Humpty Doo	0-4	F	22
Humpty Doo	0-4	M	33
Humpty Doo	5-14	F	240
Humpty Doo	5-14	M	295
Humpty Doo	15-19	F	72
Humpty Doo	15-19	M	97
Humpty Doo	20-24	F	23
Humpty Doo	20-24	M	14
Humpty Doo	25+	F	103
Humpty Doo	25+	M	34
Ilparpa	5-14	F	15
Ilparpa	5-14	M	29
Ilparpa	15-19	F	6
Ilparpa	15-19	M	9
Ilparpa	20-24	F	7
Ilparpa	25+	F	12
Ilparpa	25+	M	3
Imanpa	5-14	F	13
Imanpa	5-14	M	7
Jabiru	0-4	F	15
Jabiru	0-4	M	4
Jabiru	5-14	F	50
Jabiru	5-14	M	65
Jabiru	15-19	F	8
Jabiru	15-19	M	9
Jabiru	20-24	F	3
Jabiru	25+	F	16
Jabiru	25+	M	19
Jilkminggan	0-4	F	5
Jilkminggan	0-4	M	5
Jilkminggan	5-14	F	32
Jilkminggan	5-14	M	32
Jilkminggan	15-19	F	7
Jilkminggan	15-19	M	10
Jingili	0-4	F	12
Jingili	0-4	M	13
Jingili	5-14	F	114
Jingili	5-14	M	120
Jingili	15-19	F	38
Jingili	15-19	M	31
Jingili	20-24	F	10
Jingili	20-24	M	13
Jingili	25+	F	58
Jingili	25+	M	33
Johnston	0-4	F	15
Johnston	0-4	M	25
Johnston	5-14	F	158
Johnston	5-14	M	131
Johnston	15-19	F	26
Johnston	15-19	M	26
Johnston	20-24	F	30
Johnston	20-24	M	12
Johnston	25+	F	66
Johnston	25+	M	31
Kakadu	0-4	M	3
Kakadu	5-14	F	17
Kakadu	5-14	M	20
Kakadu	15-19	F	3
Kakadu	15-19	M	6
Kakadu	25+	M	3
Kalkarindji	0-4	F	8
Kalkarindji	0-4	M	4
Kalkarindji	5-14	F	18
Kalkarindji	5-14	M	29
Kalkarindji	15-19	M	3
Kalkarindji	25+	F	5
Kaltukatjara	0-4	M	3
Kaltukatjara	5-14	F	21
Kaltukatjara	5-14	M	17
Kaltukatjara	15-19	F	5
Kaltukatjara	15-19	M	7
Kaltukatjara	25+	F	11
Kaltukatjara	25+	M	3
Karama	0-4	F	41
Karama	0-4	M	43
Karama	5-14	F	329
Karama	5-14	M	328
Karama	15-19	F	120
Karama	15-19	M	127
Karama	20-24	F	42
Karama	20-24	M	42
Karama	25+	F	146
Karama	25+	M	71
Katherine	0-4	F	15
Katherine	0-4	M	3
Katherine	5-14	F	66
Katherine	5-14	M	67
Katherine	15-19	F	15
Katherine	15-19	M	17
Katherine	20-24	F	7
Katherine	20-24	M	9
Katherine	25+	F	39
Katherine	25+	M	20
Katherine East	0-4	F	18
Katherine East	0-4	M	38
Katherine East	5-14	F	179
Katherine East	5-14	M	216
Katherine East	15-19	F	57
Katherine East	15-19	M	74
Katherine East	20-24	F	12
Katherine East	20-24	M	3
Katherine East	25+	F	79
Katherine East	25+	M	35
Katherine South	0-4	F	15
Katherine South	0-4	M	8
Katherine South	5-14	F	55
Katherine South	5-14	M	58
Katherine South	15-19	F	16
Katherine South	15-19	M	20
Katherine South	20-24	F	3
Katherine South	20-24	M	5
Katherine South	25+	F	28
Katherine South	25+	M	18
Kilgariff	0-4	F	3
Kilgariff	5-14	F	10
Kilgariff	5-14	M	7
Kilgariff	15-19	F	3
Kilgariff	15-19	M	3
Kilgariff	25+	F	3
Kintore	0-4	F	4
Kintore	0-4	M	3
Kintore	5-14	F	37
Kintore	5-14	M	27
Kintore	15-19	F	9
Kintore	15-19	M	7
Kintore	25+	F	4
Kintore	25+	M	3
Knuckey Lagoon	0-4	F	3
Knuckey Lagoon	5-14	F	25
Knuckey Lagoon	5-14	M	24
Knuckey Lagoon	15-19	F	17
Knuckey Lagoon	15-19	M	4
Knuckey Lagoon	20-24	F	10
Knuckey Lagoon	20-24	M	4
Knuckey Lagoon	25+	F	7
Knuckey Lagoon	25+	M	5
Kunparrka	0-4	F	3
Kunparrka	0-4	M	3
Kunparrka	5-14	F	14
Kunparrka	5-14	M	16
Lajamanu	0-4	F	7
Lajamanu	0-4	M	13
Lajamanu	5-14	F	73
Lajamanu	5-14	M	67
Lajamanu	15-19	F	3
Lajamanu	15-19	M	4
Lajamanu	25+	F	4
Lajamanu	25+	M	3
Lake Bennett	25+	F	5
Lambells Lagoon	5-14	F	19
Lambells Lagoon	5-14	M	16
Lambells Lagoon	15-19	F	4
Lambells Lagoon	15-19	M	15
Lambells Lagoon	20-24	M	4
Lambells Lagoon	25+	F	6
Lambells Lagoon	25+	M	3
Lansdowne (NT)	0-4	M	3
Lansdowne (NT)	5-14	F	14
Lansdowne (NT)	5-14	M	19
Lansdowne (NT)	15-19	F	4
Lansdowne (NT)	15-19	M	7
Lansdowne (NT)	20-24	F	4
Lansdowne (NT)	25+	F	7
Lansdowne (NT)	25+	M	5
Laramba	0-4	F	9
Laramba	0-4	M	3
Laramba	5-14	F	11
Laramba	5-14	M	29
Laramba	15-19	F	3
Larapinta (NT)	0-4	F	26
Larapinta (NT)	0-4	M	9
Larapinta (NT)	5-14	F	173
Larapinta (NT)	5-14	M	175
Larapinta (NT)	15-19	F	34
Larapinta (NT)	15-19	M	54
Larapinta (NT)	20-24	F	13
Larapinta (NT)	20-24	M	8
Larapinta (NT)	25+	F	73
Larapinta (NT)	25+	M	33
Larrakeyah	0-4	F	27
Larrakeyah	0-4	M	15
Larrakeyah	5-14	F	131
Larrakeyah	5-14	M	155
Larrakeyah	15-19	F	36
Larrakeyah	15-19	M	32
Larrakeyah	20-24	F	29
Larrakeyah	20-24	M	24
Larrakeyah	25+	F	138
Larrakeyah	25+	M	83
Larrimah	5-14	F	3
Leanyer	0-4	F	27
Leanyer	0-4	M	35
Leanyer	5-14	F	236
Leanyer	5-14	M	263
Leanyer	15-19	F	85
Leanyer	15-19	M	94
Leanyer	20-24	F	30
Leanyer	20-24	M	40
Leanyer	25+	F	125
Leanyer	25+	M	57
Litchfield Park	5-14	F	3
Litchfield Park	5-14	M	4
Livingstone	0-4	F	4
Livingstone	5-14	F	19
Livingstone	5-14	M	23
Livingstone	15-19	F	11
Livingstone	15-19	M	15
Livingstone	20-24	F	6
Livingstone	25+	F	7
Livingstone	25+	M	5
Lloyd Creek	5-14	F	15
Lloyd Creek	5-14	M	13
Lloyd Creek	15-19	F	3
Lloyd Creek	25+	F	5
Lloyd Creek	25+	M	3
Ludmilla	0-4	F	9
Ludmilla	0-4	M	7
Ludmilla	5-14	F	99
Ludmilla	5-14	M	104
Ludmilla	15-19	F	43
Ludmilla	15-19	M	36
Ludmilla	20-24	F	9
Ludmilla	20-24	M	6
Ludmilla	25+	F	52
Ludmilla	25+	M	21
Lyons (NT)	0-4	F	31
Lyons (NT)	0-4	M	28
Lyons (NT)	5-14	F	202
Lyons (NT)	5-14	M	189
Lyons (NT)	15-19	F	66
Lyons (NT)	15-19	M	55
Lyons (NT)	20-24	F	25
Lyons (NT)	20-24	M	19
Lyons (NT)	25+	F	87
Lyons (NT)	25+	M	44
Malak	0-4	F	18
Malak	0-4	M	19
Malak	5-14	F	203
Malak	5-14	M	176
Malak	15-19	F	63
Malak	15-19	M	66
Malak	20-24	F	38
Malak	20-24	M	16
Malak	25+	F	80
Malak	25+	M	40
Maningrida	0-4	F	33
Maningrida	0-4	M	29
Maningrida	5-14	F	157
Maningrida	5-14	M	181
Maningrida	15-19	F	23
Maningrida	15-19	M	24
Maningrida	25+	F	9
Maningrida	25+	M	7
Manton (NT)	5-14	F	3
Manton (NT)	5-14	M	6
Manton (NT)	25+	F	6
Manton (NT)	25+	M	4
Margaret River (NT)	5-14	M	3
Marlow Lagoon	0-4	F	4
Marlow Lagoon	0-4	M	12
Marlow Lagoon	5-14	F	52
Marlow Lagoon	5-14	M	59
Marlow Lagoon	15-19	F	12
Marlow Lagoon	15-19	M	15
Marlow Lagoon	20-24	M	3
Marlow Lagoon	25+	F	14
Marlow Lagoon	25+	M	10
Marrakai	0-4	F	4
Marrakai	0-4	M	3
Marrakai	5-14	F	30
Marrakai	5-14	M	30
Marrakai	15-19	F	10
Marrakai	15-19	M	7
Marrakai	20-24	F	3
Marrakai	25+	F	6
Marrakai	25+	M	3
Marrara	0-4	F	11
Marrara	0-4	M	3
Marrara	5-14	F	54
Marrara	5-14	M	61
Marrara	15-19	F	24
Marrara	15-19	M	28
Marrara	20-24	F	9
Marrara	20-24	M	17
Marrara	25+	F	44
Marrara	25+	M	31
Mataranka	5-14	F	14
Mataranka	5-14	M	15
Mataranka	25+	F	7
McArthur	0-4	F	3
McArthur	0-4	M	3
McArthur	5-14	F	6
McArthur	5-14	M	12
McArthur	25+	F	3
McArthur	25+	M	3
McMinns Lagoon	0-4	F	7
McMinns Lagoon	5-14	F	61
McMinns Lagoon	5-14	M	63
McMinns Lagoon	15-19	F	19
McMinns Lagoon	15-19	M	21
McMinns Lagoon	20-24	F	3
McMinns Lagoon	25+	F	22
McMinns Lagoon	25+	M	4
Middle Point	5-14	F	4
Middle Point	5-14	M	3
Middle Point	25+	F	3
Middle Point	25+	M	3
Milikapiti	5-14	F	35
Milikapiti	5-14	M	33
Milikapiti	15-19	F	12
Milikapiti	15-19	M	14
Milingimbi	0-4	F	12
Milingimbi	0-4	M	11
Milingimbi	5-14	F	89
Milingimbi	5-14	M	114
Milingimbi	15-19	F	19
Milingimbi	15-19	M	36
Milingimbi	25+	F	27
Milingimbi	25+	M	8
Millner	0-4	F	12
Millner	0-4	M	11
Millner	5-14	F	112
Millner	5-14	M	116
Millner	15-19	F	41
Millner	15-19	M	41
Millner	20-24	F	20
Millner	20-24	M	16
Millner	25+	F	110
Millner	25+	M	66
Milyakburra	0-4	F	3
Milyakburra	5-14	F	7
Milyakburra	5-14	M	9
Miniyeri	0-4	F	6
Miniyeri	0-4	M	3
Miniyeri	5-14	F	71
Miniyeri	5-14	M	69
Miniyeri	15-19	F	15
Miniyeri	15-19	M	13
Miniyeri	25+	F	3
Minjilang	0-4	F	6
Minjilang	0-4	M	4
Minjilang	5-14	F	31
Minjilang	5-14	M	18
Minjilang	15-19	F	6
Minjilang	15-19	M	10
Minjilang	25+	F	5
Moil	0-4	F	16
Moil	0-4	M	14
Moil	5-14	F	121
Moil	5-14	M	137
Moil	15-19	F	47
Moil	15-19	M	57
Moil	20-24	F	10
Moil	20-24	M	10
Moil	25+	F	62
Moil	25+	M	34
Moulden	0-4	F	24
Moulden	0-4	M	19
Moulden	5-14	F	218
Moulden	5-14	M	229
Moulden	15-19	F	63
Moulden	15-19	M	74
Moulden	20-24	F	14
Moulden	20-24	M	11
Moulden	25+	F	67
Moulden	25+	M	26
Mount Johns	0-4	F	6
Mount Johns	0-4	M	3
Mount Johns	5-14	F	32
Mount Johns	5-14	M	25
Mount Johns	15-19	F	13
Mount Johns	15-19	M	7
Mount Johns	20-24	F	3
Mount Johns	25+	F	14
Mount Johns	25+	M	10
Mount Liebig	0-4	F	4
Mount Liebig	0-4	M	4
Mount Liebig	5-14	F	17
Mount Liebig	5-14	M	10
Mount Liebig	15-19	M	4
Mount Zeil	0-4	M	3
Mount Zeil	5-14	F	3
Mount Zeil	5-14	M	9
Muirhead	0-4	F	29
Muirhead	0-4	M	23
Muirhead	5-14	F	157
Muirhead	5-14	M	189
Muirhead	15-19	F	31
Muirhead	15-19	M	35
Muirhead	20-24	F	36
Muirhead	20-24	M	24
Muirhead	25+	F	103
Muirhead	25+	M	50
Mutitjulu	0-4	F	8
Mutitjulu	0-4	M	4
Mutitjulu	5-14	F	18
Mutitjulu	5-14	M	13
Mutitjulu	15-19	F	5
Mutitjulu	15-19	M	4
Mutitjulu	25+	F	10
Mutitjulu	25+	M	3
Nakara	0-4	F	14
Nakara	0-4	M	14
Nakara	5-14	F	130
Nakara	5-14	M	124
Nakara	15-19	F	48
Nakara	15-19	M	52
Nakara	20-24	F	25
Nakara	20-24	M	28
Nakara	25+	F	63
Nakara	25+	M	52
Namatjira	5-14	M	3
Nauiyu	0-4	F	8
Nauiyu	0-4	M	3
Nauiyu	5-14	F	26
Nauiyu	5-14	M	33
Nauiyu	15-19	F	6
Nauiyu	25+	F	3
Nemarluk	5-14	F	8
Nemarluk	5-14	M	17
Nemarluk	15-19	F	5
Nemarluk	25+	F	3
Newcastle Waters	5-14	F	7
Newcastle Waters	5-14	M	9
Nganmarriyanga	0-4	F	10
Nganmarriyanga	0-4	M	6
Nganmarriyanga	5-14	F	38
Nganmarriyanga	5-14	M	43
Nganmarriyanga	15-19	F	5
Nganmarriyanga	15-19	M	3
Nganmarriyanga	25+	F	4
Ngukurr	0-4	F	12
Ngukurr	0-4	M	21
Ngukurr	5-14	F	93
Ngukurr	5-14	M	97
Ngukurr	15-19	F	24
Ngukurr	15-19	M	22
Ngukurr	20-24	F	3
Ngukurr	20-24	M	5
Ngukurr	25+	F	12
Ngukurr	25+	M	14
Nhulunbuy	0-4	F	30
Nhulunbuy	0-4	M	26
Nhulunbuy	5-14	F	261
Nhulunbuy	5-14	M	246
Nhulunbuy	15-19	F	36
Nhulunbuy	15-19	M	44
Nhulunbuy	20-24	F	10
Nhulunbuy	20-24	M	7
Nhulunbuy	25+	F	90
Nhulunbuy	25+	M	39
Nicholson (NT)	5-14	M	5
Nightcliff	0-4	F	23
Nightcliff	0-4	M	30
Nightcliff	5-14	F	164
Nightcliff	5-14	M	201
Nightcliff	15-19	F	68
Nightcliff	15-19	M	63
Nightcliff	20-24	F	35
Nightcliff	20-24	M	20
Nightcliff	25+	F	149
Nightcliff	25+	M	101
Nitmiluk	5-14	F	19
Nitmiluk	5-14	M	10
Nitmiluk	15-19	M	4
Noonamah	0-4	F	3
Noonamah	0-4	M	4
Noonamah	5-14	F	10
Noonamah	5-14	M	17
Noonamah	15-19	F	8
Noonamah	15-19	M	3
Noonamah	25+	F	8
Noonamah	25+	M	4
Numbulwar	0-4	F	6
Numbulwar	0-4	M	6
Numbulwar	5-14	F	50
Numbulwar	5-14	M	53
Numbulwar	15-19	F	20
Numbulwar	15-19	M	20
Numbulwar	25+	F	16
Numbulwar	25+	M	8
Nyirripi	0-4	F	7
Nyirripi	0-4	M	3
Nyirripi	5-14	F	23
Nyirripi	5-14	M	27
Nyirripi	15-19	F	3
Nyirripi	15-19	M	3
Nyirripi	25+	F	3
Pamayu	5-14	F	3
Papunya	0-4	F	5
Papunya	0-4	M	14
Papunya	5-14	F	32
Papunya	5-14	M	27
Papunya	15-19	F	3
Papunya	15-19	M	10
Papunya	25+	F	3
Papunya	25+	M	3
Parap	0-4	F	20
Parap	0-4	M	18
Parap	5-14	F	137
Parap	5-14	M	166
Parap	15-19	F	42
Parap	15-19	M	38
Parap	20-24	F	29
Parap	20-24	M	9
Parap	25+	F	106
Parap	25+	M	43
Peppimenarti	0-4	M	3
Peppimenarti	5-14	F	4
Peppimenarti	5-14	M	13
Peppimenarti	15-19	F	9
Peppimenarti	15-19	M	3
Petermann	5-14	F	12
Petermann	5-14	M	3
Petermann	25+	F	3
Petermann	25+	M	4
Pigeon Hole	0-4	F	3
Pigeon Hole	5-14	F	9
Pigeon Hole	5-14	M	13
Pine Creek (NT)	5-14	F	20
Pine Creek (NT)	5-14	M	12
Pine Creek (NT)	15-19	F	6
Pine Creek (NT)	15-19	M	4
Pine Creek (NT)	25+	F	3
Pinelands (NT)	5-14	F	3
Pirlangimpi	0-4	F	4
Pirlangimpi	5-14	F	28
Pirlangimpi	5-14	M	32
Pirlangimpi	15-19	M	3
