SSC_NAME16	EduInstitutionType	Sex	students
Mount Benson	Technical or Further Educational Institution	F	4
Mount Bryan		M	10
Mount Bryan	Infants/Primary	F	6
Mount Bryan	Infants/Primary	M	7
Mount Bryan	Secondary	M	3
Mount Burr		F	20
Mount Burr		M	17
Mount Burr	Infants/Primary	F	16
Mount Burr	Infants/Primary	M	19
Mount Burr	Secondary	F	14
Mount Burr	Secondary	M	10
Mount Burr	Technical or Further Educational Institution	F	4
Mount Burr	Technical or Further Educational Institution	M	3
Mount Charles	Infants/Primary	M	3
Mount Clarence Station		M	3
Mount Compass		F	52
Mount Compass		M	47
Mount Compass	Infants/Primary	F	73
Mount Compass	Infants/Primary	M	80
Mount Compass	Pre-school	F	14
Mount Compass	Pre-school	M	16
Mount Compass	Secondary	F	44
Mount Compass	Secondary	M	47
Mount Compass	Technical or Further Educational Institution	F	11
Mount Compass	Technical or Further Educational Institution	M	13
Mount Compass	University or other tertiary	F	23
Mount Compass	University or other tertiary	M	6
Mount Crawford		F	6
Mount Crawford		M	6
Mount Crawford	Infants/Primary	F	6
Mount Crawford	Pre-school	M	3
Mount Crawford	Secondary	F	3
Mount Crawford	University or other tertiary	F	3
Mount Damper	Infants/Primary	F	4
Mount Drummond	Infants/Primary	M	4
Mount Dutton Bay		F	8
Mount Dutton Bay		M	4
Mount Eba		F	9
Mount Eba		M	52
Mount Gambier		F	985
Mount Gambier		M	874
Mount Gambier	Infants/Primary	F	1209
Mount Gambier	Infants/Primary	M	1290
Mount Gambier	Pre-school	F	140
Mount Gambier	Pre-school	M	168
Mount Gambier	Secondary	F	780
Mount Gambier	Secondary	M	744
Mount Gambier	Technical or Further Educational Institution	F	329
Mount Gambier	Technical or Further Educational Institution	M	164
Mount Gambier	University or other tertiary	F	316
Mount Gambier	University or other tertiary	M	132
Mount George (SA)		F	5
Mount George (SA)		M	5
Mount George (SA)	Infants/Primary	F	9
Mount George (SA)	Infants/Primary	M	9
Mount George (SA)	Pre-school	F	3
Mount George (SA)	Secondary	F	10
Mount George (SA)	Secondary	M	4
Mount George (SA)	University or other tertiary	F	3
Mount Hope (SA)		F	3
Mount Hope (SA)		M	4
Mount Hope (SA)	Infants/Primary	F	5
Mount Jagged		F	14
Mount Jagged		M	10
Mount Jagged	Infants/Primary	F	9
Mount Jagged	Infants/Primary	M	7
Mount Jagged	Secondary	F	13
Mount Jagged	Secondary	M	4
Mount Jagged	University or other tertiary	F	3
Mount Light		M	3
Mount Light	Infants/Primary	F	15
Mount Light	Infants/Primary	M	12
Mount Light	Pre-school	M	3
Mount Light	Secondary	F	6
Mount Light	Secondary	M	7
Mount Magnificent		F	3
Mount Magnificent		M	3
Mount Magnificent	Infants/Primary	F	3
Mount Magnificent	Secondary	F	3
Mount Mcintyre		M	3
Mount Mcintyre	Infants/Primary	F	6
Mount Mcintyre	Secondary	F	4
Mount Mcintyre	Technical or Further Educational Institution	F	3
Mount Mckenzie		F	3
Mount Mckenzie	Infants/Primary	F	3
Mount Mckenzie	Secondary	M	4
Mount Observation (SA)	Infants/Primary	F	3
Mount Osmond		M	3
Mount Osmond	Infants/Primary	F	24
Mount Osmond	Infants/Primary	M	17
Mount Osmond	Secondary	F	8
Mount Osmond	Secondary	M	18
Mount Osmond	University or other tertiary	F	11
Mount Osmond	University or other tertiary	M	12
Mount Pleasant (SA)		F	52
Mount Pleasant (SA)		M	36
Mount Pleasant (SA)	Infants/Primary	F	45
Mount Pleasant (SA)	Infants/Primary	M	43
Mount Pleasant (SA)	Pre-school	F	3
Mount Pleasant (SA)	Pre-school	M	7
Mount Pleasant (SA)	Secondary	F	31
Mount Pleasant (SA)	Secondary	M	13
Mount Pleasant (SA)	Technical or Further Educational Institution	F	16
Mount Pleasant (SA)	Technical or Further Educational Institution	M	6
Mount Pleasant (SA)	University or other tertiary	F	16
Mount Pleasant (SA)	University or other tertiary	M	9
Mount Schank		F	7
Mount Schank		M	9
Mount Schank	Infants/Primary	F	18
Mount Schank	Infants/Primary	M	12
Mount Schank	Secondary	F	3
Mount Schank	Secondary	M	6
Mount Schank	University or other tertiary	F	3
Mount Serle	Secondary	M	3
Mount Templeton	Infants/Primary	F	3
Mount Torrens		F	23
Mount Torrens		M	18
Mount Torrens	Infants/Primary	F	40
Mount Torrens	Infants/Primary	M	32
Mount Torrens	Secondary	F	36
Mount Torrens	Secondary	M	24
Mount Torrens	Technical or Further Educational Institution	F	3
Mount Torrens	Technical or Further Educational Institution	M	7
Mount Torrens	University or other tertiary	F	17
Mount Torrens	University or other tertiary	M	6
Mount Wedge	Infants/Primary	M	3
Moyhall		F	3
Moyhall		M	6
Moyhall	Infants/Primary	M	4
Moyhall	Secondary	M	4
Mudamuckla		F	22
Mudamuckla		M	26
Mudamuckla	Infants/Primary	M	3
Mudamuckla	Secondary	F	4
Mulgundawa	Infants/Primary	M	8
Mulgundawa	Secondary	F	3
Mulgundawa	Secondary	M	3
Mullaquana		F	7
Mullaquana		M	15
Mullaquana	Infants/Primary	F	16
Mullaquana	Infants/Primary	M	16
Mullaquana	Secondary	F	6
Mullaquana	Secondary	M	8
Mullaquana	Technical or Further Educational Institution	F	5
Mundoora		F	3
Mundoora		M	3
Mundoora	Infants/Primary	F	3
Mundoora	Infants/Primary	M	4
Mundoora	Secondary	F	5
Mundoora	Secondary	M	3
Mundulla		F	11
Mundulla		M	16
Mundulla	Infants/Primary	F	10
Mundulla	Infants/Primary	M	22
Mundulla	Secondary	F	18
Mundulla	Secondary	M	17
Mundulla	Technical or Further Educational Institution	F	4
Mundulla West	Infants/Primary	F	8
Mundulla West	Infants/Primary	M	3
Mundulla West	Secondary	F	4
Mundulla West	Secondary	M	5
Mungeranie		F	4
Mungeranie		M	15
Mungeranie	Pre-school	M	4
Munno Para		F	149
Munno Para		M	144
Munno Para	Infants/Primary	F	209
Munno Para	Infants/Primary	M	194
Munno Para	Pre-school	F	23
Munno Para	Pre-school	M	47
Munno Para	Secondary	F	97
Munno Para	Secondary	M	93
Munno Para	Technical or Further Educational Institution	F	79
Munno Para	Technical or Further Educational Institution	M	32
Munno Para	University or other tertiary	F	89
Munno Para	University or other tertiary	M	46
Munno Para Downs		F	8
Munno Para Downs		M	12
Munno Para Downs	Infants/Primary	F	10
Munno Para Downs	Infants/Primary	M	10
Munno Para Downs	Pre-school	F	4
Munno Para Downs	Secondary	F	11
Munno Para Downs	Secondary	M	9
Munno Para Downs	Technical or Further Educational Institution	F	3
Munno Para Downs	Technical or Further Educational Institution	M	3
Munno Para Downs	University or other tertiary	F	3
Munno Para Downs	University or other tertiary	M	4
Munno Para West		F	241
Munno Para West		M	220
Munno Para West	Infants/Primary	F	368
Munno Para West	Infants/Primary	M	355
Munno Para West	Pre-school	F	67
Munno Para West	Pre-school	M	71
Munno Para West	Secondary	F	147
Munno Para West	Secondary	M	162
Munno Para West	Technical or Further Educational Institution	F	102
Munno Para West	Technical or Further Educational Institution	M	62
Munno Para West	University or other tertiary	F	110
Munno Para West	University or other tertiary	M	64
Murbko		F	3
Murbko		M	5
Murbko	Infants/Primary	F	3
Murbko	Infants/Primary	M	3
Murdinga		M	3
Murdinga	Infants/Primary	F	7
Murdinga	Infants/Primary	M	10
Murdinga	Secondary	M	3
Murlong	Infants/Primary	F	3
Murputja		M	8
Murputja	Secondary	F	3
Murputja	Secondary	M	5
Murray Bridge		F	610
Murray Bridge		M	912
Murray Bridge	Infants/Primary	F	586
Murray Bridge	Infants/Primary	M	602
Murray Bridge	Pre-school	F	73
Murray Bridge	Pre-school	M	84
Murray Bridge	Secondary	F	368
Murray Bridge	Secondary	M	352
Murray Bridge	Technical or Further Educational Institution	F	173
Murray Bridge	Technical or Further Educational Institution	M	97
Murray Bridge	University or other tertiary	F	132
Murray Bridge	University or other tertiary	M	80
Murray Bridge East		F	40
Murray Bridge East		M	32
Murray Bridge East	Infants/Primary	F	43
Murray Bridge East	Infants/Primary	M	48
Murray Bridge East	Pre-school	F	8
Murray Bridge East	Pre-school	M	3
Murray Bridge East	Secondary	F	35
Murray Bridge East	Secondary	M	38
Murray Bridge East	Technical or Further Educational Institution	F	12
Murray Bridge East	Technical or Further Educational Institution	M	3
Murray Bridge East	University or other tertiary	F	21
Murray Bridge East	University or other tertiary	M	9
Murray Bridge North		M	6
Murray Bridge North	Infants/Primary	F	7
Murray Bridge North	Infants/Primary	M	6
Murray Bridge North	Pre-school	F	3
Murray Bridge North	Secondary	F	7
Murray Bridge North	Secondary	M	3
Murray Bridge South		F	11
Murray Bridge South		M	3
Murray Bridge South	Infants/Primary	F	6
Murray Bridge South	Infants/Primary	M	3
Murray Bridge South	Pre-school	M	4
Murray Bridge South	Secondary	F	3
Murray Bridge South	Secondary	M	3
Murray Bridge South	University or other tertiary	F	3
Murray Town		M	4
Murray Town	Infants/Primary	M	3
Murray Town	University or other tertiary	F	3
Murtho		F	7
Murtho		M	8
Murtho	Infants/Primary	F	8
Murtho	Infants/Primary	M	13
Murtho	Secondary	F	10
Murtho	Secondary	M	4
Muston		M	4
Mylor		F	50
Mylor		M	49
Mylor	Infants/Primary	F	53
Mylor	Infants/Primary	M	59
Mylor	Pre-school	F	5
Mylor	Pre-school	M	8
Mylor	Secondary	F	45
Mylor	Secondary	M	38
Mylor	Technical or Further Educational Institution	F	6
Mylor	Technical or Further Educational Institution	M	4
Mylor	University or other tertiary	F	28
Mylor	University or other tertiary	M	16
Mypolonga		F	21
Mypolonga		M	20
Mypolonga	Infants/Primary	F	18
Mypolonga	Infants/Primary	M	29
Mypolonga	Pre-school	F	5
Mypolonga	Secondary	F	8
Mypolonga	Secondary	M	21
Mypolonga	University or other tertiary	F	7
Myponga		F	19
Myponga		M	34
Myponga	Infants/Primary	F	27
Myponga	Infants/Primary	M	42
Myponga	Pre-school	F	7
Myponga	Pre-school	M	3
Myponga	Secondary	F	19
Myponga	Secondary	M	23
Myponga	Technical or Further Educational Institution	F	3
Myponga	Technical or Further Educational Institution	M	3
Myponga	University or other tertiary	F	6
Myrtle Bank (SA)		F	108
Myrtle Bank (SA)		M	69
Myrtle Bank (SA)	Infants/Primary	F	87
Myrtle Bank (SA)	Infants/Primary	M	125
Myrtle Bank (SA)	Pre-school	F	19
Myrtle Bank (SA)	Pre-school	M	5
Myrtle Bank (SA)	Secondary	F	89
Myrtle Bank (SA)	Secondary	M	95
Myrtle Bank (SA)	Technical or Further Educational Institution	F	14
Myrtle Bank (SA)	Technical or Further Educational Institution	M	15
Myrtle Bank (SA)	University or other tertiary	F	110
Myrtle Bank (SA)	University or other tertiary	M	99
Nailsworth		F	38
Nailsworth		M	43
Nailsworth	Infants/Primary	F	100
Nailsworth	Infants/Primary	M	114
Nailsworth	Pre-school	F	17
Nailsworth	Pre-school	M	11
Nailsworth	Secondary	F	71
Nailsworth	Secondary	M	67
Nailsworth	Technical or Further Educational Institution	F	16
Nailsworth	Technical or Further Educational Institution	M	9
Nailsworth	University or other tertiary	F	76
Nailsworth	University or other tertiary	M	81
Nain	Secondary	M	3
Nairne		F	157
Nairne		M	132
Nairne	Infants/Primary	F	240
Nairne	Infants/Primary	M	305
Nairne	Pre-school	F	39
Nairne	Pre-school	M	36
Nairne	Secondary	F	162
Nairne	Secondary	M	174
Nairne	Technical or Further Educational Institution	F	50
Nairne	Technical or Further Educational Institution	M	45
Nairne	University or other tertiary	F	119
Nairne	University or other tertiary	M	45
Nalyappa	Secondary	F	3
Nangkita		F	16
Nangkita		M	17
Nangkita	Infants/Primary	F	11
Nangkita	Infants/Primary	M	3
Nangkita	Secondary	F	10
Nangkita	University or other tertiary	F	3
Nangwarry		F	25
Nangwarry		M	31
Nangwarry	Infants/Primary	F	20
Nangwarry	Infants/Primary	M	27
Nangwarry	Pre-school	F	3
Nangwarry	Pre-school	M	5
Nangwarry	Secondary	F	6
Nangwarry	Secondary	M	10
Nantawarra	Infants/Primary	F	3
Nantawarra	Infants/Primary	M	11
Nantawarra	Secondary	F	4
Napperby		F	21
Napperby		M	21
Napperby	Infants/Primary	F	42
Napperby	Infants/Primary	M	36
Napperby	Pre-school	F	7
Napperby	Pre-school	M	4
Napperby	Secondary	F	15
Napperby	Secondary	M	25
Napperby	Technical or Further Educational Institution	F	3
Napperby	Technical or Further Educational Institution	M	3
Napperby	University or other tertiary	F	3
Naracoorte		F	196
Naracoorte		M	220
Naracoorte	Infants/Primary	F	259
Naracoorte	Infants/Primary	M	298
Naracoorte	Pre-school	F	49
Naracoorte	Pre-school	M	52
Naracoorte	Secondary	F	135
Naracoorte	Secondary	M	167
Naracoorte	Technical or Further Educational Institution	F	41
Naracoorte	Technical or Further Educational Institution	M	33
Naracoorte	University or other tertiary	F	41
Naracoorte	University or other tertiary	M	24
Narridy		M	7
Narridy	Infants/Primary	F	11
Narridy	Infants/Primary	M	3
Narridy	Secondary	M	3
Narrung (SA)		F	6
Narrung (SA)		M	9
Narrung (SA)	Infants/Primary	F	7
Narrung (SA)	Infants/Primary	M	19
Narrung (SA)	Secondary	F	15
Narrung (SA)	Secondary	M	6
Naturi	Infants/Primary	M	3
Neales Flat	Secondary	M	3
Nectar Brook		F	3
Nectar Brook		M	6
Nectar Brook	Infants/Primary	F	3
Nectar Brook	Infants/Primary	M	3
Nelshaby		F	6
Nelshaby		M	6
Nelshaby	Infants/Primary	F	6
Nelshaby	Infants/Primary	M	6
Nelshaby	Secondary	F	8
Nelshaby	Secondary	M	6
Nelshaby	University or other tertiary	F	3
Nene Valley	Pre-school	M	4
Nene Valley	Technical or Further Educational Institution	M	5
Nepabunna		F	8
Nepabunna		M	12
Nepabunna	Infants/Primary	F	8
Nepabunna	Infants/Primary	M	3
Nepean Bay		F	7
Nepean Bay		M	7
Nepean Bay	Infants/Primary	F	4
Nepean Bay	Infants/Primary	M	3
Nepean Bay	Secondary	F	3
Nepean Bay	Secondary	M	5
Netherby (SA)		F	23
Netherby (SA)		M	32
Netherby (SA)	Infants/Primary	F	81
Netherby (SA)	Infants/Primary	M	76
Netherby (SA)	Pre-school	F	12
Netherby (SA)	Pre-school	M	8
Netherby (SA)	Secondary	F	49
Netherby (SA)	Secondary	M	68
Netherby (SA)	Technical or Further Educational Institution	F	12
Netherby (SA)	Technical or Further Educational Institution	M	4
Netherby (SA)	University or other tertiary	F	60
Netherby (SA)	University or other tertiary	M	60
Netherton	Secondary	F	5
Netley		F	45
Netley		M	48
Netley	Infants/Primary	F	58
Netley	Infants/Primary	M	62
Netley	Pre-school	F	14
Netley	Pre-school	M	7
Netley	Secondary	F	28
Netley	Secondary	M	32
Netley	Technical or Further Educational Institution	F	12
Netley	Technical or Further Educational Institution	M	18
Netley	University or other tertiary	F	74
Netley	University or other tertiary	M	52
New Port		F	9
New Port		M	33
New Port	Infants/Primary	F	22
New Port	Infants/Primary	M	16
New Port	Pre-school	F	4
New Port	Pre-school	M	3
New Port	Secondary	F	3
New Port	Secondary	M	13
New Port	Technical or Further Educational Institution	F	3
New Port	Technical or Further Educational Institution	M	3
New Port	University or other tertiary	F	16
New Port	University or other tertiary	M	16
New Residence	Infants/Primary	F	10
New Residence	Secondary	F	7
New Residence	Secondary	M	3
New Town (SA)		F	60
New Town (SA)		M	52
New Town (SA)	Infants/Primary	F	58
New Town (SA)	Infants/Primary	M	65
New Town (SA)	Pre-school	F	7
New Town (SA)	Pre-school	M	13
New Town (SA)	Secondary	F	48
New Town (SA)	Secondary	M	56
New Town (SA)	Technical or Further Educational Institution	F	3
New Town (SA)	Technical or Further Educational Institution	M	3
New Town (SA)	University or other tertiary	F	3
New Well		F	3
Newland		F	3
Newland		M	6
Newland	Infants/Primary	F	3
Newland	Infants/Primary	M	3
Newton		F	116
Newton		M	112
Newton	Infants/Primary	F	172
Newton	Infants/Primary	M	217
Newton	Pre-school	F	29
Newton	Pre-school	M	30
Newton	Secondary	F	127
Newton	Secondary	M	153
Newton	Technical or Further Educational Institution	F	53
Newton	Technical or Further Educational Institution	M	35
Newton	University or other tertiary	F	161
Newton	University or other tertiary	M	125
Ngapala		M	3
Ngapala	Infants/Primary	F	3
Nildottie		F	3
Nildottie	Infants/Primary	F	5
Nildottie	Infants/Primary	M	3
Nildottie	Secondary	F	3
Nildottie	Technical or Further Educational Institution	F	3
Ninnes	Infants/Primary	F	4
Ninnes	Infants/Primary	M	3
Ninnes	Secondary	M	4
Ninnes	Technical or Further Educational Institution	F	3
Noarlunga Centre		F	12
Noarlunga Centre		M	6
Noarlunga Centre	Infants/Primary	M	6
Noarlunga Centre	Secondary	F	3
Noarlunga Centre	Secondary	M	5
Noarlunga Centre	University or other tertiary	F	3
Noarlunga Downs		F	147
Noarlunga Downs		M	124
Noarlunga Downs	Infants/Primary	F	162
Noarlunga Downs	Infants/Primary	M	185
Noarlunga Downs	Pre-school	F	23
Noarlunga Downs	Pre-school	M	25
Noarlunga Downs	Secondary	F	115
Noarlunga Downs	Secondary	M	94
Noarlunga Downs	Technical or Further Educational Institution	F	42
Noarlunga Downs	Technical or Further Educational Institution	M	27
Noarlunga Downs	University or other tertiary	F	49
Noarlunga Downs	University or other tertiary	M	47
Normanville (SA)		F	64
Normanville (SA)		M	58
Normanville (SA)	Infants/Primary	F	53
Normanville (SA)	Infants/Primary	M	66
Normanville (SA)	Pre-school	F	6
Normanville (SA)	Pre-school	M	7
Normanville (SA)	Secondary	F	27
Normanville (SA)	Secondary	M	27
Normanville (SA)	Technical or Further Educational Institution	F	11
Normanville (SA)	Technical or Further Educational Institution	M	11
Normanville (SA)	University or other tertiary	F	8
North Adelaide		F	367
North Adelaide		M	379
North Adelaide	Infants/Primary	F	114
North Adelaide	Infants/Primary	M	113
North Adelaide	Pre-school	F	22
North Adelaide	Pre-school	M	31
North Adelaide	Secondary	F	79
North Adelaide	Secondary	M	87
North Adelaide	Technical or Further Educational Institution	F	57
North Adelaide	Technical or Further Educational Institution	M	41
North Adelaide	University or other tertiary	F	741
North Adelaide	University or other tertiary	M	709
North Beach (SA)		F	17
North Beach (SA)		M	15
North Beach (SA)	Infants/Primary	F	7
North Beach (SA)	Infants/Primary	M	12
North Beach (SA)	Pre-school	M	3
North Beach (SA)	Secondary	F	7
North Beach (SA)	Secondary	M	10
North Beach (SA)	Technical or Further Educational Institution	F	3
North Beach (SA)	University or other tertiary	F	3
North Beach (SA)	University or other tertiary	M	4
North Booborowie		F	3
North Booborowie		M	3
North Booborowie	Infants/Primary	M	3
North Brighton		F	77
North Brighton		M	60
North Brighton	Infants/Primary	F	106
North Brighton	Infants/Primary	M	100
North Brighton	Pre-school	F	9
North Brighton	Pre-school	M	14
North Brighton	Secondary	F	67
North Brighton	Secondary	M	71
North Brighton	Technical or Further Educational Institution	F	12
North Brighton	Technical or Further Educational Institution	M	14
North Brighton	University or other tertiary	F	55
North Brighton	University or other tertiary	M	37
North Haven (SA)		F	152
North Haven (SA)		M	134
North Haven (SA)	Infants/Primary	F	165
North Haven (SA)	Infants/Primary	M	179
North Haven (SA)	Pre-school	F	23
North Haven (SA)	Pre-school	M	22
North Haven (SA)	Secondary	F	138
North Haven (SA)	Secondary	M	140
North Haven (SA)	Technical or Further Educational Institution	F	51
North Haven (SA)	Technical or Further Educational Institution	M	31
North Haven (SA)	University or other tertiary	F	120
North Haven (SA)	University or other tertiary	M	97
North Moonta		F	23
North Moonta		M	27
North Moonta	Infants/Primary	F	3
North Moonta	Infants/Primary	M	16
North Moonta	Pre-school	M	3
North Moonta	Secondary	F	9
North Moonta	Secondary	M	8
North Plympton		F	265
North Plympton		M	158
North Plympton	Infants/Primary	F	94
North Plympton	Infants/Primary	M	109
North Plympton	Pre-school	F	17
North Plympton	Pre-school	M	12
North Plympton	Secondary	F	55
North Plympton	Secondary	M	71
North Plympton	Technical or Further Educational Institution	F	35
North Plympton	Technical or Further Educational Institution	M	14
North Plympton	University or other tertiary	F	113
North Plympton	University or other tertiary	M	76
North Shields		F	13
North Shields		M	23
North Shields	Infants/Primary	F	13
North Shields	Infants/Primary	M	12
North Shields	Pre-school	M	3
North Shields	Secondary	F	13
North Shields	Secondary	M	5
North Shields	Technical or Further Educational Institution	F	6
North Yelta		F	3
North Yelta		M	3
Northern Heights		F	13
Northern Heights		M	15
Northern Heights	Infants/Primary	F	9
Northern Heights	Infants/Primary	M	4
Northern Heights	Secondary	F	3
Northern Heights	Secondary	M	8
Northern Heights	University or other tertiary	F	4
Northern Heights	University or other tertiary	M	3
Northfield		F	328
Northfield		M	793
Northfield	Infants/Primary	F	151
Northfield	Infants/Primary	M	144
Northfield	Pre-school	F	22
Northfield	Pre-school	M	31
Northfield	Secondary	F	89
Northfield	Secondary	M	79
Northfield	Technical or Further Educational Institution	F	61
Northfield	Technical or Further Educational Institution	M	47
Northfield	University or other tertiary	F	104
Northfield	University or other tertiary	M	98
Northgate (SA)		F	157
Northgate (SA)		M	162
Northgate (SA)	Infants/Primary	F	295
Northgate (SA)	Infants/Primary	M	281
Northgate (SA)	Pre-school	F	66
Northgate (SA)	Pre-school	M	38
Northgate (SA)	Secondary	F	157
Northgate (SA)	Secondary	M	184
Northgate (SA)	Technical or Further Educational Institution	F	80
Northgate (SA)	Technical or Further Educational Institution	M	68
Northgate (SA)	University or other tertiary	F	212
Northgate (SA)	University or other tertiary	M	236
Norton Summit		F	14
Norton Summit		M	18
Norton Summit	Infants/Primary	F	25
Norton Summit	Infants/Primary	M	33
Norton Summit	Pre-school	F	3
Norton Summit	Pre-school	M	3
Norton Summit	Secondary	F	13
Norton Summit	Secondary	M	24
Norton Summit	Technical or Further Educational Institution	M	3
Norton Summit	University or other tertiary	F	20
Norton Summit	University or other tertiary	M	17
Norwood (SA)		F	276
Norwood (SA)		M	252
Norwood (SA)	Infants/Primary	F	161
Norwood (SA)	Infants/Primary	M	175
Norwood (SA)	Pre-school	F	42
Norwood (SA)	Pre-school	M	28
Norwood (SA)	Secondary	F	84
Norwood (SA)	Secondary	M	126
Norwood (SA)	Technical or Further Educational Institution	F	57
Norwood (SA)	Technical or Further Educational Institution	M	44
Norwood (SA)	University or other tertiary	F	315
Norwood (SA)	University or other tertiary	M	243
Novar Gardens		F	71
Novar Gardens		M	37
Novar Gardens	Infants/Primary	F	101
Novar Gardens	Infants/Primary	M	86
Novar Gardens	Pre-school	F	15
Novar Gardens	Pre-school	M	15
Novar Gardens	Secondary	F	149
Novar Gardens	Secondary	M	115
Novar Gardens	Technical or Further Educational Institution	F	19
Novar Gardens	Technical or Further Educational Institution	M	17
Novar Gardens	University or other tertiary	F	58
Novar Gardens	University or other tertiary	M	61
Nullarbor		F	6
Nullarbor		M	7
Nuriootpa		F	196
Nuriootpa		M	177
Nuriootpa	Infants/Primary	F	325
Nuriootpa	Infants/Primary	M	290
Nuriootpa	Pre-school	F	37
Nuriootpa	Pre-school	M	31
Nuriootpa	Secondary	F	181
Nuriootpa	Secondary	M	186
Nuriootpa	Technical or Further Educational Institution	F	61
Nuriootpa	Technical or Further Educational Institution	M	50
Nuriootpa	University or other tertiary	F	61
Nuriootpa	University or other tertiary	M	28
Nurom		M	3
Nurom	Infants/Primary	F	3
Nurom	Secondary	M	3
Nurragi		M	3
Nurragi	Infants/Primary	F	3
Nurragi	Secondary	F	4
Nurragi	Secondary	M	3
O'Halloran Hill		F	74
O'Halloran Hill		M	70
O'Halloran Hill	Infants/Primary	F	106
O'Halloran Hill	Infants/Primary	M	113
O'Halloran Hill	Pre-school	F	22
O'Halloran Hill	Pre-school	M	18
O'Halloran Hill	Secondary	F	78
O'Halloran Hill	Secondary	M	61
O'Halloran Hill	Technical or Further Educational Institution	F	25
O'Halloran Hill	Technical or Further Educational Institution	M	15
O'Halloran Hill	University or other tertiary	F	83
O'Halloran Hill	University or other tertiary	M	35
O'Sullivan Beach		F	76
O'Sullivan Beach		M	61
O'Sullivan Beach	Infants/Primary	F	56
O'Sullivan Beach	Infants/Primary	M	89
O'Sullivan Beach	Pre-school	F	10
O'Sullivan Beach	Pre-school	M	7
O'Sullivan Beach	Secondary	F	39
O'Sullivan Beach	Secondary	M	47
O'Sullivan Beach	Technical or Further Educational Institution	F	23
O'Sullivan Beach	Technical or Further Educational Institution	M	16
O'Sullivan Beach	University or other tertiary	F	16
O'Sullivan Beach	University or other tertiary	M	15
Oakbank		F	32
Oakbank		M	26
Oakbank	Infants/Primary	F	35
Oakbank	Infants/Primary	M	25
Oakbank	Pre-school	M	8
Oakbank	Secondary	F	32
Oakbank	Secondary	M	19
Oakbank	Technical or Further Educational Institution	F	8
Oakbank	Technical or Further Educational Institution	M	4
Oakbank	University or other tertiary	F	19
Oakbank	University or other tertiary	M	13
Oakden		F	120
Oakden		M	142
Oakden	Infants/Primary	F	141
Oakden	Infants/Primary	M	140
Oakden	Pre-school	F	24
Oakden	Pre-school	M	15
Oakden	Secondary	F	115
Oakden	Secondary	M	107
Oakden	Technical or Further Educational Institution	F	35
Oakden	Technical or Further Educational Institution	M	29
Oakden	University or other tertiary	F	115
Oakden	University or other tertiary	M	90
Oaklands Park		F	130
Oaklands Park		M	110
Oaklands Park	Infants/Primary	F	87
Oaklands Park	Infants/Primary	M	91
Oaklands Park	Pre-school	F	24
Oaklands Park	Pre-school	M	22
Oaklands Park	Secondary	F	67
Oaklands Park	Secondary	M	65
Oaklands Park	Technical or Further Educational Institution	F	47
Oaklands Park	Technical or Further Educational Institution	M	29
Oaklands Park	University or other tertiary	F	219
Oaklands Park	University or other tertiary	M	153
Ob Flat		F	3
Ob Flat		M	11
Ob Flat	Infants/Primary	F	16
Ob Flat	Infants/Primary	M	20
Ob Flat	Pre-school	F	3
Ob Flat	Secondary	F	13
Ob Flat	Secondary	M	13
Ob Flat	University or other tertiary	F	7
Old Noarlunga		F	52
Old Noarlunga		M	52
Old Noarlunga	Infants/Primary	F	70
Old Noarlunga	Infants/Primary	M	68
Old Noarlunga	Pre-school	F	4
Old Noarlunga	Pre-school	M	9
Old Noarlunga	Secondary	F	32
Old Noarlunga	Secondary	M	46
Old Noarlunga	Technical or Further Educational Institution	F	7
Old Noarlunga	Technical or Further Educational Institution	M	12
Old Noarlunga	University or other tertiary	F	18
Old Noarlunga	University or other tertiary	M	16
Old Reynella		F	109
Old Reynella		M	84
Old Reynella	Infants/Primary	F	132
Old Reynella	Infants/Primary	M	130
Old Reynella	Pre-school	F	20
Old Reynella	Pre-school	M	20
Old Reynella	Secondary	F	97
Old Reynella	Secondary	M	110
Old Reynella	Technical or Further Educational Institution	F	27
Old Reynella	Technical or Further Educational Institution	M	35
Old Reynella	University or other tertiary	F	62
Old Reynella	University or other tertiary	M	47
Olympic Dam		M	4
One Tree Hill		F	29
One Tree Hill		M	40
One Tree Hill	Infants/Primary	F	50
One Tree Hill	Infants/Primary	M	49
One Tree Hill	Pre-school	F	3
One Tree Hill	Pre-school	M	3
One Tree Hill	Secondary	F	33
One Tree Hill	Secondary	M	50
One Tree Hill	Technical or Further Educational Institution	F	5
One Tree Hill	Technical or Further Educational Institution	M	13
One Tree Hill	University or other tertiary	F	29
One Tree Hill	University or other tertiary	M	16
Onkaparinga Hills		F	56
Onkaparinga Hills		M	47
Onkaparinga Hills	Infants/Primary	F	128
Onkaparinga Hills	Infants/Primary	M	116
Onkaparinga Hills	Pre-school	F	5
Onkaparinga Hills	Pre-school	M	17
Onkaparinga Hills	Secondary	F	109
Onkaparinga Hills	Secondary	M	98
Onkaparinga Hills	Technical or Further Educational Institution	F	20
Onkaparinga Hills	Technical or Further Educational Institution	M	17
Onkaparinga Hills	University or other tertiary	F	81
Onkaparinga Hills	University or other tertiary	M	59
Oodnadatta		F	24
Oodnadatta		M	26
Oodnadatta	Infants/Primary	F	4
Oodnadatta	Infants/Primary	M	6
Oodnadatta	Pre-school	F	4
Oodnadatta	Pre-school	M	4
Oodnadatta	Secondary	F	8
Oodnadatta	Secondary	M	6
Orroroo		F	33
