SSC_NAME16	EduInstitutionType	Sex	students
Orroroo		M	21
Orroroo	Infants/Primary	F	25
Orroroo	Infants/Primary	M	30
Orroroo	Pre-school	F	3
Orroroo	Pre-school	M	3
Orroroo	Secondary	F	13
Orroroo	Secondary	M	15
Orroroo	Technical or Further Educational Institution	F	4
Orroroo	Technical or Further Educational Institution	M	10
Orroroo	University or other tertiary	M	4
Osborne (SA)		F	77
Osborne (SA)		M	77
Osborne (SA)	Infants/Primary	F	63
Osborne (SA)	Infants/Primary	M	79
Osborne (SA)	Pre-school	F	10
Osborne (SA)	Pre-school	M	14
Osborne (SA)	Secondary	F	46
Osborne (SA)	Secondary	M	48
Osborne (SA)	Technical or Further Educational Institution	F	16
Osborne (SA)	Technical or Further Educational Institution	M	6
Osborne (SA)	University or other tertiary	F	38
Osborne (SA)	University or other tertiary	M	13
Ottoway		F	105
Ottoway		M	88
Ottoway	Infants/Primary	F	96
Ottoway	Infants/Primary	M	106
Ottoway	Pre-school	F	11
Ottoway	Pre-school	M	14
Ottoway	Secondary	F	71
Ottoway	Secondary	M	67
Ottoway	Technical or Further Educational Institution	F	45
Ottoway	Technical or Further Educational Institution	M	30
Ottoway	University or other tertiary	F	54
Ottoway	University or other tertiary	M	48
Overland Corner		F	4
Overland Corner		M	4
Overland Corner	Infants/Primary	M	3
Overland Corner	Secondary	M	3
Ovingham		F	24
Ovingham		M	23
Ovingham	Infants/Primary	F	28
Ovingham	Infants/Primary	M	21
Ovingham	Pre-school	F	4
Ovingham	Pre-school	M	3
Ovingham	Secondary	F	6
Ovingham	Secondary	M	13
Ovingham	Technical or Further Educational Institution	F	7
Ovingham	Technical or Further Educational Institution	M	3
Ovingham	University or other tertiary	F	34
Ovingham	University or other tertiary	M	32
Owen		F	27
Owen		M	17
Owen	Infants/Primary	F	22
Owen	Infants/Primary	M	24
Owen	Pre-school	F	4
Owen	Secondary	F	27
Owen	Secondary	M	15
Owen	Technical or Further Educational Institution	F	10
Owen	Technical or Further Educational Institution	M	3
Owen	University or other tertiary	F	3
Padthaway		F	13
Padthaway		M	16
Padthaway	Infants/Primary	F	22
Padthaway	Infants/Primary	M	17
Padthaway	Pre-school	M	7
Padthaway	Secondary	F	3
Padthaway	Secondary	M	10
Paechtown		F	12
Paechtown		M	16
Paechtown	Infants/Primary	F	6
Paechtown	Infants/Primary	M	11
Paechtown	Secondary	F	6
Paechtown	Secondary	M	9
Paechtown	University or other tertiary	M	3
Pages Flat		F	8
Pages Flat		M	4
Pages Flat	Infants/Primary	M	4
Pages Flat	Secondary	F	6
Pages Flat	Secondary	M	15
Paisley		F	5
Paisley		M	6
Paisley	Infants/Primary	F	9
Pallamana		F	5
Pallamana		M	3
Pallamana	Infants/Primary	F	3
Pallamana	Infants/Primary	M	4
Pallamana	Pre-school	F	3
Pallamana	University or other tertiary	M	3
Palmer (SA)		F	18
Palmer (SA)		M	10
Palmer (SA)	Infants/Primary	F	10
Palmer (SA)	Infants/Primary	M	8
Palmer (SA)	Pre-school	F	4
Palmer (SA)	Secondary	M	6
Palmer (SA)	University or other tertiary	F	3
Panorama		F	99
Panorama		M	79
Panorama	Infants/Primary	F	107
Panorama	Infants/Primary	M	87
Panorama	Pre-school	F	9
Panorama	Pre-school	M	12
Panorama	Secondary	F	71
Panorama	Secondary	M	61
Panorama	Technical or Further Educational Institution	F	18
Panorama	Technical or Further Educational Institution	M	13
Panorama	University or other tertiary	F	74
Panorama	University or other tertiary	M	72
Para Hills		F	229
Para Hills		M	225
Para Hills	Infants/Primary	F	287
Para Hills	Infants/Primary	M	338
Para Hills	Pre-school	F	45
Para Hills	Pre-school	M	52
Para Hills	Secondary	F	162
Para Hills	Secondary	M	166
Para Hills	Technical or Further Educational Institution	F	79
Para Hills	Technical or Further Educational Institution	M	56
Para Hills	University or other tertiary	F	148
Para Hills	University or other tertiary	M	94
Para Hills West		F	110
Para Hills West		M	96
Para Hills West	Infants/Primary	F	137
Para Hills West	Infants/Primary	M	144
Para Hills West	Pre-school	F	28
Para Hills West	Pre-school	M	28
Para Hills West	Secondary	F	82
Para Hills West	Secondary	M	99
Para Hills West	Technical or Further Educational Institution	F	41
Para Hills West	Technical or Further Educational Institution	M	26
Para Hills West	University or other tertiary	F	66
Para Hills West	University or other tertiary	M	46
Para Vista		F	74
Para Vista		M	71
Para Vista	Infants/Primary	F	120
Para Vista	Infants/Primary	M	129
Para Vista	Pre-school	F	21
Para Vista	Pre-school	M	19
Para Vista	Secondary	F	98
Para Vista	Secondary	M	86
Para Vista	Technical or Further Educational Institution	F	25
Para Vista	Technical or Further Educational Institution	M	29
Para Vista	University or other tertiary	F	58
Para Vista	University or other tertiary	M	55
Paracombe		F	16
Paracombe		M	10
Paracombe	Infants/Primary	F	35
Paracombe	Infants/Primary	M	24
Paracombe	Pre-school	F	3
Paracombe	Pre-school	M	4
Paracombe	Secondary	F	8
Paracombe	Secondary	M	8
Paracombe	University or other tertiary	M	8
Paradise (SA)		F	176
Paradise (SA)		M	161
Paradise (SA)	Infants/Primary	F	257
Paradise (SA)	Infants/Primary	M	278
Paradise (SA)	Pre-school	F	34
Paradise (SA)	Pre-school	M	24
Paradise (SA)	Secondary	F	171
Paradise (SA)	Secondary	M	171
Paradise (SA)	Technical or Further Educational Institution	F	76
Paradise (SA)	Technical or Further Educational Institution	M	47
Paradise (SA)	University or other tertiary	F	218
Paradise (SA)	University or other tertiary	M	193
Parafield		F	14
Parafield		M	53
Parafield	Technical or Further Educational Institution	F	3
Parafield	Technical or Further Educational Institution	M	29
Parafield Gardens		F	578
Parafield Gardens		M	507
Parafield Gardens	Infants/Primary	F	810
Parafield Gardens	Infants/Primary	M	853
Parafield Gardens	Pre-school	F	101
Parafield Gardens	Pre-school	M	147
Parafield Gardens	Secondary	F	509
Parafield Gardens	Secondary	M	485
Parafield Gardens	Technical or Further Educational Institution	F	230
Parafield Gardens	Technical or Further Educational Institution	M	152
Parafield Gardens	University or other tertiary	F	380
Parafield Gardens	University or other tertiary	M	309
Paralowie		F	562
Paralowie		M	441
Paralowie	Infants/Primary	F	872
Paralowie	Infants/Primary	M	931
Paralowie	Pre-school	F	116
Paralowie	Pre-school	M	107
Paralowie	Secondary	F	556
Paralowie	Secondary	M	604
Paralowie	Technical or Further Educational Institution	F	227
Paralowie	Technical or Further Educational Institution	M	164
Paralowie	University or other tertiary	F	339
Paralowie	University or other tertiary	M	209
Parawa		F	3
Parawa		M	3
Parawa	Infants/Primary	F	3
Parawa	Infants/Primary	M	4
Parham		F	13
Parham		M	14
Parham	Infants/Primary	F	6
Parham	Infants/Primary	M	12
Parham	Secondary	M	6
Parham	Technical or Further Educational Institution	F	7
Parilla		F	17
Parilla		M	14
Parilla	Infants/Primary	F	10
Parilla	Infants/Primary	M	9
Parilla	Pre-school	M	3
Parilla	Secondary	M	7
Paringa		F	58
Paringa		M	63
Paringa	Infants/Primary	F	44
Paringa	Infants/Primary	M	44
Paringa	Pre-school	F	3
Paringa	Pre-school	M	7
Paringa	Secondary	F	23
Paringa	Secondary	M	19
Paringa	Technical or Further Educational Institution	F	6
Paringa	Technical or Further Educational Institution	M	5
Paringa	University or other tertiary	F	11
Paringa	University or other tertiary	M	3
Paris Creek		F	3
Paris Creek		M	8
Paris Creek	Infants/Primary	F	7
Paris Creek	Infants/Primary	M	4
Paris Creek	Secondary	F	6
Paris Creek	Technical or Further Educational Institution	F	3
Paris Creek	University or other tertiary	F	7
Park Holme		F	121
Park Holme		M	92
Park Holme	Infants/Primary	F	62
Park Holme	Infants/Primary	M	81
Park Holme	Pre-school	F	17
Park Holme	Pre-school	M	14
Park Holme	Secondary	F	64
Park Holme	Secondary	M	80
Park Holme	Technical or Further Educational Institution	F	23
Park Holme	Technical or Further Educational Institution	M	27
Park Holme	University or other tertiary	F	138
Park Holme	University or other tertiary	M	96
Parkside (SA)		F	179
Parkside (SA)		M	147
Parkside (SA)	Infants/Primary	F	192
Parkside (SA)	Infants/Primary	M	193
Parkside (SA)	Pre-school	F	25
Parkside (SA)	Pre-school	M	29
Parkside (SA)	Secondary	F	110
Parkside (SA)	Secondary	M	99
Parkside (SA)	Technical or Further Educational Institution	F	46
Parkside (SA)	Technical or Further Educational Institution	M	31
Parkside (SA)	University or other tertiary	F	239
Parkside (SA)	University or other tertiary	M	204
Parndana		F	5
Parndana		M	7
Parndana	Infants/Primary	F	10
Parndana	Infants/Primary	M	12
Parndana	Technical or Further Educational Institution	F	4
Parrakie		F	9
Parrakie		M	9
Parrakie	Infants/Primary	F	3
Parrakie	Infants/Primary	M	3
Paruna		F	3
Paruna		M	3
Paruna	Infants/Primary	F	4
Paruna	Infants/Primary	M	4
Paruna	Secondary	F	3
Paruna	Secondary	M	3
Pasadena		F	97
Pasadena		M	81
Pasadena	Infants/Primary	F	78
Pasadena	Infants/Primary	M	100
Pasadena	Pre-school	F	7
Pasadena	Pre-school	M	18
Pasadena	Secondary	F	79
Pasadena	Secondary	M	73
Pasadena	Technical or Further Educational Institution	F	21
Pasadena	Technical or Further Educational Institution	M	25
Pasadena	University or other tertiary	F	89
Pasadena	University or other tertiary	M	75
Paskeville		F	13
Paskeville		M	13
Paskeville	Infants/Primary	F	4
Paskeville	Infants/Primary	M	8
Paskeville	Pre-school	F	3
Paskeville	Secondary	M	3
Pata		M	3
Pata	Infants/Primary	M	3
Pata	Secondary	F	4
Pata	Secondary	M	5
Payneham		F	65
Payneham		M	57
Payneham	Infants/Primary	F	71
Payneham	Infants/Primary	M	61
Payneham	Pre-school	F	9
Payneham	Pre-school	M	10
Payneham	Secondary	F	31
Payneham	Secondary	M	28
Payneham	Technical or Further Educational Institution	F	32
Payneham	Technical or Further Educational Institution	M	32
Payneham	University or other tertiary	F	104
Payneham	University or other tertiary	M	91
Payneham South		F	40
Payneham South		M	26
Payneham South	Infants/Primary	F	51
Payneham South	Infants/Primary	M	60
Payneham South	Pre-school	F	18
Payneham South	Pre-school	M	10
Payneham South	Secondary	F	38
Payneham South	Secondary	M	54
Payneham South	Technical or Further Educational Institution	F	13
Payneham South	Technical or Further Educational Institution	M	3
Payneham South	University or other tertiary	F	80
Payneham South	University or other tertiary	M	75
Peake		F	3
Peake		M	3
Peake	Infants/Primary	F	4
Peake	Infants/Primary	M	7
Peake	Secondary	F	3
Pearlah		F	10
Pearlah		M	5
Pearlah	Infants/Primary	F	7
Pearlah	Infants/Primary	M	3
Peebinga		F	4
Peebinga		M	3
Peebinga	Secondary	F	3
Peep Hill	Infants/Primary	F	3
Pekina		F	6
Pekina		M	11
Pekina	Infants/Primary	F	3
Pekina	Infants/Primary	M	4
Pekina	Secondary	F	3
Pelican Lagoon	Secondary	F	3
Pelican Point (SA)		F	6
Pelican Point (SA)		M	4
Pelican Point (SA)	Infants/Primary	F	3
Pelican Point (SA)	Infants/Primary	M	3
Pelican Point (SA)	Secondary	M	3
Penfield		F	13
Penfield		M	16
Penfield	Infants/Primary	F	22
Penfield	Infants/Primary	M	27
Penfield	Pre-school	F	4
Penfield	Pre-school	M	6
Penfield	Secondary	F	9
Penfield	Secondary	M	12
Penfield	Technical or Further Educational Institution	F	15
Penfield	Technical or Further Educational Institution	M	4
Penfield	University or other tertiary	F	8
Penfield	University or other tertiary	M	3
Penfield Gardens		F	8
Penfield Gardens		M	14
Penfield Gardens	Infants/Primary	F	17
Penfield Gardens	Infants/Primary	M	11
Penfield Gardens	Pre-school	F	3
Penfield Gardens	Secondary	F	14
Penfield Gardens	Secondary	M	10
Penfield Gardens	University or other tertiary	F	7
Penfield Gardens	University or other tertiary	M	6
Penneshaw		F	19
Penneshaw		M	20
Penneshaw	Infants/Primary	F	7
Penneshaw	Infants/Primary	M	8
Penneshaw	Pre-school	F	5
Penneshaw	Secondary	F	3
Penneshaw	Secondary	M	4
Pennington		F	143
Pennington		M	156
Pennington	Infants/Primary	F	136
Pennington	Infants/Primary	M	160
Pennington	Pre-school	F	16
Pennington	Pre-school	M	21
Pennington	Secondary	F	111
Pennington	Secondary	M	112
Pennington	Technical or Further Educational Institution	F	49
Pennington	Technical or Further Educational Institution	M	23
Pennington	University or other tertiary	F	86
Pennington	University or other tertiary	M	64
Penola		F	53
Penola		M	54
Penola	Infants/Primary	F	68
Penola	Infants/Primary	M	79
Penola	Pre-school	F	10
Penola	Pre-school	M	12
Penola	Secondary	F	37
Penola	Secondary	M	40
Penola	Technical or Further Educational Institution	F	12
Penola	Technical or Further Educational Institution	M	11
Penola	University or other tertiary	F	18
Penola	University or other tertiary	M	20
Penong		F	6
Penong		M	19
Penong	Infants/Primary	F	17
Penong	Infants/Primary	M	16
Penong	Pre-school	M	7
Penong	Secondary	M	9
Penong	Technical or Further Educational Institution	F	3
Penrice		F	10
Penrice		M	7
Penrice	Infants/Primary	F	21
Penrice	Infants/Primary	M	26
Penrice	Pre-school	F	3
Penrice	Pre-school	M	3
Penrice	Secondary	F	19
Penrice	Secondary	M	17
Penrice	University or other tertiary	F	3
Penrice	University or other tertiary	M	3
Penwortham		F	7
Penwortham		M	10
Penwortham	Infants/Primary	F	9
Penwortham	Infants/Primary	M	7
Penwortham	Pre-school	F	3
Penwortham	Pre-school	M	4
Perlubie	Infants/Primary	F	3
Perponda	Infants/Primary	F	3
Perponda	Infants/Primary	M	3
Perponda	Secondary	F	6
Peterborough (SA)		F	73
Peterborough (SA)		M	76
Peterborough (SA)	Infants/Primary	F	47
Peterborough (SA)	Infants/Primary	M	42
Peterborough (SA)	Pre-school	F	4
Peterborough (SA)	Secondary	F	28
Peterborough (SA)	Secondary	M	37
Peterborough (SA)	Technical or Further Educational Institution	F	19
Peterborough (SA)	Technical or Further Educational Institution	M	9
Peterhead		F	22
Peterhead		M	19
Peterhead	Infants/Primary	F	36
Peterhead	Infants/Primary	M	54
Peterhead	Pre-school	F	12
Peterhead	Pre-school	M	9
Peterhead	Secondary	F	31
Peterhead	Secondary	M	22
Peterhead	Technical or Further Educational Institution	F	20
Peterhead	Technical or Further Educational Institution	M	7
Peterhead	University or other tertiary	F	19
Peterhead	University or other tertiary	M	12
Petersville		F	3
Petersville		M	5
Petherick	Infants/Primary	F	3
Petherick	Secondary	M	3
Petina	Infants/Primary	M	3
Petwood		M	3
Petwood	Pre-school	F	3
Petwood	Secondary	M	4
Pewsey Vale		F	3
Pewsey Vale		M	7
Pewsey Vale	Secondary	M	3
Piccadilly (SA)		F	7
Piccadilly (SA)		M	11
Piccadilly (SA)	Infants/Primary	F	20
Piccadilly (SA)	Infants/Primary	M	15
Piccadilly (SA)	Secondary	F	19
Piccadilly (SA)	Secondary	M	18
Piccadilly (SA)	Technical or Further Educational Institution	M	6
Piccadilly (SA)	University or other tertiary	F	10
Piccadilly (SA)	University or other tertiary	M	5
Piednippie	Secondary	F	3
Piednippie	Secondary	M	4
Pike River	Infants/Primary	F	3
Pike River	Infants/Primary	M	4
Pike River	Secondary	F	3
Pike River	Secondary	M	3
Pine Hill (SA)		F	7
Pine Hill (SA)		M	3
Pine Point	Infants/Primary	M	3
Pine Point	Secondary	F	3
Pine Point	Secondary	M	5
Pinery		F	5
Pinery	Infants/Primary	F	5
Pinery	Infants/Primary	M	3
Pinery	Secondary	F	5
Pinery	Secondary	M	4
Pinkawillinie	Infants/Primary	F	6
Pinkawillinie	Infants/Primary	M	12
Pinkawillinie	Secondary	F	3
Pinkawillinie	Secondary	M	3
Pinkerton Plains		F	3
Pinkerton Plains	Infants/Primary	F	3
Pinkerton Plains	Infants/Primary	M	4
Pinkerton Plains	University or other tertiary	F	3
Pinks Beach		F	3
Pinnaroo		F	30
Pinnaroo		M	34
Pinnaroo	Infants/Primary	F	35
Pinnaroo	Infants/Primary	M	27
Pinnaroo	Pre-school	M	3
Pinnaroo	Secondary	F	15
Pinnaroo	Secondary	M	16
Pinnaroo	Technical or Further Educational Institution	F	3
Pipalyatjara		F	28
Pipalyatjara		M	12
Pipalyatjara	Infants/Primary	F	9
Pipalyatjara	Infants/Primary	M	11
Pipalyatjara	Pre-school	F	3
Pipalyatjara	Secondary	F	6
Pipalyatjara	Secondary	M	10
Pipalyatjara	Technical or Further Educational Institution	M	3
Pirie East	Infants/Primary	F	3
Pirie East	Secondary	M	3
Pleasant Park	Infants/Primary	F	7
Pleasant Park	Pre-school	M	3
Plympton		F	174
Plympton		M	128
Plympton	Infants/Primary	F	149
Plympton	Infants/Primary	M	163
Plympton	Pre-school	F	28
Plympton	Pre-school	M	26
Plympton	Secondary	F	106
Plympton	Secondary	M	103
Plympton	Technical or Further Educational Institution	F	70
Plympton	Technical or Further Educational Institution	M	61
Plympton	University or other tertiary	F	254
Plympton	University or other tertiary	M	201
Plympton Park		F	78
Plympton Park		M	95
Plympton Park	Infants/Primary	F	119
Plympton Park	Infants/Primary	M	117
Plympton Park	Pre-school	F	14
Plympton Park	Pre-school	M	27
Plympton Park	Secondary	F	54
Plympton Park	Secondary	M	76
Plympton Park	Technical or Further Educational Institution	F	30
Plympton Park	Technical or Further Educational Institution	M	31
Plympton Park	University or other tertiary	F	120
Plympton Park	University or other tertiary	M	119
Point Boston	Secondary	M	4
Point Lowly		F	6
Point Lowly		M	3
Point Pass		F	9
Point Pass		M	7
Point Pass	Infants/Primary	F	3
Point Pass	Secondary	F	3
Point Pearce		F	4
Point Pearce		M	6
Point Pearce	Infants/Primary	F	7
Point Pearce	Infants/Primary	M	6
Point Pearce	Secondary	F	3
Point Sturt		F	3
Point Sturt		M	5
Point Sturt	Infants/Primary	F	3
Point Sturt	Infants/Primary	M	5
Point Sturt	Secondary	F	5
Point Sturt	Secondary	M	3
Point Turton		F	5
Point Turton		M	9
Point Turton	Infants/Primary	F	3
Point Turton	Infants/Primary	M	14
Point Turton	Secondary	F	8
Point Turton	Secondary	M	6
Point Turton	University or other tertiary	F	3
Polish Hill River	Infants/Primary	F	4
Polish Hill River	Infants/Primary	M	4
Polish Hill River	Secondary	M	3
Poltalloch		F	3
Poltalloch		M	5
Poltalloch	Infants/Primary	F	5
Poltalloch	Infants/Primary	M	3
Poltalloch	Secondary	F	4
Pompoota	Infants/Primary	F	3
Pompoota	Infants/Primary	M	6
Pompoota	Secondary	M	3
Ponde		F	8
Ponde		M	5
Ponde	Secondary	F	3
Ponde	Secondary	M	3
Poochera		F	3
Poochera		M	3
Poochera	Infants/Primary	F	4
Pooginagoric	Infants/Primary	M	3
Pooginagoric	Secondary	M	3
Poonindie		F	25
Poonindie		M	30
Poonindie	Infants/Primary	F	11
Poonindie	Infants/Primary	M	6
Poonindie	Secondary	F	3
Poonindie	Secondary	M	4
Poonindie	Technical or Further Educational Institution	F	3
Pooraka		F	273
Pooraka		M	256
Pooraka	Infants/Primary	F	251
Pooraka	Infants/Primary	M	316
Pooraka	Pre-school	F	44
Pooraka	Pre-school	M	38
Pooraka	Secondary	F	185
Pooraka	Secondary	M	213
Pooraka	Technical or Further Educational Institution	F	80
Pooraka	Technical or Further Educational Institution	M	88
Pooraka	University or other tertiary	F	182
Pooraka	University or other tertiary	M	145
Port Adelaide		F	59
Port Adelaide		M	58
Port Adelaide	Infants/Primary	F	40
Port Adelaide	Infants/Primary	M	36
Port Adelaide	Pre-school	F	7
Port Adelaide	Secondary	F	34
