SSC_NAME16	Age	persons
Avondale (NSW)	65-74	165
Avondale (NSW)	75-84	72
Avondale (NSW)	85+	17
Avonside	0-4	8
Avonside	5-14	27
Avonside	15-19	10
Avonside	20-24	3
Avonside	25-34	8
Avonside	35-44	15
Avonside	45-54	28
Avonside	55-64	16
Avonside	65-74	12
Awaba	0-4	27
Awaba	5-14	64
Awaba	15-19	30
Awaba	20-24	22
Awaba	25-34	40
Awaba	35-44	46
Awaba	45-54	74
Awaba	55-64	44
Awaba	65-74	33
Awaba	75-84	19
Awaba	85+	4
Aylmerton	0-4	8
Aylmerton	5-14	14
Aylmerton	15-19	14
Aylmerton	20-24	13
Aylmerton	25-34	25
Aylmerton	35-44	12
Aylmerton	45-54	38
Aylmerton	55-64	27
Aylmerton	65-74	28
Aylmerton	75-84	13
Aylmerton	85+	3
Baan Baa	0-4	6
Baan Baa	5-14	25
Baan Baa	15-19	4
Baan Baa	20-24	10
Baan Baa	25-34	22
Baan Baa	35-44	9
Baan Baa	45-54	25
Baan Baa	55-64	35
Baan Baa	65-74	11
Baan Baa	75-84	12
Baan Baa	85+	3
Babyl Creek	5-14	3
Babyl Creek	35-44	4
Babyl Creek	55-64	3
Back Creek (Bland - NSW)	0-4	3
Back Creek (Bland - NSW)	5-14	12
Back Creek (Bland - NSW)	20-24	8
Back Creek (Bland - NSW)	25-34	8
Back Creek (Bland - NSW)	35-44	13
Back Creek (Bland - NSW)	65-74	3
Back Creek (Gwydir - NSW)	5-14	3
Back Creek (Gwydir - NSW)	55-64	3
Back Creek (Gwydir - NSW)	65-74	3
Back Creek (Mid-Coast - NSW)	35-44	3
Back Creek (Mid-Coast - NSW)	55-64	3
Back Creek (Mid-Coast - NSW)	65-74	11
Back Creek (Mid-Coast - NSW)	75-84	3
Back Creek (Queanbeyan-Palerang Regional - NSW)	45-54	7
Back Creek (Tenterfield - NSW)	25-34	3
Back Creek (Tenterfield - NSW)	45-54	3
Back Creek (Tenterfield - NSW)	65-74	3
Back Creek (Tweed - NSW)	45-54	6
Back Creek (Tweed - NSW)	75-84	3
Back Forest	0-4	5
Back Forest	5-14	5
Back Forest	15-19	5
Back Forest	20-24	7
Back Forest	25-34	9
Back Forest	35-44	3
Back Forest	45-54	12
Back Forest	55-64	16
Back Forest	65-74	14
Back Forest	75-84	7
Backmede	0-4	7
Backmede	5-14	17
Backmede	15-19	10
Backmede	20-24	9
Backmede	25-34	10
Backmede	35-44	14
Backmede	45-54	21
Backmede	55-64	30
Backmede	65-74	25
Backmede	75-84	7
Backwater	55-64	3
Backwater	65-74	3
Badgerys Creek	0-4	15
Badgerys Creek	5-14	37
Badgerys Creek	15-19	8
Badgerys Creek	20-24	11
Badgerys Creek	25-34	30
Badgerys Creek	35-44	31
Badgerys Creek	45-54	21
Badgerys Creek	55-64	33
Badgerys Creek	65-74	23
Badgerys Creek	75-84	8
Badgerys Creek	85+	4
Badja	55-64	3
Badja	65-74	3
Baerami	0-4	3
Baerami	5-14	8
Baerami	15-19	7
Baerami	35-44	8
Baerami	45-54	13
Baerami	55-64	13
Baerami	65-74	13
Baerami	75-84	3
Baerami Creek	0-4	8
Baerami Creek	5-14	4
Baerami Creek	15-19	4
Baerami Creek	25-34	3
Baerami Creek	35-44	10
Baerami Creek	45-54	7
Baerami Creek	55-64	14
Baerami Creek	75-84	3
Bagnoo	5-14	9
Bagnoo	25-34	4
Bagnoo	45-54	6
Bagnoo	55-64	12
Bagnoo	65-74	9
Bago	0-4	3
Bago	5-14	10
Bago	15-19	4
Bago	20-24	3
Bago	25-34	4
Bago	35-44	8
Bago	45-54	3
Bago	55-64	3
Bago	65-74	3
Bagotville	5-14	3
Bagotville	15-19	4
Bagotville	35-44	4
Bagotville	45-54	10
Bagotville	55-64	15
Bagotville	65-74	6
Bagotville	75-84	3
Bakers Creek (Mid-Coast - NSW)	5-14	3
Bakers Creek (Mid-Coast - NSW)	35-44	4
Bakers Creek (Mid-Coast - NSW)	45-54	7
Bakers Creek (Mid-Coast - NSW)	55-64	7
Bakers Creek (Mid-Coast - NSW)	65-74	5
Bakers Creek (Nambucca - NSW)	55-64	3
Bakers Creek (Nambucca - NSW)	65-74	3
Bakers Creek (Nambucca - NSW)	75-84	5
Bakers Creek (Uralla - NSW)	45-54	4
Bakers Creek (Uralla - NSW)	55-64	5
Bakers Creek (Uralla - NSW)	65-74	5
Bakers Swamp	0-4	3
Bakers Swamp	5-14	3
Bakers Swamp	15-19	3
Bakers Swamp	35-44	9
Bakers Swamp	45-54	10
Bakers Swamp	55-64	13
Bakers Swamp	65-74	9
Balaclava (NSW)	0-4	40
Balaclava (NSW)	5-14	54
Balaclava (NSW)	15-19	18
Balaclava (NSW)	20-24	31
Balaclava (NSW)	25-34	53
Balaclava (NSW)	35-44	71
Balaclava (NSW)	45-54	69
Balaclava (NSW)	55-64	76
Balaclava (NSW)	65-74	54
Balaclava (NSW)	75-84	27
Balaclava (NSW)	85+	8
Balala	0-4	4
Balala	5-14	19
Balala	15-19	4
Balala	20-24	3
Balala	25-34	7
Balala	35-44	12
Balala	45-54	28
Balala	55-64	24
Balala	65-74	28
Balala	75-84	14
Balcolyn	0-4	55
Balcolyn	5-14	136
Balcolyn	15-19	56
Balcolyn	20-24	55
Balcolyn	25-34	108
Balcolyn	35-44	105
Balcolyn	45-54	119
Balcolyn	55-64	125
Balcolyn	65-74	120
Balcolyn	75-84	61
Balcolyn	85+	18
Bald Blair	0-4	6
Bald Blair	5-14	7
Bald Blair	15-19	3
Bald Blair	25-34	5
Bald Blair	35-44	6
Bald Blair	45-54	5
Bald Blair	55-64	3
Bald Blair	65-74	9
Bald Blair	75-84	3
Bald Blair	85+	3
Bald Hills (NSW)	0-4	20
Bald Hills (NSW)	5-14	44
Bald Hills (NSW)	15-19	16
Bald Hills (NSW)	20-24	4
Bald Hills (NSW)	25-34	15
Bald Hills (NSW)	35-44	31
Bald Hills (NSW)	45-54	52
Bald Hills (NSW)	55-64	41
Bald Hills (NSW)	65-74	33
Bald Hills (NSW)	75-84	9
Bald Nob	5-14	3
Bald Nob	35-44	4
Bald Nob	65-74	4
Bald Ridge	55-64	6
Baldersleigh	5-14	7
Baldersleigh	15-19	3
Baldersleigh	20-24	3
Baldersleigh	25-34	4
Baldersleigh	35-44	7
Baldersleigh	45-54	7
Baldersleigh	55-64	13
Baldersleigh	65-74	11
Baldry	0-4	6
Baldry	5-14	28
Baldry	20-24	3
Baldry	25-34	9
Baldry	35-44	9
Baldry	45-54	8
Baldry	55-64	15
Baldry	65-74	16
Baldry	75-84	3
Balfours Peak	5-14	11
Balfours Peak	20-24	4
Balfours Peak	25-34	3
Balfours Peak	35-44	3
Balfours Peak	45-54	4
Balfours Peak	65-74	7
Balgowlah	0-4	626
Balgowlah	5-14	1081
Balgowlah	15-19	353
Balgowlah	20-24	337
Balgowlah	25-34	987
Balgowlah	35-44	1433
Balgowlah	45-54	1170
Balgowlah	55-64	798
Balgowlah	65-74	664
Balgowlah	75-84	368
Balgowlah	85+	149
Balgowlah Heights	0-4	206
Balgowlah Heights	5-14	698
Balgowlah Heights	15-19	249
Balgowlah Heights	20-24	132
Balgowlah Heights	25-34	140
Balgowlah Heights	35-44	461
Balgowlah Heights	45-54	616
Balgowlah Heights	55-64	407
Balgowlah Heights	65-74	242
Balgowlah Heights	75-84	119
Balgowlah Heights	85+	77
Balgownie	0-4	333
Balgownie	5-14	664
Balgownie	15-19	345
Balgownie	20-24	280
Balgownie	25-34	580
Balgownie	35-44	700
Balgownie	45-54	759
Balgownie	55-64	696
Balgownie	65-74	668
Balgownie	75-84	377
Balgownie	85+	122
Balickera	5-14	4
Balickera	15-19	3
Balickera	35-44	4
Balickera	45-54	7
Balickera	55-64	3
Balladoran	0-4	7
Balladoran	5-14	17
Balladoran	15-19	6
Balladoran	20-24	7
Balladoran	25-34	11
Balladoran	35-44	7
Balladoran	45-54	21
Balladoran	55-64	22
Balladoran	65-74	17
Balladoran	75-84	8
Balladoran	85+	3
Ballalaba	35-44	3
Ballalaba	45-54	3
Ballalaba	55-64	3
Ballalaba	65-74	3
Ballalaba	85+	3
Balldale	0-4	4
Balldale	5-14	30
Balldale	15-19	4
Balldale	25-34	3
Balldale	35-44	27
Balldale	45-54	15
Balldale	55-64	25
Balldale	65-74	33
Balldale	75-84	10
Ballengarra	0-4	3
Ballengarra	5-14	17
Ballengarra	15-19	13
Ballengarra	20-24	4
Ballengarra	25-34	6
Ballengarra	35-44	11
Ballengarra	45-54	17
Ballengarra	55-64	19
Ballengarra	65-74	4
Ballimore	0-4	10
Ballimore	5-14	24
Ballimore	15-19	11
Ballimore	20-24	7
Ballimore	25-34	12
Ballimore	35-44	32
Ballimore	45-54	21
Ballimore	55-64	37
Ballimore	65-74	24
Ballimore	75-84	10
Ballina	0-4	352
Ballina	5-14	663
Ballina	15-19	356
Ballina	20-24	375
Ballina	25-34	786
Ballina	35-44	781
Ballina	45-54	1009
Ballina	55-64	1194
Ballina	65-74	1223
Ballina	75-84	1059
Ballina	85+	852
Ballyroe	35-44	3
Balmain	0-4	708
Balmain	5-14	1085
Balmain	15-19	329
Balmain	20-24	429
Balmain	25-34	1611
Balmain	35-44	1970
Balmain	45-54	1642
Balmain	55-64	1277
Balmain	65-74	954
Balmain	75-84	334
Balmain	85+	111
Balmain East	0-4	103
Balmain East	5-14	210
Balmain East	15-19	70
Balmain East	20-24	100
Balmain East	25-34	243
Balmain East	35-44	294
Balmain East	45-54	335
Balmain East	55-64	249
Balmain East	65-74	221
Balmain East	75-84	83
Balmain East	85+	28
Balmoral (Lake Macquarie - NSW)	0-4	39
Balmoral (Lake Macquarie - NSW)	5-14	83
Balmoral (Lake Macquarie - NSW)	15-19	50
Balmoral (Lake Macquarie - NSW)	20-24	52
Balmoral (Lake Macquarie - NSW)	25-34	65
Balmoral (Lake Macquarie - NSW)	35-44	92
Balmoral (Lake Macquarie - NSW)	45-54	98
Balmoral (Lake Macquarie - NSW)	55-64	111
Balmoral (Lake Macquarie - NSW)	65-74	89
Balmoral (Lake Macquarie - NSW)	75-84	30
Balmoral (Lake Macquarie - NSW)	85+	10
Balmoral (Wingecarribee - NSW)	0-4	28
Balmoral (Wingecarribee - NSW)	5-14	48
Balmoral (Wingecarribee - NSW)	15-19	35
Balmoral (Wingecarribee - NSW)	20-24	17
Balmoral (Wingecarribee - NSW)	25-34	42
Balmoral (Wingecarribee - NSW)	35-44	41
Balmoral (Wingecarribee - NSW)	45-54	89
Balmoral (Wingecarribee - NSW)	55-64	90
Balmoral (Wingecarribee - NSW)	65-74	27
Balmoral (Wingecarribee - NSW)	75-84	15
Balranald	0-4	82
Balranald	5-14	171
Balranald	15-19	82
Balranald	20-24	69
Balranald	25-34	116
Balranald	35-44	146
Balranald	45-54	180
Balranald	55-64	224
Balranald	65-74	144
Balranald	75-84	104
Balranald	85+	31
Bamarang	15-19	5
Bamarang	20-24	3
Bamarang	25-34	3
Bamarang	45-54	11
Bamarang	65-74	6
Bandon Grove	0-4	3
Bandon Grove	5-14	15
Bandon Grove	15-19	4
Bandon Grove	20-24	7
Bandon Grove	25-34	9
Bandon Grove	35-44	6
Bandon Grove	45-54	17
Bandon Grove	55-64	22
Bandon Grove	65-74	22
Bandon Grove	75-84	7
Bangadang	0-4	3
Bangadang	5-14	4
Bangadang	25-34	3
Bangadang	35-44	3
Bangalee (NSW)	0-4	30
Bangalee (NSW)	5-14	63
Bangalee (NSW)	15-19	50
Bangalee (NSW)	20-24	27
Bangalee (NSW)	25-34	52
Bangalee (NSW)	35-44	59
Bangalee (NSW)	45-54	87
Bangalee (NSW)	55-64	122
Bangalee (NSW)	65-74	108
Bangalee (NSW)	75-84	43
Bangalee (NSW)	85+	10
Bangalow	0-4	122
Bangalow	5-14	312
Bangalow	15-19	110
Bangalow	20-24	52
Bangalow	25-34	152
Bangalow	35-44	338
Bangalow	45-54	328
Bangalow	55-64	277
Bangalow	65-74	176
Bangalow	75-84	83
Bangalow	85+	69
Bangheet	0-4	3
Bangheet	5-14	5
Bangheet	25-34	3
Bangheet	35-44	3
Bangheet	45-54	7
Bangheet	55-64	5
Bangheet	65-74	4
Bangheet	75-84	3
Bango	0-4	4
Bango	5-14	5
Bango	15-19	12
Bango	20-24	3
Bango	25-34	4
Bango	35-44	12
Bango	45-54	19
Bango	55-64	12
Bango	65-74	11
Bango	75-84	6
Bango	85+	5
Bangor (NSW)	0-4	346
Bangor (NSW)	5-14	667
Bangor (NSW)	15-19	354
Bangor (NSW)	20-24	334
Bangor (NSW)	25-34	617
Bangor (NSW)	35-44	623
Bangor (NSW)	45-54	747
Bangor (NSW)	55-64	905
Bangor (NSW)	65-74	615
Bangor (NSW)	75-84	203
Bangor (NSW)	85+	155
Banksia	0-4	219
Banksia	5-14	374
Banksia	15-19	187
Banksia	20-24	219
Banksia	25-34	524
Banksia	35-44	532
Banksia	45-54	430
Banksia	55-64	346
Banksia	65-74	322
Banksia	75-84	167
Banksia	85+	62
Banksmeadow	0-4	3
Banksmeadow	25-34	3
Banksmeadow	55-64	4
Banksmeadow	65-74	6
Bankstown	0-4	2862
Bankstown	5-14	4204
Bankstown	15-19	1871
Bankstown	20-24	2515
Bankstown	25-34	5843
Bankstown	35-44	4322
Bankstown	45-54	3735
Bankstown	55-64	3206
Bankstown	65-74	1891
Bankstown	75-84	1153
Bankstown	85+	515
Bannaby	5-14	5
Bannaby	45-54	8
Bannaby	55-64	6
Bannaby	65-74	10
Bannister (NSW)	0-4	9
Bannister (NSW)	5-14	20
Bannister (NSW)	15-19	3
Bannister (NSW)	20-24	3
Bannister (NSW)	25-34	5
Bannister (NSW)	35-44	13
Bannister (NSW)	45-54	18
Bannister (NSW)	55-64	19
Bannister (NSW)	65-74	24
Bannister (NSW)	75-84	4
Bannister (NSW)	85+	3
Banoon	45-54	4
Banoon	55-64	8
Banoon	65-74	8
Banora Point	0-4	769
Banora Point	5-14	1673
Banora Point	15-19	892
Banora Point	20-24	751
Banora Point	25-34	1345
Banora Point	35-44	1638
Banora Point	45-54	1890
Banora Point	55-64	2074
Banora Point	65-74	2434
Banora Point	75-84	1823
Banora Point	85+	880
Banyabba	5-14	3
Banyabba	15-19	4
Banyabba	20-24	3
Banyabba	25-34	5
Banyabba	35-44	5
Banyabba	45-54	3
Banyabba	55-64	12
Banyabba	65-74	8
Banyabba	85+	4
Bar Beach	0-4	36
Bar Beach	5-14	125
Bar Beach	15-19	81
Bar Beach	20-24	125
Bar Beach	25-34	204
Bar Beach	35-44	150
Bar Beach	45-54	210
Bar Beach	55-64	189
Bar Beach	65-74	91
Bar Beach	75-84	49
Bar Beach	85+	6
Bar Point	0-4	3
Bar Point	5-14	4
Bar Point	25-34	5
Bar Point	35-44	16
Bar Point	45-54	9
Bar Point	55-64	10
Bar Point	65-74	6
Bar Point	75-84	4
Bara	5-14	7
Bara	20-24	3
Bara	35-44	4
Bara	55-64	7
Bara	65-74	4
Bara	75-84	3
Baradine	0-4	34
Baradine	5-14	97
Baradine	15-19	30
Baradine	20-24	36
Baradine	25-34	71
Baradine	35-44	80
Baradine	45-54	89
Baradine	55-64	105
Baradine	65-74	124
Baradine	75-84	64
Baradine	85+	30
Barangaroo	0-4	16
Barangaroo	5-14	3
Barangaroo	20-24	21
Barangaroo	25-34	56
Barangaroo	35-44	27
Barangaroo	45-54	38
Barangaroo	55-64	28
Barangaroo	65-74	5
Barangaroo	85+	3
Barden Ridge	0-4	196
Barden Ridge	5-14	644
Barden Ridge	15-19	425
Barden Ridge	20-24	421
Barden Ridge	25-34	381
Barden Ridge	35-44	481
Barden Ridge	45-54	770
Barden Ridge	55-64	618
Barden Ridge	65-74	245
Barden Ridge	75-84	73
Barden Ridge	85+	72
Bardia	0-4	219
Bardia	5-14	226
Bardia	15-19	82
Bardia	20-24	102
Bardia	25-34	423
Bardia	35-44	301
Bardia	45-54	123
Bardia	55-64	83
Bardia	65-74	29
Bardia	75-84	7
Bardwell Park	0-4	115
Bardwell Park	5-14	299
Bardwell Park	15-19	126
Bardwell Park	20-24	132
Bardwell Park	25-34	274
Bardwell Park	35-44	306
Bardwell Park	45-54	348
Bardwell Park	55-64	257
Bardwell Park	65-74	211
Bardwell Park	75-84	125
Bardwell Park	85+	48
Bardwell Valley	0-4	145
Bardwell Valley	5-14	287
Bardwell Valley	15-19	149
Bardwell Valley	20-24	146
Bardwell Valley	25-34	274
Bardwell Valley	35-44	317
Bardwell Valley	45-54	322
Bardwell Valley	55-64	280
Bardwell Valley	65-74	233
Bardwell Valley	75-84	126
Bardwell Valley	85+	46
Barellan	0-4	34
Barellan	5-14	77
Barellan	15-19	37
Barellan	20-24	27
Barellan	25-34	50
Barellan	35-44	53
Barellan	45-54	81
Barellan	55-64	83
Barellan	65-74	57
Barellan	75-84	29
Barellan	85+	21
Bargo	0-4	290
Bargo	5-14	626
Bargo	15-19	281
Bargo	20-24	217
Bargo	25-34	492
Bargo	35-44	573
Bargo	45-54	587
Bargo	55-64	538
Bargo	65-74	454
Bargo	75-84	251
Bargo	85+	76
Barham	0-4	67
Barham	5-14	139
Barham	15-19	54
Barham	20-24	55
Barham	25-34	93
Barham	35-44	98
Barham	45-54	197
Barham	55-64	266
Barham	65-74	249
Barham	75-84	182
Barham	85+	102
Barkers Vale	0-4	9
Barkers Vale	5-14	30
Barkers Vale	15-19	3
Barkers Vale	20-24	7
Barkers Vale	25-34	7
Barkers Vale	35-44	32
Barkers Vale	45-54	21
Barkers Vale	55-64	42
Barkers Vale	65-74	17
Barmedman	0-4	32
Barmedman	5-14	70
Barmedman	15-19	28
Barmedman	20-24	14
Barmedman	25-34	38
Barmedman	35-44	56
Barmedman	45-54	54
Barmedman	55-64	76
Barmedman	65-74	60
Barmedman	75-84	13
Barmedman	85+	3
Barnsley	0-4	141
Barnsley	5-14	218
Barnsley	15-19	132
Barnsley	20-24	99
Barnsley	25-34	255
Barnsley	35-44	233
Barnsley	45-54	238
Barnsley	55-64	253
Barnsley	65-74	142
Barnsley	75-84	29
Barnsley	85+	14
Barooga	0-4	103
Barooga	5-14	226
Barooga	15-19	97
Barooga	20-24	84
Barooga	25-34	203
Barooga	35-44	208
Barooga	45-54	215
Barooga	55-64	248
Barooga	65-74	242
Barooga	75-84	138
Barooga	85+	47
Barraba	0-4	67
Barraba	5-14	125
Barraba	15-19	62
Barraba	20-24	33
Barraba	25-34	119
Barraba	35-44	100
Barraba	45-54	178
Barraba	55-64	236
Barraba	65-74	224
Barraba	75-84	197
Barraba	85+	64
Barrack Heights	0-4	383
Barrack Heights	5-14	746
Barrack Heights	15-19	342
Barrack Heights	20-24	400
Barrack Heights	25-34	746
Barrack Heights	35-44	683
Barrack Heights	45-54	727
Barrack Heights	55-64	777
Barrack Heights	65-74	649
Barrack Heights	75-84	350
Barrack Heights	85+	95
Barrack Point	0-4	29
Barrack Point	5-14	102
Barrack Point	15-19	45
Barrack Point	20-24	35
Barrack Point	25-34	43
Barrack Point	35-44	100
Barrack Point	45-54	98
Barrack Point	55-64	111
Barrack Point	65-74	92
Barrack Point	75-84	31
Barrack Point	85+	15
Barraganyatti	0-4	5
Barraganyatti	5-14	10
Barraganyatti	15-19	6
Barraganyatti	20-24	6
Barraganyatti	25-34	11
Barraganyatti	35-44	13
Barraganyatti	45-54	22
Barraganyatti	55-64	34
Barraganyatti	65-74	28
Barraganyatti	75-84	8
Barraganyatti	85+	3
Barragga Bay	0-4	3
Barragga Bay	5-14	3
Barragga Bay	15-19	3
Barragga Bay	25-34	4
Barragga Bay	35-44	9
Barragga Bay	45-54	19
Barragga Bay	55-64	32
Barragga Bay	65-74	14
Barragga Bay	75-84	7
Barragga Bay	85+	3
Barrengarry	0-4	11
Barrengarry	5-14	30
Barrengarry	15-19	19
Barrengarry	20-24	5
Barrengarry	25-34	17
Barrengarry	35-44	18
Barrengarry	45-54	29
Barrengarry	55-64	32
Barrengarry	65-74	23
Barrengarry	75-84	17
Barretts Creek	5-14	3
Barretts Creek	45-54	4
Barringella	5-14	9
Barringella	15-19	4
Barringella	25-34	4
Barringella	35-44	4
Barringella	45-54	8
Barringella	65-74	3
Barrington (NSW)	0-4	6
Barrington (NSW)	5-14	31
Barrington (NSW)	15-19	11
Barrington (NSW)	20-24	12
Barrington (NSW)	25-34	19
Barrington (NSW)	35-44	35
Barrington (NSW)	45-54	48
Barrington (NSW)	55-64	58
Barrington (NSW)	65-74	87
Barrington (NSW)	75-84	45
Barrington (NSW)	85+	13
Barry (Blayney - NSW)	0-4	10
Barry (Blayney - NSW)	5-14	24
Barry (Blayney - NSW)	15-19	5
Barry (Blayney - NSW)	20-24	6
Barry (Blayney - NSW)	25-34	15
Barry (Blayney - NSW)	35-44	20
Barry (Blayney - NSW)	45-54	29
Barry (Blayney - NSW)	55-64	29
Barry (Blayney - NSW)	65-74	9
Barry (Blayney - NSW)	75-84	4
Barwang	0-4	4
Barwang	5-14	11
Barwang	15-19	3
Barwang	20-24	3
Barwang	25-34	8
Barwang	35-44	12
Barwang	45-54	15
Barwang	55-64	10
Barwang	65-74	5
Barwang	75-84	5
Barwang	85+	4
Barwon	5-14	8
Barwon	35-44	4
Barwon	45-54	5
Barwon	65-74	4
Barwon	75-84	4
Baryulgil	0-4	9
Baryulgil	5-14	14
Baryulgil	15-19	5
Baryulgil	20-24	5
Baryulgil	25-34	12
Baryulgil	35-44	8
Baryulgil	45-54	22
Baryulgil	55-64	8
Baryulgil	65-74	3
Baryulgil	75-84	6
Basin View	0-4	96
Basin View	5-14	195
Basin View	15-19	96
Basin View	20-24	89
Basin View	25-34	138
Basin View	35-44	162
Basin View	45-54	190
Basin View	55-64	212
Basin View	65-74	203
Basin View	75-84	118
Basin View	85+	63
Bass Hill	0-4	662
Bass Hill	5-14	1398
Bass Hill	15-19	640
Bass Hill	20-24	666
Bass Hill	25-34	1171
Bass Hill	35-44	1125
Bass Hill	45-54	1115
Bass Hill	55-64	944
Bass Hill	65-74	703
Bass Hill	75-84	436
Bass Hill	85+	197
Bassendean (NSW)	20-24	3
Batar Creek	0-4	3
Batar Creek	5-14	7
Batar Creek	15-19	3
Batar Creek	35-44	7
Batar Creek	45-54	13
Batar Creek	55-64	24
Batar Creek	65-74	14
Bateau Bay	0-4	725
Bateau Bay	5-14	1451
Bateau Bay	15-19	666
Bateau Bay	20-24	616
Bateau Bay	25-34	1329
Bateau Bay	35-44	1351
Bateau Bay	45-54	1438
Bateau Bay	55-64	1608
Bateau Bay	65-74	1319
Bateau Bay	75-84	959
Bateau Bay	85+	681
Batehaven	0-4	79
Batehaven	5-14	147
Batehaven	15-19	93
Batehaven	20-24	66
Batehaven	25-34	129
Batehaven	35-44	158
Batehaven	45-54	243
Batehaven	55-64	318
Batehaven	65-74	276
Batehaven	75-84	163
Batehaven	85+	113
Batemans Bay	0-4	69
Batemans Bay	5-14	129
Batemans Bay	15-19	60
Batemans Bay	20-24	55
Batemans Bay	25-34	148
Batemans Bay	35-44	163
Batemans Bay	45-54	182
Batemans Bay	55-64	218
Batemans Bay	65-74	256
Batemans Bay	75-84	175
Batemans Bay	85+	84
Bathampton	0-4	3
Bathampton	5-14	7
Bathampton	15-19	5
Bathampton	25-34	3
Bathampton	35-44	3
Bathampton	45-54	9
Bathampton	55-64	3
Bathampton	75-84	3
Bathurst	0-4	333
Bathurst	5-14	564
Bathurst	15-19	445
Bathurst	20-24	893
Bathurst	25-34	1082
Bathurst	35-44	703
Bathurst	45-54	813
Bathurst	55-64	821
Bathurst	65-74	647
Bathurst	75-84	403
Bathurst	85+	223
Batlow	0-4	65
Batlow	5-14	129
Batlow	15-19	56
Batlow	20-24	53
Batlow	25-34	148
Batlow	35-44	125
Batlow	45-54	159
Batlow	55-64	222
Batlow	65-74	194
Batlow	75-84	110
Batlow	85+	49
Baulkham Hills	0-4	2640
Baulkham Hills	5-14	5370
Baulkham Hills	15-19	2156
Baulkham Hills	20-24	1975
Baulkham Hills	25-34	4395
Baulkham Hills	35-44	6156
Baulkham Hills	45-54	4876
Baulkham Hills	55-64	3894
Baulkham Hills	65-74	3414
Baulkham Hills	75-84	1581
Baulkham Hills	85+	592
Baw Baw (NSW)	0-4	10
Baw Baw (NSW)	5-14	30
Baw Baw (NSW)	15-19	15
Baw Baw (NSW)	20-24	6
Baw Baw (NSW)	25-34	21
Baw Baw (NSW)	35-44	26
Baw Baw (NSW)	45-54	40
Baw Baw (NSW)	55-64	48
Baw Baw (NSW)	65-74	42
Baw Baw (NSW)	75-84	13
Baw Baw (NSW)	85+	3
Bawley Point	0-4	37
Bawley Point	5-14	69
Bawley Point	15-19	37
Bawley Point	20-24	17
Bawley Point	25-34	53
Bawley Point	35-44	40
Bawley Point	45-54	105
Bawley Point	55-64	147
Bawley Point	65-74	144
Bawley Point	75-84	55
Bawley Point	85+	6
Bayview (NSW)	0-4	115
Bayview (NSW)	5-14	373
Bayview (NSW)	15-19	176
Bayview (NSW)	20-24	158
Bayview (NSW)	25-34	190
Bayview (NSW)	35-44	287
Bayview (NSW)	45-54	424
Bayview (NSW)	55-64	515
Bayview (NSW)	65-74	629
Bayview (NSW)	75-84	442
Bayview (NSW)	85+	317
Beacon Hill	0-4	462
Beacon Hill	5-14	1115
Beacon Hill	15-19	540
Beacon Hill	20-24	440
Beacon Hill	25-34	670
Beacon Hill	35-44	1091
Beacon Hill	45-54	1195
Beacon Hill	55-64	895
Beacon Hill	65-74	572
Beacon Hill	75-84	368
Beacon Hill	85+	110
Beaconsfield (NSW)	0-4	67
Beaconsfield (NSW)	5-14	60
Beaconsfield (NSW)	15-19	32
Beaconsfield (NSW)	20-24	65
Beaconsfield (NSW)	25-34	293
Beaconsfield (NSW)	35-44	208
Beaconsfield (NSW)	45-54	122
Beaconsfield (NSW)	55-64	92
Beaconsfield (NSW)	65-74	37
Beaconsfield (NSW)	75-84	16
Beaconsfield (NSW)	85+	3
Bean Creek	5-14	8
Bean Creek	15-19	3
Bean Creek	25-34	4
Bean Creek	35-44	3
Bean Creek	45-54	16
Bean Creek	55-64	21
Bean Creek	65-74	15
Bean Creek	75-84	3
Bearbong	5-14	9
Bearbong	20-24	3
Bearbong	25-34	4
Bearbong	35-44	7
Bearbong	45-54	8
Bearbong	55-64	3
Bearbong	65-74	13
Bearbong	75-84	9
Beaumont (NSW)	0-4	7
Beaumont (NSW)	5-14	12
Beaumont (NSW)	15-19	3
Beaumont (NSW)	20-24	9
Beaumont (NSW)	25-34	9
Beaumont (NSW)	35-44	3
Beaumont (NSW)	45-54	21
Beaumont (NSW)	55-64	42
Beaumont (NSW)	65-74	25
Beaumont (NSW)	75-84	3
Beaumont Hills	0-4	602
Beaumont Hills	5-14	1705
Beaumont Hills	15-19	777
Beaumont Hills	20-24	532
Beaumont Hills	25-34	826
Beaumont Hills	35-44	1670
Beaumont Hills	45-54	1431
Beaumont Hills	55-64	840
Beaumont Hills	65-74	460
Beaumont Hills	75-84	166
Beaumont Hills	85+	39
Beckom	0-4	6
Beckom	5-14	26
Beckom	15-19	6
Beckom	20-24	5
Beckom	25-34	12
Beckom	35-44	15
Beckom	45-54	14
Beckom	55-64	22
Beckom	65-74	18
Beckom	75-84	3
Bective	0-4	4
Bective	5-14	27
Bective	15-19	19
Bective	20-24	10
Bective	25-34	19
Bective	35-44	19
Bective	45-54	34
Bective	55-64	40
Bective	65-74	27
Bective	75-84	9
Bective	85+	4
Bectric	0-4	5
Bectric	5-14	3
Bectric	15-19	3
Bectric	25-34	6
Bectric	35-44	7
Bectric	45-54	3
Bectric	55-64	12
Bectric	75-84	5
Bedgerabong	0-4	15
Bedgerabong	5-14	28
Bedgerabong	15-19	3
Bedgerabong	20-24	11
Bedgerabong	25-34	7
Bedgerabong	35-44	20
Bedgerabong	45-54	28
