SSC_NAME16	persons
Fernvale (NSW)	265
Ferodale	83
Fiddletown	233
Fifield	129
Figtree	11564
Findon Creek	28
Fine Flower	28
Fingal Bay	1614
Fingal Head	592
Finley	2519
Firefly	272
Fishermans Bay	63
Fishermans Paradise	477
Fishermans Reach	157
Fishers Hill	36
Fishing Point	1039
Fitzgeralds Mount	54
Fitzgeralds Valley	11
Fitzroy Falls	216
Five Dock	9356
Five Ways	30
Flat Tops	25
Fletcher (NSW)	5136
Flinders (NSW)	6679
Floraville	1856
Forbes (NSW)	8432
Forbes Creek	68
Forbes River	13
Forbesdale	180
Fords Bridge	54
Fordwich	92
Forest Glen (NSW)	65
Forest Grove (NSW)	104
Forest Hill (NSW)	2274
Forest Lodge	4583
Forest Reefs	517
Forestville (NSW)	8329
Forresters Beach	2900
Forster (NSW)	13740
Fortis Creek	27
Fosters Valley	82
Fosterton	108
Fountaindale	700
Four Mile Creek (NSW)	12
Fowlers Gap	30
Foxground	147
Frazers Creek	180
Frederickton	1391
Freemans Reach	1973
Freemans Waterhole	99
Freemantle	23
French Park	32
Frenchs Forest	13473
Freshwater (NSW)	8866
Frog Rock	153
Frogmore	132
Frogs Hollow	113
Frying Pan	4
Fullerton	48
Fullerton Cove	566
Furracabad	42
Gadara	47
Gala Vale	3
Galambine	66
Galong	224
Galore	95
Galston	3139
Ganbenang	95
Gangat	25
Ganmain	779
Garah	306
Garden Suburb	1910
Garema	104
Garland	64
Garland Valley	11
Garoo	104
Garra	96
Garthowen	150
Gateshead	3145
Gearys Flat	3
Gelston Park	121
Gemalla	16
Geneva	713
Georges Creek (NSW)	18
Georges Hall	9038
Georges Plains	248
Georgetown (NSW)	1960
Georgica	220
Gerogery	565
Gerringong	3966
Gerroa	673
Geurie	755
Ghinni Ghi	36
Ghinni Ghinni	58
Ghoolendaadi	62
Giants Creek	92
Gibberagee	26
Gidginbung	65
Gidley	91
Gilead	417
Gilgai	720
Gilgandra	3126
Gilgooma	33
Gillenbah	137
Gilletts Ridge	29
Gillieston Heights	3150
Gilmandyke	19
Gilmore (NSW)	177
Gin Gin (NSW)	109
Gineroi	57
Ginghi	10
Gingkin	77
Girards Hill	1318
Girilambone	107
Girral	59
Girralong	48
Girraween (NSW)	5590
Girvan	162
Gladesville	11827
Gladstone (NSW)	381
Glanmire (NSW)	158
Glebe (NSW)	11532
Gledswood Hills	22
Glen Alice	59
Glen Allen	17
Glen Alpine	4559
Glen Davis	115
Glen Elgin	213
Glen Fergus	6
Glen Innes	6155
Glen Martin	172
Glen Oak	348
Glen Ward	6
Glen William	122
Glenbawn	75
Glenbrook	5051
Glencoe (NSW)	192
Glendale (NSW)	3097
Glendenning	5131
Glendon	115
Glendon Brook	266
Glenelg (NSW)	28
Glenellen	127
Glenfield (NSW)	9633
Glenfield Park	5232
Glengarrie	141
Glenhaven	6501
Gleniffer	369
Glenmore (NSW)	122
Glenmore Park	23004
Glennies Creek	37
Glenning Valley	2019
Glenorie	3497
Glenquarry	222
Glenreagh	900
Glenridding	255
Glenrock (NSW)	31
Glenroy (Albury - NSW)	3289
Glenroy (Snowy Valleys - NSW)	70
Glenthorne	231
Glenugie	204
Glenwood (NSW)	16130
Glenworth Valley	10
Glossodia	2828
Gloucester	2975
Gobarralong	52
Gobbagombalin	474
Gocup	153
Godfreys Creek	76
Gogeldrie	91
Gol Gol	1523
Gollan	127
Golspie	58
Gongolgon	40
Gonn	41
Goobarragandra	70
Good Forest	35
Good Hope	165
Goodnight	100
Goodooga	247
Goodwood Island	69
Googong	2690
Goolgowi	402
Goolhi	88
Goolma	102
Goolmangar	188
Gooloogong	399
Goombargana	52
Goonellabah	12900
Goonengerry	366
Goonoo Forest	10
Goonoo Goonoo	61
Goonumbla	111
Goorangoola	53
Goorianawa	28
Gordon (NSW)	7668
Gorge Creek	11
Gormans Hill	785
Gorokan	8367
Gosford	3499
Gosforth	84
Gostwyck	27
Goulburn	22419
Gouldsville	13
Gowan	32
Gowang	21
Gowrie (Singleton - NSW)	323
Gowrie (Tamworth Regional - NSW)	92
Grabben Gullen	253
Gradys Creek	47
Grafton	10408
Gragin	3
Grahamstown	61
Graman	103
Granville (NSW)	15332
Grasmere	1963
Grassy Head	80
Grattai	320
Gravesend	321
Grays Point	3125
Great Mackerel Beach	36
Great Marlow	184
Green Creek	13
Green Forest	3
Green Gully (NSW)	35
Green Hills (Armidale Regional - NSW)	20
Green Pigeon	155
Green Point (Central Coast - NSW)	6405
Green Point (Gosford - NSW)	169
Green Point (Mid-Coast - NSW)	526
Green Valley (NSW)	12516
Greenacre	24373
Greendale (Bega Valley - NSW)	77
Greendale (Liverpool - NSW)	348
Greenethorpe	240
Greenfield Park	5092
Greengrove	20
Greenhill (NSW)	731
Greenhills Beach	792
Greenlands (Singleton - NSW)	85
Greenlands (Snowy Monaro Regional - NSW)	18
Greenleigh	684
Greenridge	157
Greenwell Point	1209
Greenwich	5613
Greenwich Park	120
Greg Greg	36
Gregadoo	239
Gregory Hills	4985
Greigs Flat	151
Grenfell	2573
Gresford	245
Greta (NSW)	2830
Greta Main	68
Grevillia	77
Greystanes	22802
Griffith (NSW)	18196
Grogan	90
Grong Grong	250
Grose Vale	1265
Grose Wold	635
Grosses Plain	31
Growee	11
Guerilla Bay	53
Guildford (NSW)	22331
Guildford West	4916
Gulargambone	591
Gulf Creek	48
Gulgong	2521
Gulmarrad	1694
Gum Flat	213
Gum Scrub	122
Gumbalie	9
Gumble	57
Gumly Gumly	312
Gumma	458
Gunbar	54
Gundagai	1676
Gundamulda	11
Gundaroo	1146
Gundary	270
Gunderbooka	13
Gunderman	195
Gundy	204
Gungal	268
Gungalman	7
Gunnedah	9726
Gunning	659
Gunning Gap	77
Gunningbland	75
Gurley	236
Gurnang	125
Gurranang	92
Gurrundah	55
Guyong	127
Guyra	2027
Gwabegar	162
Gwandalan	3273
Gwynneville	3100
Gymea	7589
Gymea Bay	6892
Haberfield	6457
Hacks Ferry	15
Halekulani	2538
Halfway Creek	256
Hallidays Point	518
Halloran	43
Halls Creek (NSW)	128
Hallsville	532
Halton	18
Hambledon Hill	10
Hamilton (NSW)	4229
Hamilton East	983
Hamilton North	869
Hamilton South	3876
Hamilton Valley	566
Hamlyn Terrace	6069
Hammondville	3493
Hampden Hall	59
Hampton (NSW)	104
Hanging Rock	105
Hanleys Creek	4
Hannam Vale	183
Hanwood	1256
Harden	2030
Hardys Bay	227
Harefield	144
Hargraves	270
Harolds Cross	53
Harparary	45
Harpers Hill	54
Harrington	3033
Harrington Park	10663
Harris Park	5799
Hartley (NSW)	409
Hartley Vale	70
Hartwood	19
Hartys Plains	31
Harwood	291
Hassall Grove	4505
Hastings Point	653
Hat Head	311
Hatfield	11
Havilah (NSW)	22
Hawkesbury Heights	456
Hawks Nest	1223
Hay (NSW)	2406
Hay South	357
Hayes Gap	12
Haymarket	7353
Haystack	6
Hayters Hill	27
Haywards Bay	1006
Hazelbrook	4974
Hazelgrove	85
Heathcote (NSW)	6013
Heatherbrae	512
Hebden	42
Hebersham	5685
Heckenberg	3094
Heddon Greta	2047
Heifer Station	8
Helensburgh	6383
Henley	469
Henty (NSW)	1237
Hereford Hall	24
Hermidale	137
Hermitage Flat	345
Hernani	126
Herons Creek	247
Hexham (NSW)	130
Hickeys Creek	127
High Range	394
Higher Macdonald	8
Highfields (NSW)	835
Hill End (NSW)	102
Hill Top (Snowy Monaro Regional - NSW)	83
Hill Top (Wingecarribee - NSW)	2674
Hilldale	195
Hillgrove (Armidale Regional - NSW)	176
Hillgrove (Wagga Wagga - NSW)	27
Hillsborough (Lake Macquarie - NSW)	652
Hillsborough (Maitland - NSW)	41
Hillsdale	5501
Hillston	1465
Hillville	312
Hillvue	6391
Hinchinbrook (NSW)	11222
Hinton	448
Hobartville (NSW)	2744
Hobbys Yards	81
Hogarth Range	41
Holbrook	1715
Holgate	972
Hollisdale	48
Hollydeen	65
Holmesville	1365
Holroyd	1275
Holsworthy	5476
Holts Flat	4
Home Rule	50
Homebush (NSW)	7007
Homebush West	8609
Homeleigh	109
Honeybugle	27
Hopefield	83
Hopkins Creek	113
Horningsea Park	3729
Hornsby	22168
Hornsby Heights	6305
Horse Station Creek	101
Horseshoe Bend	383
Horseshoe Creek	85
Horsfield Bay	544
Horsley	8221
Horsley Park	1837
Hoskinstown	189
Hovells Creek	40
Howards Grass	76
Howell	35
Howes Valley	124
Howlong	2777
Hoxton Park	4355
Humula	124
Hungerford (NSW)	15
Hunters Hill	9528
Hunterview	3007
Huntingdon	92
Huntley (Orange - NSW)	150
Huntley (Wollongong - NSW)	50
Huntleys Cove	750
Huntleys Point	144
Huonbrook	150
Hurlstone Park	4692
Hurstville	29822
Hurstville Grove	2663
Huskisson	786
Hyams Beach	112
Hyland Park	429
Hyndmans Creek	59
Ilarwill	221
Ilford	187
Illabo	144
Illaroo	34
Illawong	7271
Iluka (NSW)	1718
Indi	39
Ingebirah	94
Ingleburn	15039
Ingleside	974
Innes View	29
Inverell	11660
Invergordon (NSW)	31
Invergowrie	775
Iron Pot Creek	28
Ironbark (NSW)	31
Ironmungy	3
Irvington	83
Irymple (NSW)	7
Isabella	31
Islington	1883
Ivanhoe (NSW)	327
Jackadgery	92
Jacks Creek	135
Jacksons Flat	9
Jacky Bulbin Flat	24
Jamberoo	1636
James Creek	211
Jamisontown	5500
Jannali	6184
Jaspers Brush	359
Jaunter	12
Jeir	259
Jellat Jellat	84
Jemalong	78
Jembaicumbene	41
Jennings	160
Jenolan	19
Jeogla	40
Jerangle	96
Jeremadra	168
Jeremy	3
Jerilderie	1029
Jerrabattgulla	11
Jerrabomberra	9508
Jerrara	157
Jerrawa	73
Jerrawangala	70
Jerrong	14
Jerrys Plains	385
Jerseyville	112
Jesmond	3045
Jewells	2407
Jiggi	394
Jilliby	1646
Jimenbuen	35
Jincumbilly	4
Jindabyne	2629
Jinden	17
Jindera	2222
Jingellic	61
Jingera	39
Joadja	118
Joes Box	15
Johns River	322
Jones Bridge	22
Jones Creek	107
Jones Island	59
Jordan Springs	5156
Judds Creek	16
Jugiong	222
Junction Hill	1370
Junee	4922
Junee Reefs	84
Kahibah	2464
Kains Flat	165
Kalang	266
Kalaru	708
Kalkite	214
Kamarah	95
Kameruka	118
Kanahooka	5575
Kandos	1315
Kangaloon	151
Kangaroo Creek	107
Kangaroo Point (NSW)	560
Kangaroo Valley	879
Kangaroobie	41
Kangiara	48
Kangy Angy	306
Kanimbla (NSW)	121
Kanoona	143
Kanwal	4099
Kapooka	633
Kaputar	6
Karaak Flat	45
Karabar	8247
Karangi	586
Kareela	3459
Kariong	6385
Kars Springs	32
Karuah	1411
Katoomba	7964
Kayuga	57
Kearns	2745
Kearsley	861
Keepit	13
Keera	56
Keerrong	156
Keinbah	116
Keiraville	3569
Keith Hall	171
Kellys Plains	157
Kellyville	27971
Kellyville Ridge	10468
Kelso (NSW)	8968
Kelvin	175
Kembla Grange	252
Kembla Heights	119
Kemps Creek	2268
Kempsey	474
Kendall	1141
Kenebri	42
Kennaicle Creek	5
Kensington (NSW)	15004
Kenthurst	5037
Kentlyn	740
Kentucky	158
Kentucky South	125
Kerewong	10
Keri Keri	10
Kerrabee	15
Kerrigundi	13
Kerrs Creek	45
Kew (NSW)	1089
Keybarbin	3
Khancoban	304
Khatambuhl	3
Kia Ora (NSW)	25
Kiacatoo	27
Kiah	142
Kiama	6881
Kiama Downs	5004
Kiama Heights	814
Kianga (NSW)	777
Kiar	33
Kickabil	50
Kielvale	258
Kikiamah	97
Kikoira	65
Kilaben Bay	1431
Kilgin	46
Kilgra	77
Killabakh	274
Killara (NSW)	10574
Killarney Heights	4469
Killarney Vale	7216
Killawarra (NSW)	170
Killcare	473
Killcare Heights	745
Killimicat	29
Killingworth (NSW)	679
Killongbutta	30
Kimbriki	130
Kinchela	264
Kincumber	7093
Kincumber South	684
Kindee	94
Kindervale	18
King Creek	1568
Kingfisher Shores	163
Kings Forest	35
Kings Langley	9353
Kings Park (NSW)	3453
Kings Plains (Blayney - NSW)	117
Kings Plains (Inverell - NSW)	12
Kings Point	553
Kingscliff	7464
Kingsdale	175
Kingsford (NSW)	15482
Kingsgate	5
Kingsgrove	12446
Kingsland	38
Kingstown	94
Kingsvale	172
Kingswood (Bega Valley - NSW)	7
Kingswood (Penrith - NSW)	9301
Kingswood (Tamworth Regional - NSW)	1034
Kioloa	257
Kiora	54
Kippaxs	26
Kippenduff	36
Kirkconnell	281
Kirkham	699
Kirrawee	9278
Kirribilli	3820
Kitchener	479
Klori	51
Knights Hill	43
Knockrow	192
Knorrit Flat	33
Kogarah	15124
Kogarah Bay	2022
Kooba	76
Kookabookra	7
Koolewong	871
Koolkhan	39
Koonawarra	3667
Koonorigan	303
Koonyum Range	15
Koorainghat	192
Koorawatha	427
Kooringal (NSW)	7227
Kootingal	2126
Koraleigh	353
Koreelah	73
Korora	2488
Kosciuszko National Park	574
Kotara	3929
Kotara South	1104
Krambach	378
Krawarree	45
Kremnos	172
Ku-Ring-Gai Chase	7
Kulnura	607
Kulwin (NSW)	12
Kunama	71
Kundabung	630
Kundibakh	74
Kundle Kundle	195
Kungala	145
Kunghur	107
Kunghur Creek	44
Kurmond	852
Kurnell	2267
Kurraba Point	1521
Kurrajong	3062
Kurrajong Heights	1342
Kurrajong Hills	668
Kurri Kurri	6044
Kyalite	82
Kyarran	17
Kybeyan	37
Kyeamba	54
Kyeemagh	919
Kyle Bay	1035
Kynnumboon	134
Kyogle	2197
La Perouse	399
Lacmalac	159
Lade Vale	128
Ladysmith	352
Laffing Waters	112
Laggan	358
Lagoon Grass	54
Laguna	216
Lake Albert (NSW)	6192
Lake Bathurst	228
Lake Brewster	11
Lake Burrendong	6
Lake Cargelligo	1479
Lake Cathie	3494
Lake Conjola	437
Lake Cowal	36
Lake George	98
Lake Haven	3578
Lake Heights	3845
Lake Hume Village	56
Lake Illawarra	3163
Lake Innes	426
Lake Munmorah	5248
Lake Tabourie	651
Lake Wyangan	897
Lakelands (NSW)	1424
Lakemba	17023
Lakesland	432
Lakewood	1191
Lalalty	96
Lalor Park	7667
Lambs Valley (Glen Innes Severn - NSW)	89
Lambs Valley (Singleton - NSW)	367
Lambton	4909
Landervale	22
Lane Cove	10817
Lane Cove North	11436
Lane Cove West	2637
Langley Vale	44
Lanitza	297
Lankeys Creek	49
Lansdowne (Canterbury-Bankstown - NSW)	17
Lansdowne (Mid-Coast - NSW)	589
Lansdowne Forest	7
Lansvale	2570
Lapstone	961
Larbert	39
Largs	1940
Larnook	376
Larras Lee	68
Laughtondale	83
Laurel Hill	20
Laurieton	1986
Lavadia	21
Lavender Bay	941
Laverstock	26
Lavington	12472
Lawrence (NSW)	1046
Lawson (NSW)	2614
Leadville	169
Leconfield	146
Lee Creek	3
Leeton	8623
Leets Vale	57
Leeville	247
Legume	152
Leichhardt (NSW)	14625
Lemington	8
Lemon Tree	60
Lemon Tree Passage	2603
Lenaghan	59
Lennox Head	6407
Leonay	2518
Leppington	3498
Lerida	24
Lethbridge Park	4752
Leumeah	9835
Leura	4644
Levenstrath	40
Lewinsbrook	43
Lewis Ponds	147
Lewisham (NSW)	3164
Leycester	149
Liberty Grove	2254
Lidcombe	19627
Lidsdale	429
Lidster	304
Lightning Ridge	2284
Lilli Pilli (Eurobodalla - NSW)	629
Lilli Pilli (Sutherland Shire - NSW)	1390
Lillian Rock	218
Lilydale (NSW)	29
Lilyfield	7616
Lilyvale (NSW)	5
Limbri	108
Limeburners Creek (Mid-Coast - NSW)	336
Limeburners Creek (Port Macquarie-Hastings - NSW)	13
Limekilns	111
Limerick	43
Limestone (NSW)	9
Limpinwood	215
Linburn	64
Linden (NSW)	501
Lindendale	245
Lindesay	20
Lindesay Creek	21
Lindfield	9791
Lindifferon	45
Linley Point	346
Lionsville	5
Lisarow	5136
Lismore (NSW)	3579
Lismore Heights	2193
Liston	133
Lithgow	5201
Little Back Creek	43
Little Bay	4477
Little Billabong	110
Little Forest	161
Little Hartley	506
Little Jacks Creek	19
Little Jilliby	120
Little Pelican	4
Little Plain	143
Little River (NSW)	47
Little Topar	29
Little Wobby	61
Littleton	799
Liverpool	27084
Llanarth (NSW)	2198
Llandilo	1637
Llangothlin	129
Lloyd	838
Loadstone	37
Lochiel (NSW)	354
Lochinvar	784
Lockhart	1061
Locksley (NSW)	50
Loftus	4135
Loftville	229
Logans Crossing	133
Logie Brae	80
Londonderry (NSW)	3906
Long Beach	1436
Long Flat (NSW)	124
Long Jetty	6390
Long Plain (Inverell - NSW)	34
Long Point (Campbelltown - NSW)	212
Long Point (Singleton - NSW)	31
Longarm	17
Longreach (NSW)	64
Longueville	2060
Loomberah	509
Lord Howe Island	382
Lords Hill	22
Lorn	1337
Lorne (NSW)	266
Lost River	75
Lostock	58
Louisa Creek	9
Louth	43
Louth Park	654
Lovedale	485
Lovett Bay	153
Lowanna	362
Lower Acacia Creek	38
Lower Bago	7
Lower Belford	392
Lower Boro	176
Lower Bottle Creek	20
Lower Creek	32
Lower Duck Creek	23
Lower Dyraaba	23
Lower Lewis Ponds	44
Lower Macdonald	260
Lower Mangrove	65
Lower Pappinbarra	115
Lower Peacock	6
Lower Portland	589
Lower Southgate	113
Lowesdale	95
Lowther	77
Loxford	67
Lucknow (NSW)	297
Luddenham	1828
Lue	192
Lugarno	5606
Lurnea	9311
Luskintyre	183
Lynchs Creek	94
Lyndhurst (Armidale Regional - NSW)	21
Lyndhurst (Blayney - NSW)	365
Lynwood (NSW)	228
Mabins Well	17
Macdonalds Creek	11
Macksville	2598
Maclean	2628
Macmasters Beach	1294
Macquarie Fields	13714
Macquarie Hills	3304
Macquarie Links	1360
Macquarie Marshes	3
Macquarie Park	8144
Maddens Plains	4
Maffra (NSW)	21
Magenta (NSW)	205
Magometon	22
Maianbar	505
Maimuru	137
Main Arm	586
Main Creek	88
Mairjimmy	58
Maison Dieu	181
Maitland (NSW)	1885
Maitland Bar	18
Maitland Vale	135
Majors Creek (NSW)	249
Malabar	5420
Maldon (NSW)	15
Mallabula	931
Mallan	53
Mallanganee	148
Mallee	10
Mallowa	108
Maloneys Beach	371
Malua Bay	1929
Manar	118
Manchester Square	19
Mandagery	65
Mandalong	426
Mandemar	62
Mandurama	355
Mangerton	2859
Mangoola	48
Mangoplah	309
Mangrove Creek	40
Mangrove Mountain	715
Manildra	760
Manilla	2550
Manly (NSW)	15866
Manly Vale	6160
Mannering Park	2472
Manning Point	239
Mannus	222
Manobalai	67
Manton (NSW)	294
Manyana	521
Maragle	58
Maraylya	1244
Marayong	7706
March	115
Marchmont	229
Mardi	3684
Marengo (NSW)	7
Marinna	47
Marks Point	1826
Markwell	116
Marlee	219
Marlo Merrican	70
Marlow	18
Marlowe	3
Marmong Point	758
Marom Creek	127
Maroota	617
Maroubra	30688
Marrangaroo	909
Marrar	368
Marrickville	26592
Marsden Park	1008
Marsfield	13297
Marshall Mount	142
Marshdale	44
Marthaguy	58
Martindale	160
Martins Creek	388
Martinsville	361
Marulan	1178
Maryland (Newcastle - NSW)	7694
Maryland (Tenterfield - NSW)	57
Marys Mount	75
Maryvale (NSW)	191
Maryville	1444
Mascot	14772
Matcham	987
Matheson	49
Mathoura	938
Matong	164
Matraville	9804
Maude (NSW)	82
Maules Creek	113
Maxwell	90
Maybole	43
Mayers Flat	51
Mayfield (Newcastle - NSW)	9314
Mayfield (Oberon - NSW)	7
Mayfield (Queanbeyan-Palerang Regional - NSW)	22
Mayfield (Shoalhaven - NSW)	37
Mayfield East	1692
Mayfield West	1895
Mayrung	148
Mays Hill	767
Mayvale	12
McCullys Gap	247
McDougalls Hill	144
McGraths Hill	2552
McKees Hill	354
McKellars Park	227
McLeans Ridges	510
McLeods Shoot	102
McMahons Point	2278
McMahons Reef	57
Meadow Flat	309
Meadowbank (NSW)	4408
Mebul	40
Medlow Bath	611
Medowie	9563
Medway	119
Meerschaum Vale	397
Megalong Valley	149
Megan	149
Melbergen	4
Melinga	103
Mellool	44
Melrose Park (NSW)	1574
Melville (NSW)	64
Memagong	92
Menah	152
Menai	10304
Menangle	1150
Menangle Park	257
Mendooran	559
Menindee	551
Merah North	186
Merewether	10964
Merewether Heights	1400
Merimbula	3544
Meringo	103
Meroo	37
Meroo Meadow	472
Merotherie	24
Merriangaah	5
Merricumbene	19
Merrigal	31
Merrill	31
Merriwa (NSW)	1761
Merriwagga	107
Merrygoen	115
Merrylands	29653
Merrylands West	6592
Merungle Hill	262
Meryla	4
Metford	4764
Methul	52
Metz	106
Miandetta (NSW)	39
Micalo Island	34
Michelago	562
Middle Arm	362
Middle Brook	225
Middle Brother	47
Middle Cove	1340
Middle Dural	1008
Middle Falbrook	92
Middle Flat	54
Middle Pocket	138
Middleton Grange	5177
Middlingbank	14
Midginbil	72
Mihi	38
Mila	45
Milbrodale	117
Milbrulong	94
Milkers Flat	5
Millah Murrah	26
Millbank (NSW)	124
Miller	3237
Millers Forest	335
Millers Point	1482
Millfield	1006
Millie	28
Millingandi	446
Millthorpe	1253
Milparinka	77
Milperra	3952
Milroy (Gunnedah - NSW)	77
Milroy (Mid-Western Regional - NSW)	51
Milsons Passage	20
Milsons Point	2158
Milton (NSW)	1663
Milvale	67
Mimosa (NSW)	84
Minchinbury	5619
Mindaribba	75
Mingoola (NSW)	18
Minimbah	208
Minjary	37
Minmi	743
Minnamurra	760
Minnie Water	237
Minore	153
Minto	12551
Minto Heights	377
Mirador	377
Miranda (NSW)	15284
Mirannie	71
Mirrabooka (NSW)	728
Mirrool	92
Missabotti	298
Mitchell (NSW)	1310
Mitchells Flat	209
Mitchells Island	468
Mittagong	5767
Moama	6162
Modanville	624
Mogareeka	56
Mogendoura	183
Moggs Swamp	33
Mogilla	77
Mogo (Eurobodalla - NSW)	322
Mogo (Mid-Western Regional - NSW)	4
Mogo Creek	3
Mogood	23
Mograni	35
Mogriguy	113
Mole River	67
Moleville Creek	30
Mollyan	30
Mollymook	1083
Mollymook Beach	2447
Molong	2577
Mona Vale	10670
Monak	49
Monaltrie	195
Mondrook	175
Monga	14
Mongarlowe	117
Mongogarie	79
Monia Gap	16
Monivae	33
Monkerai	70
Monteagle	208
Montecollum	54
Montefiores	592
Monterey	4532
Mooball	194
Moobi	155
Mookerawa	7
Mookima Wybra	31
Moolarben	17
Moolpa	5
Moombooldool	30
Moonan Brook	23
Moonan Flat	128
Moonbah	572
Moonbi	1126
Moonbria	7
Mooneba	81
Moonee Beach	1933
Mooney Mooney	310
Mooney Mooney Creek	25
Moonpar	16
Mooral Creek	81
Moorara	3
Moorbel	238
Moore Creek	2368
Moore Park	28
Moorebank	9747
Moorilda	26
Moorland (NSW)	495
Moorong	177
Moorwatha	45
Moparrabah	105
Moppy	16
Morago	38
Morangarell	42
Morans Crossing	71
Moree	9311
Morisset	3213
Morisset Park	743
Morning Bay	39
Mororo	85
Morpeth	1403
Mortdale	10419
Mortlake (NSW)	1063
Morton	217
Mortons Creek	279
Morts Estate	628
Morundah	69
Moruya	3982
Moruya Heads	976
Morven (Greater Hume Shire - NSW)	139
Mosman	28475
Moss Vale	8579
Mossgiel	41
Mossy Point	569
Moto	135
Moulamein	484
Mount Adrah	37
Mount Annan	11703
Mount Arthur	169
Mount Austin	3957
Mount Burrell	217
Mount Colah	7095
Mount Collins	12
Mount Darragh	26
Mount David	44
Mount Dee	6
Mount Druitt	16726
Mount Elliot (NSW)	171
Mount Fairy	205
Mount Frome	136
Mount George (NSW)	288
Mount Harris	20
Mount Hope (NSW)	19
Mount Horeb	27
Mount Hunter	732
Mount Hutton (NSW)	3529
Mount Irvine	28
Mount Keira	1665
Mount Kembla	1068
Mount Kingiman	8
Mount Knowles	40
Mount Kuring-Gai	1708
Mount Lambie	76
Mount Lewis	1195
Mount Marsden	60
Mount Marsh	6
Mount Mitchell	83
Mount Murray	54
Mount Olive (Oberon - NSW)	13
Mount Olive (Singleton - NSW)	146
Mount Ousley	1602
Mount Panorama	116
Mount Pleasant (NSW)	1370
Mount Pritchard	9955
Mount Rankin	379
Mount Rivers	43
Mount Riverview	3034
Mount Royal	24
Mount Russell	111
Mount Saint Thomas	1468
Mount Seaview	23
Mount Tenandra	18
Mount Thorley	68
Mount Tomah	76
Mount Vernon	1192
Mount Victoria	1016
Mount View	127
Mount Vincent	367
Mount Warning	100
Mount Warrigal	4909
Mount Werong	5
Mount White	183
Mount Wilson	99
Mountain Creek (NSW)	47
Mountain Lagoon	90
Mountain Top	65
Mountain View (NSW)	186
Mourquong	79
Mowbray Park	97
Mozart	56
Mudgee	10923
Mulbring	597
Mulgoa	1898
Mulgrave (NSW)	92
Mulguthrie	3
Muli Muli	49
Mulla	10
Mulla Creek	90
Mullaley	154
Mullamuddy	66
Mullaway	567
Mullengandra	124
Mullengudgery	51
Mullion	84
Mullion Creek	557
Mulloon	144
Mullumbimby	3596
Mullumbimby Creek	548
Mulwala	2161
Mulyandry	67
Mumbil	291
Mumblebone Plain	26
Mummel	112
Mummulgum	95
Mundamia	70
Mundarlo	82
Munderoo	42
Mundongo	207
Mungay Creek	141
Mungindi (NSW)	601
Munni	40
Munyabla	43
Murga	62
Murrah	51
Murrami	235
Murrawombie	9
Murray Downs	265
Murrays Beach	637
Murrays Run	150
Murrin Bridge	86
Murringo	365
Murrulebale	43
Murrumbateman	3219
Murrumbo	6
Murrumbucca	84
Murrumburrah	110
Murrurundi	1038
Murulla	9
Murwillumbah	7032
Muscle Creek	315
Muswellbrook	12075
Mutawintji	32
Muttama	131
Myall Creek	38
Myall Park (NSW)	198
Myalla (NSW)	7
Mylestom	344
Mylneford	81
Myocum	985
Myola (NSW)	107
Myrtle Creek (NSW)	86
Myrtle Mountain	52
Myrtle Park	51
Myrtleville	72
Mystery Bay	191
Myuna Bay	11
Nabiac	1252
Nambucca Heads	6327
Namoi River	60
Nana Glen	1055
Nangus	205
Nanima	165
Napier Lane	30
Napoleon Reef	145
Naradhan	79
Narara	7934
Narellan	3616
Narellan Vale	7193
Naremburn	5884
Narone Creek	27
Narooma	2605
Narrabarba	12
Narrabeen	8207
Narrabri	7606
Narraburra	62
Narrandera	4375
Narrangullen	27
Narrawa	86
Narrawallee	1241
Narraweena	6608
Narromine	4689
Narwee	5618
Nashdale	404
Nashua	238
Nattai	65
Naughtons Gap	73
Neath	490
Nebea	10
Neilrex	72
Nelligen	332
Nelson (Bega Valley - NSW)	8
Nelson (The Hills Shire - NSW)	454
Nelson Bay (NSW)	5820
Nelsons Plains	362
Nelungaloo	51
Nemingha	666
Nericon	293
Neringla	19
Nerong	105
Nerriga	72
Nerrigundah	25
Nethercote	341
Neurea	130
Neutral Bay	10488
Nevertire	189
Neville	248
New Berrima	584
New Brighton	356
New Buildings	37
New Italy	187
New Lambton	10048
New Lambton Heights	2454
New Mexico	52
New Park	147
New Valley	35
Newbold	7
Newbridge (NSW)	190
Newcastle	2753
Newcastle East	1004
Newcastle West	618
Newee Creek	395
Newington (NSW)	5802
Newnes	4
Newport (NSW)	9301
Newrybar	444
