SSC_NAME16	ModeTravelToWork	NumberModes	Sex	employed_persons
Brukunga	Walked only	1	M	6
Buchfelde			F	5
Buchfelde	Car as driver	1	F	17
Buchfelde	Car as driver	1	M	37
Buckingham (SA)	Car as driver	1	F	8
Buckingham (SA)	Car as driver	1	M	5
Buckland Park	Car as driver	1	F	25
Buckland Park	Car as driver	1	M	29
Buckland Park	Other two methods	2	F	3
Buckland Park	Truck	1	M	4
Buckland Park	Walked only	1	F	3
Buckland Park	Walked only	1	M	5
Buckleboo	Car as driver	1	F	3
Buckleboo	Car as driver	1	M	4
Buckleboo	Walked only	1	M	3
Bugle Hut	Car as driver	1	F	3
Bugle Hut	Car as driver	1	M	5
Bugle Ranges	Car as driver	1	F	36
Bugle Ranges	Car as driver	1	M	39
Bugle Ranges	Car as passenger	1	M	3
Bugle Ranges	Truck	1	M	3
Bull Creek (SA)	Car as driver	1	F	12
Bull Creek (SA)	Car as driver	1	M	15
Bull Creek (SA)	Car as passenger	1	F	4
Bull Creek (SA)	Truck	1	M	3
Bumbunga	Car as driver	1	F	3
Bunbury (SA)	Car as driver	1	M	3
Bundaleer North	Car as driver	1	F	7
Bundaleer North	Car as driver	1	M	8
Bundey	Car as driver	1	M	3
Bungama	Car as driver	1	F	14
Bungama	Car as driver	1	M	14
Bungama	Motorbike scooter	1	M	3
Bungaree (SA)	Car as driver	1	M	3
Burdett	Car as driver	1	F	15
Burdett	Car as driver	1	M	24
Burdett	Car as passenger	1	M	4
Burnside (SA)			F	4
Burnside (SA)			M	7
Burnside (SA)	(Other)	1	M	3
Burnside (SA)	Bicycle	1	F	7
Burnside (SA)	Bicycle	1	M	20
Burnside (SA)	Bus	1	F	38
Burnside (SA)	Bus	1	M	47
Burnside (SA)	Car as driver	1	F	369
Burnside (SA)	Car as driver	1	M	451
Burnside (SA)	Car as passenger	1	F	44
Burnside (SA)	Car as passenger	1	M	21
Burnside (SA)	Motorbike scooter	1	M	9
Burnside (SA)	Other two methods	2	F	4
Burnside (SA)	Other two methods	2	M	3
Burnside (SA)	Truck	1	M	3
Burnside (SA)	Walked only	1	F	12
Burnside (SA)	Walked only	1	M	13
Burra (SA)			F	3
Burra (SA)	(Other)	1	M	3
Burra (SA)	Bicycle	1	F	4
Burra (SA)	Car as driver	1	F	117
Burra (SA)	Car as driver	1	M	148
Burra (SA)	Car as passenger	1	F	13
Burra (SA)	Car as passenger	1	M	13
Burra (SA)	Other two methods	2	M	3
Burra (SA)	Truck	1	M	6
Burra (SA)	Walked only	1	F	10
Burra (SA)	Walked only	1	M	14
Burrungule	(Other)	1	M	5
Burrungule	Car as driver	1	F	15
Burrungule	Car as driver	1	M	19
Burrungule	Walked only	1	M	3
Burton (SA)			F	8
Burton (SA)			M	13
Burton (SA)	(Other)	1	F	3
Burton (SA)	(Other)	1	M	13
Burton (SA)	Bicycle	1	M	10
Burton (SA)	Bus	1	F	14
Burton (SA)	Bus	1	M	13
Burton (SA)	Car as driver	1	F	918
Burton (SA)	Car as driver	1	M	1139
Burton (SA)	Car as passenger	1	F	82
Burton (SA)	Car as passenger	1	M	66
Burton (SA)	Motorbike scooter	1	M	8
Burton (SA)	Other two methods	2	F	7
Burton (SA)	Other two methods	2	M	13
Burton (SA)	Taxi	1	M	3
Burton (SA)	Train	1	F	19
Burton (SA)	Train	1	M	10
Burton (SA)	Train and two other methods	3	F	3
Burton (SA)	Train and two other methods	3	M	7
Burton (SA)	Truck	1	M	17
Burton (SA)	Walked only	1	F	12
Burton (SA)	Walked only	1	M	11
Bute	(Other)	1	M	3
Bute	Car as driver	1	F	29
Bute	Car as driver	1	M	48
Bute	Car as passenger	1	F	5
Bute	Car as passenger	1	M	3
Bute	Walked only	1	M	3
Butler (SA)	Car as driver	1	F	8
Butler (SA)	Car as driver	1	M	8
Cadell	Car as driver	1	F	46
Cadell	Car as driver	1	M	53
Cadell	Truck	1	M	3
Cadell	Walked only	1	M	5
Cadgee (SA)	Car as driver	1	F	6
Cadgee (SA)	Car as driver	1	M	3
Cadgee (SA)	Walked only	1	M	4
Calca	Car as driver	1	M	3
Caliph	Car as driver	1	M	3
Callington			M	3
Callington	Bus	1	F	3
Callington	Bus	1	M	4
Callington	Car as driver	1	F	90
Callington	Car as driver	1	M	101
Callington	Car as passenger	1	F	11
Callington	Motorbike scooter	1	M	7
Callington	Truck	1	M	3
Callington	Walked only	1	F	3
Calomba	Car as driver	1	F	6
Calomba	Car as driver	1	M	8
Caloote	Car as driver	1	F	16
Caloote	Car as driver	1	M	31
Caloote	Car as passenger	1	F	3
Caltowie	Car as driver	1	F	12
Caltowie	Car as driver	1	M	12
Caltowie	Walked only	1	M	3
Caltowie North	Car as driver	1	M	3
Caltowie West	Car as driver	1	M	5
Cambrai	Car as driver	1	F	35
Cambrai	Car as driver	1	M	36
Cambrai	Walked only	1	F	3
Cambrai	Walked only	1	M	5
Camden Park (SA)			F	8
Camden Park (SA)			M	3
Camden Park (SA)	(Other)	1	F	4
Camden Park (SA)	(Other)	1	M	11
Camden Park (SA)	Bicycle	1	F	3
Camden Park (SA)	Bicycle	1	M	14
Camden Park (SA)	Bus	1	F	63
Camden Park (SA)	Bus	1	M	40
Camden Park (SA)	Car as driver	1	F	453
Camden Park (SA)	Car as driver	1	M	580
Camden Park (SA)	Car as passenger	1	F	51
Camden Park (SA)	Car as passenger	1	M	18
Camden Park (SA)	Motorbike scooter	1	F	3
Camden Park (SA)	Motorbike scooter	1	M	15
Camden Park (SA)	Other two methods	2	F	14
Camden Park (SA)	Other two methods	2	M	13
Camden Park (SA)	Taxi	1	F	4
Camden Park (SA)	Taxi	1	M	3
Camden Park (SA)	Train	1	M	3
Camden Park (SA)	Tram includes light rail	1	F	32
Camden Park (SA)	Tram includes light rail	1	M	26
Camden Park (SA)	Truck	1	M	7
Camden Park (SA)	Walked only	1	F	11
Camden Park (SA)	Walked only	1	M	14
Campbelltown (SA)			F	21
Campbelltown (SA)			M	16
Campbelltown (SA)	(Other)	1	F	10
Campbelltown (SA)	(Other)	1	M	26
Campbelltown (SA)	Bicycle	1	F	4
Campbelltown (SA)	Bicycle	1	M	29
Campbelltown (SA)	Bus	1	F	194
Campbelltown (SA)	Bus	1	M	143
Campbelltown (SA)	Bus and two other methods excludes train	3	F	3
Campbelltown (SA)	Car as driver	1	F	851
Campbelltown (SA)	Car as driver	1	M	1200
Campbelltown (SA)	Car as passenger	1	F	112
Campbelltown (SA)	Car as passenger	1	M	57
Campbelltown (SA)	Motorbike scooter	1	F	3
Campbelltown (SA)	Motorbike scooter	1	M	15
Campbelltown (SA)	Other two methods	2	F	4
Campbelltown (SA)	Other two methods	2	M	11
Campbelltown (SA)	Taxi	1	M	12
Campbelltown (SA)	Truck	1	M	14
Campbelltown (SA)	Walked only	1	F	31
Campbelltown (SA)	Walked only	1	M	26
Campoona	Car as driver	1	F	3
Campoona	Car as driver	1	M	8
Cannawigara	Car as driver	1	F	23
Cannawigara	Car as driver	1	M	24
Cannawigara	Walked only	1	M	6
Canowie Belt	Car as driver	1	F	7
Canowie Belt	Car as driver	1	M	10
Canowie Belt	Walked only	1	M	3
Cape Borda	Car as driver	1	F	3
Cape Borda	Walked only	1	M	4
Cape Douglas	Car as driver	1	F	5
Cape Douglas	Car as driver	1	M	14
Cape Jaffa	Car as driver	1	F	9
Cape Jaffa	Car as driver	1	M	8
Cape Jaffa	Car as passenger	1	M	3
Cape Jervis	Car as driver	1	F	25
Cape Jervis	Car as driver	1	M	26
Cape Jervis	Car as passenger	1	F	3
Caralue	Car as driver	1	M	5
Caralue	Car as passenger	1	F	3
Carew	Car as driver	1	F	4
Carew	Car as driver	1	M	5
Carey Gully	Bus	1	F	3
Carey Gully	Car as driver	1	F	57
Carey Gully	Car as driver	1	M	82
Carey Gully	Car as passenger	1	F	5
Carey Gully	Car as passenger	1	M	3
Carey Gully	Truck	1	M	4
Carey Gully	Walked only	1	F	3
Carey Gully	Walked only	1	M	3
Caroline	Car as driver	1	F	4
Caroline	Car as driver	1	M	7
Carpenter Rocks	Car as driver	1	F	10
Carpenter Rocks	Car as driver	1	M	3
Carpenter Rocks	Walked only	1	M	3
Carrickalinga			M	3
Carrickalinga	Car as driver	1	F	34
Carrickalinga	Car as driver	1	M	50
Carrickalinga	Car as passenger	1	F	5
Carrickalinga	Car as passenger	1	M	3
Carrieton	Car as driver	1	F	5
Carrieton	Car as driver	1	M	8
Carrieton	Walked only	1	M	3
Cassini	(Other)	1	M	3
Cassini	Car as driver	1	F	12
Cassini	Car as driver	1	M	13
Cassini	Car as passenger	1	F	3
Castambul	Car as driver	1	M	3
Caurnamont	Car as driver	1	F	5
Caurnamont	Car as driver	1	M	7
Cavan (SA)	Car as driver	1	F	3
Cavan (SA)	Car as driver	1	M	9
Cavenagh	Car as driver	1	M	3
Caveton			M	3
Caveton	Car as driver	1	F	10
Caveton	Car as driver	1	M	12
Ceduna			F	10
Ceduna			M	4
Ceduna	(Other)	1	M	6
Ceduna	Bicycle	1	M	4
Ceduna	Bus	1	M	6
Ceduna	Car as driver	1	F	262
Ceduna	Car as driver	1	M	282
Ceduna	Car as passenger	1	F	30
Ceduna	Car as passenger	1	M	19
Ceduna	Taxi	1	F	3
Ceduna	Taxi	1	M	4
Ceduna	Truck	1	M	3
Ceduna	Walked only	1	F	29
Ceduna	Walked only	1	M	27
Ceduna Waters	Bus	1	M	3
Ceduna Waters	Car as driver	1	F	30
Ceduna Waters	Car as driver	1	M	32
Ceduna Waters	Car as passenger	1	M	5
Chaffey			F	4
Chaffey			M	4
Chaffey	(Other)	1	M	3
Chaffey	Car as driver	1	F	29
Chaffey	Car as driver	1	M	38
Chaffey	Car as passenger	1	F	3
Chaffey	Walked only	1	M	4
Chain Of Ponds	Car as driver	1	F	5
Chain Of Ponds	Car as driver	1	M	3
Chandada	Car as driver	1	F	7
Chandada	Car as driver	1	M	6
Chandada	Walked only	1	M	3
Chandlers Hill	(Other)	1	M	7
Chandlers Hill	Bus	1	F	4
Chandlers Hill	Bus	1	M	4
Chandlers Hill	Car as driver	1	F	137
Chandlers Hill	Car as driver	1	M	134
Chandlers Hill	Car as passenger	1	F	7
Chandlers Hill	Car as passenger	1	M	9
Chandlers Hill	Train	1	M	3
Chandlers Hill	Truck	1	M	8
Chandlers Hill	Walked only	1	M	3
Chapel Hill (SA)	Car as driver	1	F	14
Chapel Hill (SA)	Car as driver	1	M	13
Chapel Hill (SA)	Car as passenger	1	F	4
Chapel Hill (SA)	Truck	1	M	3
Chapel Hill (SA)	Walked only	1	F	3
Chapel Hill (SA)	Walked only	1	M	3
Chapman Bore	Car as driver	1	F	3
Chapman Bore	Car as driver	1	M	5
Charleston			M	5
Charleston	Car as driver	1	F	85
Charleston	Car as driver	1	M	108
Charleston	Car as passenger	1	F	11
Charleston	Car as passenger	1	M	3
Charleston	Other two methods	2	M	3
Charleston	Truck	1	M	3
Charleston	Walked only	1	F	3
Charleston	Walked only	1	M	3
Charlton Gully	Car as driver	1	F	3
Charlton Gully	Car as driver	1	M	3
Charra	Car as driver	1	M	3
Cheltenham (SA)			M	4
Cheltenham (SA)	(Other)	1	F	4
Cheltenham (SA)	(Other)	1	M	5
Cheltenham (SA)	Bicycle	1	M	11
Cheltenham (SA)	Bus	1	F	10
Cheltenham (SA)	Bus	1	M	12
Cheltenham (SA)	Car as driver	1	F	328
Cheltenham (SA)	Car as driver	1	M	384
Cheltenham (SA)	Car as passenger	1	F	26
Cheltenham (SA)	Car as passenger	1	M	13
Cheltenham (SA)	Motorbike scooter	1	M	7
Cheltenham (SA)	Other two methods	2	F	3
Cheltenham (SA)	Other two methods	2	M	5
Cheltenham (SA)	Train	1	F	41
Cheltenham (SA)	Train	1	M	28
Cheltenham (SA)	Train and two other methods	3	F	5
Cheltenham (SA)	Tram includes light rail	1	F	4
Cheltenham (SA)	Truck	1	M	3
Cheltenham (SA)	Walked only	1	F	6
Cheltenham (SA)	Walked only	1	M	8
Cherry Gardens	(Other)	1	M	3
Cherry Gardens	Bicycle	1	M	3
Cherry Gardens	Bus	1	M	3
Cherry Gardens	Car as driver	1	F	94
Cherry Gardens	Car as driver	1	M	114
Cherry Gardens	Car as passenger	1	F	10
Cherry Gardens	Ferry	1	F	3
Cherry Gardens	Train	1	M	3
Cherry Gardens	Truck	1	M	4
Cherryville			M	3
Cherryville	Car as driver	1	F	21
Cherryville	Car as driver	1	M	26
Chilpenunda	Car as driver	1	F	4
Chilpenunda	Car as driver	1	M	3
Christie Downs			F	11
Christie Downs			M	13
Christie Downs	(Other)	1	M	5
Christie Downs	Bicycle	1	M	3
Christie Downs	Bus	1	F	11
Christie Downs	Bus	1	M	17
Christie Downs	Car as driver	1	F	454
Christie Downs	Car as driver	1	M	570
Christie Downs	Car as passenger	1	F	55
Christie Downs	Car as passenger	1	M	37
Christie Downs	Motorbike scooter	1	F	3
Christie Downs	Motorbike scooter	1	M	13
Christie Downs	Other two methods	2	F	6
Christie Downs	Other two methods	2	M	7
Christie Downs	Train	1	F	32
Christie Downs	Train	1	M	42
Christie Downs	Truck	1	M	6
Christie Downs	Walked only	1	F	16
Christie Downs	Walked only	1	M	14
Christies Beach			F	13
Christies Beach			M	19
Christies Beach	(Other)	1	F	5
Christies Beach	(Other)	1	M	7
Christies Beach	Bicycle	1	F	3
Christies Beach	Bicycle	1	M	8
Christies Beach	Bus	1	F	20
Christies Beach	Bus	1	M	13
Christies Beach	Car as driver	1	F	620
Christies Beach	Car as driver	1	M	765
Christies Beach	Car as passenger	1	F	45
Christies Beach	Car as passenger	1	M	51
Christies Beach	Motorbike scooter	1	M	5
Christies Beach	Other two methods	2	M	5
Christies Beach	Train	1	F	38
Christies Beach	Train	1	M	27
Christies Beach	Train and two other methods	3	F	3
Christies Beach	Train and two other methods	3	M	4
Christies Beach	Truck	1	M	16
Christies Beach	Walked only	1	F	20
Christies Beach	Walked only	1	M	18
Clapham			M	3
Clapham	(Other)	1	M	4
Clapham	Bicycle	1	F	7
Clapham	Bicycle	1	M	23
Clapham	Bus	1	F	27
Clapham	Bus	1	M	18
Clapham	Car as driver	1	F	227
Clapham	Car as driver	1	M	259
Clapham	Car as passenger	1	F	27
Clapham	Car as passenger	1	M	12
Clapham	Other two methods	2	F	3
Clapham	Other two methods	2	M	4
Clapham	Train	1	F	13
Clapham	Train	1	M	27
Clapham	Walked only	1	F	10
Clapham	Walked only	1	M	29
Clare (SA)			F	3
Clare (SA)			M	9
Clare (SA)	(Other)	1	M	5
Clare (SA)	Bicycle	1	M	3
Clare (SA)	Bus	1	M	5
Clare (SA)	Car as driver	1	F	482
Clare (SA)	Car as driver	1	M	552
Clare (SA)	Car as passenger	1	F	24
Clare (SA)	Car as passenger	1	M	31
Clare (SA)	Motorbike scooter	1	M	3
Clare (SA)	Other two methods	2	M	6
Clare (SA)	Taxi	1	F	4
Clare (SA)	Taxi	1	M	3
Clare (SA)	Truck	1	M	5
Clare (SA)	Walked only	1	F	36
Clare (SA)	Walked only	1	M	40
Clarence Gardens			F	4
Clarence Gardens			M	8
Clarence Gardens	(Other)	1	M	6
Clarence Gardens	Bicycle	1	F	3
Clarence Gardens	Bicycle	1	M	34
Clarence Gardens	Bus	1	F	29
Clarence Gardens	Bus	1	M	26
Clarence Gardens	Car as driver	1	F	373
Clarence Gardens	Car as driver	1	M	409
Clarence Gardens	Car as passenger	1	F	24
Clarence Gardens	Car as passenger	1	M	24
Clarence Gardens	Motorbike scooter	1	M	3
Clarence Gardens	Other two methods	2	F	6
Clarence Gardens	Other two methods	2	M	6
Clarence Gardens	Taxi	1	M	4
Clarence Gardens	Train	1	F	15
Clarence Gardens	Train	1	M	19
Clarence Gardens	Tram includes light rail	1	F	10
Clarence Gardens	Tram includes light rail	1	M	9
Clarence Gardens	Truck	1	M	3
Clarence Gardens	Walked only	1	F	6
Clarence Park	(Other)	1	M	12
Clarence Park	Bicycle	1	F	9
Clarence Park	Bicycle	1	M	34
Clarence Park	Bus	1	F	49
Clarence Park	Bus	1	M	42
Clarence Park	Car as driver	1	F	381
Clarence Park	Car as driver	1	M	397
Clarence Park	Car as passenger	1	F	40
Clarence Park	Car as passenger	1	M	24
Clarence Park	Motorbike scooter	1	M	6
Clarence Park	Other two methods	2	F	9
Clarence Park	Other two methods	2	M	3
Clarence Park	Train	1	F	22
Clarence Park	Train	1	M	28
Clarence Park	Tram includes light rail	1	F	5
Clarence Park	Tram includes light rail	1	M	4
Clarence Park	Truck	1	M	3
Clarence Park	Walked only	1	F	19
Clarence Park	Walked only	1	M	15
Clarendon (SA)	Bus	1	F	3
Clarendon (SA)	Car as driver	1	F	115
Clarendon (SA)	Car as driver	1	M	108
Clarendon (SA)	Car as passenger	1	F	6
Clarendon (SA)	Car as passenger	1	M	8
Clarendon (SA)	Other two methods	2	M	3
Clarendon (SA)	Train	1	M	4
Clarendon (SA)	Truck	1	M	4
Clarendon (SA)	Walked only	1	M	5
Clay Wells	Car as driver	1	F	3
Clay Wells	Car as driver	1	M	4
Claypans	Car as driver	1	F	3
Clayton Bay	Car as driver	1	F	44
Clayton Bay	Car as driver	1	M	44
Clayton Bay	Car as passenger	1	M	3
Clayton Bay	Truck	1	M	6
Clayton Bay	Walked only	1	M	3
Clearview			F	10
Clearview			M	5
Clearview	(Other)	1	F	3
Clearview	(Other)	1	M	9
Clearview	Bicycle	1	M	6
Clearview	Bus	1	F	73
Clearview	Bus	1	M	56
Clearview	Car as driver	1	F	428
Clearview	Car as driver	1	M	683
Clearview	Car as passenger	1	F	65
Clearview	Car as passenger	1	M	24
Clearview	Motorbike scooter	1	M	7
Clearview	Other two methods	2	M	10
Clearview	Taxi	1	F	3
Clearview	Taxi	1	M	8
Clearview	Truck	1	M	11
Clearview	Walked only	1	F	10
Clearview	Walked only	1	M	7
Cleland	Car as driver	1	M	3
Clements Gap	Car as driver	1	F	11
Clements Gap	Car as driver	1	M	4
Cleve			F	4
Cleve			M	3
Cleve	(Other)	1	M	3
Cleve	Bicycle	1	M	3
Cleve	Car as driver	1	F	111
Cleve	Car as driver	1	M	158
Cleve	Car as passenger	1	F	3
Cleve	Car as passenger	1	M	4
Cleve	Other two methods	2	M	3
Cleve	Walked only	1	F	26
Cleve	Walked only	1	M	16
Clinton (SA)	(Other)	1	M	3
Clinton (SA)	Car as driver	1	F	19
Clinton (SA)	Car as driver	1	M	27
Clinton (SA)	Car as passenger	1	F	7
Clinton (SA)	Walked only	1	M	4
Clinton Centre	Car as driver	1	M	6
Clovelly Park			F	8
Clovelly Park			M	3
Clovelly Park	(Other)	1	M	11
Clovelly Park	Bicycle	1	M	18
Clovelly Park	Bus	1	F	46
Clovelly Park	Bus	1	M	27
Clovelly Park	Car as driver	1	F	433
Clovelly Park	Car as driver	1	M	493
Clovelly Park	Car as passenger	1	F	47
Clovelly Park	Car as passenger	1	M	24
Clovelly Park	Motorbike scooter	1	M	9
Clovelly Park	Other two methods	2	F	9
Clovelly Park	Other two methods	2	M	7
Clovelly Park	Taxi	1	M	3
Clovelly Park	Train	1	F	17
Clovelly Park	Train	1	M	40
Clovelly Park	Truck	1	M	6
Clovelly Park	Walked only	1	F	9
Clovelly Park	Walked only	1	M	16
Cobdogla	Car as driver	1	F	63
Cobdogla	Car as driver	1	M	69
Cobdogla	Car as passenger	1	M	4
Cobdogla	Truck	1	M	5
Cobdogla	Walked only	1	F	6
Cobdogla	Walked only	1	M	7
Cockaleechie	Car as driver	1	F	14
Cockaleechie	Car as driver	1	M	15
Cockatoo Valley			F	3
Cockatoo Valley	Car as driver	1	F	111
Cockatoo Valley	Car as driver	1	M	140
Cockatoo Valley	Car as passenger	1	F	4
Cockatoo Valley	Car as passenger	1	M	3
Cockatoo Valley	Truck	1	M	10
Cockatoo Valley	Walked only	1	M	3
Cockburn	Car as driver	1	F	4
Cockburn	Car as driver	1	M	6
Cockburn	Motorbike scooter	1	M	3
Coffin Bay	(Other)	1	F	5
Coffin Bay	(Other)	1	M	3
Coffin Bay	Bus	1	M	3
Coffin Bay	Car as driver	1	F	66
Coffin Bay	Car as driver	1	M	83
Coffin Bay	Car as passenger	1	F	3
Coffin Bay	Car as passenger	1	M	3
Coffin Bay	Walked only	1	F	5
Coffin Bay	Walked only	1	M	4
Colebatch	Car as driver	1	F	12
Colebatch	Car as driver	1	M	9
Colebatch	Walked only	1	F	3
Colebatch	Walked only	1	M	3
Coles	Car as driver	1	M	8
College Park	(Other)	1	M	3
College Park	Bicycle	1	F	7
College Park	Bicycle	1	M	10
College Park	Bus	1	F	9
College Park	Bus	1	M	3
College Park	Car as driver	1	F	82
College Park	Car as driver	1	M	124
College Park	Car as passenger	1	F	21
College Park	Car as passenger	1	M	3
College Park	Other two methods	2	M	4
College Park	Walked only	1	F	15
College Park	Walked only	1	M	15
Colley	Car as driver	1	F	5
Colley	Car as driver	1	M	13
Collinswood	(Other)	1	M	3
Collinswood	Bicycle	1	F	4
Collinswood	Bicycle	1	M	16
Collinswood	Bus	1	F	42
Collinswood	Bus	1	M	32
Collinswood	Car as driver	1	F	207
Collinswood	Car as driver	1	M	267
Collinswood	Car as passenger	1	F	17
Collinswood	Car as passenger	1	M	9
Collinswood	Motorbike scooter	1	M	4
Collinswood	Other two methods	2	F	7
Collinswood	Other two methods	2	M	3
Collinswood	Taxi	1	F	3
Collinswood	Train and two other methods	3	F	3
Collinswood	Truck	1	M	4
Collinswood	Walked only	1	F	11
Collinswood	Walked only	1	M	13
Colonel Light Gardens			F	3
Colonel Light Gardens			M	3
Colonel Light Gardens	(Other)	1	M	7
Colonel Light Gardens	Bicycle	1	F	6
Colonel Light Gardens	Bicycle	1	M	41
Colonel Light Gardens	Bus	1	F	64
Colonel Light Gardens	Bus	1	M	52
Colonel Light Gardens	Car as driver	1	F	552
Colonel Light Gardens	Car as driver	1	M	579
Colonel Light Gardens	Car as passenger	1	F	55
Colonel Light Gardens	Car as passenger	1	M	23
Colonel Light Gardens	Motorbike scooter	1	M	4
Colonel Light Gardens	Other two methods	2	F	8
Colonel Light Gardens	Other two methods	2	M	15
Colonel Light Gardens	Taxi	1	F	3
Colonel Light Gardens	Taxi	1	M	8
Colonel Light Gardens	Train	1	F	7
Colonel Light Gardens	Train	1	M	8
Colonel Light Gardens	Truck	1	M	3
Colonel Light Gardens	Walked only	1	F	13
Colonel Light Gardens	Walked only	1	M	24
Colton	Car as driver	1	F	7
Colton	Car as driver	1	M	4
Comaum	Car as driver	1	F	7
Comaum	Car as driver	1	M	4
Comaum	Walked only	1	M	3
Commissariat Point	Car as driver	1	F	35
Commissariat Point	Car as driver	1	M	21
Commissariat Point	Car as passenger	1	F	4
Commissariat Point	Car as passenger	1	M	4
Compton			F	3
Compton			M	3
Compton	(Other)	1	M	3
Compton	Bicycle	1	M	3
Compton	Car as driver	1	F	119
Compton	Car as driver	1	M	159
Compton	Car as passenger	1	F	10
Compton	Car as passenger	1	M	5
Compton	Walked only	1	F	3
Compton	Walked only	1	M	6
Concordia	Car as driver	1	F	16
Concordia	Car as driver	1	M	30
Condowie	Car as driver	1	F	7
Condowie	Car as driver	1	M	4
Condowie	Walked only	1	F	3
Condowie	Walked only	1	M	4
Conmurra	Car as driver	1	F	6
Conmurra	Car as driver	1	M	8
Conmurra	Walked only	1	M	4
Coober Pedy			F	7
Coober Pedy			M	7
Coober Pedy	(Other)	1	F	3
Coober Pedy	(Other)	1	M	3
Coober Pedy	Bus	1	F	3
Coober Pedy	Bus	1	M	3
Coober Pedy	Car as driver	1	F	188
Coober Pedy	Car as driver	1	M	215
Coober Pedy	Car as passenger	1	F	29
Coober Pedy	Car as passenger	1	M	17
Coober Pedy	Motorbike scooter	1	M	4
Coober Pedy	Other two methods	2	F	3
Coober Pedy	Walked only	1	F	33
Coober Pedy	Walked only	1	M	29
Coobowie	Car as driver	1	F	29
Coobowie	Car as driver	1	M	28
Coobowie	Walked only	1	F	3
Coobowie	Walked only	1	M	7
Cooke Plains	Car as driver	1	F	8
Cooke Plains	Car as driver	1	M	7
Cooltong	Car as driver	1	F	35
Cooltong	Car as driver	1	M	56
Cooltong	Car as passenger	1	F	6
Cooltong	Car as passenger	1	M	4
Cooltong	Walked only	1	F	6
Cooltong	Walked only	1	M	8
Coomandook	Car as driver	1	F	9
Coomandook	Car as driver	1	M	12
Coomandook	Walked only	1	F	4
Coomandook	Walked only	1	M	3
Coombe	Car as driver	1	F	5
Coombe	Car as driver	1	M	10
Coombe	Truck	1	M	3
Coombe	Walked only	1	M	5
Coomooroo	Car as driver	1	M	3
Coomunga	Car as driver	1	F	19
Coomunga	Car as driver	1	M	16
Coonalpyn			M	3
Coonalpyn	Bus	1	M	3
Coonalpyn	Car as driver	1	F	33
Coonalpyn	Car as driver	1	M	54
Coonalpyn	Truck	1	M	3
Coonalpyn	Walked only	1	F	7
Coonalpyn	Walked only	1	M	7
Coonamia	Car as driver	1	F	8
Coonamia	Car as driver	1	M	17
Coonawarra (SA)	Bicycle	1	F	3
Coonawarra (SA)	Car as driver	1	F	24
Coonawarra (SA)	Car as driver	1	M	34
Coorong	Car as driver	1	F	6
Coorong	Car as driver	1	M	13
Cootra	Car as driver	1	M	3
Copeville	Car as driver	1	F	3
Copeville	Car as driver	1	M	6
Copeville	Walked only	1	M	4
Copley (SA)	Car as driver	1	F	5
Copley (SA)	Walked only	1	F	3
Copley (SA)	Walked only	1	M	5
Corny Point	Car as driver	1	F	9
Corny Point	Car as driver	1	M	11
Corny Point	Walked only	1	F	3
Corny Point	Walked only	1	M	3
Coromandel East	Car as driver	1	F	52
Coromandel East	Car as driver	1	M	75
Coromandel East	Car as passenger	1	F	5
Coromandel East	Train	1	M	3
Coromandel East	Walked only	1	M	3
Coromandel Valley			F	9
Coromandel Valley			M	8
Coromandel Valley	(Other)	1	F	3
Coromandel Valley	(Other)	1	M	4
Coromandel Valley	Bicycle	1	M	11
Coromandel Valley	Bus	1	F	6
Coromandel Valley	Bus	1	M	11
Coromandel Valley	Car as driver	1	F	714
Coromandel Valley	Car as driver	1	M	800
Coromandel Valley	Car as passenger	1	F	53
Coromandel Valley	Car as passenger	1	M	30
Coromandel Valley	Motorbike scooter	1	M	12
Coromandel Valley	Other two methods	2	F	8
Coromandel Valley	Other two methods	2	M	8
Coromandel Valley	Train	1	F	35
Coromandel Valley	Train	1	M	38
Coromandel Valley	Train and two other methods	3	F	5
Coromandel Valley	Train and two other methods	3	M	8
Coromandel Valley	Truck	1	M	15
Coromandel Valley	Walked only	1	F	7
Coromandel Valley	Walked only	1	M	12
Cortlinye	Car as driver	1	F	7
Cortlinye	Car as driver	1	M	11
Cortlinye	Walked only	1	M	4
Corunna Station	Walked only	1	M	3
Coulta	Car as driver	1	F	14
Coulta	Car as driver	1	M	20
Coulta	Car as passenger	1	F	3
Coulta	Walked only	1	F	3
Coulta	Walked only	1	M	3
Cowandilla	Bicycle	1	M	8
Cowandilla	Bus	1	F	49
Cowandilla	Bus	1	M	17
Cowandilla	Car as driver	1	F	152
Cowandilla	Car as driver	1	M	215
Cowandilla	Car as passenger	1	F	30
Cowandilla	Car as passenger	1	M	15
Cowandilla	Taxi	1	M	3
Cowandilla	Truck	1	M	3
Cowandilla	Walked only	1	F	12
Cowandilla	Walked only	1	M	8
Cowell			F	3
Cowell			M	7
Cowell	(Other)	1	M	4
Cowell	Bicycle	1	F	4
Cowell	Bus	1	M	11
Cowell	Car as driver	1	F	114
Cowell	Car as driver	1	M	136
Cowell	Car as passenger	1	F	10
Cowell	Car as passenger	1	M	6
Cowell	Truck	1	M	4
Cowell	Walked only	1	F	15
Cowell	Walked only	1	M	11
Cowirra	Car as driver	1	F	8
Cowirra	Car as driver	1	M	15
Cowirra	Walked only	1	M	3
Cradock	Car as driver	1	F	3
Cradock	Car as driver	1	M	3
