SSC_NAME16	AustCitizen	persons
Mayfield (SA)	1	4
Maylands (SA)	0	239
Maylands (SA)	1	1255
McBean Pound	0	0
McBean Pound	1	12
McCallum	0	0
McCallum	1	23
McCracken	0	187
McCracken	1	1771
McHarg Creek	0	15
McHarg Creek	1	38
McLaren Flat	0	145
McLaren Flat	1	1392
McLaren Vale	0	435
McLaren Vale	1	3407
Meadows	0	130
Meadows	1	1239
Medindie	0	142
Medindie	1	1040
Medindie Gardens	0	33
Medindie Gardens	1	307
Melrose (SA)	0	37
Melrose (SA)	1	310
Melrose Park (SA)	0	319
Melrose Park (SA)	1	1892
Melton (SA)	0	5
Melton (SA)	1	21
Melton Station	0	5
Melton Station	1	7
Meningie	0	125
Meningie	1	993
Meningie East	0	2
Meningie East	1	12
Meningie West	0	5
Meningie West	1	29
Menzies (SA)	0	14
Menzies (SA)	1	78
Mercunda	0	0
Mercunda	1	9
Merghiny	0	1
Merghiny	1	15
Meribah	0	7
Meribah	1	31
Merriton	0	0
Merriton	1	49
Middle Beach	0	12
Middle Beach	1	67
Middle River	0	12
Middle River	1	8
Middleback Range	0	2
Middleback Range	1	6
Middleton (SA)	0	95
Middleton (SA)	1	1061
Midgee (SA)	0	11
Midgee (SA)	1	4
Mil-Lel	0	36
Mil-Lel	1	332
Milang	0	147
Milang	1	736
Mile End	0	890
Mile End	1	3541
Mile End South	0	6
Mile End South	1	18
Milendella	0	0
Milendella	1	60
Millbrook (SA)	0	9
Millbrook (SA)	1	97
Millicent	0	428
Millicent	1	4681
Millswood	0	194
Millswood	1	1946
Miltalie	0	1
Miltalie	1	55
Mimili	0	22
Mimili	1	221
Minbrie	0	9
Minbrie	1	30
Minburra	0	0
Minburra	1	0
Mindarie (SA)	0	-1
Mindarie (SA)	1	39
Mingary	0	11
Mingary	1	64
Mingbool	0	23
Mingbool	1	113
Minlaton	0	60
Minlaton	1	1039
Minnipa	0	20
Minnipa	1	157
Mintaro	0	13
Mintaro	1	175
Minvalara	0	7
Minvalara	1	11
Miranda (SA)	0	10
Miranda (SA)	1	33
Mitcham (SA)	0	215
Mitcham (SA)	1	1605
Mitchell (SA)	0	4
Mitchell (SA)	1	51
Mitchell Park (SA)	0	1075
Mitchell Park (SA)	1	4390
Mitchellville	0	1
Mitchellville	1	30
Moana	0	395
Moana	1	2243
Mobilong	0	0
Mobilong	1	3
Moculta	0	20
Moculta	1	207
Modbury	0	1051
Modbury	1	4194
Modbury Heights	0	752
Modbury Heights	1	5949
Modbury North	0	731
Modbury North	1	4893
Moerlong	0	0
Moerlong	1	17
Monarto	0	24
Monarto	1	185
Monarto South	0	19
Monarto South	1	140
Monash (SA)	0	73
Monash (SA)	1	1051
Monbulla	0	6
Monbulla	1	121
Mongolata	0	0
Mongolata	1	3
Montacute	0	36
Montacute	1	258
Montarra	0	7
Montarra	1	20
Monteith	0	15
Monteith	1	118
Moockra	0	2
Moockra	1	9
Moody	0	0
Moody	1	22
Moonaree	0	0
Moonaree	1	0
Moonta	0	75
Moonta	1	557
Moonta Bay	0	218
Moonta Bay	1	2126
Moonta Mines	0	26
Moonta Mines	1	194
Moorak	0	529
Moorak	1	697
Moorlands	0	13
Moorlands	1	45
Moorook	0	14
Moorook	1	175
Moorook South	0	28
Moorook South	1	145
Moppa	0	-1
Moppa	1	77
Morchard	0	0
Morchard	1	20
Morgan	0	50
Morgan	1	439
Morn Hill	0	0
Morn Hill	1	17
Morphett Vale	0	2778
Morphett Vale	1	20362
Morphetts Flat	0	3
Morphetts Flat	1	0
Morphettville	0	425
Morphettville	1	2783
Mortana	0	0
Mortana	1	16
Moseley	0	0
Moseley	1	19
Mosquito Hill	0	4
Mosquito Hill	1	115
Mount Barker (SA)	0	1396
Mount Barker (SA)	1	12446
Mount Barker Junction	0	0
Mount Barker Junction	1	4
Mount Barker Springs	0	14
Mount Barker Springs	1	149
Mount Barker Summit	0	1
Mount Barker Summit	1	101
Mount Benson	0	14
Mount Benson	1	97
Mount Bryan	0	10
Mount Bryan	1	100
Mount Bryan East	0	0
Mount Bryan East	1	3
Mount Burr	0	48
Mount Burr	1	313
Mount Charles	0	3
Mount Charles	1	37
Mount Clarence Station	0	2
Mount Clarence Station	1	8
Mount Compass	0	145
Mount Compass	1	1312
Mount Cooper (SA)	0	0
Mount Cooper (SA)	1	13
Mount Crawford	0	13
Mount Crawford	1	114
Mount Damper	0	-4
Mount Damper	1	42
Mount Drummond	0	0
Mount Drummond	1	11
Mount Dutton Bay	0	12
Mount Dutton Bay	1	35
Mount Eba	0	72
Mount Eba	1	122
Mount Gambier	0	2531
Mount Gambier	1	22981
Mount George (SA)	0	24
Mount George (SA)	1	244
Mount Hope (SA)	0	0
Mount Hope (SA)	1	46
Mount Jagged	0	22
Mount Jagged	1	133
Mount Joy	0	0
Mount Joy	1	3
Mount Light	0	10
Mount Light	1	148
Mount Magnificent	0	16
Mount Magnificent	1	42
Mount Mary	0	0
Mount Mary	1	28
Mount Mcintyre	0	8
Mount Mcintyre	1	62
Mount Mckenzie	0	3
Mount Mckenzie	1	62
Mount Observation (SA)	0	7
Mount Observation (SA)	1	9
Mount Osmond	0	20
Mount Osmond	1	358
Mount Pleasant (SA)	0	100
Mount Pleasant (SA)	1	920
Mount Schank	0	18
Mount Schank	1	231
Mount Serle	0	1
Mount Serle	1	26
Mount Templeton	0	3
Mount Templeton	1	30
Mount Torrens	0	57
Mount Torrens	1	654
Mount Wedge	0	0
Mount Wedge	1	14
Mount Willoughby	0	7
Mount Willoughby	1	17
Moyhall	0	9
Moyhall	1	43
Mudamuckla	0	12
Mudamuckla	1	81
Mulgundawa	0	8
Mulgundawa	1	44
Mullaquana	0	26
Mullaquana	1	222
Mundallio	0	0
Mundallio	1	0
Mundic Creek	0	1
Mundic Creek	1	33
Mundoo Island	0	0
Mundoo Island	1	4
Mundoora	0	7
Mundoora	1	123
Mundulla	0	41
Mundulla	1	395
Mundulla West	0	-3
Mundulla West	1	81
Mungeranie	0	21
Mungeranie	1	42
Munno Para	0	518
Munno Para	1	3217
Munno Para Downs	0	35
Munno Para Downs	1	193
Munno Para West	0	669
Munno Para West	1	5240
Murbko	0	11
Murbko	1	86
Murdinga	0	6
Murdinga	1	63
Murlong	0	3
Murlong	1	22
Murninnie Beach	0	5
Murninnie Beach	1	31
Murputja	0	1
Murputja	1	52
Murrawong	0	0
Murrawong	1	22
Murray Bridge	0	2691
Murray Bridge	1	11869
Murray Bridge East	0	78
Murray Bridge East	1	1033
Murray Bridge North	0	20
Murray Bridge North	1	120
Murray Bridge South	0	20
Murray Bridge South	1	174
Murray Town	0	4
Murray Town	1	60
Murtho	0	17
Murtho	1	162
Muston	0	5
Muston	1	21
Mylor	0	139
Mylor	1	958
Mypolonga	0	45
Mypolonga	1	430
Myponga	0	79
Myponga	1	665
Myponga Beach	0	-2
Myponga Beach	1	35
Myrtle Bank (SA)	0	398
Myrtle Bank (SA)	1	2485
Nackara	0	6
Nackara	1	0
Nadia	0	0
Nadia	1	3
Naidia	0	0
Naidia	1	0
Nailsworth	0	265
Nailsworth	1	1884
Nain	0	5
Nain	1	24
Nairne	0	422
Nairne	1	4620
Nalyappa	0	0
Nalyappa	1	17
Nangkita	0	39
Nangkita	1	165
Nangwarry	0	59
Nangwarry	1	461
Nantawarra	0	-5
Nantawarra	1	69
Napperby	0	58
Napperby	1	607
Naracoorte	0	963
Naracoorte	1	4997
Narridy	0	11
Narridy	1	71
Narrung (SA)	0	24
Narrung (SA)	1	174
Naturi	0	8
Naturi	1	17
Neales Flat	0	8
Neales Flat	1	68
Nectar Brook	0	6
Nectar Brook	1	17
Nelshaby	0	21
Nelshaby	1	160
Nene Valley	0	1
Nene Valley	1	83
Nepabunna	0	5
Nepabunna	1	61
Nepean Bay	0	30
Nepean Bay	1	101
Netherby (SA)	0	166
Netherby (SA)	1	1267
Netherton	0	1
Netherton	1	39
Netley	0	232
Netley	1	1544
New Port	0	151
New Port	1	526
New Residence	0	-1
New Residence	1	80
New Town (SA)	0	111
New Town (SA)	1	1123
New Well	0	3
New Well	1	14
Newland	0	13
Newland	1	37
Newton	0	711
Newton	1	4076
Ngapala	0	0
Ngapala	1	45
Ngarkat	0	0
Ngarkat	1	0
Nildottie	0	15
Nildottie	1	174
Ninnes	0	7
Ninnes	1	53
Noarlunga Centre	0	24
Noarlunga Centre	1	179
Noarlunga Downs	0	500
Noarlunga Downs	1	3346
Nora Creina	0	5
Nora Creina	1	31
Normanville (SA)	0	188
Normanville (SA)	1	1442
North Adelaide	0	1727
North Adelaide	1	5223
North Beach (SA)	0	51
North Beach (SA)	1	456
North Booborowie	0	12
North Booborowie	1	17
North Brighton	0	278
North Brighton	1	1994
North Cape	0	6
North Cape	1	0
North Haven (SA)	0	540
North Haven (SA)	1	5027
North Moonta	0	55
North Moonta	1	485
North Plympton	0	567
North Plympton	1	2658
North Shields	0	42
North Shields	1	317
North West Bend	0	2
North West Bend	1	11
North Yelta	0	10
North Yelta	1	6
Northern Heights	0	40
Northern Heights	1	229
Northfield	0	1751
Northfield	1	2886
Northgate (SA)	0	1305
Northgate (SA)	1	4921
Norton Summit	0	47
Norton Summit	1	485
Norwood (SA)	0	1304
Norwood (SA)	1	4649
Notts Well	0	0
Notts Well	1	4
Novar Gardens	0	242
Novar Gardens	1	2262
Nullarbor	0	21
Nullarbor	1	29
Nunjikompita	0	0
Nunjikompita	1	24
Nuriootpa	0	418
Nuriootpa	1	5896
Nurom	0	0
Nurom	1	31
Nurragi	0	8
Nurragi	1	26
O'Halloran Hill	0	276
O'Halloran Hill	1	2382
O'Sullivan Beach	0	218
O'Sullivan Beach	1	1661
Oakbank	0	73
Oakbank	1	759
Oakden	0	627
Oakden	1	3033
Oakden Hills	0	3
Oakden Hills	1	4
Oaklands Park	0	820
Oaklands Park	1	3021
Ob Flat	0	25
Ob Flat	1	373
Olary	0	0
Olary	1	4
Old Calperum	0	0
Old Calperum	1	11
Old Noarlunga	0	185
Old Noarlunga	1	1264
Old Reynella	0	330
Old Reynella	1	3053
Old Teal Flat	0	3
Old Teal Flat	1	0
Olympic Dam	0	5
Olympic Dam	1	0
One Tree Hill	0	100
One Tree Hill	1	995
Onkaparinga Hills	0	222
Onkaparinga Hills	1	2308
Oodla Wirra	0	-2
Oodla Wirra	1	5
Oodnadatta	0	54
Oodnadatta	1	150
Orroroo	0	59
Orroroo	1	551
Osborne (SA)	0	216
Osborne (SA)	1	1709
Ottoway	0	391
Ottoway	1	2109
Outer Harbor	0	0
Outer Harbor	1	12
Overland Corner	0	1
Overland Corner	1	49
Ovingham	0	114
Ovingham	1	569
Owen	0	52
Owen	1	459
Padthaway	0	35
Padthaway	1	283
Paechtown	0	22
Paechtown	1	190
Pages Flat	0	20
Pages Flat	1	141
Paisley	0	12
Paisley	1	72
Palkagee	0	0
Palkagee	1	12
Pallamana	0	12
Pallamana	1	69
Palmer (SA)	0	31
Palmer (SA)	1	171
Panitya (SA)	0	7
Panitya (SA)	1	5
Panorama	0	301
Panorama	1	2007
Para Hills	0	982
Para Hills	1	5572
Para Hills West	0	501
Para Hills West	1	2689
Para Vista	0	342
Para Vista	1	2562
Parachilna	0	-4
Parachilna	1	20
Paracombe	0	34
Paracombe	1	392
Paradise (SA)	0	1083
Paradise (SA)	1	5690
Parafield	0	85
Parafield	1	20
Parafield Gardens	0	2632
Parafield Gardens	1	14313
Paralowie	0	2230
Paralowie	1	14300
Paramatta	0	8
Paramatta	1	3
Paratoo	0	0
Paratoo	1	0
Parawa	0	5
Parawa	1	74
Parham	0	33
Parham	1	183
Parilla	0	48
Parilla	1	163
Paringa	0	189
Paringa	1	916
Paris Creek	0	19
Paris Creek	1	168
Park Holme	0	548
Park Holme	1	2316
Parkside (SA)	0	807
Parkside (SA)	1	3984
Parnaroo	0	3
Parnaroo	1	0
Parndana	0	17
Parndana	1	132
Parrakie	0	17
Parrakie	1	90
Paruna	0	5
Paruna	1	48
Pasadena	0	404
Pasadena	1	2589
Paskeville	0	27
Paskeville	1	151
Pata	0	5
Pata	1	56
Payneham	0	568
Payneham	1	1725
Payneham South	0	341
Payneham South	1	1299
Peake	0	10
Peake	1	107
Pearlah	0	4
Pearlah	1	51
Peebinga	0	2
Peebinga	1	30
Peep Hill	0	6
Peep Hill	1	17
Pekina	0	10
Pekina	1	57
Pelican Lagoon	0	8
Pelican Lagoon	1	50
Pelican Point (SA)	0	5
Pelican Point (SA)	1	79
Pellaring Flat	0	0
Pellaring Flat	1	3
Penfield	0	63
Penfield	1	741
Penfield Gardens	0	28
Penfield Gardens	1	307
Penneshaw	0	54
Penneshaw	1	221
Pennington	0	512
Pennington	1	3135
Penola	0	135
Penola	1	1457
Penong	0	38
Penong	1	251
Penrice	0	38
Penrice	1	396
Penwortham	0	29
Penwortham	1	118
Perlubie	0	2
Perlubie	1	46
Perponda	0	7
Perponda	1	53
Peterborough (SA)	0	169
Peterborough (SA)	1	1328
Peterhead	0	106
Peterhead	1	1011
Petersville	0	8
Petersville	1	60
Petherick	0	0
Petherick	1	33
Petina	0	-1
Petina	1	35
Petwood	0	7
Petwood	1	61
Pewsey Vale	0	8
Pewsey Vale	1	71
Piccadilly (SA)	0	41
Piccadilly (SA)	1	328
Piednippie	0	6
Piednippie	1	20
Pike River	0	10
Pike River	1	46
Pimba	0	7
Pimba	1	29
Pimbaacla	0	0
Pimbaacla	1	14
Pine Creek (SA)	0	0
Pine Creek (SA)	1	0
Pine Hill (SA)	0	4
Pine Hill (SA)	1	53
Pine Point	0	2
Pine Point	1	85
Pinery	0	8
Pinery	1	94
Pinkawillinie	0	0
Pinkawillinie	1	54
Pinkerton Plains	0	9
Pinkerton Plains	1	67
Pinks Beach	0	-1
Pinks Beach	1	71
Pinnaroo	0	116
Pinnaroo	1	596
Pipalyatjara	0	9
Pipalyatjara	1	180
Pirie East	0	2
Pirie East	1	44
Pleasant Park	0	-2
Pleasant Park	1	41
Plympton	0	1279
Plympton	1	3477
Plympton Park	0	553
Plympton Park	1	2694
Point Boston	0	0
Point Boston	1	26
Point Lowly	0	8
Point Lowly	1	17
Point Pass	0	23
Point Pass	1	87
Point Pearce	0	5
Point Pearce	1	86
Point Souttar	0	7
Point Souttar	1	22
Point Sturt	0	10
Point Sturt	1	59
Point Turton	0	21
Point Turton	1	312
Polda	0	0
Polda	1	3
Polish Hill River	0	3
Polish Hill River	1	33
Poltalloch	0	13
Poltalloch	1	37
Pompoota	0	6
Pompoota	1	58
Ponde	0	14
Ponde	1	50
Poochera	0	5
Poochera	1	54
Pooginagoric	0	2
Pooginagoric	1	60
Pooginook	0	0
Pooginook	1	7
Poonindie	0	19
Poonindie	1	169
Pooraka	0	1206
Pooraka	1	6022
Porky Flat	0	4
Porky Flat	1	9
Port Adelaide	0	190
Port Adelaide	1	1034
Port Arthur (SA)	0	0
Port Arthur (SA)	1	3
Port Augusta	0	842
Port Augusta	1	5720
Port Augusta West	0	456
Port Augusta West	1	3587
Port Bonython	0	0
Port Bonython	1	14
Port Broughton	0	116
Port Broughton	1	1109
Port Davis	0	0
Port Davis	1	10
Port Elliot	0	207
Port Elliot	1	1895
Port Gawler	0	14
Port Gawler	1	72
Port Germein	0	60
Port Germein	1	309
Port Gibbon	0	6
Port Gibbon	1	9
Port Hughes	0	59
Port Hughes	1	512
Port Julia	0	1
Port Julia	1	41
Port Kenny	0	4
Port Kenny	1	62
Port Lincoln	0	1515
Port Lincoln	1	12605
Port Macdonnell	0	116
Port Macdonnell	1	731
Port Mannum	0	14
Port Mannum	1	227
Port Moorowie	0	8
Port Moorowie	1	57
Port Neill	0	8
Port Neill	1	186
Port Noarlunga	0	555
Port Noarlunga	1	2363
Port Noarlunga South	0	338
Port Noarlunga South	1	2396
Port Paterson	0	5
Port Paterson	1	68
Port Pirie	0	35
Port Pirie	1	160
Port Pirie South	0	369
Port Pirie South	1	3570
Port Pirie West	0	301
Port Pirie West	1	2317
Port Rickaby	0	2
Port Rickaby	1	53
Port Victoria	0	48
Port Victoria	1	304
Port Vincent	0	34
Port Vincent	1	480
Port Wakefield	0	95
Port Wakefield	1	541
Port Willunga	0	193
Port Willunga	1	1444
Porter Lagoon	0	0
Porter Lagoon	1	10
Price	0	27
Price	1	163
Proof Range	0	0
Proof Range	1	5
Prospect (SA)	0	2261
Prospect (SA)	1	11019
Prospect Hill	0	14
Prospect Hill	1	145
Pukatja	0	35
Pukatja	1	462
Puntabie	0	0
Puntabie	1	7
Punthari	0	-1
Punthari	1	42
Punyelroo	0	9
Punyelroo	1	26
Pureba	0	0
Pureba	1	0
Purnong	0	0
Purnong	1	40
Pyap	0	9
Pyap	1	146
Pyap West	0	13
Pyap West	1	24
Pygery	0	6
Pygery	1	66
Qualco	0	14
Qualco	1	45
Queenstown (SA)	0	288
Queenstown (SA)	1	1595
Quinyambie	0	1
Quinyambie	1	11
Quorn	0	89
Quorn	1	1141
Racecourse Bay	0	2
Racecourse Bay	1	31
Ramco	0	13
Ramco	1	153
Ramco Heights	0	6
Ramco Heights	1	118
Ramsay (SA)	0	7
Ramsay (SA)	1	69
Rapid Bay	0	6
Rapid Bay	1	10
Red Creek	0	13
Red Creek	1	110
Redbanks	0	14
Redbanks	1	168
Redhill	0	17
Redhill	1	131
Redwood Park	0	486
Redwood Park	1	4935
Reedy Creek (SA)	0	3
Reedy Creek (SA)	1	92
Reeves Plains	0	19
Reeves Plains	1	112
Regency Park	0	80
Regency Park	1	54
Reid (SA)	0	26
Reid (SA)	1	379
Rendelsham	0	5
Rendelsham	1	195
Renmark	0	654
Renmark	1	3980
Renmark North	0	45
Renmark North	1	595
Renmark South	0	28
Renmark South	1	315
Renmark West	0	135
Renmark West	1	1166
Renown Park	0	428
Renown Park	1	1269
Reynella	0	460
Reynella	1	4293
Reynella East	0	161
Reynella East	1	1854
Rhynie	0	12
Rhynie	1	126
Richmond (SA)	0	682
Richmond (SA)	1	2621
Ridgehaven	0	513
Ridgehaven	1	3495
Ridleyton	0	219
Ridleyton	1	909
Risdon Park	0	291
Risdon Park	1	3547
Risdon Park South	0	146
Risdon Park South	1	2042
Riverglades	0	58
Riverglades	1	762
Riverglen	0	3
Riverglen	1	19
Riverton (SA)	0	70
Riverton (SA)	1	966
Robe	0	122
Robe	1	968
Robertstown	0	16
Robertstown	1	232
Rochester (SA)	0	5
Rochester (SA)	1	8
Rockleigh	0	31
Rockleigh	1	220
Rocky Camp	0	9
Rocky Camp	1	132
Rocky Gully (SA)	0	15
Rocky Gully (SA)	1	102
Rocky Plain (SA)	0	-1
Rocky Plain (SA)	1	13
Rocky Point (SA)	0	0
Rocky Point (SA)	1	0
Rogues Point	0	7
Rogues Point	1	21
Rose Park	0	267
Rose Park	1	1107
Rosedale (SA)	0	18
Rosedale (SA)	1	160
Rosetown	0	19
Rosetown	1	128
Rosewater	0	466
Rosewater	1	2812
Roseworthy	0	59
Roseworthy	1	935
Rosslyn Park	0	221
Rosslyn Park	1	1241
Rostrevor	0	1295
Rostrevor	1	6448
Rowland Flat	0	37
Rowland Flat	1	127
Roxby Downs	0	605
Roxby Downs	1	3279
Royal Park	0	406
Royal Park	1	2561
Royston Park	0	159
Royston Park	1	1044
Rudall	0	16
Rudall	1	74
SA Remainder	0	11
SA Remainder	1	48
Saddleworth	0	52
Saddleworth	1	418
Saints	0	-3
Saints	1	7
Salisbury (SA)	0	2041
Salisbury (SA)	1	6164
Salisbury Downs	0	1010
Salisbury Downs	1	4974
Salisbury East	0	1263
Salisbury East	1	7709
Salisbury Heights	0	463
Salisbury Heights	1	4721
Salisbury North	0	1671
Salisbury North	1	8220
Salisbury Park	0	289
Salisbury Park	1	1875
Salisbury Plain	0	160
Salisbury Plain	1	1052
Salisbury South	0	23
Salisbury South	1	76
Salt Creek	0	0
Salt Creek	1	29
Salter Springs	0	0
Salter Springs	1	55
Saltia	0	0
Saltia	1	10
Sampson Flat	0	13
Sampson Flat	1	111
Sandalwood	0	14
Sandalwood	1	46
Sandergrove	0	11
Sandergrove	1	73
Sanderston	0	14
Sanderston	1	77
Sandilands (SA)	0	4
Sandilands (SA)	1	103
Sandleton	0	3
Sandleton	1	24
Sandy Creek (SA)	0	22
Sandy Creek (SA)	1	274
Sandy Grove	0	18
Sandy Grove	1	90
Sapphiretown	0	6
Sapphiretown	1	29
Sceale Bay	0	2
Sceale Bay	1	40
Schell Well	0	4
Schell Well	1	4
Scott Creek	0	19
Scott Creek	1	179
Seacliff	0	282
Seacliff	1	1675
Seacliff Park	0	331
Seacliff Park	1	2108
Seacombe Gardens	0	760
Seacombe Gardens	1	2247
Seacombe Heights	0	178
Seacombe Heights	1	1308
Seaford (SA)	0	648
Seaford (SA)	1	3796
Seaford Heights	0	9
Seaford Heights	1	44
Seaford Meadows	0	580
Seaford Meadows	1	3271
Seaford Rise	0	900
Seaford Rise	1	5198
Seal Bay	0	0
Seal Bay	1	4
Seaton (SA)	0	1408
Seaton (SA)	1	8957
Seaview Downs	0	273
Seaview Downs	1	2399
Sebastopol (SA)	0	1
Sebastopol (SA)	1	50
Second Valley	0	15
Second Valley	1	147
Sedan	0	39
Sedan	1	172
Seddon (SA)	0	21
Seddon (SA)	1	81
Sefton Park	0	176
Sefton Park	1	1034
Sellicks Beach	0	369
Sellicks Beach	1	2247
Sellicks Hill	0	33
Sellicks Hill	1	273
Semaphore	0	300
Semaphore	1	2464
Semaphore Park	0	468
Semaphore Park	1	3830
Semaphore South	0	118
Semaphore South	1	901
Senior	0	8
Senior	1	108
Seppeltsfield	0	11
Seppeltsfield	1	127
Sevenhill	0	9
Sevenhill	1	111
Shaugh	0	8
Shaugh	1	15
Shea-Oak Log	0	8
Shea-Oak Log	1	126
Sheaoak Flat	0	0
Sheaoak Flat	1	29
Sheidow Park	0	661
Sheidow Park	1	6016
Sheringa	0	2
Sheringa	1	29
Sherlock (SA)	0	5
Sherlock (SA)	1	67
Sherwood (SA)	0	6
Sherwood (SA)	1	91
Short	0	0
Short	1	11
Silverton (SA)	0	4
Silverton (SA)	1	25
Skye (SA)	0	32
Skye (SA)	1	251
Sleaford	0	7
Sleaford	1	39
Smithfield (SA)	0	451
Smithfield (SA)	1	1975
Smithfield Plains	0	491
Smithfield Plains	1	2382
Smoky Bay	0	48
Smoky Bay	1	231
Snowtown	0	32
Snowtown	1	435
Solomon	0	4
Solomon	1	58
Solomontown	0	147
Solomontown	1	960
Somerton Park	0	645
Somerton Park	1	4892
South Brighton	0	330
South Brighton	1	2176
South Hummocks	0	10
South Hummocks	1	25
South Kilkerran	0	6
South Kilkerran	1	48
South Plympton	0	692
South Plympton	1	3482
Southend	0	11
Southend	1	252
Spalding (SA)	0	16
Spalding (SA)	1	268
Spectacle Lake	0	0
Spectacle Lake	1	4
Spence (SA)	0	6
Spence (SA)	1	45
Spring Farm (SA)	0	6
Spring Farm (SA)	1	97
Spring Gully (SA)	0	0
Spring Gully (SA)	1	61
Springfield (SA)	0	55
Springfield (SA)	1	472
Springton	0	97
Springton	1	572
Square Mile	0	1
Square Mile	1	30
St Agnes (SA)	0	445
St Agnes (SA)	1	3689
St Clair (SA)	0	412
St Clair (SA)	1	1300
St Georges	0	291
St Georges	1	1331
St Ives (SA)	0	6
St Ives (SA)	1	24
St Johns	0	0
St Johns	1	10
St Kilda (SA)	0	6
St Kilda (SA)	1	64
St Kitts	0	5
St Kitts	1	37
St Marys (SA)	0	677
St Marys (SA)	1	2082
St Morris	0	225
St Morris	1	1272
St Peters (SA)	0	518
St Peters (SA)	1	2701
Stanley (SA)	0	4
Stanley (SA)	1	27
Stanley Flat	0	47
Stanley Flat	1	374
Stansbury	0	45
Stansbury	1	603
Steelton	0	6
Steelton	1	21
Steinfeld	0	1
Steinfeld	1	14
Stephenston	0	0
Stephenston	1	0
Stepney	0	136
Stepney	1	736
Stewart Range	0	9
Stewart Range	1	58
Stirling (SA)	0	298
Stirling (SA)	1	2668
Stirling North	0	664
Stirling North	1	2009
Stockport	0	43
Stockport	1	220
Stockwell	0	26
Stockwell	1	450
Stockyard Creek (SA)	0	0
Stockyard Creek (SA)	1	20
Stockyard Plain	0	0
Stockyard Plain	1	14
Stokes Bay	0	8
Stokes Bay	1	42
Stone Hut	0	3
Stone Hut	1	21
Stone Well	0	14
Stone Well	1	94
Stonyfell	0	192
Stonyfell	1	1017
Stow	0	0
Stow	1	8
Strathalbyn (SA)	0	552
Strathalbyn (SA)	1	5952
Streaky Bay	0	157
Streaky Bay	1	1221
Struan	0	10
Struan	1	35
Stuart (SA)	0	0
Stuart (SA)	1	14
Stuarts Creek	0	0
Stuarts Creek	1	0
Stun'Sail Boom	0	0
Stun'Sail Boom	1	0
Sturt (SA)	0	528
Sturt (SA)	1	2003
Sultana Point	0	2
Sultana Point	1	21
Summertown	0	54
Summertown	1	622
Sunlands	0	52
Sunlands	1	324
Sunnybrae	0	1
Sunnybrae	1	36
Sunnydale	0	3
Sunnydale	1	36
Sunnyside (SA)	0	12
Sunnyside (SA)	1	86
Sunnyvale	0	0
Sunnyvale	1	40
Surrey Downs	0	296
Surrey Downs	1	3029
Sutherlands	0	7
Sutherlands	1	38
Suttontown	0	32
Suttontown	1	551
Swan Reach (SA)	0	48
Swan Reach (SA)	1	235
Swanport	0	19
Swanport	1	136
Swede Flat	0	2
Swede Flat	1	19
Tailem Bend	0	137
Tailem Bend	1	1528
Taldra	0	8
Taldra	1	24
Talia	0	0
Talia	1	8
Tantanoola	0	44
Tantanoola	1	452
Tanunda	0	401
Tanunda	1	4187
Taperoo	0	371
Taperoo	1	2720
Taplan	0	-2
Taplan	1	48
Taratap	0	12
Taratap	1	30
Tarcoola	0	0
Tarcoola	1	0
Tarcowie	0	7
Tarcowie	1	51
Tarlee	0	37
Tarlee	1	265
Tarnma	0	7
Tarnma	1	19
Tarpeena	0	38
Tarpeena	1	376
Tatachilla	0	24
Tatachilla	1	188
Taunton (SA)	0	0
Taunton (SA)	1	4
Taylorville	0	34
Taylorville	1	271
Tea Tree Gully	0	309
Tea Tree Gully	1	2933
Teal Flat	0	3
Teal Flat	1	0
Telowie	0	5
Telowie	1	90
Templers	0	14
Templers	1	111
Tennyson (SA)	0	200
Tennyson (SA)	1	966
Tepko	0	0
Tepko	1	21
Teringie	0	75
Teringie	1	745
Terowie	0	22
Terowie	1	109
The Gap (SA)	0	0
The Gap (SA)	1	21
The Pines (SA)	0	16
The Pines (SA)	1	95
The Range (SA)	0	13
The Range (SA)	1	136
Thebarton	0	272
Thebarton	1	1159
Thevenard	0	87
Thevenard	1	472
Thomas Plain	0	0
Thomas Plain	1	41
Thompson Beach	0	29
Thompson Beach	1	172
Thorngate	0	28
Thorngate	1	158
Thornlea	0	-2
Thornlea	1	42
Thrington	0	1
Thrington	1	22
Tiatukia	0	44
Tiatukia	1	226
Tickera	0	18
Tickera	1	177
Tiddy Widdy Beach	0	21
Tiddy Widdy Beach	1	158
Tilley Swamp	0	6
Tilley Swamp	1	21
Tintinara	0	54
Tintinara	1	473
Tolderol	0	0
Tolderol	1	23
Tooligie	0	0
Tooligie	1	25
Tooperang	0	40
Tooperang	1	210
Toora (SA)	0	2
Toora (SA)	1	33
Toorak Gardens	0	396
Toorak Gardens	1	2227
Tootenilla	0	-3
Tootenilla	1	21
Torrens Island	0	0
Torrens Island	1	0
Torrens Park	0	354
Torrens Park	1	2242
Torrens Vale	0	2
Torrens Vale	1	64
Torrensville	0	836
Torrensville	1	3207
Tothill Belt	0	0
Tothill Belt	1	21
Tothill Creek	0	3
Tothill Creek	1	14
Totness	0	8
Totness	1	85
Towitta	0	-1
Towitta	1	29
Tranmere (SA)	0	661
Tranmere (SA)	1	3090
Trinity Gardens	0	172
Trinity Gardens	1	1062
Trott Park	0	298
Trott Park	1	2807
Truro	0	43
Truro	1	505
Tulka	0	19
