SSC_NAME16	SameAddress1YearAgo	SameAddress5YearsAgo	persons
Boydtown	0	1	41
Boydtown	1	0	63
Bradbury (NSW)	0	1	4820
Bradbury (NSW)	1	0	6890
Braefield	0	1	43
Braefield	1	0	49
Braemar	0	1	158
Braemar	1	0	261
Braemar Bay	0	1	19
Braemar Bay	1	0	15
Braidwood	0	1	780
Braidwood	1	0	1211
Brandy Hill	0	1	471
Brandy Hill	1	0	590
Branxton	0	1	1135
Branxton	1	0	1620
Braunstone	0	1	153
Braunstone	1	0	223
Brawboy	0	1	11
Brawboy	1	0	15
Bray Park (NSW)	0	1	423
Bray Park (NSW)	1	0	613
Brays Creek	0	1	32
Brays Creek	1	0	46
Brayton	0	1	85
Brayton	1	0	126
Breadalbane (NSW)	0	1	36
Breadalbane (NSW)	1	0	68
Breakfast Creek	0	1	27
Breakfast Creek	1	0	30
Breakfast Point	0	1	1291
Breakfast Point	1	0	2982
Bream Beach	0	1	3
Bream Beach	1	0	9
Bredbo	0	1	202
Bredbo	1	0	273
Breelong	0	1	40
Breelong	1	0	51
Breeza	0	1	100
Breeza	1	0	129
Bretti	0	1	13
Bretti	1	0	18
Brewarrina	0	1	645
Brewarrina	1	0	854
Brewongle	0	1	66
Brewongle	1	0	95
Briarbrook	1	0	6
Bribbaree	0	1	96
Bribbaree	1	0	121
Bridgman	0	1	115
Bridgman	1	0	166
Brierfield	0	1	178
Brierfield	1	0	265
Brighton-le-Sands	0	1	3957
Brighton-le-Sands	1	0	6179
Brightwaters	0	1	524
Brightwaters	1	0	708
Brimbin	0	1	39
Brimbin	1	0	53
Brindabella	0	1	20
Brindabella	1	0	16
Bringelly	0	1	1676
Bringelly	1	0	2131
Bringenbrong	0	1	43
Bringenbrong	1	0	46
Brisbane Grove	0	1	79
Brisbane Grove	1	0	104
Broadmeadow	0	1	691
Broadmeadow	1	0	1177
Broadwater (Bega Valley - NSW)	0	1	68
Broadwater (Bega Valley - NSW)	1	0	96
Broadwater (Richmond Valley - NSW)	0	1	352
Broadwater (Richmond Valley - NSW)	1	0	499
Broadway	0	1	21
Broadway	1	0	35
Brobenah	0	1	15
Brobenah	1	0	15
Brocklehurst	0	1	260
Brocklehurst	1	0	299
Brocklesby	0	1	133
Brocklesby	1	0	157
Brockley	0	1	25
Brockley	1	0	36
Brodies Plains	0	1	21
Brodies Plains	1	0	39
Brogans Creek	0	1	8
Brogans Creek	1	0	8
Brogers Creek	0	1	27
Brogers Creek	1	0	26
Brogo	0	1	345
Brogo	1	0	415
Broke (NSW)	0	1	293
Broke (NSW)	1	0	431
Broken Head	0	1	145
Broken Head	1	0	225
Broken Hill	0	1	10750
Broken Hill	1	0	13994
Brombin	0	1	68
Brombin	1	0	92
Bronte	0	1	3060
Bronte	1	0	4889
Brookdale (NSW)	0	1	17
Brookdale (NSW)	1	0	14
Brookfield (NSW)	0	1	106
Brookfield (NSW)	1	0	160
Brooklana	0	1	30
Brooklana	1	0	34
Brooklet	0	1	156
Brooklet	1	0	201
Brooklyn (NSW)	0	1	440
Brooklyn (NSW)	1	0	563
Brookong	0	1	3
Brookong	1	0	8
Brookvale	0	1	1040
Brookvale	1	0	2335
Brooman	0	1	15
Brooman	1	0	19
Brooms Head	0	1	143
Brooms Head	1	0	182
Broughams Gate	0	1	11
Broughams Gate	1	0	15
Broughton (NSW)	0	1	43
Broughton (NSW)	1	0	76
Broughton Vale	0	1	115
Broughton Vale	1	0	146
Broughton Village	0	1	31
Broughton Village	1	0	62
Broulee	0	1	775
Broulee	1	0	1297
Brownlow Hill	0	1	163
Brownlow Hill	1	0	253
Browns Creek	0	1	57
Browns Creek	1	0	87
Browns Mountain	0	1	15
Browns Mountain	1	0	21
Brownsville	0	1	319
Brownsville	1	0	420
Brucedale	0	1	111
Brucedale	1	0	155
Bruie Plains	0	1	30
Bruie Plains	1	0	40
Bruinbun	0	1	14
Bruinbun	1	0	15
Brumby Plains	0	1	3
Brumby Plains	1	0	3
Brundee	0	1	39
Brundee	1	0	43
Brungle	0	1	73
Brungle	1	0	88
Brungle Creek	0	1	15
Brungle Creek	1	0	26
Brunkerville	0	1	116
Brunkerville	1	0	161
Brunswick Heads	0	1	857
Brunswick Heads	1	0	1271
Brushgrove	0	1	116
Brushgrove	1	0	153
Brushy Creek	0	1	21
Brushy Creek	1	0	19
Bucca (NSW)	0	1	302
Bucca (NSW)	1	0	418
Bucca Wauka	0	1	47
Bucca Wauka	1	0	67
Buccarumbi	0	1	10
Buccarumbi	1	0	8
Buchanan (NSW)	0	1	94
Buchanan (NSW)	1	0	153
Buckajo	0	1	185
Buckajo	1	0	239
Buckaroo	0	1	84
Buckaroo	1	0	104
Buckenbowra	0	1	14
Buckenbowra	1	0	14
Buckenderra	0	1	13
Buckenderra	1	0	17
Buckendoon	0	1	24
Buckendoon	1	0	26
Bucketty	0	1	107
Bucketty	1	0	148
Buckra Bendinni	0	1	47
Buckra Bendinni	1	0	63
Budawang	0	1	11
Budawang	1	0	7
Buddabadah	0	1	38
Buddabadah	1	0	44
Budden	0	1	4
Budden	1	0	12
Budgee Budgee (NSW)	0	1	100
Budgee Budgee (NSW)	1	0	135
Budgewoi	0	1	1710
Budgewoi	1	0	2595
Budgong	0	1	45
Budgong	1	0	58
Buff Point	0	1	1920
Buff Point	1	0	2720
Bugaldie	0	1	88
Bugaldie	1	0	128
Bukkulla	0	1	61
Bukkulla	1	0	88
Bulahdelah	0	1	806
Bulahdelah	1	0	1095
Bulga (NSW)	0	1	200
Bulga (NSW)	1	0	281
Bulga Forest	0	1	3
Bulga Forest	1	0	6
Bulgary	0	1	9
Bulgary	1	0	13
Bulla (NSW)	0	1	3
Bulla (NSW)	1	0	3
Bulla Creek	0	1	51
Bulla Creek	1	0	52
Bullaburra	0	1	683
Bullaburra	1	0	977
Bullagreen	0	1	35
Bullagreen	1	0	33
Bullarah	0	1	58
Bullarah	1	0	78
Bullatale	0	1	28
Bullatale	1	0	35
Bullawa Creek	0	1	61
Bullawa Creek	1	0	87
Bulldog	0	1	17
Bulldog	1	0	22
Bulli	0	1	3482
Bulli	1	0	4901
Bulliac	0	1	32
Bulliac	1	0	43
Bullio	0	1	41
Bullio	1	0	61
Bulyeroi	0	1	14
Bulyeroi	1	0	15
Bumbaldry	0	1	60
Bumbaldry	1	0	78
Bumbalong	0	1	8
Bumbalong	1	0	11
Bundabah	0	1	42
Bundabah	1	0	80
Bundagen	0	1	90
Bundagen	1	0	104
Bundanoon (NSW)	0	1	1433
Bundanoon (NSW)	1	0	2212
Bundarra	0	1	419
Bundarra	1	0	535
Bundeena	0	1	1187
Bundeena	1	0	1614
Bundella	0	1	44
Bundella	1	0	57
Bundemar	0	1	30
Bundemar	1	0	34
Bundewallah	0	1	31
Bundewallah	1	0	40
Bundook	0	1	64
Bundook	1	0	75
Bundure	0	1	5
Bundure	1	0	5
Bungaba	0	1	40
Bungaba	1	0	66
Bungalora	0	1	47
Bungalora	1	0	54
Bungarby	0	1	43
Bungarby	1	0	64
Bungarribee	0	1	111
Bungarribee	1	0	1970
Bungawalbin	0	1	78
Bungawalbin	1	0	86
Bungendore	0	1	1893
Bungendore	1	0	3168
Bungonia	0	1	214
Bungonia	1	0	302
Bungowannah	0	1	124
Bungowannah	1	0	146
Bungwahl	0	1	133
Bungwahl	1	0	173
Bunnaloo	0	1	77
Bunnaloo	1	0	97
Bunnan	0	1	69
Bunnan	1	0	79
Bunyah	0	1	88
Bunyah	1	0	125
Bunyan	0	1	102
Bunyan	1	0	144
Burcher	0	1	39
Burcher	1	0	56
Bureen	0	1	26
Bureen	1	0	41
Burnt Bridge	0	1	118
Burnt Bridge	1	0	144
Burnt Yards	0	1	24
Burnt Yards	1	0	25
Buronga	0	1	587
Buronga	1	0	898
Burra (Queanbeyan-Palerang Regional - NSW)	0	1	476
Burra (Queanbeyan-Palerang Regional - NSW)	1	0	636
Burra (Snowy Valleys - NSW)	0	1	33
Burra (Snowy Valleys - NSW)	1	0	39
Burra Creek	0	1	42
Burra Creek	1	0	60
Burraboi	0	1	38
Burraboi	1	0	50
Burradoo	0	1	1215
Burradoo	1	0	2052
Burraga	0	1	56
Burraga	1	0	64
Burragate	0	1	76
Burragate	1	0	86
Burrandana	0	1	9
Burrandana	1	0	21
Burraneer	0	1	2221
Burraneer	1	0	3077
Burrangong	0	1	152
Burrangong	1	0	205
Burrapine	0	1	28
Burrapine	1	0	40
Burrawang	0	1	157
Burrawang	1	0	278
Burrell Creek	0	1	145
Burrell Creek	1	0	180
Burren Junction	0	1	178
Burren Junction	1	0	225
Burrier	0	1	29
Burrier	1	0	35
Burrill Lake	0	1	753
Burrill Lake	1	0	1131
Burringbar	0	1	486
Burringbar	1	0	661
Burrinjuck	0	1	4
Burrinjuck	1	0	10
Burroway	0	1	67
Burroway	1	0	93
Burrumbuttock	0	1	224
Burrumbuttock	1	0	294
Burrundulla	0	1	63
Burrundulla	1	0	111
Burwood (NSW)	0	1	5792
Burwood (NSW)	1	0	10417
Burwood Heights	0	1	466
Burwood Heights	1	0	715
Busby	0	1	2424
Busby	1	0	3374
Busbys Flat	0	1	12
Busbys Flat	1	0	21
Bushells Ridge	0	1	4
Bushells Ridge	1	0	13
Buttaba	0	1	555
Buttaba	1	0	869
Buttai	0	1	34
Buttai	1	0	55
Butterwick	0	1	102
Butterwick	1	0	117
Buxton (NSW)	0	1	1182
Buxton (NSW)	1	0	1673
Byabarra	0	1	196
Byabarra	1	0	256
Byangum	0	1	90
Byangum	1	0	121
Bylong	0	1	5
Bylong	1	0	19
Byng	0	1	37
Byng	1	0	46
Byrock	0	1	29
Byrock	1	0	34
Byron Bay	0	1	1993
Byron Bay	1	0	3367
Byrrill Creek	0	1	88
Byrrill Creek	1	0	99
Bywong	0	1	861
Bywong	1	0	1095
Cabarita (NSW)	0	1	1107
Cabarita (NSW)	1	0	1646
Cabarita Beach	0	1	42
Cabarita Beach	1	0	77
Cabbage Tree Island (Ballina - NSW)	0	1	56
Cabbage Tree Island (Ballina - NSW)	1	0	64
Cabbage Tree Island (Mid-Coast - NSW)	0	1	5
Cabbage Tree Island (Mid-Coast - NSW)	1	0	5
Cabramatta	0	1	12060
Cabramatta	1	0	17456
Cabramatta West	0	1	4514
Cabramatta West	1	0	5985
Cabramurra	0	1	11
Cabramurra	1	0	20
Caddens	0	1	64
Caddens	1	0	867
Cadgee (NSW)	0	1	31
Cadgee (NSW)	1	0	36
Caffreys Flat	0	1	26
Caffreys Flat	1	0	46
Cairncross	0	1	3
Cairncross	1	0	3
Calala	0	1	1782
Calala	1	0	2868
Calamia	0	1	11
Calamia	1	0	11
Calderwood	0	1	94
Calderwood	1	0	133
Caldwell	0	1	16
Caldwell	1	0	28
Calga	0	1	70
Calga	1	0	106
Califat	0	1	8
Califat	1	0	10
Calimo	0	1	44
Calimo	1	0	54
Callaghan	0	1	25
Callaghan	1	0	525
Callaghans Creek	0	1	4
Callala Bay	0	1	1157
Callala Bay	1	0	1781
Callala Beach	0	1	415
Callala Beach	1	0	602
Calliope (NSW)	0	1	58
Calliope (NSW)	1	0	77
Caloola	0	1	41
Caloola	1	0	61
Camberwell (NSW)	0	1	38
Camberwell (NSW)	1	0	64
Cambewarra	0	1	146
Cambewarra	1	0	183
Cambewarra Village	0	1	703
Cambewarra Village	1	0	983
Camboon (NSW)	0	1	14
Camboon (NSW)	1	0	32
Cambra	0	1	28
Cambra	1	0	28
Cambridge Gardens	0	1	1297
Cambridge Gardens	1	0	1697
Cambridge Park	0	1	3660
Cambridge Park	1	0	5269
Camden	0	1	1557
Camden	1	0	2460
Camden Head	0	1	86
Camden Head	1	0	123
Camden Park (NSW)	0	1	1083
Camden Park (NSW)	1	0	1900
Camden South	0	1	2564
Camden South	1	0	3762
Cameron Park	0	1	3118
Cameron Park	1	0	6037
Camerons Creek	0	1	26
Camerons Creek	1	0	41
Camira (NSW)	0	1	14
Camira (NSW)	1	0	21
Cammeray	0	1	2824
Cammeray	1	0	5179
Camp Creek (NSW)	0	1	13
Camp Creek (NSW)	1	0	21
Campbelltown (NSW)	0	1	5221
Campbelltown (NSW)	1	0	8738
Camperdown (NSW)	0	1	2354
Camperdown (NSW)	1	0	6060
Campsie	0	1	10458
Campsie	1	0	17949
Campvale	0	1	18
Campvale	1	0	28
Cams Wharf	0	1	56
Cams Wharf	1	0	98
Canada Bay	0	1	711
Canada Bay	1	0	962
Canadian Lead	0	1	7
Canadian Lead	1	0	7
Canbelego	0	1	21
Canbelego	1	0	30
Candelo	0	1	388
Candelo	1	0	555
Cangai	0	1	18
Cangai	1	0	29
Caniaba	0	1	364
Caniaba	1	0	516
Canley Heights	0	1	6750
Canley Heights	1	0	9049
Canley Vale	0	1	5916
Canley Vale	1	0	8296
Canobolas	0	1	326
Canobolas	1	0	400
Canoelands	0	1	98
Canoelands	1	0	144
Canonba	0	1	13
Canonba	1	0	19
Canowindra	0	1	1300
Canowindra	1	0	1826
Canterbury (NSW)	0	1	3377
Canterbury (NSW)	1	0	5104
Canton Beach	0	1	506
Canton Beach	1	0	855
Canyonleigh	0	1	203
Canyonleigh	1	0	286
Caparra	0	1	38
Caparra	1	0	48
Capeen Creek	0	1	5
Capeen Creek	1	0	6
Capertee	0	1	79
Capertee	1	0	110
Capoompeta	0	1	3
Capoompeta	1	0	3
Captains Flat	0	1	319
Captains Flat	1	0	481
Carabost	0	1	37
Carabost	1	0	42
Caragabal	0	1	121
Caragabal	1	0	157
Carcalgong	0	1	22
Carcalgong	1	0	32
Carcoar	0	1	184
Carcoar	1	0	250
Cardiff (NSW)	0	1	3199
Cardiff (NSW)	1	0	4609
Cardiff Heights	0	1	857
Cardiff Heights	1	0	1182
Cardiff South	0	1	1693
Cardiff South	1	0	2327
Carey Bay	0	1	433
Carey Bay	1	0	664
Cargo	0	1	326
Cargo	1	0	457
Carinda	0	1	97
Carinda	1	0	130
Caringbah	0	1	5434
Caringbah	1	0	8860
Caringbah South	0	1	7286
Caringbah South	1	0	10316
Carlaminda	0	1	11
Carlaminda	1	0	38
Carlingford	0	1	13018
Carlingford	1	0	19430
Carlton (NSW)	0	1	5766
Carlton (NSW)	1	0	8394
Carnes Hill	0	1	413
Carnes Hill	1	0	1489
Carnham	0	1	4
Carnham	1	0	4
Carool	0	1	105
Carool	1	0	141
Caroona	0	1	147
Caroona	1	0	176
Carramar (NSW)	0	1	1809
Carramar (NSW)	1	0	2702
Carrathool	0	1	103
Carrathool	1	0	175
Carrick (NSW)	0	1	52
Carrick (NSW)	1	0	97
Carrington (Mid-Coast - NSW)	0	1	14
Carrington (Mid-Coast - NSW)	1	0	23
Carrington (Newcastle - NSW)	0	1	774
Carrington (Newcastle - NSW)	1	0	1352
Carrington Falls	0	1	13
Carrington Falls	1	0	18
Carroll	0	1	187
Carroll	1	0	249
Carrowbrook	0	1	18
Carrowbrook	1	0	21
Carrs Creek	0	1	77
Carrs Creek	1	0	118
Carrs Island	0	1	5
Carrs Island	1	0	9
Carrs Peninsula	0	1	15
Carrs Peninsula	1	0	16
Carss Park	0	1	836
Carss Park	1	0	1059
Cartwright	0	1	1368
Cartwright	1	0	1824
Cartwrights Hill	0	1	119
Cartwrights Hill	1	0	154
Carwell	0	1	15
Carwell	1	0	15
Carwoola	0	1	895
Carwoola	1	0	1187
Cascade (NSW)	0	1	8
Cascade (NSW)	1	0	8
Casino	0	1	5753
Casino	1	0	8273
Cassilis (NSW)	0	1	189
Cassilis (NSW)	1	0	257
Castle Cove	0	1	1520
Castle Cove	1	0	2117
Castle Doyle	0	1	112
Castle Doyle	1	0	141
Castle Hill (NSW)	0	1	22347
Castle Hill (NSW)	1	0	32694
Castle Rock	0	1	88
Castle Rock	1	0	127
Castlecrag	0	1	1687
Castlecrag	1	0	2449
Castlereagh	0	1	726
Castlereagh	1	0	937
Casuarina (NSW)	0	1	639
Casuarina (NSW)	1	0	1596
Casula	0	1	8700
Casula	1	0	12573
Catalina	0	1	1208
Catalina	1	0	1812
Cataract	0	1	7
Cataract	1	0	7
Cathcart (NSW)	0	1	77
Cathcart (NSW)	1	0	94
Catherine Field	0	1	1021
Catherine Field	1	0	1323
Catherine Hill Bay	0	1	94
Catherine Hill Bay	1	0	123
Cathundral	0	1	23
Cathundral	1	0	39
Cattai	0	1	451
Cattai	1	0	659
Cattle Creek (NSW)	0	1	16
Cattle Creek (NSW)	1	0	18
Cavan (NSW)	0	1	16
Cavan (NSW)	1	0	35
Caves Beach	0	1	2517
Caves Beach	1	0	3350
Cawdor (NSW)	0	1	258
Cawdor (NSW)	1	0	367
Cawongla	0	1	113
Cawongla	1	0	153
Cecil Hills	0	1	4708
Cecil Hills	1	0	6023
Cecil Park	0	1	520
Cecil Park	1	0	627
Cedar Brush Creek	0	1	70
Cedar Brush Creek	1	0	93
Cedar Creek (Cessnock - NSW)	0	1	18
Cedar Creek (Cessnock - NSW)	1	0	26
Cedar Creek (Tweed - NSW)	0	1	7
Cedar Creek (Tweed - NSW)	1	0	7
Cedar Party	0	1	237
Cedar Party	1	0	314
Cedar Point	0	1	114
Cedar Point	1	0	146
Centennial Park (NSW)	0	1	853
Centennial Park (NSW)	1	0	1579
Central Colo	0	1	8
Central Colo	1	0	13
Central Macdonald	0	1	21
Central Macdonald	1	0	33
Central Mangrove	0	1	167
Central Mangrove	1	0	229
Central Tilba	0	1	149
Central Tilba	1	0	217
Cessnock	0	1	6962
Cessnock	1	0	10778
Chain Valley Bay	0	1	1398
Chain Valley Bay	1	0	1983
Chakola	0	1	24
Chakola	1	0	32
Chambigne	0	1	37
Chambigne	1	0	44
Charbon	0	1	75
Charbon	1	0	105
Charles Sturt University	0	1	15
Charles Sturt University	1	0	176
Charlestown (NSW)	0	1	7188
Charlestown (NSW)	1	0	10228
Charleys Forest	0	1	38
Charleys Forest	1	0	47
Charlotte Bay	0	1	93
Charlotte Bay	1	0	136
Charlton (NSW)	0	1	15
Charlton (NSW)	1	0	16
Charmhaven	0	1	1296
Charmhaven	1	0	1942
Chatham Valley	0	1	19
Chatham Valley	1	0	19
Chatsbury	0	1	46
Chatsbury	1	0	75
Chatswood	0	1	9086
Chatswood	1	0	17363
Chatswood West	0	1	929
Chatswood West	1	0	1272
Chatsworth (NSW)	0	1	122
Chatsworth (NSW)	1	0	138
Cheero Point	0	1	37
Cheero Point	1	0	60
Cheltenham (NSW)	0	1	1365
Cheltenham (NSW)	1	0	1920
Cherry Tree Hill	0	1	34
Cherry Tree Hill	1	0	48
Cherrybrook	0	1	11842
Cherrybrook	1	0	16041
Chester Hill	0	1	7260
Chester Hill	1	0	10289
Chichester (NSW)	0	1	16
Chichester (NSW)	1	0	14
Chifley (NSW)	0	1	1956
Chifley (NSW)	1	0	2610
Chilcotts Grass	0	1	146
Chilcotts Grass	1	0	194
Chillingham	0	1	133
Chillingham	1	0	172
Chinderah	0	1	863
Chinderah	1	0	1226
Chinnock	0	1	17
Chinnock	1	0	21
Chippendale	0	1	1137
Chippendale	1	0	4177
Chipping Norton	0	1	5587
Chipping Norton	1	0	7594
Chisholm (NSW)	0	1	248
Chisholm (NSW)	1	0	882
Chiswick	0	1	954
Chiswick	1	0	2022
Chittaway Bay	0	1	1140
Chittaway Bay	1	0	1634
Chittaway Point	0	1	519
Chittaway Point	1	0	774
Chowan Creek	0	1	12
Chowan Creek	1	0	14
Church Point	0	1	569
Church Point	1	0	784
Clandulla	0	1	100
Clandulla	1	0	121
Clare (NSW)	0	1	15
Clare (NSW)	1	0	14
Claremont Meadows	0	1	2605
Claremont Meadows	1	0	3983
Clarence	0	1	156
Clarence	1	0	172
Clarence Town	0	1	1148
Clarence Town	1	0	1608
Clarendon (NSW)	0	1	64
Clarendon (NSW)	1	0	103
Clarenza	0	1	355
Clarenza	1	0	466
Clareville	0	1	449
Clareville	1	0	639
Claymore	0	1	1313
Claymore	1	0	1809
Clear Creek	0	1	82
Clear Creek	1	0	106
Clear Range	0	1	22
Clear Range	1	0	32
Clearfield	1	0	10
Clemton Park	0	1	1006
Clemton Park	1	0	1334
Clergate	0	1	159
Clergate	1	0	189
Cleveland (NSW)	0	1	18
Cleveland (NSW)	1	0	18
Clifden	0	1	18
Clifden	1	0	18
Cliftleigh	0	1	154
Cliftleigh	1	0	601
Clifton (NSW)	0	1	15
Clifton (NSW)	1	0	22
Clifton Grove	0	1	549
Clifton Grove	1	0	728
Clontarf (NSW)	0	1	992
Clontarf (NSW)	1	0	1386
Clothiers Creek	0	1	149
Clothiers Creek	1	0	219
Clouds Creek	1	0	3
Clovelly	0	1	2194
Clovelly	1	0	3565
Clunes (NSW)	0	1	495
Clunes (NSW)	1	0	664
Clybucca	0	1	81
Clybucca	1	0	120
Clyde (NSW)	0	1	5
Clyde (NSW)	1	0	8
Clydesdale (NSW)	0	1	50
Clydesdale (NSW)	1	0	69
Coal Point	0	1	1062
Coal Point	1	0	1429
Coalcliff	0	1	116
Coalcliff	1	0	168
Coaldale	0	1	39
Coaldale	1	0	50
Coasters Retreat	0	1	14
Coasters Retreat	1	0	18
Cobaki	0	1	102
Cobaki	1	0	157
Cobaki Lakes	0	1	25
Cobaki Lakes	1	0	33
Cobar	0	1	1834
Cobar	1	0	2847
Cobar Park	0	1	28
Cobar Park	1	0	34
Cobargo	0	1	460
Cobargo	1	0	596
Cobark	0	1	26
Cobark	1	0	34
Cobbadah	0	1	57
Cobbadah	1	0	73
Cobbitty	0	1	605
Cobbitty	1	0	1429
Cobramunga	0	1	29
Cobramunga	1	0	31
Cockwhy	0	1	5
Cockwhy	1	0	9
Codrington (NSW)	0	1	48
Codrington (NSW)	1	0	64
Coffee Camp	0	1	131
Coffee Camp	1	0	158
Coffs Harbour	0	1	11449
Coffs Harbour	1	0	18462
Coggan	0	1	3
Coggan	1	0	8
Cogra Bay	0	1	10
Cogra Bay	1	0	16
Coila	0	1	29
Coila	1	0	42
Coldstream (NSW)	0	1	26
Coldstream (NSW)	1	0	40
Coleambally	0	1	755
Coleambally	1	0	1044
Colebee	0	1	230
Colebee	1	0	1060
Coledale	0	1	788
Coledale	1	0	1044
Colinroobie	0	1	45
Colinroobie	1	0	53
Colinton (NSW)	0	1	87
Colinton (NSW)	1	0	108
Collarenebri	0	1	401
Collarenebri	1	0	504
Collaroy (NSW)	0	1	3550
Collaroy (NSW)	1	0	5846
Collaroy Plateau	0	1	2895
Collaroy Plateau	1	0	4045
Collector	0	1	161
Collector	1	0	257
Collendina	0	1	64
Collendina	1	0	87
Collerina	0	1	28
Collerina	1	0	34
Collie (NSW)	0	1	106
Collie (NSW)	1	0	148
Collingullie	0	1	130
Collingullie	1	0	159
Collingwood (NSW)	0	1	34
Collingwood (NSW)	1	0	39
Collins Creek	0	1	77
Collins Creek	1	0	96
Collombatti	0	1	367
Collombatti	1	0	482
Colly Blue	0	1	17
Colly Blue	1	0	16
Colo (Bathurst Regional - NSW)	0	1	3
Colo (Bathurst Regional - NSW)	1	0	3
Colo (Hawkesbury - NSW)	0	1	31
Colo (Hawkesbury - NSW)	1	0	57
Colo Heights	0	1	204
Colo Heights	1	0	248
Colo Vale	0	1	893
Colo Vale	1	0	1258
Colyton	0	1	4849
Colyton	1	0	6689
Comara	0	1	13
Comara	1	0	11
Combaning	0	1	71
Combaning	1	0	87
Combara	0	1	44
Combara	1	0	48
Comberton	0	1	13
Comberton	1	0	21
Comboyne	0	1	272
Comboyne	1	0	369
Come By Chance	0	1	60
Come By Chance	1	0	84
Comerong Island	1	0	3
Commissioners Creek	0	1	25
Commissioners Creek	1	0	40
Como (NSW)	0	1	2549
Como (NSW)	1	0	3424
Comobella	0	1	36
Comobella	1	0	45
Conargo	0	1	67
Conargo	1	0	87
Concord	0	1	8879
Concord	1	0	12089
Concord West	0	1	3718
Concord West	1	0	4914
Condell Park	0	1	6545
Condell Park	1	0	9541
Condobolin	0	1	1863
Condobolin	1	0	2639
Condong	0	1	169
Condong	1	0	224
Coneac	0	1	6
Coneac	1	0	7
Congarinni	0	1	219
Congarinni	1	0	269
Congarinni North	0	1	240
Congarinni North	1	0	321
Congewai	0	1	103
Congewai	1	0	153
Congo	0	1	126
Congo	1	0	182
Conimbia	0	1	7
Conimbia	1	0	10
Coniston	0	1	1185
Coniston	1	0	1741
Conjola	0	1	108
Conjola	1	0	116
Conjola Park	0	1	187
Conjola Park	1	0	264
Connells Point	0	1	1814
Connells Point	1	0	2411
Constitution Hill	0	1	2318
Constitution Hill	1	0	3247
Coogee (NSW)	0	1	5415
Coogee (NSW)	1	0	10085
Cookamidgera	0	1	101
Cookamidgera	1	0	137
Cookardinia	0	1	38
Cookardinia	1	0	48
Cooks Gap	0	1	273
Cooks Gap	1	0	412
Cooks Hill	0	1	1377
Cooks Hill	1	0	2425
Cooks Myalls	0	1	35
Cooks Myalls	1	0	42
Coolabah	0	1	33
Coolabah	1	0	44
Coolac	0	1	144
Coolac	1	0	175
Coolagolite	0	1	169
Coolagolite	1	0	230
Coolah	0	1	659
Coolah	1	0	999
Coolamon	0	1	1162
Coolamon	1	0	1645
Coolangatta (NSW)	0	1	190
Coolangatta (NSW)	1	0	281
Coolatai	0	1	64
Coolatai	1	0	88
Cooleys Creek	0	1	8
Cooleys Creek	1	0	8
Coolgardie (NSW)	0	1	73
Coolgardie (NSW)	1	0	96
Coolongolook	0	1	220
Coolongolook	1	0	299
Coolringdon	0	1	44
Coolringdon	1	0	62
Coolumbooka	1	0	3
Cooma (NSW)	0	1	3544
Cooma (NSW)	1	0	4927
Coomba Bay	0	1	71
Coomba Bay	1	0	96
Coomba Park	0	1	318
Coomba Park	1	0	453
Coombadjha	0	1	7
Coombadjha	1	0	9
Coombell	0	1	16
Coombell	1	0	16
Coomealla	0	1	499
Coomealla	1	0	634
Coomoo Coomoo	0	1	11
Coomoo Coomoo	1	0	11
Coonabarabran	0	1	1846
Coonabarabran	1	0	2514
Coonamble	0	1	1402
Coonamble	1	0	1924
Coongbar	0	1	3
Coongbar	1	0	3
Cooperabung	0	1	152
Cooperabung	1	0	217
Coopernook	0	1	296
Coopernook	1	0	420
Coopers Gully	0	1	98
Coopers Gully	1	0	139
Coopers Shoot	0	1	149
Coopers Shoot	1	0	207
Cooplacurripa	0	1	8
Cooplacurripa	1	0	8
Coorabell	0	1	238
Coorabell	1	0	344
Cooranbong	0	1	2541
Cooranbong	1	0	4133
Cootamundra	0	1	3832
Cootamundra	1	0	5335
Cootralantra	0	1	56
Cootralantra	1	0	85
Cooyal	0	1	61
Cooyal	1	0	101
Copacabana	0	1	1458
Copacabana	1	0	2153
Cope	0	1	70
Cope	1	0	89
Copeland	0	1	47
Copeland	1	0	51
Copeton	0	1	12
Copeton	1	0	26
Copmanhurst	0	1	155
Copmanhurst	1	0	234
Coppabella (NSW)	0	1	8
Coppabella (NSW)	1	0	11
Copperhannia	0	1	3
Copperhannia	1	0	7
Coraki	0	1	721
Coraki	1	0	1000
Coralville	0	1	91
Coralville	1	0	112
Coramba	0	1	480
Coramba	1	0	655
Corang	0	1	3
Corang	1	0	3
Corangula	0	1	16
Corangula	1	0	14
Corbie Hill	0	1	166
Corbie Hill	1	0	190
Cordeaux Heights	0	1	3192
Cordeaux Heights	1	0	3877
Coree	0	1	26
Coree	1	0	30
Coreen	0	1	75
Coreen	1	0	98
Corindi Beach	0	1	699
Corindi Beach	1	0	1247
Corinella (NSW)	0	1	49
Corinella (NSW)	1	0	61
Corlette	0	1	2395
Corlette	1	0	4047
Corndale (NSW)	0	1	205
Corndale (NSW)	1	0	275
Corney Town	0	1	47
Corney Town	1	0	58
Cornwallis	0	1	33
Cornwallis	1	0	43
Corobimilla	0	1	42
Corobimilla	1	0	60
Corowa	0	1	3149
Corowa	1	0	4236
Corrabare	0	1	3
Corrabare	1	0	6
Corrimal	0	1	3789
Corrimal	1	0	5299
