SSC_NAME16	Address1YearAgo	persons
Fawkner	(Overseas)	429
Fawkner	(Same Address)	10758
Fawkner	(Same SA2)	587
Fawkner	Australian Capital Territory	15
Fawkner	New South Wales	34
Fawkner	Northern Territory	10
Fawkner	Queensland	26
Fawkner	South Australia	19
Fawkner	Victoria	857
Fawkner	Western Australia	13
Fentons Creek	(Same Address)	24
Ferguson (Vic.)	(Same Address)	18
Ferguson (Vic.)	(Same SA2)	3
Ferguson (Vic.)	Victoria	4
Fern Hill	(Same Address)	72
Fern Hill	(Same SA2)	8
Fern Hill	Victoria	11
Fernbank	(Same Address)	122
Fernbank	(Same SA2)	4
Fernbank	Victoria	11
Fernbank	Western Australia	3
Ferndale (Vic.)	(Same Address)	32
Ferndale (Vic.)	Victoria	3
Fernihurst	(Same Address)	14
Ferntree Gully	(Overseas)	167
Ferntree Gully	(Same Address)	21969
Ferntree Gully	(Same SA2)	239
Ferntree Gully	Australian Capital Territory	8
Ferntree Gully	New South Wales	33
Ferntree Gully	Northern Territory	8
Ferntree Gully	Other Territories	8
Ferntree Gully	Queensland	27
Ferntree Gully	South Australia	11
Ferntree Gully	Tasmania	11
Ferntree Gully	Victoria	1935
Ferntree Gully	Western Australia	17
Ferny Creek	(Overseas)	8
Ferny Creek	(Same Address)	1210
Ferny Creek	(Same SA2)	19
Ferny Creek	Queensland	4
Ferny Creek	Victoria	97
Fiery Flat	(Same Address)	19
Fingal (Vic.)	(Overseas)	3
Fingal (Vic.)	(Same Address)	381
Fingal (Vic.)	(Same SA2)	35
Fingal (Vic.)	New South Wales	3
Fingal (Vic.)	Queensland	5
Fingal (Vic.)	Victoria	51
Fish Creek	(Same Address)	689
Fish Creek	(Same SA2)	30
Fish Creek	New South Wales	3
Fish Creek	South Australia	3
Fish Creek	Victoria	38
Fish Point	(Same Address)	15
Fiskville	(Same Address)	17
Fiskville	(Same SA2)	4
Fitzroy (Vic.)	(Overseas)	370
Fitzroy (Vic.)	(Same Address)	6592
Fitzroy (Vic.)	(Same SA2)	240
Fitzroy (Vic.)	Australian Capital Territory	20
Fitzroy (Vic.)	New South Wales	97
Fitzroy (Vic.)	Northern Territory	9
Fitzroy (Vic.)	Queensland	72
Fitzroy (Vic.)	South Australia	27
Fitzroy (Vic.)	Tasmania	12
Fitzroy (Vic.)	Victoria	1251
Fitzroy (Vic.)	Western Australia	42
Fitzroy North	(Overseas)	356
Fitzroy North	(Same Address)	8624
Fitzroy North	(Same SA2)	238
Fitzroy North	Australian Capital Territory	20
Fitzroy North	New South Wales	125
Fitzroy North	Northern Territory	13
Fitzroy North	Queensland	68
Fitzroy North	South Australia	16
Fitzroy North	Tasmania	16
Fitzroy North	Victoria	1449
Fitzroy North	Western Australia	38
Flaggy Creek	(Same Address)	79
Flaggy Creek	(Same SA2)	3
Flaggy Creek	Victoria	3
Flagstaff	(Same Address)	71
Flemington	(Overseas)	223
Flemington	(Same Address)	5305
Flemington	(Same SA2)	160
Flemington	Australian Capital Territory	9
Flemington	New South Wales	51
Flemington	Queensland	21
Flemington	South Australia	13
Flemington	Tasmania	3
Flemington	Victoria	787
Flemington	Western Australia	16
Flinders (Vic.)	(Overseas)	8
Flinders (Vic.)	(Same Address)	689
Flinders (Vic.)	(Same SA2)	57
Flinders (Vic.)	New South Wales	10
Flinders (Vic.)	Northern Territory	3
Flinders (Vic.)	Queensland	3
Flinders (Vic.)	Victoria	58
Flinders (Vic.)	Western Australia	6
Flora Hill	(Overseas)	46
Flora Hill	(Same Address)	2601
Flora Hill	(Same SA2)	161
Flora Hill	Australian Capital Territory	4
Flora Hill	New South Wales	48
Flora Hill	Northern Territory	3
Flora Hill	Queensland	13
Flora Hill	South Australia	7
Flora Hill	Tasmania	6
Flora Hill	Victoria	684
Flora Hill	Western Australia	5
Flowerdale (Vic.)	(Same Address)	542
Flowerdale (Vic.)	(Same SA2)	5
Flowerdale (Vic.)	Northern Territory	3
Flowerdale (Vic.)	South Australia	4
Flowerdale (Vic.)	Victoria	30
Flynn (Vic.)	(Same Address)	163
Flynn (Vic.)	(Same SA2)	5
Flynn (Vic.)	Victoria	6
Flynns Creek	(Same Address)	6
Footscray	(Overseas)	735
Footscray	(Same Address)	10454
Footscray	(Same SA2)	535
Footscray	Australian Capital Territory	19
Footscray	New South Wales	122
Footscray	Northern Territory	22
Footscray	Queensland	81
Footscray	South Australia	39
Footscray	Tasmania	18
Footscray	Victoria	2139
Footscray	Western Australia	50
Forbes (Vic.)	(Same Address)	117
Forest Hill (Vic.)	(Overseas)	214
Forest Hill (Vic.)	(Same Address)	8552
Forest Hill (Vic.)	(Same SA2)	101
Forest Hill (Vic.)	New South Wales	26
Forest Hill (Vic.)	Queensland	21
Forest Hill (Vic.)	South Australia	3
Forest Hill (Vic.)	Victoria	979
Forest Hill (Vic.)	Western Australia	15
Forge Creek	(Same Address)	224
Forge Creek	(Same SA2)	3
Forge Creek	Victoria	13
Forrest (Vic.)	(Same Address)	177
Forrest (Vic.)	(Same SA2)	5
Forrest (Vic.)	Victoria	12
Foster	(Overseas)	3
Foster	(Same Address)	1464
Foster	(Same SA2)	127
Foster	New South Wales	3
Foster	Queensland	6
Foster	Victoria	70
Foster North	(Same Address)	136
Foster North	(Same SA2)	7
Foster North	Victoria	4
Fosterville	(Same Address)	48
Fosterville	(Same SA2)	3
Fosterville	Victoria	7
Foxhow	(Same Address)	19
Framlingham	(Same Address)	117
Framlingham	(Same SA2)	7
Framlingham East	(Same Address)	18
Framlingham East	(Same SA2)	3
Franklinford	(Same Address)	53
Franklinford	(Same SA2)	4
Frankston	(Overseas)	308
Frankston	(Same Address)	26662
Frankston	(Same SA2)	922
Frankston	Australian Capital Territory	7
Frankston	New South Wales	62
Frankston	Northern Territory	19
Frankston	Queensland	105
Frankston	South Australia	22
Frankston	Tasmania	13
Frankston	Victoria	3764
Frankston	Western Australia	38
Frankston North	(Overseas)	31
Frankston North	(Same Address)	4252
Frankston North	(Same SA2)	139
Frankston North	New South Wales	7
Frankston North	Queensland	15
Frankston North	Tasmania	3
Frankston North	Victoria	489
Frankston North	Western Australia	4
Frankston South	(Overseas)	132
Frankston South	(Same Address)	14693
Frankston South	(Same SA2)	340
Frankston South	Australian Capital Territory	6
Frankston South	New South Wales	39
Frankston South	Northern Territory	9
Frankston South	Queensland	19
Frankston South	South Australia	4
Frankston South	Tasmania	6
Frankston South	Victoria	1576
Frankston South	Western Australia	19
Freeburgh	(Same Address)	94
Freeburgh	New South Wales	3
French Island	(Same Address)	88
French Island	Victoria	12
Frenchmans	(Same Address)	13
Freshwater Creek	(Same Address)	358
Freshwater Creek	Victoria	41
Fryerstown	(Overseas)	4
Fryerstown	(Same Address)	168
Fryerstown	(Same SA2)	3
Fryerstown	Northern Territory	4
Fryerstown	Queensland	3
Fryerstown	Victoria	12
Fulham (Vic.)	(Overseas)	4
Fulham (Vic.)	(Same Address)	136
Fulham (Vic.)	Victoria	18
Fumina South	(Same Address)	49
Fumina South	Victoria	8
Fyans Creek	(Same Address)	19
Fyans Creek	(Same SA2)	6
Fyansford	(Same Address)	143
Fyansford	(Same SA2)	5
Fyansford	Queensland	4
Fyansford	Victoria	18
Gaffneys Creek	(Same Address)	10
Gainsborough	(Same Address)	40
Gannawarra	(Same Address)	88
Gapsted	(Same Address)	141
Gapsted	Northern Territory	6
Gapsted	Victoria	9
Gardenvale	(Overseas)	19
Gardenvale	(Same Address)	765
Gardenvale	(Same SA2)	12
Gardenvale	New South Wales	4
Gardenvale	Queensland	4
Gardenvale	Victoria	114
Garfield (Vic.)	(Overseas)	3
Garfield (Vic.)	(Same Address)	1420
Garfield (Vic.)	(Same SA2)	33
Garfield (Vic.)	New South Wales	6
Garfield (Vic.)	Northern Territory	3
Garfield (Vic.)	Queensland	5
Garfield (Vic.)	Victoria	142
Garfield North	(Same Address)	169
Garfield North	(Same SA2)	4
Garfield North	Victoria	9
Garibaldi	(Same Address)	107
Garibaldi	Victoria	3
Garibaldi	Western Australia	6
Garvoc	(Same Address)	198
Garvoc	(Same SA2)	5
Garvoc	Tasmania	3
Garvoc	Victoria	16
Gateway Island	(Same Address)	8
Gatum	(Same Address)	29
Gazette	(Same Address)	39
Geelong	(Overseas)	165
Geelong	(Same Address)	3551
Geelong	(Same SA2)	146
Geelong	Australian Capital Territory	18
Geelong	New South Wales	26
Geelong	Northern Territory	4
Geelong	Queensland	20
Geelong	South Australia	15
Geelong	Tasmania	8
Geelong	Victoria	614
Geelong	Western Australia	20
Geelong West	(Overseas)	119
Geelong West	(Same Address)	5046
Geelong West	(Same SA2)	249
Geelong West	Australian Capital Territory	5
Geelong West	New South Wales	33
Geelong West	Northern Territory	8
Geelong West	Queensland	33
Geelong West	South Australia	9
Geelong West	Tasmania	5
Geelong West	Victoria	756
Geelong West	Western Australia	14
Gelantipy	(Same Address)	17
Gellibrand	(Same Address)	159
Gellibrand	(Same SA2)	8
Gellibrand	South Australia	7
Gellibrand	Victoria	9
Gellibrand Lower	(Same Address)	10
Gelliondale	(Same Address)	23
Gelliondale	(Same SA2)	4
Gembrook	(Same Address)	1922
Gembrook	(Same SA2)	89
Gembrook	New South Wales	4
Gembrook	Queensland	3
Gembrook	Victoria	133
Genoa	(Same Address)	49
Georges Creek (Vic.)	(Same Address)	64
Gerahmin	(Same Address)	16
Gerahmin	(Same SA2)	3
Gerang Gerung	(Same Address)	72
Gerangamete	(Same Address)	76
Gerangamete	(Same SA2)	3
Gerangamete	Victoria	3
Germania	(Same Address)	10
Germania	(Same SA2)	3
Gerrigerrup	(Same Address)	27
Gerrigerrup	Victoria	6
Gherang	(Same Address)	335
Gherang	(Same SA2)	8
Gherang	New South Wales	4
Gherang	Victoria	16
Gheringhap	(Same Address)	118
Gheringhap	(Same SA2)	4
Gheringhap	Victoria	22
Ghin Ghin	(Same Address)	37
Giffard	(Same Address)	45
Giffard	Victoria	4
Giffard West	(Same Address)	49
Giffard West	Victoria	3
Gil Gil	(Same Address)	14
Gilderoy	(Same Address)	46
Gilderoy	(Same SA2)	3
Gillieston	(Same Address)	48
Gillieston	(Same SA2)	3
Gipsy Point	(Same Address)	19
Girgarre	(Same Address)	477
Girgarre	(Same SA2)	19
Girgarre	Victoria	37
Girgarre East	(Overseas)	3
Girgarre East	(Same Address)	102
Girgarre East	Victoria	7
Gisborne	(Overseas)	38
Gisborne	(Same Address)	7062
Gisborne	(Same SA2)	439
Gisborne	New South Wales	27
Gisborne	Queensland	26
Gisborne	South Australia	9
Gisborne	Victoria	601
Gisborne	Western Australia	8
Gisborne South	(Same Address)	678
Gisborne South	(Same SA2)	4
Gisborne South	New South Wales	6
Gisborne South	Victoria	43
Gladfield (Vic.)	(Same Address)	24
Gladstone Park	(Overseas)	95
Gladstone Park	(Same Address)	6846
Gladstone Park	(Same SA2)	181
Gladstone Park	New South Wales	8
Gladstone Park	Queensland	10
Gladstone Park	South Australia	11
Gladstone Park	Tasmania	3
Gladstone Park	Victoria	478
Gladstone Park	Western Australia	3
Gladysdale	(Same Address)	381
Gladysdale	(Same SA2)	10
Gladysdale	Victoria	12
Glen Alvie	(Same Address)	126
Glen Alvie	(Same SA2)	24
Glen Creek	(Same Address)	48
Glen Forbes	(Same Address)	84
Glen Forbes	(Same SA2)	3
Glen Forbes	Victoria	10
Glen Huntly	(Overseas)	389
Glen Huntly	(Same Address)	3351
Glen Huntly	(Same SA2)	149
Glen Huntly	Australian Capital Territory	4
Glen Huntly	New South Wales	22
Glen Huntly	Northern Territory	3
Glen Huntly	Queensland	18
Glen Huntly	South Australia	9
Glen Huntly	Tasmania	8
Glen Huntly	Victoria	633
Glen Huntly	Western Australia	15
Glen Iris (Vic.)	(Overseas)	523
Glen Iris (Vic.)	(Same Address)	19879
Glen Iris (Vic.)	(Same SA2)	558
Glen Iris (Vic.)	Australian Capital Territory	16
Glen Iris (Vic.)	New South Wales	91
Glen Iris (Vic.)	Northern Territory	6
Glen Iris (Vic.)	Queensland	63
Glen Iris (Vic.)	South Australia	18
Glen Iris (Vic.)	Tasmania	12
Glen Iris (Vic.)	Victoria	2282
Glen Iris (Vic.)	Western Australia	40
Glen Park	(Same Address)	91
Glen Park	(Same SA2)	8
Glen Valley	(Same Address)	8
Glen Valley	Victoria	4
Glen Waverley	(Overseas)	1712
Glen Waverley	(Same Address)	31799
Glen Waverley	(Same SA2)	822
Glen Waverley	Australian Capital Territory	31
Glen Waverley	New South Wales	134
Glen Waverley	Northern Territory	4
Glen Waverley	Queensland	66
Glen Waverley	South Australia	57
Glen Waverley	Tasmania	6
Glen Waverley	Victoria	3168
Glen Waverley	Western Australia	93
Glenaire	(Same Address)	19
Glenaladale	(Same Address)	50
Glenaladale	Victoria	4
Glenalbyn	(Same Address)	17
Glenaroua	(Same Address)	122
Glenaroua	(Same SA2)	7
Glenaroua	Victoria	16
Glenbrae	(Same Address)	28
Glenburn	(Overseas)	3
Glenburn	(Same Address)	347
Glenburn	Victoria	14
Glendaruel	(Same Address)	48
Glendaruel	Victoria	3
Glendonald	(Same Address)	11
Glenfyne	(Same Address)	113
Glenfyne	(Same SA2)	9
Glenfyne	Victoria	3
Glengarry (Vic.)	(Same Address)	935
Glengarry (Vic.)	(Same SA2)	13
Glengarry (Vic.)	Queensland	9
Glengarry (Vic.)	Victoria	57
Glengarry North	(Same Address)	161
Glengarry North	(Same SA2)	6
Glengarry North	Victoria	6
Glengarry West	(Same Address)	115
Glengower	(Same Address)	15
Glenhope	(Same Address)	51
Glenhope East	(Same Address)	23
Glenisla	(Same Address)	20
Glenlee (Vic.)	(Same Address)	78
Glenlee (Vic.)	(Same SA2)	3
Glenlofty	(Same Address)	18
Glenlogie	(Same Address)	22
Glenloth	(Same Address)	6
Glenloth East	(Same Address)	5
Glenloth East	(Same SA2)	3
Glenluce	(Same Address)	18
Glenlyon (Vic.)	(Same Address)	306
Glenlyon (Vic.)	(Same SA2)	16
Glenlyon (Vic.)	New South Wales	3
Glenlyon (Vic.)	Victoria	37
Glenmaggie	(Same Address)	236
Glenmaggie	(Same SA2)	3
Glenmaggie	Queensland	3
Glenmaggie	Victoria	11
Glenmore (Vic.)	(Same Address)	53
Glenmore (Vic.)	Victoria	8
Glenorchy (Vic.)	(Same Address)	116
Glenormiston North	(Same Address)	51
Glenormiston South	(Same Address)	89
Glenormiston South	Victoria	3
Glenpatrick	(Same Address)	20
Glenpatrick	Western Australia	3
Glenrowan	(Same Address)	849
Glenrowan	(Same SA2)	3
Glenrowan	New South Wales	3
Glenrowan	Queensland	6
Glenrowan	Victoria	35
Glenrowan West	(Same Address)	51
Glenrowan West	Victoria	9
Glenroy (Vic.)	(Overseas)	731
Glenroy (Vic.)	(Same Address)	16203
Glenroy (Vic.)	(Same SA2)	774
Glenroy (Vic.)	New South Wales	64
Glenroy (Vic.)	Northern Territory	22
Glenroy (Vic.)	Queensland	44
Glenroy (Vic.)	South Australia	15
Glenroy (Vic.)	Tasmania	10
Glenroy (Vic.)	Victoria	2047
Glenroy (Vic.)	Western Australia	32
Glenthompson	(Same Address)	173
Glenthompson	(Same SA2)	6
Glenthompson	Queensland	4
Glenthompson	Victoria	12
Glomar Beach	(Same Address)	8
Gnarwarre	(Same Address)	198
Gnarwarre	(Same SA2)	5
Gnarwarre	Victoria	21
Gnotuk	(Same Address)	92
Gobarup	(Same Address)	26
Gobur	(Same Address)	64
Gobur	Victoria	4
Golden Beach (Vic.)	(Same Address)	214
Golden Beach (Vic.)	(Same SA2)	7
Golden Beach (Vic.)	New South Wales	3
Golden Beach (Vic.)	Northern Territory	6
Golden Beach (Vic.)	Queensland	3
Golden Beach (Vic.)	Victoria	32
Golden Gully	(Overseas)	6
Golden Gully	(Same Address)	166
Golden Gully	(Same SA2)	8
Golden Gully	Victoria	11
Golden Point (Ballarat - Vic.)	(Overseas)	18
Golden Point (Ballarat - Vic.)	(Same Address)	1510
Golden Point (Ballarat - Vic.)	(Same SA2)	70
Golden Point (Ballarat - Vic.)	New South Wales	4
Golden Point (Ballarat - Vic.)	Queensland	9
Golden Point (Ballarat - Vic.)	South Australia	4
Golden Point (Ballarat - Vic.)	Tasmania	3
Golden Point (Ballarat - Vic.)	Victoria	253
Golden Point (Ballarat - Vic.)	Western Australia	4
Golden Point (Mount Alexander - Vic.)	(Same Address)	87
Golden Point (Mount Alexander - Vic.)	Victoria	7
Golden Square	(Overseas)	49
Golden Square	(Same Address)	6617
Golden Square	(Same SA2)	325
Golden Square	New South Wales	41
Golden Square	Northern Territory	3
Golden Square	Queensland	31
Golden Square	South Australia	12
Golden Square	Tasmania	3
Golden Square	Victoria	853
Golden Square	Western Australia	15
Goldie	(Same Address)	153
Goldie	Northern Territory	3
Goldie	Queensland	3
Goldie	Victoria	24
Goldsborough (Vic.)	(Same Address)	32
Gong Gong	(Same Address)	9
Gonn Crossing	(Same Address)	53
Goomalibee	(Same Address)	67
Goomalibee	Victoria	10
Goon Nure	(Same Address)	104
Goon Nure	Victoria	8
Goongerah	(Same Address)	21
Gooram	(Same Address)	128
Gooram	(Same SA2)	8
Gooram	New South Wales	3
Gooram	Victoria	9
Gooramadda	(Same Address)	52
Gooramadda	Victoria	3
Goorambat	(Same Address)	251
Goorambat	Victoria	13
Goornong	(Same Address)	534
Goornong	(Same SA2)	8
Goornong	Victoria	49
Gooroc	(Same Address)	14
Gorae	(Same Address)	166
Gorae	(Same SA2)	10
Gorae	Victoria	3
Gorae West	(Same Address)	189
Gorae West	Victoria	18
Gordon (Vic.)	(Same Address)	948
Gordon (Vic.)	(Same SA2)	23
Gordon (Vic.)	Victoria	60
Gormandale	(Same Address)	280
Gormandale	(Same SA2)	5
Gormandale	Victoria	8
Goroke	(Same Address)	257
Goroke	(Same SA2)	3
Goroke	Victoria	8
Goschen	(Same Address)	23
Goughs Bay	(Overseas)	5
Goughs Bay	(Same Address)	213
Goughs Bay	(Same SA2)	5
Goughs Bay	Victoria	9
Goulburn Weir	(Same Address)	66
Goulburn Weir	Queensland	4
Goulburn Weir	Victoria	4
Gowanbrae	(Overseas)	17
Gowanbrae	(Same Address)	2285
Gowanbrae	(Same SA2)	46
Gowanbrae	New South Wales	6
Gowanbrae	Queensland	8
Gowanbrae	South Australia	3
Gowanbrae	Victoria	181
Gowanford	(Same Address)	4
Gowangardie	(Same Address)	15
Gowar East	(Same Address)	17
Gower	(Same Address)	34
Gower	(Same SA2)	4
Gower	Victoria	5
Grahamvale	(Overseas)	3
Grahamvale	(Same Address)	582
Grahamvale	(Same SA2)	23
Grahamvale	Victoria	22
Grand Ridge	(Same Address)	12
Granite Rock	(Same Address)	207
Granite Rock	(Same SA2)	3
Granite Rock	Victoria	18
Grantville	(Overseas)	8
Grantville	(Same Address)	606
Grantville	(Same SA2)	41
Grantville	Queensland	5
Grantville	Victoria	81
Granya	(Same Address)	83
Granya	(Same SA2)	3
Granya	New South Wales	6
Granya	Victoria	3
Grassdale (Vic.)	(Same Address)	15
Grassmere	(Same Address)	331
Grassmere	(Same SA2)	9
Grassmere	Queensland	3
Grassmere	Victoria	24
Grays Bridge	(Same Address)	3
Graytown	(Same Address)	49
Graytown	Victoria	3
Gre Gre	(Same Address)	18
Gre Gre North	(Same Address)	19
Gre Gre South	(Same Address)	12
Great Western	(Overseas)	3
Great Western	(Same Address)	332
Great Western	(Same SA2)	23
Great Western	Victoria	20
Gredgwin	(Same Address)	15
Green Gully (Vic.)	(Same Address)	46
Greendale (Vic.)	(Same Address)	512
Greendale (Vic.)	(Same SA2)	13
Greendale (Vic.)	Victoria	30
Greenhill (Vic.)	(Same Address)	50
Greens Creek (Vic.)	(Same Address)	48
Greens Creek (Vic.)	(Same SA2)	5
Greensborough	(Overseas)	157
Greensborough	(Same Address)	17275
Greensborough	(Same SA2)	252
Greensborough	Australian Capital Territory	10
Greensborough	New South Wales	29
Greensborough	Northern Territory	9
Greensborough	Queensland	32
Greensborough	South Australia	17
Greensborough	Tasmania	8
Greensborough	Victoria	1559
Greensborough	Western Australia	25
Greenvale (Vic.)	(Overseas)	129
Greenvale (Vic.)	(Same Address)	12680
Greenvale (Vic.)	(Same SA2)	262
Greenvale (Vic.)	New South Wales	36
Greenvale (Vic.)	Queensland	31
Greenvale (Vic.)	South Australia	3
Greenvale (Vic.)	Victoria	1349
Greenvale (Vic.)	Western Australia	3
Greenwald	(Same Address)	42
Grenville	(Same Address)	86
Grenville	Victoria	9
Greta (Vic.)	(Same Address)	81
Greta South	(Same Address)	125
Greta West	(Overseas)	3
Greta West	(Same Address)	138
Greta West	Victoria	3
Grey River	Victoria	4
Gringegalgona	(Same Address)	25
Gritjurk	(Same Address)	40
Grovedale	(Overseas)	131
Grovedale	(Same Address)	11327
Grovedale	(Same SA2)	412
Grovedale	New South Wales	29
Grovedale	Northern Territory	6
Grovedale	Queensland	38
Grovedale	South Australia	12
Grovedale	Tasmania	4
Grovedale	Victoria	1176
Grovedale	Western Australia	13
Gruyere	(Same Address)	759
Gruyere	(Same SA2)	8
Gruyere	New South Wales	3
Gruyere	Victoria	54
Guildford (Vic.)	(Same Address)	275
Guildford (Vic.)	(Same SA2)	3
Guildford (Vic.)	Victoria	25
Gunbower	(Same Address)	452
Gunbower	(Same SA2)	8
Gunbower	New South Wales	3
Gunbower	Victoria	27
Gundowring	(Same Address)	182
Gundowring	(Same SA2)	3
Gundowring	New South Wales	3
Gundowring	Victoria	18
Gunyah	(Same Address)	3
Guys Forest	(Same Address)	7
Guys Hill	(Same Address)	325
Guys Hill	Victoria	35
Gymbowen	(Same Address)	43
Gymbowen	Victoria	8
Haddon	(Same Address)	1014
Haddon	(Same SA2)	4
Haddon	New South Wales	3
Haddon	Victoria	66
Hadfield	(Overseas)	62
Hadfield	(Same Address)	4511
Hadfield	(Same SA2)	61
Hadfield	New South Wales	11
Hadfield	Queensland	10
Hadfield	South Australia	3
Hadfield	Victoria	450
Hadfield	Western Australia	6
Hallam	(Overseas)	228
Hallam	(Same Address)	8563
Hallam	(Same SA2)	156
Hallam	New South Wales	31
Hallam	Queensland	17
Hallam	South Australia	12
Hallam	Tasmania	9
Hallam	Victoria	970
Hallam	Western Australia	3
Hallora	(Same Address)	118
Halls Gap	(Overseas)	6
Halls Gap	(Same Address)	297
Halls Gap	(Same SA2)	23
Halls Gap	New South Wales	8
Halls Gap	Other Territories	3
Halls Gap	Queensland	6
Halls Gap	Victoria	35
Hallston	(Same Address)	111
Hallston	(Same SA2)	4
Hallston	Victoria	13
Hamilton (Vic.)	(Overseas)	44
Hamilton (Vic.)	(Same Address)	7827
Hamilton (Vic.)	(Same SA2)	737
Hamilton (Vic.)	Australian Capital Territory	7
Hamilton (Vic.)	New South Wales	45
Hamilton (Vic.)	Northern Territory	4
Hamilton (Vic.)	Queensland	34
Hamilton (Vic.)	South Australia	41
Hamilton (Vic.)	Tasmania	4
Hamilton (Vic.)	Victoria	406
Hamilton (Vic.)	Western Australia	17
Hamlyn Heights	(Overseas)	58
Hamlyn Heights	(Same Address)	4861
Hamlyn Heights	(Same SA2)	217
Hamlyn Heights	New South Wales	6
Hamlyn Heights	Northern Territory	3
Hamlyn Heights	Queensland	12
Hamlyn Heights	South Australia	6
Hamlyn Heights	Tasmania	5
Hamlyn Heights	Victoria	571
Hamlyn Heights	Western Australia	8
Hampton (Vic.)	(Overseas)	282
Hampton (Vic.)	(Same Address)	10447
Hampton (Vic.)	(Same SA2)	268
Hampton (Vic.)	Australian Capital Territory	4
Hampton (Vic.)	New South Wales	46
Hampton (Vic.)	Queensland	40
Hampton (Vic.)	South Australia	11
Hampton (Vic.)	Tasmania	3
Hampton (Vic.)	Victoria	1099
Hampton (Vic.)	Western Australia	21
Hampton East	(Overseas)	72
Hampton East	(Same Address)	3610
Hampton East	(Same SA2)	61
Hampton East	Australian Capital Territory	4
Hampton East	New South Wales	19
Hampton East	Queensland	7
Hampton East	South Australia	9
Hampton East	Victoria	450
Hampton East	Western Australia	6
Hampton Park	(Overseas)	515
Hampton Park	(Same Address)	19959
Hampton Park	(Same SA2)	631
Hampton Park	Australian Capital Territory	9
Hampton Park	New South Wales	73
Hampton Park	Northern Territory	7
Hampton Park	Queensland	29
Hampton Park	South Australia	41
Hampton Park	Tasmania	11
Hampton Park	Victoria	1697
Hampton Park	Western Australia	31
Hansonville	(Same Address)	112
Hansonville	(Same SA2)	3
Hansonville	Queensland	3
Hansonville	Victoria	6
Happy Valley (Golden Plains - Vic.)	(Same Address)	63
Happy Valley (Golden Plains - Vic.)	(Same SA2)	3
Happy Valley (Golden Plains - Vic.)	Victoria	7
Happy Valley (Swan Hill - Vic.)	(Same Address)	53
Happy Valley (Swan Hill - Vic.)	(Same SA2)	3
Harcourt	(Same Address)	791
Harcourt	(Same SA2)	10
Harcourt	Australian Capital Territory	3
Harcourt	Victoria	43
Harcourt North	(Same Address)	234
Harcourt North	(Same SA2)	9
Harcourt North	Queensland	6
Harcourt North	Victoria	9
Harkaway	(Overseas)	7
Harkaway	(Same Address)	676
Harkaway	(Same SA2)	4
Harkaway	Victoria	84
Harmers Haven	(Same Address)	19
Harmers Haven	Victoria	3
Harrietville	(Same Address)	263
Harrietville	(Same SA2)	8
Harrietville	South Australia	3
Harrietville	Victoria	19
Harrietville	Western Australia	3
Harrow	(Same Address)	170
Harrow	(Same SA2)	9
Harrow	Victoria	12
Harston	(Overseas)	3
Harston	(Same Address)	154
Harston	Victoria	10
Hastings (Vic.)	(Overseas)	30
Hastings (Vic.)	(Same Address)	7180
Hastings (Vic.)	(Same SA2)	510
Hastings (Vic.)	Australian Capital Territory	3
Hastings (Vic.)	New South Wales	73
Hastings (Vic.)	Northern Territory	14
Hastings (Vic.)	Queensland	47
Hastings (Vic.)	South Australia	3
Hastings (Vic.)	Tasmania	6
Hastings (Vic.)	Victoria	700
Hastings (Vic.)	Western Australia	14
Hattah	(Same Address)	25
Havelock	(Same Address)	62
Havelock	(Same SA2)	3
Havelock	Victoria	3
Haven	(Same Address)	1110
Haven	(Same SA2)	55
Haven	South Australia	3
Haven	Victoria	24
Havilah (Vic.)	(Same Address)	21
Hawkesdale	(Overseas)	7
Hawkesdale	(Same Address)	268
Hawkesdale	(Same SA2)	12
Hawkesdale	South Australia	8
Hawkhurst	(Same Address)	3
Hawthorn (Vic.)	(Overseas)	1082
Hawthorn (Vic.)	(Same Address)	15680
Hawthorn (Vic.)	(Same SA2)	902
Hawthorn (Vic.)	Australian Capital Territory	46
Hawthorn (Vic.)	New South Wales	135
Hawthorn (Vic.)	Northern Territory	11
Hawthorn (Vic.)	Queensland	109
Hawthorn (Vic.)	South Australia	42
Hawthorn (Vic.)	Tasmania	22
Hawthorn (Vic.)	Victoria	3031
Hawthorn (Vic.)	Western Australia	78
Hawthorn East	(Overseas)	540
Hawthorn East	(Same Address)	9999
Hawthorn East	(Same SA2)	351
Hawthorn East	Australian Capital Territory	12
Hawthorn East	New South Wales	85
Hawthorn East	Queensland	46
Hawthorn East	South Australia	28
Hawthorn East	Tasmania	17
Hawthorn East	Victoria	1955
Hawthorn East	Western Australia	64
Hazel Park	(Same Address)	34
Hazel Park	(Same SA2)	3
Hazel Park	Victoria	4
Hazelwood	(Same Address)	141
Hazelwood	(Same SA2)	8
Hazelwood	Victoria	15
Hazelwood North	(Overseas)	3
Hazelwood North	(Same Address)	1293
Hazelwood North	(Same SA2)	8
Hazelwood North	New South Wales	3
Hazelwood North	Victoria	74
Hazelwood South	(Same Address)	246
Hazelwood South	(Same SA2)	4
Hazelwood South	Victoria	14
Healesville	(Overseas)	21
Healesville	(Same Address)	5923
Healesville	(Same SA2)	377
Healesville	Australian Capital Territory	4
Healesville	New South Wales	22
Healesville	Northern Territory	9
Healesville	Queensland	11
Healesville	South Australia	3
Healesville	Victoria	412
Healesville	Western Australia	5
Heath Hill	(Same Address)	137
