SSC_NAME16	PrivateDwelling	persons
Wallacedale	0	7
Wallacedale	1	112
Wallagaraugh	1	3
Wallaloo	0	3
Wallaloo	1	15
Wallaloo East	1	15
Wallan	0	801
Wallan	1	10153
Wallinduc	0	3
Wallinduc	1	33
Wallington	0	189
Wallington	1	1171
Wallup	0	3
Wallup	1	30
Walmer (Vic.)	0	4
Walmer (Vic.)	1	212
Walpa	0	3
Walpa	1	135
Walpeup	0	18
Walpeup	1	143
Walwa	0	13
Walwa	1	162
Wandana Heights	0	57
Wandana Heights	1	1877
Wandella (Vic.)	1	69
Wandiligong	0	28
Wandiligong	1	407
Wandin East	0	19
Wandin East	1	393
Wandin North	0	87
Wandin North	1	2843
Wando Bridge	1	49
Wando Vale	0	9
Wando Vale	1	90
Wandong	0	56
Wandong	1	1270
Wangandary	0	11
Wangandary	1	202
Wangarabell	1	9
Wangaratta (Vic.)	0	1568
Wangaratta (Vic.)	1	16329
Wangaratta South	0	23
Wangaratta South	1	478
Wangie	1	5
Wangoom	0	26
Wangoom	1	197
Wannon	0	13
Wannon	1	95
Wantirna	0	980
Wantirna	1	13009
Wantirna South	0	875
Wantirna South	1	18206
Waranga Shores	0	39
Waranga Shores	1	274
Waratah Bay	0	6
Waratah Bay	1	44
Warburton (Vic.)	0	210
Warburton (Vic.)	1	1783
Wareek	1	70
Wargan	1	71
Warmur	1	16
Warncoort	0	10
Warncoort	1	117
Warne	1	4
Warneet	0	36
Warneet	1	472
Warrabkook	0	11
Warrabkook	1	26
Warracknabeal	0	286
Warracknabeal	1	2087
Warragul	0	998
Warragul	1	14293
Warragul South	0	4
Warragul South	1	248
Warragul West	1	14
Warrak	0	3
Warrak	1	63
Warrandyte	0	200
Warrandyte	1	5168
Warrandyte South	0	20
Warrandyte South	1	626
Warranwood	0	82
Warranwood	1	4615
Warrayure	0	3
Warrayure	1	17
Warrenbayne	0	15
Warrenbayne	1	128
Warrenheip	0	72
Warrenheip	1	616
Warrenmang	1	17
Warrion	1	183
Warrnambool	0	2726
Warrnambool	1	26449
Warrock	1	30
Warrong	0	7
Warrong	1	69
Wartook	0	14
Wartook	1	67
Watchem	0	16
Watchem	1	94
Watchem West	1	18
Watchupga	1	41
Waterford Park	0	7
Waterford Park	1	185
Waterholes	0	4
Waterholes	1	11
Waterloo (Vic.)	1	106
Waterways	0	55
Waterways	1	2373
Watsonia	0	205
Watsonia	1	4971
Watsonia North	0	77
Watsonia North	1	3637
Watsons Creek (Vic.)	0	6
Watsons Creek (Vic.)	1	47
Wattle Bank	0	21
Wattle Bank	1	157
Wattle Flat (Vic.)	1	83
Wattle Glen	0	153
Wattle Glen	1	1751
Wattle Hill (Vic.)	1	6
Waubra	0	12
Waubra	1	253
Waurn Ponds	0	1194
Waurn Ponds	1	4003
Waygara	1	26
Weatherboard	1	44
Wedderburn (Vic.)	0	124
Wedderburn (Vic.)	1	793
Wedderburn Junction	1	20
Wee Wee Rup	0	3
Wee Wee Rup	1	39
Weeaproinah	1	9
Weering	0	7
Weering	1	52
Weerite	0	9
Weerite	1	104
Wehla	0	4
Wehla	1	31
Wellsford	0	10
Wellsford	1	116
Welshmans Reef	0	14
Welshmans Reef	1	209
Welshpool (Vic.)	0	17
Welshpool (Vic.)	1	305
Wemen	0	13
Wemen	1	98
Wendouree	0	1032
Wendouree	1	9163
Wensleydale	0	12
Wensleydale	1	80
Werneth	1	55
Werona	1	44
Werribee	0	2629
Werribee	1	37512
Werribee South	0	204
Werribee South	1	1579
Werrimull	0	4
Werrimull	1	104
Wesburn	0	64
Wesburn	1	944
West Bendigo	0	36
West Bendigo	1	343
West Creek	0	3
West Creek	1	112
West Footscray	0	702
West Footscray	1	10644
West Melbourne	0	997
West Melbourne	1	4593
West Wodonga	0	847
West Wodonga	1	13435
Westbury (Vic.)	1	155
Westby	1	26
Westmeadows	0	321
Westmeadows	1	5463
Westmere	1	32
Whanregarwen	0	15
Whanregarwen	1	90
Wharparilla	0	82
Wharparilla	1	375
Wheatsheaf	0	8
Wheatsheaf	1	219
Wheelers Hill	0	780
Wheelers Hill	1	18595
Whipstick	1	10
Whirily	1	30
White Hills (Vic.)	0	156
White Hills (Vic.)	1	2996
Whiteheads Creek	0	44
Whiteheads Creek	1	302
Whitelaw	1	27
Whitfield (Vic.)	0	26
Whitfield (Vic.)	1	191
Whitlands	0	9
Whitlands	1	21
Whittington	0	380
Whittington	1	3461
Whittlesea	0	396
Whittlesea	1	5157
Whoorel	1	17
Whorouly	0	14
Whorouly	1	345
Whorouly East	0	9
Whorouly East	1	72
Whorouly South	1	43
Whroo	0	12
Whroo	1	36
Wickliffe	0	3
Wickliffe	1	111
Wilby	0	20
Wilby	1	152
Wild Dog Valley (Vic.)	1	63
Wildwood	0	28
Wildwood	1	192
Wilkur	1	49
Willangie	1	30
Willatook	0	7
Willatook	1	47
Willaura	0	132
Willaura	1	391
Willaura North	0	8
Willaura North	1	21
Willenabrina	1	9
Williams Landing	0	270
Williams Landing	1	6339
Williamstown (Vic.)	0	893
Williamstown (Vic.)	1	12981
Williamstown North	0	146
Williamstown North	1	1409
Willow Grove	0	23
Willow Grove	1	540
Willowmavin	0	23
Willowmavin	1	184
Willowvale (Vic.)	1	7
Willung	0	6
Willung	1	64
Willung South	0	6
Willung South	1	135
Wilsons Hill	1	70
Wilsons Promontory	0	10
Wilsons Promontory	1	7
Wimbledon Heights	0	26
Wimbledon Heights	1	318
Winchelsea	0	180
Winchelsea	1	1723
Winchelsea South	0	12
Winchelsea South	1	170
Windermere (Vic.)	0	8
Windermere (Vic.)	1	88
Windsor (Vic.)	0	1187
Windsor (Vic.)	1	6070
Wingeel	0	3
Wingeel	1	22
Winjallok	1	16
Winlaton	1	7
Winnambool	0	5
Winnambool	1	13
Winnap	0	3
Winnap	1	17
Winnindoo	0	10
Winnindoo	1	67
Winslow	0	8
Winslow	1	355
Winton (Vic.)	0	12
Winton (Vic.)	1	89
Winton North	1	7
Wirrate	1	4
Wiseleigh	1	153
Wodonga	0	1379
Wodonga	1	17206
Wollert	0	483
Wollert	1	8575
Wombat Creek (Vic.)	0	3
Wombat Creek (Vic.)	1	23
Wombelano	1	41
Won Wron	0	28
Won Wron	1	186
Wonga	1	38
Wonga Park	0	108
Wonga Park	1	3589
Wongarra	0	5
Wongarra	1	28
Wonthaggi	0	464
Wonthaggi	1	4316
Wonwondah	1	101
Wonyip	1	33
Wood Wood	0	20
Wood Wood	1	67
Woodend (Vic.)	0	476
Woodend (Vic.)	1	5236
Woodend North	0	25
Woodend North	1	267
Woodfield	1	29
Woodford (Vic.)	0	15
Woodford (Vic.)	1	336
Woodglen	0	4
Woodglen	1	30
Woodhouse	1	33
Woodleigh (Vic.)	0	6
Woodleigh (Vic.)	1	124
Woods Point (Vic.)	0	8
Woods Point (Vic.)	1	28
Woodside (Vic.)	0	17
Woodside (Vic.)	1	334
Woodside Beach	0	4
Woodside Beach	1	76
Woodstock (Vic.)	0	22
Woodstock (Vic.)	1	121
Woodstock On Loddon	1	30
Woodstock West	0	11
Woodstock West	1	38
Woodvale (Vic.)	0	32
Woodvale (Vic.)	1	391
Wool Wool	0	3
Wool Wool	1	32
Woolamai	0	7
Woolamai	1	193
Woolenook	0	3
Woolenook	1	3
Woolshed Flat (Vic.)	1	4
Woolsthorpe	0	18
Woolsthorpe	1	406
Woomelang	0	14
Woomelang	1	182
Wooragee	0	21
Wooragee	1	299
Woorarra East	1	35
Woorarra West	0	3
Woorarra West	1	46
Wooreen	0	8
Wooreen	1	79
Woori Yallock	0	121
Woori Yallock	1	2791
Woorinen	0	34
Woorinen	1	225
Woorinen North	0	27
Woorinen North	1	85
Woorinen South	0	13
Woorinen South	1	335
Woorndoo	0	3
Woorndoo	1	161
Wooroonook	1	23
Woosang	1	11
Wootong Vale	1	39
Wuk Wuk	0	3
Wuk Wuk	1	85
Wulgulmerang	0	3
Wulgulmerang	1	9
Wulgulmerang East	1	8
Wunghnu	0	8
Wunghnu	1	310
Wurdiboluc	0	5
Wurdiboluc	1	136
Wurruk	0	61
Wurruk	1	1009
Wy Yung	0	93
Wy Yung	1	1484
Wycheproof	0	93
Wycheproof	1	538
Wycheproof South	0	3
Wycheproof South	1	12
Wychitella	0	5
Wychitella	1	19
Wychitella North	0	4
Wychitella North	1	9
Wye River	0	16
Wye River	1	42
Wyelangta	0	3
Wyelangta	1	36
Wyndham Vale	0	990
Wyndham Vale	1	22106
Wyuna (Vic.)	0	33
Wyuna (Vic.)	1	223
Wyuna East	0	10
Wyuna East	1	89
Yaapeet	0	3
Yaapeet	1	80
Yabba North	1	89
Yabba South	1	28
Yackandandah	0	144
Yackandandah	1	1623
Yalca	1	189
Yalla-Y-Poora	0	3
Yalla-Y-Poora	1	13
Yallambie	0	426
Yallambie	1	3740
Yallourn	0	7
Yallourn	1	133
Yallourn North	0	114
Yallourn North	1	1381
Yambuk	0	4
Yambuk	1	255
Yambuna	0	9
Yambuna	1	93
Yan Yean	0	4
Yan Yean	1	245
Yanac	1	59
Yanakie	0	28
Yanakie	1	216
Yando	1	38
Yandoit	0	9
Yandoit	1	141
Yandoit Hills	0	3
Yandoit Hills	1	25
Yangery	1	119
Yannathan	0	15
Yannathan	1	216
Yapeen	0	3
Yapeen	1	205
Yarck	0	13
Yarck	1	150
Yarpturk	1	66
Yarra Glen	0	192
Yarra Glen	1	2659
Yarra Junction	0	204
Yarra Junction	1	2314
Yarraberb	1	21
Yarragon	0	87
Yarragon	1	1533
Yarragon South	0	13
Yarragon South	1	157
Yarram	0	193
Yarram	1	1886
Yarrambat	0	74
Yarrambat	1	1472
Yarraville	0	777
Yarraville	1	13953
Yarrawalla	0	24
Yarrawalla	1	64
Yarrawonga (Vic.)	0	944
Yarrawonga (Vic.)	1	6689
Yarrawonga South	0	7
Yarrawonga South	1	8
Yarroweyah	0	30
Yarroweyah	1	500
Yatchaw	1	28
Yea	0	125
Yea	1	1423
Yellingbo	0	30
Yellingbo	1	483
Yelta (Vic.)	0	22
Yelta (Vic.)	1	291
Yendon	0	21
Yendon	1	266
Yeo	0	6
Yeo	1	135
Yeodene	0	12
Yeodene	1	93
Yering	0	3
Yering	1	104
Yeungroon	0	3
Yeungroon	1	31
Yeungroon East	0	3
Yeungroon East	1	12
Yielima	1	79
Yinnar	0	48
Yinnar	1	811
Yinnar South	0	21
Yinnar South	1	637
Youanmite	0	5
Youanmite	1	49
Youarang	0	6
Youarang	1	30
Yulecart	0	11
Yulecart	1	115
Yundool	0	9
Yundool	1	39
Yuroke	0	11
Yuroke	1	125
Yuulong	0	5
Yuulong	1	36
Zeerust	0	12
Zeerust	1	131
Zumsteins	0	3
Migratory - Offshore - Shipping (Vic.)	0	349
Abbeywood	1	18
Abbotsford (Qld)	0	3
Abbotsford (Qld)	1	3
Abercorn	0	16
Abercorn	1	34
Abergowrie	0	186
Abergowrie	1	289
Abington (Qld)	0	3
Abington (Qld)	1	56
Acacia Ridge	0	571
Acacia Ridge	1	6805
Acland	0	13
Acland	1	31
Adare	0	64
Adare	1	802
Adavale	0	8
Adavale	1	87
Adelaide Park	0	29
Adelaide Park	1	366
Advancetown	0	165
Advancetown	1	457
Aeroglen	0	28
Aeroglen	1	369
Agnes Water	0	664
Agnes Water	1	1856
Airdmillan	0	9
Airdmillan	1	108
Airlie Beach	0	1995
Airlie Beach	1	601
Airville	0	16
Airville	1	298
Aitkenvale	0	401
Aitkenvale	1	4509
Alabama Hill	0	12
Alabama Hill	1	106
Albany Creek	0	382
Albany Creek	1	15154
Alberta	1	65
Alberton (Qld)	0	10
Alberton (Qld)	1	544
Albinia	0	579
Albinia	1	8
Albion (Brisbane - Qld)	0	245
Albion (Brisbane - Qld)	1	2076
Albion (Richmond - Qld)	0	3
Albion (Richmond - Qld)	1	24
Alderley	0	229
Alderley	1	5693
Aldershot	0	577
Aldershot	1	571
Alexandra (Qld)	0	18
Alexandra (Qld)	1	163
Alexandra Headland	0	1298
Alexandra Headland	1	3291
Alexandra Hills	0	573
Alexandra Hills	1	15466
Algester	0	368
Algester	1	7969
Alice Creek	0	8
Alice Creek	1	62
Alice River	0	92
Alice River	1	2280
Allan	0	3
Allan	1	80
Allandale (Qld)	1	61
Allenstown	0	686
Allenstown	1	2416
Allenview	0	12
Allenview	1	181
Alligator Creek (Mackay - Qld)	0	45
Alligator Creek (Mackay - Qld)	1	733
Alligator Creek (Townsville - Qld)	0	70
Alligator Creek (Townsville - Qld)	1	1269
Allora	0	111
Allora	1	1088
Alloway	0	53
Alloway	1	431
Almaden	0	27
Almaden	1	55
Aloomba	0	62
Aloomba	1	458
Alpha	0	39
Alpha	1	298
Alsace	0	4
Alton Downs	0	58
Alton Downs	1	1171
Alva	0	123
Alva	1	257
Amamoor	0	29
Amamoor	1	597
Amamoor Creek	0	53
Amamoor Creek	1	46
Amaroo (Qld)	0	14
Amaroo (Qld)	1	20
Amberley	0	288
Amberley	1	17
Ambrose	0	15
Ambrose	1	198
Amby	1	84
Amiens	0	18
Amiens	1	273
Amity	0	173
Amity	1	331
Andergrove	0	540
Andergrove	1	8560
Anderleigh	0	12
Anderleigh	1	74
Andromache	1	50
Anduramba	1	77
Annandale (Qld)	0	437
Annandale (Qld)	1	7966
Annerley	0	850
Annerley	1	10309
Anstead	0	26
Anstead	1	1444
Anthony	1	113
Antigua	0	5
Antigua	1	125
Apple Tree Creek	0	41
Apple Tree Creek	1	598
Applethorpe	0	21
Applethorpe	1	476
Araluen (Qld)	0	37
Araluen (Qld)	1	577
Aramac	0	32
Aramac	1	281
Aramara	0	18
Aramara	1	41
Arana Hills	0	132
Arana Hills	1	6537
Aranbanga	1	10
Aratula (Qld)	0	37
Aratula (Qld)	1	506
Arcadia (Qld)	0	162
Arcadia (Qld)	1	220
Arcadia Valley	0	177
Arcadia Valley	1	60
Archer River	0	58
Archer River	1	40
Archerfield	0	51
Archerfield	1	467
Arcturus	0	11
Arcturus	1	63
Argoon (Qld)	0	6
Argoon (Qld)	1	148
Argyll	0	9
Argyll	1	20
Armstrong Beach	0	138
Armstrong Beach	1	717
Armstrong Creek (Qld)	0	15
Armstrong Creek (Qld)	1	300
Aroona	0	64
Aroona	1	3217
Arriga	0	898
Arriga	1	191
Arundel	0	645
Arundel	1	9443
Ascot (Brisbane - Qld)	0	559
Ascot (Brisbane - Qld)	1	5214
Ascot (Toowoomba - Qld)	0	6
Ascot (Toowoomba - Qld)	1	20
Ashfield (Qld)	0	21
Ashfield (Qld)	1	738
Ashgrove	0	613
Ashgrove	1	12115
Ashmore	0	1019
Ashmore	1	10884
Ashwell	0	8
Ashwell	1	80
Aspley	0	405
Aspley	1	11596
Atherton	0	897
Atherton	1	6678
Athol	0	11
Athol	1	127
Atkinsons Dam	0	19
Atkinsons Dam	1	185
Aubigny	0	8
Aubigny	1	248
Auburn (Qld)	1	27
Auchenflower	0	982
Auchenflower	1	5209
Augathella	0	71
Augathella	1	395
Augustine Heights	0	122
Augustine Heights	1	4727
Aurukun	0	102
Aurukun	1	1183
Austinville	0	36
Austinville	1	324
Avenell Heights	0	321
Avenell Heights	1	4461
Avoca (Qld)	0	475
Avoca (Qld)	1	4478
Avoca Vale	0	5
Avoca Vale	1	27
Avondale (Qld)	0	33
Avondale (Qld)	1	573
Ayr	0	850
Ayr	1	7969
Babinda (Qld)	0	168
Babinda (Qld)	1	1138
Back Plains	0	3
Back Plains	1	69
Badu Island	0	11
Badu Island	1	720
Baffle Creek	0	75
Baffle Creek	1	131
Baffle West	0	9
Baffle West	1	15
Bahrs Scrub	0	84
Bahrs Scrub	1	1788
Bajool	0	43
Bajool	1	412
Bakers Bend	0	4
Bakers Bend	1	25
Bakers Creek (Qld)	0	137
Bakers Creek (Qld)	1	1006
Baking Board	0	15
Baking Board	1	79
Balberra	0	54
Balberra	1	398
Balcomba	1	18
Bald Hills (Qld)	0	251
Bald Hills (Qld)	1	6206
Bald Knob	0	22
Bald Knob	1	230
Balgal Beach	0	92
Balgal Beach	1	849
Balgowan (Qld)	1	14
Ball Bay	0	14
Ball Bay	1	330
Ballandean	0	45
Ballandean	1	309
Ballard	0	6
Ballard	1	144
Ballaroo	1	46
Ballogie	0	32
Ballogie	1	233
Balmoral (Qld)	0	201
Balmoral (Qld)	1	3584
Balmoral Ridge	0	74
Balmoral Ridge	1	242
Balnagowan	0	3
Balnagowan	1	410
Bamaga	0	135
Bamaga	1	1100
Bambaroo	1	115
Bamboo	0	5
Bamboo	1	125
Bamboo Creek	1	97
Ban Ban	1	36
Ban Ban Springs	0	17
Ban Ban Springs	1	6
Banana	0	68
Banana	1	323
Bancroft	0	8
Bancroft	1	87
Bangalee (Qld)	0	10
Bangalee (Qld)	1	160
Bangall	1	10
Banks Creek	1	5
Banks Pocket	0	4
Banks Pocket	1	152
Banksia Beach	0	177
Banksia Beach	1	5735
Bannockburn (Qld)	0	35
Bannockburn (Qld)	1	706
Banyo	0	220
Banyo	1	5503
Bapaume	0	6
Bapaume	1	117
Barakula	1	9
Baralaba	0	72
Baralaba	1	276
Barambah	0	8
Barambah	1	42
Barcaldine	0	427
Barcaldine	1	1205
Barcaldine Downs	0	4
Barcaldine Downs	1	15
Bardon	0	410
Bardon	1	8818
Baree	0	12
Baree	1	156
Barellan Point	0	37
Barellan Point	1	1082
Bargara	0	1165
Bargara	1	7004
Bargunyah	1	33
Barker Creek Flat	1	52
Barkly (Qld)	0	23
Barkly (Qld)	1	8
Barlil	1	35
Barlows Hill	0	22
Barlows Hill	1	678
Barlyne	1	3
Barmaryee	0	38
Barmaryee	1	804
Barmoya	0	15
Barmoya	1	73
Barnard	0	6
Barnard	1	33
Barney Point	0	259
Barney Point	1	856
Barney View	0	4
Barney View	1	58
Baroondah	1	4
Barramornie	1	17
Barratta (Qld)	0	8
Barratta (Qld)	1	63
Barrine	0	52
Barrine	1	209
Barringha	0	3
Barringha	1	61
Barron	0	3
Barron	1	31
Bartle Frere	0	11
Bartle Frere	1	123
Basalt (Qld)	0	98
Basalt (Qld)	1	176
Basin Pocket	0	41
Basin Pocket	1	837
Battery Hill	0	119
Battery Hill	1	2425
Bauhinia	0	12
Bauhinia	1	31
Bauple	0	38
Bauple	1	584
Bauple Forest	1	7
Bayrick	1	9
Bayview Heights	0	210
Bayview Heights	1	3971
Beach Holm	1	26
Beachmere	0	246
Beachmere	1	3803
Beaconsfield (Qld)	0	170
Beaconsfield (Qld)	1	5091
Beatrice	1	87
Beaudesert	0	656
Beaudesert	1	5707
Beaufort (Qld)	1	55
Beaver Rock	0	3
Beaver Rock	1	44
Bedourie	0	55
Bedourie	1	89
Beebo	0	9
Beebo	1	73
Beecher	0	23
Beecher	1	812
Beechmont	0	54
Beechmont	1	774
Beelbee	0	6
Beelbee	1	14
Beelbi Creek	0	7
Beelbi Creek	1	135
Beenaam Valley	1	57
Beenleigh	0	588
Beenleigh	1	7583
Beerburrum	0	67
Beerburrum	1	696
Beeron	1	12
Beerwah	0	436
Beerwah	1	6267
Begonia	1	53
Beilba	0	168
Beilba	1	29
Belcong	0	3
Belcong	1	43
Belgian Gardens	0	440
Belgian Gardens	1	1847
Belivah	1	304
Bell (Qld)	0	44
Bell (Qld)	1	444
Bella Creek	0	6
Bella Creek	1	39
Bellara	0	234
Bellara	1	2972
Bellbird Park	0	454
Bellbird Park	1	6185
Bellbowrie	0	109
Bellbowrie	1	5262
Bellenden Ker	0	36
Bellenden Ker	1	221
Belli Park	0	49
Belli Park	1	599
Bellmere	0	295
Bellmere	1	5528
Bells Bridge	0	20
Bells Bridge	1	164
Bells Creek	0	24
Bells Creek	1	79
Bellthorpe	0	30
Bellthorpe	1	99
Belmont (Qld)	0	124
Belmont (Qld)	1	4235
Belmunda	1	4
Belvedere	0	66
Belvedere	1	827
Belyando	0	31
Belyando	1	36
Bemerside	0	12
Bemerside	1	223
Benair	0	4
Benair	1	133
Benaraby	0	182
Benaraby	1	1132
Benarkin	0	7
Benarkin	1	49
Benarkin North	0	31
Benarkin North	1	271
Benholme	0	6
Benholme	1	85
Benobble	0	7
Benobble	1	40
Benowa	0	1162
Benowa	1	7858
Bentley Park	0	457
Bentley Park	1	7429
Berajondo	0	4
Berajondo	1	67
Berat	0	3
Berat	1	115
Bergen	1	66
Berrinba	0	66
Berrinba	1	1260
Berserker	0	651
Berserker	1	6208
Bethania	0	687
Bethania	1	4639
Biarra	0	16
Biarra	1	250
Biboohra	0	85
Biboohra	1	502
Biddaddaba	0	15
Biddaddaba	1	151
Biddeston	0	21
Biddeston	1	266
Bidwill (Qld)	0	18
Bidwill (Qld)	1	468
Biggenden	0	127
Biggenden	1	741
Biggera Waters	0	1354
Biggera Waters	1	7535
Bilinga	0	466
Bilinga	1	1439
Billa Billa	0	18
Billa Billa	1	81
Biloela	0	944
Biloela	1	5164
Bilyana	0	24
Bilyana	1	165
Bindebango	1	10
Bingegang	1	15
Bingil Bay	0	55
Bingil Bay	1	393
Binjour	0	18
Binjour	1	89
Binna Burra (Qld)	0	104
Birdsville	0	184
Birdsville	1	107
Birkalla	0	4
Birkalla	1	127
Birkdale	0	615
Birkdale	1	13573
Birnam (Scenic Rim - Qld)	0	8
Birnam (Scenic Rim - Qld)	1	93
Birnam (Toowoomba - Qld)	0	6
Birnam (Toowoomba - Qld)	1	58
Birtinya	0	386
Birtinya	1	1762
Black Duck Creek	1	17
Black Jack	0	13
Black Jack	1	139
Black Mountain (Qld)	0	59
Black Mountain (Qld)	1	1340
Black River (Qld)	0	124
Black River (Qld)	1	1353
Black Snake	0	6
Black Snake	1	73
Blackall	0	213
Blackall	1	1255
Blackbull	0	4
Blackbutt (Qld)	0	38
Blackbutt (Qld)	1	768
Blackbutt North	0	15
Blackbutt North	1	398
Blackbutt South	0	6
Blackbutt South	1	156
Blackdown	0	3
Blackrock	0	13
Blackrock	1	301
Blacks Beach	0	404
Blacks Beach	1	3356
Blacksoil	0	43
Blacksoil	1	75
Blackstone	0	77
Blackstone	1	925
Blackswamp	0	9
Blackswamp	1	54
Blackwater	0	2167
Blackwater	1	3924
Blanchview	0	14
Blanchview	1	182
Blantyre	1	60
Blaxland (Qld)	1	32
Blenheim	0	7
Blenheim	1	287
Bli Bli	0	406
Bli Bli	1	7242
Bloomfield	0	52
Bloomfield	1	177
Bloomsbury	0	99
Bloomsbury	1	516
Blue Mountain	0	6
Blue Mountain	1	81
Blue Mountain Heights	0	36
Blue Mountain Heights	1	849
Bluewater	0	123
Bluewater	1	998
Bluewater Park	0	50
Bluewater Park	1	920
Bluff	0	245
Bluff	1	292
Blythdale	0	3
Blythdale	1	29
Boatman	1	9
Bogandilla	1	23
Bogie	0	128
Bogie	1	101
Bohle	0	89
Bohle	1	80
Bohle Plains	0	140
Bohle Plains	1	3026
Boigu Island	0	23
Boigu Island	1	283
Bokarina	0	75
Bokarina	1	1257
Bollier	0	10
Bollier	1	196
Bollon	0	53
Bollon	1	196
Bolwarra (Qld)	0	3
Bombeeta	0	10
Bombeeta	1	121
Bon Accord	1	19
Bondoola	0	42
Bondoola	1	483
Bongaree	0	750
Bongaree	1	6260
Bongeen	0	3
Bongeen	1	58
Bonnie Doon (Qld)	0	16
Bonnie Doon (Qld)	1	350
Bonogin	0	213
Bonogin	1	4232
Bonshaw (Qld)	1	34
Bony Mountain	0	5
Bony Mountain	1	88
Boodua	0	7
Boodua	1	73
Boogan	0	3
Boogan	1	124
Booie	0	48
Booie	1	974
Boolboonda	0	5
Boolboonda	1	40
Boolburra	1	25
Boompa	0	3
Boompa	1	77
Boonah (Qld)	0	270
Boonah (Qld)	1	2250
Boonara	0	5
Boonara	1	60
Boonarga	0	3
Boonarga	1	37
Boondall	0	417
Boondall	1	8768
Boondooma	0	27
Boondooma	1	62
Boonooroo	0	27
Boonooroo	1	283
Boonooroo Plains	1	3
Booral (Qld)	0	73
Booral (Qld)	1	1420
Booroobin	0	16
Booroobin	1	239
Booubyjan	0	3
Booubyjan	1	92
Booval	0	191
Booval	1	2396
Booyal	0	49
Booyal	1	213
Borallon	0	8
Borallon	1	80
Boreen Point	0	75
Boreen Point	1	301
Boronia Heights	0	531
Boronia Heights	1	7242
Bororen	0	17
Bororen	1	373
Boulder Creek	1	9
Bouldercombe	0	51
Bouldercombe	1	1007
Boulia	0	146
Boulia	1	225
Bowen	0	2415
Bowen	1	9003
Bowen Hills	0	1433
Bowen Hills	1	2619
Bowenville	0	16
Bowenville	1	221
Boyland	0	50
Boyland	1	751
Boyne Island	0	368
Boyne Island	1	4323
Boyne Valley	0	48
Boyne Valley	1	324
Boynedale	0	62
Boynedale	1	21
Boyneside	1	56
Boynewood	0	60
Boynewood	1	136
Bracalba	0	15
Bracalba	1	94
Bracewell	0	31
Bracewell	1	157
Bracken Ridge	0	462
Bracken Ridge	1	16242
Braemeadows	0	19
Braemeadows	1	266
Braemore	0	10
Braemore	1	131
Bramston Beach	0	62
Bramston Beach	1	154
Branch Creek	0	8
Branch Creek	1	21
Branchview	1	15
Brandon	0	68
Brandon	1	1007
Brandy Creek (Qld)	0	11
Brandy Creek (Qld)	1	95
Branyan	0	114
Branyan	1	3874
Brassall	0	570
Brassall	1	10175
Bray Park (Qld)	0	435
Bray Park (Qld)	1	9665
Breadalbane (Qld)	0	7
Breadalbane (Qld)	1	20
Breakaway	0	10
Breakaway	1	183
Breddan	0	85
Breddan	1	447
Brendale	0	85
Brendale	1	2660
Bridgeman Downs	0	228
Bridgeman Downs	1	8049
Bridges	0	14
Bridges	1	260
Brigalow	0	4
Brigalow	1	155
Brightly	1	66
Brighton (Qld)	0	436
Brighton (Qld)	1	8925
Brightview	0	74
Brightview	1	736
Brigooda	1	37
Bringalily	0	11
Bringalily	1	67
Brinsmead	0	455
Brinsmead	1	5029
Brisbane City	0	5923
Brisbane City	1	7692
Broadbeach	0	4295
Broadbeach	1	4441
Broadbeach Waters	0	647
Broadbeach Waters	1	7186
Broadmere	0	8
Broadmere	1	36
Broadwater (Qld)	0	16
Broadwater (Qld)	1	270
Broken River	0	18
Broken River	1	14
Bromelton	0	3
Bromelton	1	146
Brookfield (Qld)	0	213
Brookfield (Qld)	1	3234
Brookhill	0	3
Brookhill	1	72
Brooklands	0	19
Brooklands	1	275
Brookstead	1	191
Brookwater	0	35
Brookwater	1	2082
Brooloo	0	33
Brooloo	1	305
Brooweena	0	10
Brooweena	1	95
Broughton (Qld)	0	64
Broughton (Qld)	1	610
Brovinia	1	10
Browns Plains (Qld)	0	545
Browns Plains (Qld)	1	5748
Broxburn	0	7
Broxburn	1	138
Brush Creek	0	5
Brush Creek	1	32
Bryden	0	13
Bryden	1	19
Brymaroo	0	15
Brymaroo	1	115
Buaraba	0	27
Buaraba	1	139
Buaraba South	1	3
Bucasia	0	283
Bucasia	1	4332
Bucca (Qld)	0	151
Bucca (Qld)	1	850
Buccan	0	84
Buccan	1	1686
Buckland (Qld)	0	5
Buckland (Qld)	1	36
Buddina	0	210
Buddina	1	3590
Buderim	0	1371
Buderim	1	27401
Budgee	1	37
Bukali	0	6
Bukali	1	46
Bulgun	0	7
Bulgun	1	270
Bulimba	0	595
Bulimba	1	6019
Bullawarra	0	5
Bullcamp	0	4
Bullcamp	1	49
Bulli Creek	1	5
Bullyard	0	10
Bullyard	1	169
Bulwer	0	51
Bulwer	1	35
Bunburra	1	85
Bundaberg Central	0	320
Bundaberg Central	1	96
Bundaberg East	0	278
Bundaberg East	1	2495
Bundaberg North	0	657
Bundaberg North	1	4785
Bundaberg South	0	219
Bundaberg South	1	3008
Bundaberg West	0	746
Bundaberg West	1	2183
Bundall	0	246
Bundall	1	4176
Bundamba	0	498
Bundamba	1	5865
Bundi	0	199
Bundi	1	19
Bundoora (Qld)	0	8
Bundoora (Qld)	1	12
Bungaban	0	4
Bungaban	1	45
Bungadoo	0	22
Bungadoo	1	293
