SSC_NAME16	Address5YearsAgo	persons
Electrona	New South Wales	11
Electrona	Queensland	6
Electrona	South Australia	3
Electrona	Tasmania	92
Electrona	Victoria	3
Elizabeth Town	(Same Address)	207
Elizabeth Town	(Same SA2)	10
Elizabeth Town	New South Wales	4
Elizabeth Town	Queensland	15
Elizabeth Town	Tasmania	14
Elizabeth Town	Victoria	3
Ellendale (Tas.)	(Same Address)	142
Ellendale (Tas.)	(Same SA2)	18
Ellendale (Tas.)	Tasmania	32
Ellendale (Tas.)	Victoria	5
Ellendale (Tas.)	Western Australia	7
Elliott (Tas.)	(Same Address)	199
Elliott (Tas.)	(Same SA2)	8
Elliott (Tas.)	Australian Capital Territory	3
Elliott (Tas.)	Queensland	4
Elliott (Tas.)	South Australia	3
Elliott (Tas.)	Tasmania	80
Elliott (Tas.)	Western Australia	4
Emita	(Same Address)	35
Emita	(Same SA2)	10
Emita	Tasmania	7
Emita	Victoria	3
Emu Heights (Tas.)	(Overseas)	3
Emu Heights (Tas.)	(Same Address)	105
Emu Heights (Tas.)	(Same SA2)	3
Emu Heights (Tas.)	Tasmania	43
Epping Forest	(Same Address)	57
Epping Forest	South Australia	7
Epping Forest	Tasmania	3
Erriba	(Same Address)	31
Erriba	New South Wales	3
Erriba	Tasmania	3
Eugenana	(Same Address)	141
Eugenana	(Same SA2)	6
Eugenana	New South Wales	3
Eugenana	Tasmania	24
Evandale (Tas.)	(Overseas)	12
Evandale (Tas.)	(Same Address)	798
Evandale (Tas.)	(Same SA2)	66
Evandale (Tas.)	Australian Capital Territory	7
Evandale (Tas.)	New South Wales	22
Evandale (Tas.)	Queensland	25
Evandale (Tas.)	South Australia	9
Evandale (Tas.)	Tasmania	185
Evandale (Tas.)	Victoria	18
Evandale (Tas.)	Western Australia	19
Exeter (Tas.)	(Same Address)	336
Exeter (Tas.)	(Same SA2)	46
Exeter (Tas.)	New South Wales	21
Exeter (Tas.)	Queensland	21
Exeter (Tas.)	Tasmania	109
Exeter (Tas.)	Victoria	13
Exeter (Tas.)	Western Australia	7
Exton	(Overseas)	5
Exton	(Same Address)	105
Exton	(Same SA2)	3
Exton	Northern Territory	3
Exton	Queensland	4
Exton	Tasmania	20
Exton	Victoria	9
Falmouth	(Same Address)	49
Falmouth	(Same SA2)	13
Falmouth	New South Wales	11
Falmouth	Queensland	3
Falmouth	Tasmania	9
Fentonbury	(Same Address)	52
Fentonbury	New South Wales	4
Fentonbury	Queensland	3
Fentonbury	Tasmania	6
Fern Tree	(Overseas)	21
Fern Tree	(Same Address)	431
Fern Tree	(Same SA2)	31
Fern Tree	New South Wales	11
Fern Tree	Queensland	18
Fern Tree	Tasmania	108
Fern Tree	Victoria	8
Fern Tree	Western Australia	5
Fingal (Tas.)	(Same Address)	243
Fingal (Tas.)	(Same SA2)	36
Fingal (Tas.)	New South Wales	9
Fingal (Tas.)	Tasmania	33
Fingal (Tas.)	Victoria	3
Fitzgerald (Tas.)	(Same Address)	13
Fitzgerald (Tas.)	(Same SA2)	4
Fitzgerald (Tas.)	New South Wales	3
Fitzgerald (Tas.)	Queensland	3
Fitzgerald (Tas.)	Tasmania	9
Fitzgerald (Tas.)	Western Australia	3
Flintstone	(Same Address)	3
Flintstone	Queensland	3
Flowerdale (Tas.)	(Overseas)	5
Flowerdale (Tas.)	(Same Address)	170
Flowerdale (Tas.)	(Same SA2)	3
Flowerdale (Tas.)	Australian Capital Territory	3
Flowerdale (Tas.)	Tasmania	31
Flowerdale (Tas.)	Victoria	3
Flowerpot	(Overseas)	3
Flowerpot	(Same Address)	46
Flowerpot	New South Wales	3
Flowerpot	South Australia	3
Flowerpot	Tasmania	6
Flowery Gully	(Same Address)	62
Flowery Gully	(Same SA2)	4
Flowery Gully	Tasmania	8
Forcett	(Overseas)	6
Forcett	(Same Address)	541
Forcett	(Same SA2)	58
Forcett	New South Wales	19
Forcett	Northern Territory	3
Forcett	Queensland	10
Forcett	Tasmania	163
Forcett	Victoria	3
Forcett	Western Australia	9
Forest	(Same Address)	270
Forest	(Same SA2)	55
Forest	New South Wales	10
Forest	Northern Territory	3
Forest	Queensland	4
Forest	Tasmania	47
Forest	Victoria	3
Forest	Western Australia	10
Forester	(Same Address)	3
Forester	(Same SA2)	9
Fortescue (Tas.)	Tasmania	3
Forth	(Overseas)	14
Forth	(Same Address)	419
Forth	(Same SA2)	27
Forth	New South Wales	15
Forth	Queensland	17
Forth	South Australia	12
Forth	Tasmania	126
Forth	Victoria	5
Forth	Western Australia	6
Forthside	(Overseas)	7
Forthside	(Same Address)	48
Forthside	(Same SA2)	4
Forthside	Northern Territory	3
Forthside	Tasmania	11
Four Mile Creek (Tas.)	(Same Address)	63
Four Mile Creek (Tas.)	(Same SA2)	11
Four Mile Creek (Tas.)	New South Wales	5
Four Mile Creek (Tas.)	Tasmania	5
Frankford	(Same Address)	112
Frankford	(Same SA2)	3
Frankford	New South Wales	4
Frankford	Queensland	6
Frankford	Tasmania	10
Frankford	Western Australia	4
Franklin (Tas.)	(Overseas)	26
Franklin (Tas.)	(Same Address)	607
Franklin (Tas.)	(Same SA2)	98
Franklin (Tas.)	Australian Capital Territory	5
Franklin (Tas.)	New South Wales	29
Franklin (Tas.)	Northern Territory	8
Franklin (Tas.)	Queensland	33
Franklin (Tas.)	South Australia	17
Franklin (Tas.)	Tasmania	102
Franklin (Tas.)	Victoria	17
Franklin (Tas.)	Western Australia	19
Friendly Beaches	(Same Address)	4
Friendly Beaches	(Same SA2)	9
Gagebrook	(Overseas)	3
Gagebrook	(Same Address)	761
Gagebrook	(Same SA2)	146
Gagebrook	New South Wales	6
Gagebrook	Queensland	15
Gagebrook	South Australia	3
Gagebrook	Tasmania	159
Gagebrook	Victoria	9
Gagebrook	Western Australia	8
Garden Island Creek	(Overseas)	5
Garden Island Creek	(Same Address)	94
Garden Island Creek	(Same SA2)	23
Garden Island Creek	Queensland	11
Garden Island Creek	South Australia	4
Garden Island Creek	Tasmania	29
Garden Island Creek	Victoria	13
Garden Island Creek	Western Australia	10
Gardners Bay	(Overseas)	13
Gardners Bay	(Same Address)	164
Gardners Bay	(Same SA2)	32
Gardners Bay	New South Wales	24
Gardners Bay	Queensland	5
Gardners Bay	Tasmania	37
Gardners Bay	Victoria	9
Gawler (Tas.)	(Same Address)	405
Gawler (Tas.)	(Same SA2)	22
Gawler (Tas.)	Australian Capital Territory	3
Gawler (Tas.)	New South Wales	4
Gawler (Tas.)	Northern Territory	3
Gawler (Tas.)	Queensland	6
Gawler (Tas.)	Tasmania	96
Gawler (Tas.)	Victoria	3
Geeveston	(Overseas)	12
Geeveston	(Same Address)	726
Geeveston	(Same SA2)	112
Geeveston	New South Wales	26
Geeveston	Northern Territory	3
Geeveston	Queensland	32
Geeveston	South Australia	19
Geeveston	Tasmania	105
Geeveston	Victoria	18
Geeveston	Western Australia	45
Geilston Bay	(Overseas)	33
Geilston Bay	(Same Address)	1879
Geilston Bay	(Same SA2)	76
Geilston Bay	Australian Capital Territory	3
Geilston Bay	New South Wales	21
Geilston Bay	Northern Territory	3
Geilston Bay	Queensland	30
Geilston Bay	South Australia	7
Geilston Bay	Tasmania	663
Geilston Bay	Victoria	21
Geilston Bay	Western Australia	14
George Town	(Overseas)	25
George Town	(Same Address)	2400
George Town	(Same SA2)	577
George Town	New South Wales	78
George Town	Northern Territory	9
George Town	Queensland	94
George Town	South Australia	7
George Town	Tasmania	338
George Town	Victoria	47
George Town	Western Australia	43
Gladstone (Tas.)	(Same Address)	83
Gladstone (Tas.)	(Same SA2)	15
Gladstone (Tas.)	Queensland	3
Gladstone (Tas.)	South Australia	5
Gladstone (Tas.)	Tasmania	4
Glaziers Bay	(Same Address)	65
Glaziers Bay	(Same SA2)	7
Glaziers Bay	New South Wales	3
Glaziers Bay	Queensland	6
Glaziers Bay	Tasmania	5
Glaziers Bay	Western Australia	3
Glebe (Tas.)	(Overseas)	49
Glebe (Tas.)	(Same Address)	262
Glebe (Tas.)	(Same SA2)	16
Glebe (Tas.)	New South Wales	15
Glebe (Tas.)	Northern Territory	3
Glebe (Tas.)	Queensland	10
Glebe (Tas.)	South Australia	3
Glebe (Tas.)	Tasmania	131
Glebe (Tas.)	Victoria	18
Glebe (Tas.)	Western Australia	3
Glen Huon	(Overseas)	15
Glen Huon	(Same Address)	399
Glen Huon	(Same SA2)	50
Glen Huon	New South Wales	25
Glen Huon	Northern Territory	8
Glen Huon	Queensland	27
Glen Huon	South Australia	10
Glen Huon	Tasmania	34
Glen Huon	Victoria	8
Glen Huon	Western Australia	9
Glendevie	(Same Address)	45
Glendevie	(Same SA2)	7
Glendevie	New South Wales	5
Glendevie	South Australia	6
Glendevie	Tasmania	3
Glendevie	Western Australia	4
Glenfern (Tas.)	(Same Address)	116
Glenfern (Tas.)	(Same SA2)	5
Glenfern (Tas.)	New South Wales	3
Glenfern (Tas.)	Tasmania	29
Glengarry (Tas.)	(Same Address)	316
Glengarry (Tas.)	(Same SA2)	28
Glengarry (Tas.)	Australian Capital Territory	3
Glengarry (Tas.)	New South Wales	3
Glengarry (Tas.)	Queensland	13
Glengarry (Tas.)	South Australia	4
Glengarry (Tas.)	Tasmania	82
Glengarry (Tas.)	Victoria	6
Glengarry (Tas.)	Western Australia	6
Glenlusk	(Overseas)	7
Glenlusk	(Same Address)	141
Glenlusk	(Same SA2)	4
Glenlusk	Tasmania	25
Glenora	(Same Address)	45
Glenora	(Same SA2)	9
Glenora	Tasmania	6
Glenora	Victoria	3
Glenorchy (Tas.)	(Overseas)	387
Glenorchy (Tas.)	(Same Address)	5514
Glenorchy (Tas.)	(Same SA2)	633
Glenorchy (Tas.)	Australian Capital Territory	4
Glenorchy (Tas.)	New South Wales	73
Glenorchy (Tas.)	Northern Territory	12
Glenorchy (Tas.)	Queensland	94
Glenorchy (Tas.)	South Australia	20
Glenorchy (Tas.)	Tasmania	2346
Glenorchy (Tas.)	Victoria	92
Glenorchy (Tas.)	Western Australia	55
Golconda	(Same Address)	12
Golconda	Queensland	3
Golconda	Tasmania	3
Golden Valley	(Same Address)	145
Golden Valley	(Same SA2)	13
Golden Valley	Queensland	12
Golden Valley	South Australia	6
Golden Valley	Tasmania	30
Golden Valley	Western Australia	3
Goodwood (Tas.)	(Overseas)	14
Goodwood (Tas.)	(Same Address)	568
Goodwood (Tas.)	(Same SA2)	37
Goodwood (Tas.)	New South Wales	5
Goodwood (Tas.)	Queensland	4
Goodwood (Tas.)	South Australia	3
Goodwood (Tas.)	Tasmania	230
Goodwood (Tas.)	Victoria	7
Goodwood (Tas.)	Western Australia	7
Gordon (Tas.)	(Same Address)	106
Gordon (Tas.)	(Same SA2)	11
Gordon (Tas.)	New South Wales	10
Gordon (Tas.)	Northern Territory	3
Gordon (Tas.)	Queensland	4
Gordon (Tas.)	South Australia	4
Gordon (Tas.)	Tasmania	20
Gordon (Tas.)	Victoria	4
Gordon (Tas.)	Western Australia	14
Gormanston	(Same Address)	6
Gormanston	(Same SA2)	3
Gormanston	Queensland	3
Goshen	(Same Address)	53
Goshen	(Same SA2)	3
Goshen	New South Wales	9
Goshen	Queensland	5
Goshen	Tasmania	3
Goshen	Western Australia	6
Goulds Country	(Same Address)	53
Goulds Country	(Same SA2)	9
Goulds Country	Tasmania	3
Goulds Country	Western Australia	3
Gowrie Park	(Same Address)	21
Gowrie Park	Queensland	3
Gowrie Park	Victoria	6
Granton	(Overseas)	7
Granton	(Same Address)	1003
Granton	(Same SA2)	83
Granton	New South Wales	3
Granton	Queensland	13
Granton	Tasmania	410
Granton	Victoria	13
Granton	Western Australia	9
Granville Harbour	(Same Address)	23
Granville Harbour	(Same SA2)	3
Grasstree Hill	(Same Address)	78
Grasstree Hill	Tasmania	10
Grassy	(Overseas)	3
Grassy	(Same Address)	62
Grassy	(Same SA2)	8
Grassy	Victoria	10
Gravelly Beach	(Overseas)	3
Gravelly Beach	(Same Address)	308
Gravelly Beach	(Same SA2)	43
Gravelly Beach	New South Wales	20
Gravelly Beach	Northern Territory	3
Gravelly Beach	Queensland	6
Gravelly Beach	Tasmania	65
Gravelly Beach	Victoria	12
Gravelly Beach	Western Australia	18
Gray (Tas.)	(Same Address)	46
Gray (Tas.)	(Same SA2)	11
Gray (Tas.)	New South Wales	3
Great Bay	(Overseas)	9
Great Bay	(Same Address)	24
Great Bay	(Same SA2)	5
Great Bay	Queensland	9
Great Bay	Tasmania	6
Greens Beach	(Overseas)	3
Greens Beach	(Same Address)	119
Greens Beach	(Same SA2)	3
Greens Beach	New South Wales	3
Greens Beach	Queensland	7
Greens Beach	Tasmania	40
Gretna	(Same Address)	137
Gretna	(Same SA2)	10
Gretna	Queensland	12
Gretna	Tasmania	24
Gretna	Victoria	3
Grindelwald	(Overseas)	15
Grindelwald	(Same Address)	500
Grindelwald	(Same SA2)	67
Grindelwald	Australian Capital Territory	3
Grindelwald	New South Wales	24
Grindelwald	Queensland	27
Grindelwald	South Australia	9
Grindelwald	Tasmania	222
Grindelwald	Victoria	17
Grindelwald	Western Australia	18
Grove	(Overseas)	4
Grove	(Same Address)	271
Grove	(Same SA2)	33
Grove	New South Wales	5
Grove	Queensland	8
Grove	South Australia	3
Grove	Tasmania	64
Grove	Victoria	6
Grove	Western Australia	10
Gunns Plains	(Same Address)	86
Gunns Plains	(Same SA2)	16
Gunns Plains	New South Wales	3
Gunns Plains	Queensland	7
Gunns Plains	Tasmania	22
Gunns Plains	Victoria	4
Gunns Plains	Western Australia	4
Hadspen	(Overseas)	8
Hadspen	(Same Address)	1312
Hadspen	(Same SA2)	115
Hadspen	New South Wales	5
Hadspen	Queensland	17
Hadspen	South Australia	3
Hadspen	Tasmania	493
Hadspen	Victoria	20
Hadspen	Western Australia	16
Hagley	(Same Address)	198
Hagley	(Same SA2)	25
Hagley	Queensland	11
Hagley	Tasmania	31
Hagley	Victoria	3
Hagley	Western Australia	9
Hamilton (Tas.)	(Same Address)	127
Hamilton (Tas.)	(Same SA2)	15
Hamilton (Tas.)	Northern Territory	3
Hamilton (Tas.)	Queensland	6
Hamilton (Tas.)	South Australia	4
Hamilton (Tas.)	Tasmania	23
Hamilton (Tas.)	Victoria	4
Hampshire	(Same Address)	34
Hampshire	Tasmania	8
Harford	(Same Address)	60
Harford	(Same SA2)	4
Harford	Tasmania	7
Hastings (Tas.)	(Overseas)	8
Hastings (Tas.)	(Same Address)	30
Hastings (Tas.)	(Same SA2)	4
Havenview	(Overseas)	3
Havenview	(Same Address)	413
Havenview	(Same SA2)	29
Havenview	New South Wales	3
Havenview	Northern Territory	8
Havenview	Queensland	11
Havenview	Tasmania	145
Havenview	Victoria	7
Havenview	Western Australia	14
Hawley Beach	(Overseas)	3
Hawley Beach	(Same Address)	263
Hawley Beach	(Same SA2)	45
Hawley Beach	New South Wales	6
Hawley Beach	Queensland	11
Hawley Beach	Tasmania	85
Hawley Beach	Victoria	9
Hawley Beach	Western Australia	9
Hayes	(Overseas)	3
Hayes	(Same Address)	63
Hayes	New South Wales	3
Hayes	Tasmania	13
Hellyer	(Same Address)	98
Hellyer	(Same SA2)	21
Hellyer	New South Wales	3
Hellyer	Other Territories	3
Hellyer	Queensland	3
Hellyer	Tasmania	19
Hellyer	Western Australia	3
Henrietta	(Overseas)	3
Henrietta	(Same Address)	89
Henrietta	(Same SA2)	3
Henrietta	Tasmania	20
Herdsmans Cove	(Overseas)	3
Herdsmans Cove	(Same Address)	573
Herdsmans Cove	(Same SA2)	124
Herdsmans Cove	New South Wales	6
Herdsmans Cove	Queensland	5
Herdsmans Cove	Tasmania	117
Herdsmans Cove	Victoria	3
Herrick	(Same Address)	24
Herrick	(Same SA2)	13
Herrick	Tasmania	9
Heybridge	(Overseas)	5
Heybridge	(Same Address)	233
Heybridge	(Same SA2)	27
Heybridge	New South Wales	3
Heybridge	Queensland	3
Heybridge	Tasmania	65
Heybridge	Victoria	12
Heybridge	Western Australia	13
Highclere	(Same Address)	84
Highclere	(Same SA2)	3
Highclere	New South Wales	4
Highclere	Queensland	3
Highclere	Tasmania	3
Highclere	Western Australia	3
Highcroft	(Overseas)	3
Highcroft	(Same Address)	30
Hillcrest (Tas.)	(Overseas)	13
Hillcrest (Tas.)	(Same Address)	568
Hillcrest (Tas.)	(Same SA2)	38
Hillcrest (Tas.)	New South Wales	9
Hillcrest (Tas.)	Northern Territory	6
Hillcrest (Tas.)	Queensland	10
Hillcrest (Tas.)	South Australia	9
Hillcrest (Tas.)	Tasmania	212
Hillcrest (Tas.)	Victoria	6
Hillcrest (Tas.)	Western Australia	3
Hillwood	(Overseas)	3
Hillwood	(Same Address)	344
Hillwood	(Same SA2)	36
Hillwood	Australian Capital Territory	4
Hillwood	New South Wales	15
Hillwood	Queensland	7
Hillwood	South Australia	4
Hillwood	Tasmania	74
Hillwood	Victoria	11
Hillwood	Western Australia	4
Hobart	(Overseas)	261
Hobart	(Same Address)	527
Hobart	(Same SA2)	106
Hobart	Australian Capital Territory	9
Hobart	New South Wales	100
Hobart	Northern Territory	9
Hobart	Queensland	92
Hobart	South Australia	18
Hobart	Tasmania	656
Hobart	Victoria	84
Hobart	Western Australia	24
Hollow Tree	(Same Address)	12
Hollow Tree	(Same SA2)	3
Hollow Tree	Tasmania	6
Holwell	(Same Address)	48
Holwell	(Same SA2)	4
Holwell	South Australia	3
Holwell	Tasmania	3
Holwell	Victoria	3
Honeywood	(Same Address)	333
Honeywood	(Same SA2)	18
Honeywood	Australian Capital Territory	3
Honeywood	Queensland	7
Honeywood	Tasmania	85
Honeywood	Victoria	5
Howden	(Overseas)	17
Howden	(Same Address)	425
Howden	(Same SA2)	50
Howden	New South Wales	8
Howden	Queensland	9
Howden	Tasmania	79
Howden	Victoria	5
Howden	Western Australia	3
Howrah	(Overseas)	137
Howrah	(Same Address)	5049
Howrah	(Same SA2)	495
Howrah	Australian Capital Territory	15
Howrah	New South Wales	70
Howrah	Northern Territory	16
Howrah	Queensland	122
Howrah	South Australia	41
Howrah	Tasmania	1703
Howrah	Victoria	81
Howrah	Western Australia	40
Howth	(Same Address)	44
Huntingfield	(Overseas)	3
Huntingfield	(Same Address)	260
Huntingfield	(Same SA2)	51
Huntingfield	New South Wales	3
Huntingfield	Tasmania	49
Huntingfield	Victoria	3
Huntingfield	Western Australia	6
Huonville	(Overseas)	46
Huonville	(Same Address)	1418
Huonville	(Same SA2)	312
Huonville	Australian Capital Territory	3
Huonville	New South Wales	42
Huonville	Northern Territory	7
Huonville	Queensland	76
Huonville	South Australia	15
Huonville	Tasmania	363
Huonville	Victoria	27
Huonville	Western Australia	41
Ida Bay	(Same Address)	9
Interlaken	(Same Address)	11
Interlaken	Tasmania	9
Invermay (Tas.)	(Overseas)	155
Invermay (Tas.)	(Same Address)	1364
Invermay (Tas.)	(Same SA2)	125
Invermay (Tas.)	Australian Capital Territory	8
Invermay (Tas.)	New South Wales	53
Invermay (Tas.)	Northern Territory	7
Invermay (Tas.)	Queensland	39
Invermay (Tas.)	South Australia	12
Invermay (Tas.)	Tasmania	742
Invermay (Tas.)	Victoria	67
Invermay (Tas.)	Western Australia	23
Irishtown (Tas.)	(Same Address)	189
Irishtown (Tas.)	(Same SA2)	29
Irishtown (Tas.)	Queensland	12
Irishtown (Tas.)	South Australia	3
Irishtown (Tas.)	Tasmania	29
Irishtown (Tas.)	Western Australia	6
Jackeys Marsh	(Same Address)	38
Jericho (Tas.)	(Same Address)	47
Jericho (Tas.)	Tasmania	3
Jetsonville	(Overseas)	4
Jetsonville	(Same Address)	104
Jetsonville	(Same SA2)	9
Judbury	(Overseas)	3
Judbury	(Same Address)	232
Judbury	(Same SA2)	27
Judbury	New South Wales	12
Judbury	Northern Territory	5
Judbury	Queensland	11
Judbury	South Australia	7
Judbury	Tasmania	25
Judbury	Victoria	3
Judbury	Western Australia	15
Kamona	(Same Address)	6
Kaoota	(Same Address)	145
Kaoota	(Same SA2)	11
Kaoota	Australian Capital Territory	4
Kaoota	Tasmania	19
Karanja	(Same Address)	26
Karanja	(Same SA2)	6
Karoola	(Same Address)	225
Karoola	(Same SA2)	26
Karoola	Queensland	7
Karoola	Tasmania	30
Kayena	(Overseas)	3
Kayena	(Same Address)	132
Kayena	New South Wales	3
Kayena	Northern Territory	3
Kayena	Queensland	8
Kayena	South Australia	3
Kayena	Tasmania	19
Kayena	Victoria	8
Kayena	Western Australia	4
Kellevie	(Same Address)	117
Kellevie	Tasmania	12
Kellevie	Victoria	3
Kellevie	Western Australia	5
Kelso (Tas.)	(Same Address)	92
Kelso (Tas.)	(Same SA2)	14
Kelso (Tas.)	Queensland	3
Kelso (Tas.)	Tasmania	17
Kempton	(Same Address)	240
Kempton	(Same SA2)	42
Kempton	Northern Territory	3
Kempton	Queensland	9
Kempton	Tasmania	48
Kempton	Victoria	12
Kettering	(Overseas)	8
Kettering	(Same Address)	472
Kettering	(Same SA2)	43
Kettering	New South Wales	19
Kettering	Northern Territory	3
Kettering	Queensland	18
Kettering	Tasmania	111
Kettering	Victoria	36
Kettering	Western Australia	14
Killiecrankie	(Same Address)	12
Killiecrankie	Tasmania	4
Kimberley (Tas.)	(Same Address)	99
Kimberley (Tas.)	Queensland	4
Kimberley (Tas.)	Tasmania	13
Kindred	(Overseas)	8
Kindred	(Same Address)	160
Kindred	(Same SA2)	8
Kindred	New South Wales	3
Kindred	Queensland	3
Kindred	Tasmania	14
Kindred	Western Australia	14
Kings Meadows	(Overseas)	80
Kings Meadows	(Same Address)	1721
Kings Meadows	(Same SA2)	123
Kings Meadows	Australian Capital Territory	3
Kings Meadows	New South Wales	39
Kings Meadows	Northern Territory	11
Kings Meadows	Queensland	51
Kings Meadows	South Australia	13
Kings Meadows	Tasmania	983
Kings Meadows	Victoria	35
Kings Meadows	Western Australia	35
Kingston (Tas.)	(Overseas)	296
Kingston (Tas.)	(Same Address)	5142
Kingston (Tas.)	(Same SA2)	898
Kingston (Tas.)	Australian Capital Territory	30
Kingston (Tas.)	New South Wales	120
Kingston (Tas.)	Northern Territory	14
Kingston (Tas.)	Queensland	155
Kingston (Tas.)	South Australia	42
Kingston (Tas.)	Tasmania	2187
Kingston (Tas.)	Victoria	120
Kingston (Tas.)	Western Australia	68
Kingston Beach	(Overseas)	59
Kingston Beach	(Same Address)	1050
Kingston Beach	(Same SA2)	163
Kingston Beach	Australian Capital Territory	8
Kingston Beach	New South Wales	54
Kingston Beach	Northern Territory	12
Kingston Beach	Queensland	48
Kingston Beach	South Australia	5
Kingston Beach	Tasmania	369
Kingston Beach	Victoria	24
Kingston Beach	Western Australia	12
Koonya	(Overseas)	3
Koonya	(Same Address)	81
Koonya	(Same SA2)	3
Koonya	New South Wales	5
Koonya	Queensland	3
Koonya	Tasmania	6
Koonya	Victoria	6
Lachlan	(Same Address)	505
Lachlan	(Same SA2)	36
Lachlan	New South Wales	11
Lachlan	Northern Territory	3
Lachlan	Queensland	16
Lachlan	South Australia	3
Lachlan	Tasmania	124
Lachlan	Victoria	14
Lachlan	Western Australia	21
Lackrana	(Same Address)	41
Lackrana	(Same SA2)	3
Lackrana	Queensland	4
Lackrana	Victoria	8
Lady Barron	(Same Address)	96
Lady Barron	(Same SA2)	15
Lady Barron	New South Wales	3
Lady Barron	Queensland	3
Lady Barron	Tasmania	15
Lake Leake	(Same Address)	30
Lake Leake	Queensland	4
Lake Leake	Tasmania	3
Lake St Clair	Queensland	3
Lalla	(Same Address)	59
Lalla	(Same SA2)	5
Lalla	New South Wales	3
Lalla	South Australia	3
Lalla	Tasmania	9
Lanena	(Overseas)	4
Lanena	(Same Address)	166
Lanena	(Same SA2)	15
Lanena	New South Wales	5
Lanena	Northern Territory	3
Lanena	Queensland	7
Lanena	Tasmania	62
Lanena	Victoria	11
Lanena	Western Australia	10
Lapoinya	(Same Address)	89
Lapoinya	(Same SA2)	11
Lapoinya	South Australia	4
Lapoinya	Tasmania	8
Lapoinya	Western Australia	8
Latrobe	(Overseas)	40
Latrobe	(Same Address)	2290
Latrobe	(Same SA2)	352
Latrobe	New South Wales	35
Latrobe	Queensland	60
Latrobe	South Australia	12
Latrobe	Tasmania	758
Latrobe	Victoria	41
Latrobe	Western Australia	36
Lauderdale	(Overseas)	25
Lauderdale	(Same Address)	1481
Lauderdale	(Same SA2)	124
Lauderdale	New South Wales	28
Lauderdale	Northern Territory	17
Lauderdale	Queensland	19
Lauderdale	South Australia	7
Lauderdale	Tasmania	412
Lauderdale	Victoria	23
Lauderdale	Western Australia	26
Launceston	(Overseas)	155
Launceston	(Same Address)	1079
Launceston	(Same SA2)	136
Launceston	Australian Capital Territory	11
Launceston	New South Wales	70
Launceston	Northern Territory	15
Launceston	Queensland	106
Launceston	South Australia	20
Launceston	Tasmania	697
Launceston	Victoria	90
Launceston	Western Australia	29
Lawitta	(Overseas)	3
Lawitta	(Same Address)	148
Lawitta	(Same SA2)	20
Lawitta	Tasmania	27
Lebrina	(Same Address)	144
Lebrina	(Same SA2)	3
Lebrina	Queensland	3
Lebrina	South Australia	4
Lebrina	Tasmania	18
Lefroy	(Same Address)	44
Lefroy	(Same SA2)	4
Lefroy	Queensland	4
Lefroy	Tasmania	8
Lefroy	Victoria	5
Legana	(Overseas)	45
Legana	(Same Address)	2197
Legana	(Same SA2)	201
Legana	Australian Capital Territory	3
Legana	New South Wales	41
Legana	Northern Territory	14
Legana	Queensland	55
Legana	South Australia	13
Legana	Tasmania	918
Legana	Victoria	31
Legana	Western Australia	32
Legerwood	(Overseas)	8
Legerwood	(Same Address)	95
Legerwood	(Same SA2)	19
Legerwood	Queensland	3
Legerwood	Tasmania	14
Legerwood	Western Australia	3
Leith	(Overseas)	4
Leith	(Same Address)	263
Leith	(Same SA2)	23
Leith	New South Wales	10
Leith	Queensland	10
Leith	Tasmania	64
Leith	Western Australia	3
Lemont	(Same Address)	13
Lemont	(Same SA2)	7
Lenah Valley	(Overseas)	131
Lenah Valley	(Same Address)	3388
Lenah Valley	(Same SA2)	231
Lenah Valley	Australian Capital Territory	8
Lenah Valley	New South Wales	57
Lenah Valley	Northern Territory	6
Lenah Valley	Queensland	59
Lenah Valley	South Australia	15
Lenah Valley	Tasmania	1164
Lenah Valley	Victoria	116
Lenah Valley	Western Australia	39
Leslie Vale	(Overseas)	5
Leslie Vale	(Same Address)	228
Leslie Vale	(Same SA2)	21
Leslie Vale	New South Wales	7
Leslie Vale	Queensland	8
Leslie Vale	Tasmania	31
Leslie Vale	Victoria	3
Leslie Vale	Western Australia	3
Levendale	(Same Address)	79
Levendale	(Same SA2)	9
Levendale	New South Wales	5
Levendale	Queensland	3
Levendale	Tasmania	8
Lewisham (Tas.)	(Overseas)	12
Lewisham (Tas.)	(Same Address)	392
Lewisham (Tas.)	(Same SA2)	49
Lewisham (Tas.)	New South Wales	6
Lewisham (Tas.)	Queensland	20
Lewisham (Tas.)	South Australia	3
Lewisham (Tas.)	Tasmania	91
Lewisham (Tas.)	Victoria	8
Lewisham (Tas.)	Western Australia	6
Liena	(Same Address)	22
Lietinna	(Same Address)	47
Lietinna	(Same SA2)	3
Liffey	(Same Address)	103
Liffey	(Same SA2)	3
Liffey	Tasmania	19
Liffey	Western Australia	3
Lileah	(Same Address)	47
Lileah	(Same SA2)	6
Lileah	Tasmania	3
Lillico (Tas.)	(Same Address)	14
Lillico (Tas.)	(Same SA2)	4
Lillico (Tas.)	Tasmania	9
Lilydale (Tas.)	(Overseas)	3
Lilydale (Tas.)	(Same Address)	360
Lilydale (Tas.)	(Same SA2)	45
Lilydale (Tas.)	Northern Territory	10
Lilydale (Tas.)	Queensland	12
Lilydale (Tas.)	South Australia	4
Lilydale (Tas.)	Tasmania	63
Lilydale (Tas.)	Victoria	6
Lilydale (Tas.)	Western Australia	8
Lindisfarne	(Overseas)	119
Lindisfarne	(Same Address)	3196
