SSC_NAME16	BornAust	Sex	persons
Ocean Vista	1	F	134
Ocean Vista	1	M	131
Old Beach	0	F	151
Old Beach	0	M	162
Old Beach	1	F	1678
Old Beach	1	M	1613
Oldina	0	F	6
Oldina	0	M	7
Oldina	1	F	52
Oldina	1	M	50
Oonah	1	M	3
Opossum Bay	0	F	26
Opossum Bay	0	M	24
Opossum Bay	1	F	128
Opossum Bay	1	M	126
Orford (Tas.)	0	F	28
Orford (Tas.)	0	M	18
Orford (Tas.)	1	F	252
Orford (Tas.)	1	M	277
Orielton	0	F	9
Orielton	0	M	3
Orielton	1	F	153
Orielton	1	M	162
Osmaston	0	F	6
Osmaston	1	F	40
Osmaston	1	M	41
Osterley (Tas.)	0	M	3
Osterley (Tas.)	1	F	4
Osterley (Tas.)	1	M	3
Otago	0	F	27
Otago	0	M	42
Otago	1	F	222
Otago	1	M	237
Ouse	0	F	3
Ouse	0	M	9
Ouse	1	F	139
Ouse	1	M	126
Oyster Cove (Tas.)	0	F	26
Oyster Cove (Tas.)	0	M	29
Oyster Cove (Tas.)	1	F	116
Oyster Cove (Tas.)	1	M	119
Palana	1	F	6
Palana	1	M	8
Paloona	0	F	4
Paloona	1	F	24
Paloona	1	M	32
Paradise (Tas.)	0	F	8
Paradise (Tas.)	0	M	6
Paradise (Tas.)	1	F	40
Paradise (Tas.)	1	M	58
Parattah	0	F	9
Parattah	1	F	66
Parattah	1	M	74
Park Grove	0	F	144
Park Grove	0	M	148
Park Grove	1	F	1069
Park Grove	1	M	941
Parkham	0	F	6
Parkham	0	M	3
Parkham	1	F	57
Parkham	1	M	49
Parklands (Tas.)	0	F	43
Parklands (Tas.)	0	M	42
Parklands (Tas.)	1	F	376
Parklands (Tas.)	1	M	348
Patersonia	0	F	4
Patersonia	0	M	4
Patersonia	1	F	30
Patersonia	1	M	33
Pawleena	0	M	3
Pawleena	1	F	42
Pawleena	1	M	49
Pawtella	1	F	10
Pawtella	1	M	12
Pegarah	0	F	7
Pegarah	0	M	8
Pegarah	1	F	59
Pegarah	1	M	56
Pelham (Tas.)	1	F	7
Pelham (Tas.)	1	M	23
Pelverata	0	F	19
Pelverata	0	M	21
Pelverata	1	F	74
Pelverata	1	M	83
Penguin	0	F	199
Penguin	0	M	151
Penguin	1	F	1663
Penguin	1	M	1563
Penna	0	F	24
Penna	0	M	21
Penna	1	F	190
Penna	1	M	177
Perth (Tas.)	0	F	108
Perth (Tas.)	0	M	104
Perth (Tas.)	1	F	1282
Perth (Tas.)	1	M	1223
Petcheys Bay	0	F	14
Petcheys Bay	0	M	18
Petcheys Bay	1	F	47
Petcheys Bay	1	M	50
Pioneer (Tas.)	1	F	28
Pioneer (Tas.)	1	M	37
Pipers Brook	0	F	7
Pipers Brook	0	M	3
Pipers Brook	1	F	35
Pipers Brook	1	M	50
Pipers River	0	F	12
Pipers River	0	M	22
Pipers River	1	F	173
Pipers River	1	M	171
Plenty (Tas.)	0	M	4
Plenty (Tas.)	1	F	40
Plenty (Tas.)	1	M	41
Poatina	0	F	3
Poatina	0	M	3
Poatina	1	F	45
Poatina	1	M	44
Police Point	0	F	5
Police Point	0	M	8
Police Point	1	F	27
Police Point	1	M	23
Pontville	0	F	10
Pontville	0	M	10
Pontville	1	F	261
Pontville	1	M	297
Pontypool	1	F	24
Pontypool	1	M	19
Port Arthur (Tas.)	0	F	16
Port Arthur (Tas.)	0	M	14
Port Arthur (Tas.)	1	F	96
Port Arthur (Tas.)	1	M	101
Port Huon	0	F	30
Port Huon	0	M	40
Port Huon	1	F	168
Port Huon	1	M	153
Port Sorell	0	F	114
Port Sorell	0	M	120
Port Sorell	1	F	817
Port Sorell	1	M	824
Powranna	1	F	12
Powranna	1	M	8
Premaydena	0	F	3
Premaydena	0	M	4
Premaydena	1	F	40
Premaydena	1	M	39
Preolenna	0	M	3
Preolenna	1	F	20
Preolenna	1	M	25
Preservation Bay	0	F	3
Preservation Bay	0	M	3
Preservation Bay	1	F	30
Preservation Bay	1	M	27
Preston (Tas.)	0	F	12
Preston (Tas.)	0	M	9
Preston (Tas.)	1	F	49
Preston (Tas.)	1	M	68
Primrose Sands	0	F	52
Primrose Sands	0	M	49
Primrose Sands	1	F	398
Primrose Sands	1	M	449
Promised Land	0	F	5
Promised Land	0	M	3
Promised Land	1	F	14
Promised Land	1	M	20
Prospect (Tas.)	0	F	113
Prospect (Tas.)	0	M	88
Prospect (Tas.)	1	F	707
Prospect (Tas.)	1	M	722
Prospect Vale	0	F	266
Prospect Vale	0	M	227
Prospect Vale	1	F	2279
Prospect Vale	1	M	1991
Punchbowl (Tas.)	0	F	13
Punchbowl (Tas.)	0	M	12
Punchbowl (Tas.)	1	F	201
Punchbowl (Tas.)	1	M	204
Pyengana	0	M	3
Pyengana	1	F	40
Pyengana	1	M	44
Quamby Bend	1	F	10
Quamby Bend	1	M	16
Quamby Brook	0	F	13
Quamby Brook	0	M	12
Quamby Brook	1	F	35
Quamby Brook	1	M	41
Queens Domain	0	M	6
Queens Domain	1	F	7
Queens Domain	1	M	13
Queenstown (Tas.)	0	F	74
Queenstown (Tas.)	0	M	70
Queenstown (Tas.)	1	F	727
Queenstown (Tas.)	1	M	773
Quoiba	0	F	22
Quoiba	0	M	22
Quoiba	1	F	168
Quoiba	1	M	200
Railton	0	F	49
Railton	0	M	39
Railton	1	F	386
Railton	1	M	391
Raminea	0	F	3
Raminea	0	M	3
Raminea	1	F	15
Raminea	1	M	17
Randalls Bay	0	F	4
Randalls Bay	0	M	11
Randalls Bay	1	F	22
Randalls Bay	1	M	9
Ranelagh	0	F	58
Ranelagh	0	M	55
Ranelagh	1	F	545
Ranelagh	1	M	514
Ranga	0	M	4
Ranga	1	F	16
Ranga	1	M	17
Ravenswood (Tas.)	0	F	106
Ravenswood (Tas.)	0	M	83
Ravenswood (Tas.)	1	F	1603
Ravenswood (Tas.)	1	M	1475
Recherche	1	F	3
Recherche	1	M	4
Red Hills	0	F	10
Red Hills	1	F	48
Red Hills	1	M	57
Redpa	0	F	3
Redpa	0	M	3
Redpa	1	F	35
Redpa	1	M	50
Reedy Marsh	0	F	14
Reedy Marsh	0	M	9
Reedy Marsh	1	F	56
Reedy Marsh	1	M	84
Reekara	0	F	3
Reekara	1	F	7
Reekara	1	M	11
Relbia	0	F	27
Relbia	0	M	29
Relbia	1	F	295
Relbia	1	M	298
Retreat (Tas.)	1	F	9
Retreat (Tas.)	1	M	4
Reynolds Neck	1	F	5
Reynolds Neck	1	M	4
Rheban	1	F	3
Rhyndaston	0	F	7
Rhyndaston	0	M	4
Rhyndaston	1	F	23
Rhyndaston	1	M	34
Riana	0	F	13
Riana	0	M	11
Riana	1	F	140
Riana	1	M	138
Richmond (Tas.)	0	F	97
Richmond (Tas.)	0	M	91
Richmond (Tas.)	1	F	602
Richmond (Tas.)	1	M	568
Ridgeway	0	F	18
Ridgeway	0	M	10
Ridgeway	1	F	57
Ridgeway	1	M	78
Ridgley	0	F	15
Ridgley	0	M	16
Ridgley	1	F	266
Ridgley	1	M	258
Ringarooma	0	F	18
Ringarooma	0	M	24
Ringarooma	1	F	134
Ringarooma	1	M	134
Risdon	0	F	18
Risdon	0	M	15
Risdon	1	F	124
Risdon	1	M	106
Risdon Vale	0	F	69
Risdon Vale	0	M	82
Risdon Vale	1	F	1071
Risdon Vale	1	M	1419
Riverside (Tas.)	0	F	482
Riverside (Tas.)	0	M	444
Riverside (Tas.)	1	F	2670
Riverside (Tas.)	1	M	2509
Robigana	0	F	17
Robigana	0	M	13
Robigana	1	F	37
Robigana	1	M	38
Rocherlea	0	F	21
Rocherlea	0	M	10
Rocherlea	1	F	502
Rocherlea	1	M	418
Roches Beach	0	F	15
Roches Beach	0	M	15
Roches Beach	1	F	83
Roches Beach	1	M	91
Rocky Cape	0	F	9
Rocky Cape	0	M	10
Rocky Cape	1	F	73
Rocky Cape	1	M	91
Rocky Hills	1	F	3
Roger River	0	F	3
Roger River	0	M	3
Roger River	1	F	13
Roger River	1	M	23
Rokeby (Tas.)	0	F	92
Rokeby (Tas.)	0	M	88
Rokeby (Tas.)	1	F	1529
Rokeby (Tas.)	1	M	1414
Roland	0	F	7
Roland	0	M	4
Roland	1	F	38
Roland	1	M	32
Romaine	0	F	78
Romaine	0	M	74
Romaine	1	F	765
Romaine	1	M	715
Rose Bay (Tas.)	0	F	57
Rose Bay (Tas.)	0	M	64
Rose Bay (Tas.)	1	F	482
Rose Bay (Tas.)	1	M	456
Rosebery (Tas.)	0	F	27
Rosebery (Tas.)	0	M	35
Rosebery (Tas.)	1	F	264
Rosebery (Tas.)	1	M	297
Rosegarland	0	F	6
Rosegarland	0	M	7
Rosegarland	1	F	32
Rosegarland	1	M	35
Rosetta	0	F	144
Rosetta	0	M	130
Rosetta	1	F	1157
Rosetta	1	M	1001
Rosevale (Tas.)	0	M	10
Rosevale (Tas.)	1	F	54
Rosevale (Tas.)	1	M	53
Rosevears	0	F	39
Rosevears	0	M	30
Rosevears	1	F	126
Rosevears	1	M	128
Rosny	0	F	49
Rosny	0	M	49
Rosny	1	F	338
Rosny	1	M	316
Rosny Park	1	F	3
Rosny Park	1	M	4
Ross (Tas.)	0	F	18
Ross (Tas.)	0	M	20
Ross (Tas.)	1	F	160
Ross (Tas.)	1	M	156
Rossarden	0	F	3
Rossarden	1	F	6
Rossarden	1	M	11
Round Hill (Tas.)	0	F	9
Round Hill (Tas.)	0	M	8
Round Hill (Tas.)	1	F	39
Round Hill (Tas.)	1	M	40
Rowella	0	F	9
Rowella	0	M	18
Rowella	1	F	62
Rowella	1	M	68
Royal George	0	F	3
Royal George	1	F	6
Royal George	1	M	21
Runnymede (Tas.)	0	M	3
Runnymede (Tas.)	1	F	27
Runnymede (Tas.)	1	M	31
Rushy Lagoon	1	F	14
Rushy Lagoon	1	M	16
Saltwater River	0	F	5
Saltwater River	0	M	4
Saltwater River	1	F	47
Saltwater River	1	M	52
Sandfly	0	F	16
Sandfly	0	M	17
Sandfly	1	F	136
Sandfly	1	M	121
Sandford (Tas.)	0	F	84
Sandford (Tas.)	0	M	98
Sandford (Tas.)	1	F	795
Sandford (Tas.)	1	M	826
Sandy Bay	0	F	1988
Sandy Bay	0	M	1854
Sandy Bay	1	F	3862
Sandy Bay	1	M	3588
Sassafras (Tas.)	0	F	10
Sassafras (Tas.)	0	M	8
Sassafras (Tas.)	1	F	138
Sassafras (Tas.)	1	M	163
Savage River	1	F	3
Savage River	1	M	17
Scamander	0	F	29
Scamander	0	M	22
Scamander	1	F	246
Scamander	1	M	285
Scopus	0	F	11
Scopus	0	M	7
Scopus	1	F	15
Scopus	1	M	10
Scotchtown	0	F	9
Scotchtown	0	M	12
Scotchtown	1	F	114
Scotchtown	1	M	105
Scottsdale	0	F	80
Scottsdale	0	M	73
Scottsdale	1	F	1071
Scottsdale	1	M	960
Selbourne	0	F	3
Selbourne	1	F	22
Selbourne	1	M	33
Seven Mile Beach	0	F	73
Seven Mile Beach	0	M	71
Seven Mile Beach	1	F	514
Seven Mile Beach	1	M	568
Seymour (Tas.)	1	F	14
Seymour (Tas.)	1	M	10
Shearwater	0	F	92
Shearwater	0	M	85
Shearwater	1	F	794
Shearwater	1	M	665
Sheffield	0	F	96
Sheffield	0	M	100
Sheffield	1	F	631
Sheffield	1	M	580
Shorewell Park	0	F	66
Shorewell Park	0	M	58
Shorewell Park	1	F	929
Shorewell Park	1	M	776
Sidmouth	0	F	33
Sidmouth	0	M	25
Sidmouth	1	F	139
Sidmouth	1	M	174
Simpsons Bay	0	F	5
Simpsons Bay	0	M	4
Simpsons Bay	1	F	22
Simpsons Bay	1	M	19
Sisters Beach	0	F	31
Sisters Beach	0	M	35
Sisters Beach	1	F	178
Sisters Beach	1	M	186
Sisters Creek	0	F	12
Sisters Creek	0	M	7
Sisters Creek	1	F	50
Sisters Creek	1	M	58
Sloping Main	0	M	5
Sloping Main	1	F	20
Sloping Main	1	M	22
Smithton	0	F	124
Smithton	0	M	122
Smithton	1	F	1653
Smithton	1	M	1662
Snug	0	F	80
Snug	0	M	77
Snug	1	F	513
Snug	1	M	463
Somerset (Tas.)	0	F	137
Somerset (Tas.)	0	M	104
Somerset (Tas.)	1	F	1714
Somerset (Tas.)	1	M	1644
Sorell	0	F	106
Sorell	0	M	93
Sorell	1	F	1303
Sorell	1	M	1164
Sorell Creek	0	F	3
Sorell Creek	0	M	6
Sorell Creek	1	F	32
Sorell Creek	1	M	26
South Arm (Tas.)	0	F	45
South Arm (Tas.)	0	M	40
South Arm (Tas.)	1	F	382
South Arm (Tas.)	1	M	359
South Bruny	0	F	8
South Bruny	0	M	8
South Bruny	1	F	22
South Bruny	1	M	37
South Burnie	0	F	27
South Burnie	0	M	24
South Burnie	1	F	125
South Burnie	1	M	135
South Forest	0	F	3
South Forest	0	M	3
South Forest	1	F	45
South Forest	1	M	41
South Hobart	0	F	545
South Hobart	0	M	509
South Hobart	1	F	2058
South Hobart	1	M	1897
South Launceston	0	F	350
South Launceston	0	M	277
South Launceston	1	F	1906
South Launceston	1	M	1678
South Mount Cameron	1	F	3
South Mount Cameron	1	M	8
South Nietta	1	F	4
South Nietta	1	M	3
South Preston	1	F	3
South Preston	1	M	3
South Riana	0	F	12
South Riana	0	M	7
South Riana	1	F	87
South Riana	1	M	100
South Spreyton	0	F	20
South Spreyton	0	M	23
South Spreyton	1	F	213
South Spreyton	1	M	235
South Springfield	0	F	3
South Springfield	0	M	3
South Springfield	1	F	7
South Springfield	1	M	7
Southport (Tas.)	0	F	4
Southport (Tas.)	0	M	3
Southport (Tas.)	1	F	40
Southport (Tas.)	1	M	54
Southwest	0	M	3
Southwest	1	F	4
Southwest	1	M	6
Spalford	0	F	3
Spalford	0	M	3
Spalford	1	F	29
Spalford	1	M	23
Sprent	0	F	3
Sprent	1	F	50
Sprent	1	M	61
Spreyton	0	F	46
Spreyton	0	M	42
Spreyton	1	F	713
Spreyton	1	M	777
Spring Beach	0	F	4
Spring Beach	0	M	8
Spring Beach	1	F	36
Spring Beach	1	M	49
Springfield (Tas.)	0	F	10
Springfield (Tas.)	0	M	3
Springfield (Tas.)	1	F	81
Springfield (Tas.)	1	M	85
Squeaking Point	0	F	12
Squeaking Point	0	M	15
Squeaking Point	1	F	85
Squeaking Point	1	M	101
St Helens (Tas.)	0	F	189
St Helens (Tas.)	0	M	117
St Helens (Tas.)	1	F	796
St Helens (Tas.)	1	M	782
St Leonards (Tas.)	0	F	89
St Leonards (Tas.)	0	M	77
St Leonards (Tas.)	1	F	857
St Leonards (Tas.)	1	M	831
St Marys (Tas.)	0	F	38
St Marys (Tas.)	0	M	49
St Marys (Tas.)	1	F	260
St Marys (Tas.)	1	M	264
Stanley (Tas.)	0	F	25
Stanley (Tas.)	0	M	27
Stanley (Tas.)	1	F	207
Stanley (Tas.)	1	M	226
Staverton	0	F	6
Staverton	0	M	5
Staverton	1	F	27
Staverton	1	M	33
Steppes	1	F	3
Stieglitz	0	F	41
Stieglitz	0	M	30
Stieglitz	1	F	208
Stieglitz	1	M	215
Stonehenge (Tas.)	1	M	5
Stonor	1	F	19
Stonor	1	M	18
Stony Rise	0	F	50
Stony Rise	0	M	44
Stony Rise	1	F	290
Stony Rise	1	M	231
Stoodley	0	F	3
Stoodley	1	F	19
Stoodley	1	M	24
Stormlea	0	M	3
Stormlea	1	F	10
Stormlea	1	M	7
Stowport	0	F	13
Stowport	0	M	20
Stowport	1	F	154
Stowport	1	M	155
Strahan	0	F	24
Strahan	0	M	31
Strahan	1	F	290
Strahan	1	M	300
Strathblane	0	F	10
Strathblane	0	M	9
Strathblane	1	F	44
Strathblane	1	M	46
Strickland	1	F	4
Strickland	1	M	7
Sulphur Creek	0	F	20
Sulphur Creek	0	M	30
Sulphur Creek	1	F	267
Sulphur Creek	1	M	242
Summerhill	0	F	126
Summerhill	0	M	95
Summerhill	1	F	1413
Summerhill	1	M	1308
Sunnyside (Tas.)	0	F	3
Sunnyside (Tas.)	0	M	7
Sunnyside (Tas.)	1	F	39
Sunnyside (Tas.)	1	M	39
Surges Bay	0	F	7
Surges Bay	0	M	7
Surges Bay	1	F	51
Surges Bay	1	M	56
Surveyors Bay	0	F	3
Surveyors Bay	0	M	3
Surveyors Bay	1	F	18
Surveyors Bay	1	M	18
Swan Bay (Tas.)	0	F	14
Swan Bay (Tas.)	0	M	16
Swan Bay (Tas.)	1	F	113
Swan Bay (Tas.)	1	M	128
Swan Point	0	F	31
Swan Point	0	M	30
Swan Point	1	F	114
Swan Point	1	M	99
Swansea (Tas.)	0	F	46
Swansea (Tas.)	0	M	50
Swansea (Tas.)	1	F	354
Swansea (Tas.)	1	M	336
Swanston	1	F	5
Swanston	1	M	4
Table Cape	0	F	9
Table Cape	0	M	12
Table Cape	1	F	29
Table Cape	1	M	37
Takone	0	F	3
Takone	0	M	8
Takone	1	F	31
Takone	1	M	31
Talawa	0	F	7
Talawa	0	M	3
Talawa	1	F	19
Talawa	1	M	24
Taranna	0	F	6
Taranna	0	M	10
Taranna	1	F	57
Taranna	1	M	65
Targa	0	F	4
Targa	0	M	3
Targa	1	F	5
Targa	1	M	17
Tarleton	0	F	20
Tarleton	0	M	19
Tarleton	1	F	164
Tarleton	1	M	167
Taroona	0	F	357
Taroona	0	M	328
Taroona	1	F	1198
Taroona	1	M	1069
Tea Tree	0	F	18
Tea Tree	0	M	16
Tea Tree	1	F	158
Tea Tree	1	M	177
Telita	1	F	5
Telita	1	M	9
Temma	1	M	4
Tewkesbury	0	F	4
Tewkesbury	0	M	6
Tewkesbury	1	F	36
Tewkesbury	1	M	23
The Gardens (Tas.)	1	F	9
The Gardens (Tas.)	1	M	4
Thirlstane	0	F	3
Thirlstane	0	M	5
Thirlstane	1	F	39
Thirlstane	1	M	37
Tiberias	1	F	3
Tinderbox	0	F	28
Tinderbox	0	M	26
Tinderbox	1	F	157
Tinderbox	1	M	162
Tods Corner	1	M	6
Togari	0	M	5
Togari	1	F	50
Togari	1	M	39
Toiberry	0	M	6
Toiberry	1	F	10
Toiberry	1	M	11
Tolmans Hill	0	F	70
Tolmans Hill	0	M	69
Tolmans Hill	1	F	205
Tolmans Hill	1	M	207
Tomahawk	0	F	7
Tomahawk	1	F	17
Tomahawk	1	M	22
Tonganah	1	F	11
Tonganah	1	M	8
Tranmere (Tas.)	0	F	109
Tranmere (Tas.)	0	M	97
Tranmere (Tas.)	1	F	726
Tranmere (Tas.)	1	M	711
Travellers Rest	0	F	14
Travellers Rest	0	M	13
Travellers Rest	1	F	131
Travellers Rest	1	M	138
Trenah	1	F	4
Trenah	1	M	3
Trevallyn	0	F	301
Trevallyn	0	M	294
Trevallyn	1	F	1895
Trevallyn	1	M	1808
Triabunna	0	F	28
Triabunna	0	M	20
Triabunna	1	F	365
Triabunna	1	M	390
Trial Harbour	1	F	9
Trial Harbour	1	M	10
Trowutta	0	M	3
Trowutta	1	F	37
Trowutta	1	M	41
Tugrah	0	F	7
Tugrah	0	M	11
Tugrah	1	F	171
Tugrah	1	M	170
Tulendeena	1	F	8
Tulendeena	1	M	6
Tullah	0	F	6
Tullah	0	M	12
Tullah	1	F	64
Tullah	1	M	69
Tunbridge	0	F	4
Tunbridge	0	M	12
Tunbridge	1	F	50
Tunbridge	1	M	53
Tunnack	0	F	3
Tunnack	0	M	3
Tunnack	1	F	72
Tunnack	1	M	85
Tunnel	0	F	3
Tunnel	0	M	3
Tunnel	1	F	25
Tunnel	1	M	29
Turners Beach	0	F	62
Turners Beach	0	M	55
Turners Beach	1	F	761
Turners Beach	1	M	749
Turners Marsh	0	F	10
Turners Marsh	0	M	4
Turners Marsh	1	F	102
Turners Marsh	1	M	120
Tyenna (Tas.)	0	M	3
Tyenna (Tas.)	1	F	16
Tyenna (Tas.)	1	M	18
Ulverstone	0	F	297
Ulverstone	0	M	225
Ulverstone	1	F	2857
Ulverstone	1	M	2650
Underwood (Tas.)	0	F	20
Underwood (Tas.)	0	M	17
Underwood (Tas.)	1	F	142
Underwood (Tas.)	1	M	168
Upper Blessington	1	F	23
Upper Blessington	1	M	29
Upper Burnie	0	F	83
Upper Burnie	0	M	87
Upper Burnie	1	F	818
Upper Burnie	1	M	729
Upper Castra	0	F	3
Upper Castra	0	M	7
Upper Castra	1	F	26
Upper Castra	1	M	41
Upper Esk	0	F	3
Upper Esk	0	M	3
Upper Esk	1	F	4
Upper Esk	1	M	12
Upper Natone	0	F	11
Upper Natone	0	M	10
Upper Natone	1	F	43
Upper Natone	1	M	38
Upper Scamander	0	F	6
Upper Scamander	0	M	8
Upper Scamander	1	F	18
Upper Scamander	1	M	19
Upper Stowport	1	F	44
Upper Stowport	1	M	44
Upper Woodstock	0	F	7
Upper Woodstock	0	M	3
Upper Woodstock	1	F	25
Upper Woodstock	1	M	29
Uxbridge	0	F	3
Uxbridge	1	F	5
Uxbridge	1	M	8
Verona Sands	0	F	8
Verona Sands	1	F	27
Verona Sands	1	M	41
Victoria Valley (Tas.)	1	M	4
Waddamana	1	M	3
Waratah (Tas.)	0	F	16
Waratah (Tas.)	0	M	15
Waratah (Tas.)	1	F	83
Waratah (Tas.)	1	M	95
Warrane	0	F	151
Warrane	0	M	115
Warrane	1	F	1023
Warrane	1	M	945
Warrentinna	1	F	3
Waterhouse	0	M	3
Waterhouse	1	F	29
Waterhouse	1	M	37
Waterloo (Tas.)	0	F	12
Waterloo (Tas.)	0	M	8
Waterloo (Tas.)	1	F	32
Waterloo (Tas.)	1	M	31
Wattle Grove (Tas.)	0	F	12
Wattle Grove (Tas.)	0	M	8
Wattle Grove (Tas.)	1	F	40
Wattle Grove (Tas.)	1	M	40
Wattle Hill (Tas.)	0	F	7
Wattle Hill (Tas.)	0	M	10
Wattle Hill (Tas.)	1	F	62
Wattle Hill (Tas.)	1	M	65
Waverley (Tas.)	0	F	44
Waverley (Tas.)	0	M	34
Waverley (Tas.)	1	F	657
Waverley (Tas.)	1	M	631
Wayatinah	0	F	3
Wayatinah	1	F	11
Wayatinah	1	M	15
Weegena	0	F	12
Weegena	0	M	7
Weegena	1	F	34
Weegena	1	M	31
Weetah	0	F	8
Weetah	0	M	6
Weetah	1	F	17
Weetah	1	M	15
Weldborough	0	F	3
Weldborough	1	F	6
Weldborough	1	M	14
Wesley Vale	0	F	15
Wesley Vale	0	M	14
Wesley Vale	1	F	168
Wesley Vale	1	M	215
West Hobart	0	F	559
West Hobart	0	M	507
West Hobart	1	F	2381
West Hobart	1	M	2211
West Kentish	0	F	11
West Kentish	0	M	10
West Kentish	1	F	52
West Kentish	1	M	69
West Launceston	0	F	245
West Launceston	0	M	256
West Launceston	1	F	1810
West Launceston	1	M	1644
West Montagu	0	F	3
West Montagu	0	M	3
West Montagu	1	F	22
West Montagu	1	M	17
West Moonah	0	F	430
West Moonah	0	M	394
West Moonah	1	F	1474
West Moonah	1	M	1435
West Mooreville	0	F	7
West Mooreville	0	M	4
West Mooreville	1	F	51
West Mooreville	1	M	46
West Pine	0	F	6
West Pine	0	M	6
West Pine	1	F	60
West Pine	1	M	44
West Ridgley	0	F	11
West Ridgley	0	M	8
West Ridgley	1	F	43
West Ridgley	1	M	55
West Scottsdale	0	M	4
West Scottsdale	1	F	16
West Scottsdale	1	M	31
West Takone	1	F	4
West Takone	1	M	3
West Ulverstone	0	F	171
West Ulverstone	0	M	173
West Ulverstone	1	F	1841
West Ulverstone	1	M	1699
Westbury (Tas.)	0	F	134
Westbury (Tas.)	0	M	117
Westbury (Tas.)	1	F	808
Westbury (Tas.)	1	M	777
Western Creek (Tas.)	0	F	14
Western Creek (Tas.)	0	M	6
Western Creek (Tas.)	1	F	34
Western Creek (Tas.)	1	M	43
Western Junction	0	F	9
Western Junction	0	M	8
Western Junction	1	F	51
Western Junction	1	M	50
Westerway	0	F	11
Westerway	0	M	21
Westerway	1	F	79
Westerway	1	M	89
Westwood (Tas.)	1	F	23
Westwood (Tas.)	1	M	30
Weymouth	0	F	7
Weymouth	1	F	48
Weymouth	1	M	57
White Beach	0	F	18
White Beach	0	M	18
White Beach	1	F	105
White Beach	1	M	108
White Hills (Tas.)	0	F	9
White Hills (Tas.)	0	M	4
White Hills (Tas.)	1	F	71
White Hills (Tas.)	1	M	81
Whitefoord	1	F	21
Whitefoord	1	M	29
Whitemark	0	F	16
Whitemark	0	M	8
Whitemark	1	F	111
Whitemark	1	M	134
Whitemore	0	F	6
Whitemore	0	M	9
Whitemore	1	F	82
Whitemore	1	M	89
Wickham (Tas.)	1	F	3
Wickham (Tas.)	1	M	3
Wilburville	1	F	5
Wilburville	1	M	11
Wilmot	0	F	19
Wilmot	0	M	22
Wilmot	1	F	100
Wilmot	1	M	112
Wiltshire	0	F	5
Wiltshire	0	M	4
Wiltshire	1	F	13
Wiltshire	1	M	10
Windermere (Tas.)	0	F	25
Windermere (Tas.)	0	M	21
Windermere (Tas.)	1	F	98
Windermere (Tas.)	1	M	76
Winkleigh	0	F	11
Winkleigh	0	M	8
Winkleigh	1	F	78
Winkleigh	1	M	92
Winnaleah	0	F	14
Winnaleah	0	M	12
Winnaleah	1	F	86
Winnaleah	1	M	92
Wivenhoe	0	F	10
Wivenhoe	0	M	8
Wivenhoe	1	F	92
Wivenhoe	1	M	84
Woodbridge (Tas.)	0	F	62
Woodbridge (Tas.)	0	M	49
Woodbridge (Tas.)	1	F	165
Woodbridge (Tas.)	1	M	185
Woodbury (Tas.)	1	F	9
Woodbury (Tas.)	1	M	13
Woodsdale	0	F	6
Woodsdale	1	F	35
Woodsdale	1	M	37
Woodstock (Tas.)	1	F	9
Woodstock (Tas.)	1	M	14
Woolnorth	0	F	14
Woolnorth	0	M	19
Woolnorth	1	F	28
Woolnorth	1	M	38
Wyena	0	F	3
Wyena	0	M	4
Wyena	1	F	5
Wyena	1	M	7
Wynyard	0	F	316
Wynyard	0	M	255
Wynyard	1	F	2559
Wynyard	1	M	2388
Yambacoona	0	F	3
Yambacoona	1	F	8
Yambacoona	1	M	20
Yarra Creek	1	F	18
Yarra Creek	1	M	18
Yolla	0	F	13
Yolla	0	M	14
Yolla	1	F	129
Yolla	1	M	143
York Plains (Tas.)	1	F	22
York Plains (Tas.)	1	M	15
York Town	0	F	4
York Town	0	M	3
York Town	1	F	29
York Town	1	M	29
Youngtown	0	F	158
Youngtown	0	M	145
Youngtown	1	F	1813
Youngtown	1	M	1658
Zeehan	0	F	28
Zeehan	0	M	38
Zeehan	1	F	271
Zeehan	1	M	289
No usual address (Tas.)	0	F	66
No usual address (Tas.)	0	M	72
No usual address (Tas.)	1	F	286
No usual address (Tas.)	1	M	376
Migratory - Offshore - Shipping (Tas.)	0	F	3
Migratory - Offshore - Shipping (Tas.)	0	M	15
Migratory - Offshore - Shipping (Tas.)	1	F	16
Migratory - Offshore - Shipping (Tas.)	1	M	28
Acacia Hills (NT)	0	F	49
Acacia Hills (NT)	0	M	28
Acacia Hills (NT)	1	F	233
Acacia Hills (NT)	1	M	274
Adelaide River	0	F	23
Adelaide River	0	M	16
Adelaide River	1	F	131
Adelaide River	1	M	133
Alawa	0	F	350
Alawa	0	M	337
Alawa	1	F	585
Alawa	1	M	607
Ali Curung	0	F	3
Ali Curung	0	M	3
Ali Curung	1	F	238
Ali Curung	1	M	229
Alice Springs	0	F	39
Alice Springs	0	M	46
Alice Springs	1	F	81
Alice Springs	1	M	70
Alpurrurulam	0	F	3
Alpurrurulam	0	M	3
Alpurrurulam	1	F	197
Alpurrurulam	1	M	209
Alyangula	0	F	71
Alyangula	0	M	77
Alyangula	1	F	278
Alyangula	1	M	344
Amoonguna	1	F	137
Amoonguna	1	M	101
Ampilatwatja	1	F	201
Ampilatwatja	1	M	200
Anatye	0	F	3
Anatye	1	F	44
Anatye	1	M	48
Angurugu	0	F	3
Angurugu	1	F	417
Angurugu	1	M	375
