SSC_NAME16	BornAust	Sex	persons
Prairie (Vic.)	1	F	24
Prairie (Vic.)	1	M	26
Pranjip	1	F	9
Pranjip	1	M	9
Preston (Vic.)	0	F	5761
Preston (Vic.)	0	M	5531
Preston (Vic.)	1	F	9716
Preston (Vic.)	1	M	9286
Princes Hill	0	F	287
Princes Hill	0	M	253
Princes Hill	1	F	778
Princes Hill	1	M	644
Princetown	0	F	10
Princetown	0	M	13
Princetown	1	F	96
Princetown	1	M	94
Puckapunyal	0	F	41
Puckapunyal	0	M	53
Puckapunyal	1	F	323
Puckapunyal	1	M	576
Pura Pura	1	F	13
Pura Pura	1	M	17
Purdeet	1	F	10
Purdeet	1	M	7
Purnim	0	F	10
Purnim	0	M	10
Purnim	1	F	106
Purnim	1	M	104
Purnim West	1	F	18
Purnim West	1	M	19
Pyalong	0	F	32
Pyalong	0	M	40
Pyalong	1	F	272
Pyalong	1	M	270
Pyramid Hill	0	F	51
Pyramid Hill	0	M	51
Pyramid Hill	1	F	219
Pyramid Hill	1	M	198
Quambatook	0	F	11
Quambatook	0	M	9
Quambatook	1	F	109
Quambatook	1	M	99
Quantong	0	F	4
Quantong	0	M	5
Quantong	1	F	131
Quantong	1	M	151
Quarry Hill	0	F	83
Quarry Hill	0	M	102
Quarry Hill	1	F	1086
Quarry Hill	1	M	943
Queenscliff (Vic.)	0	F	87
Queenscliff (Vic.)	0	M	66
Queenscliff (Vic.)	1	F	550
Queenscliff (Vic.)	1	M	504
Raglan (Vic.)	0	F	3
Raglan (Vic.)	0	M	12
Raglan (Vic.)	1	F	95
Raglan (Vic.)	1	M	99
Rainbow	0	F	28
Rainbow	0	M	20
Rainbow	1	F	280
Rainbow	1	M	309
Ranceby	0	M	7
Ranceby	1	F	24
Ranceby	1	M	28
Rathscar	1	F	9
Rathscar	1	M	12
Rathscar West	1	F	14
Rathscar West	1	M	12
Ravenhall	0	F	104
Ravenhall	0	M	185
Ravenhall	1	F	272
Ravenhall	1	M	583
Ravenswood (Vic.)	0	F	22
Ravenswood (Vic.)	0	M	17
Ravenswood (Vic.)	1	F	189
Ravenswood (Vic.)	1	M	199
Ravenswood South	0	M	3
Ravenswood South	1	F	29
Ravenswood South	1	M	35
Rawson	0	F	24
Rawson	0	M	17
Rawson	1	F	119
Rawson	1	M	118
Raymond Island	0	F	49
Raymond Island	0	M	49
Raymond Island	1	F	209
Raymond Island	1	M	204
Raywood	0	F	7
Raywood	0	M	7
Raywood	1	F	152
Raywood	1	M	130
Red Cliffs	0	F	187
Red Cliffs	0	M	192
Red Cliffs	1	F	2077
Red Cliffs	1	M	2040
Red Hill (Vic.)	0	F	65
Red Hill (Vic.)	0	M	56
Red Hill (Vic.)	1	F	355
Red Hill (Vic.)	1	M	375
Red Hill South	0	F	29
Red Hill South	0	M	35
Red Hill South	1	F	228
Red Hill South	1	M	240
Red Lion	0	F	5
Red Lion	0	M	7
Red Lion	1	F	37
Red Lion	1	M	43
Redan	0	F	118
Redan	0	M	114
Redan	1	F	1237
Redan	1	M	1164
Redbank (Vic.)	0	F	6
Redbank (Vic.)	0	M	8
Redbank (Vic.)	1	F	31
Redbank (Vic.)	1	M	37
Redcastle	0	F	3
Redcastle	0	M	4
Redcastle	1	F	29
Redcastle	1	M	27
Redesdale	0	F	18
Redesdale	0	M	17
Redesdale	1	F	90
Redesdale	1	M	95
Reedy Creek (Vic.)	0	F	8
Reedy Creek (Vic.)	0	M	14
Reedy Creek (Vic.)	1	F	62
Reedy Creek (Vic.)	1	M	71
Reedy Dam	1	F	13
Reedy Dam	1	M	10
Reedy Flat	0	F	3
Reedy Flat	1	F	8
Reedy Flat	1	M	19
Reedy Lake	1	F	13
Reedy Lake	1	M	14
Reefton (Vic.)	0	F	4
Reefton (Vic.)	0	M	8
Reefton (Vic.)	1	F	23
Reefton (Vic.)	1	M	25
Research	0	F	163
Research	0	M	173
Research	1	F	1112
Research	1	M	1084
Reservoir (Vic.)	0	F	9718
Reservoir (Vic.)	0	M	9414
Reservoir (Vic.)	1	F	13842
Reservoir (Vic.)	1	M	13296
Rheola	0	F	4
Rheola	1	F	19
Rheola	1	M	27
Rhyll	0	F	48
Rhyll	0	M	50
Rhyll	1	F	227
Rhyll	1	M	216
Rhymney	1	F	27
Rhymney	1	M	24
Riachella	1	M	4
Rich Avon	1	F	3
Rich Avon	1	M	4
Rich Avon East	1	M	5
Rich Avon West	1	F	7
Rich Avon West	1	M	17
Richmond (Vic.)	0	F	4744
Richmond (Vic.)	0	M	3999
Richmond (Vic.)	1	F	8288
Richmond (Vic.)	1	M	8311
Richmond Plains	1	F	3
Riddells Creek	0	F	238
Riddells Creek	0	M	233
Riddells Creek	1	F	1706
Riddells Creek	1	M	1590
Riggs Creek	1	F	18
Riggs Creek	1	M	16
Ringwood (Vic.)	0	F	3000
Ringwood (Vic.)	0	M	2709
Ringwood (Vic.)	1	F	5598
Ringwood (Vic.)	1	M	5363
Ringwood East	0	F	1444
Ringwood East	0	M	1310
Ringwood East	1	F	3633
Ringwood East	1	M	3428
Ringwood North	0	F	1095
Ringwood North	0	M	998
Ringwood North	1	F	3672
Ringwood North	1	M	3714
Ripplebrook	0	F	11
Ripplebrook	0	M	9
Ripplebrook	1	F	78
Ripplebrook	1	M	100
Rippleside	0	F	72
Rippleside	0	M	65
Rippleside	1	F	345
Rippleside	1	M	329
Ripponlea	0	F	220
Ripponlea	0	M	250
Ripponlea	1	F	508
Ripponlea	1	M	439
Riverside (Vic.)	0	F	9
Riverside (Vic.)	0	M	8
Riverside (Vic.)	1	F	113
Riverside (Vic.)	1	M	134
Riverslea	0	F	12
Riverslea	0	M	8
Riverslea	1	F	59
Riverslea	1	M	70
Robertsons Beach	0	M	3
Robertsons Beach	1	F	24
Robertsons Beach	1	M	17
Robinvale	0	F	411
Robinvale	0	M	416
Robinvale	1	F	864
Robinvale	1	M	884
Rochester (Vic.)	0	F	102
Rochester (Vic.)	0	M	81
Rochester (Vic.)	1	F	1363
Rochester (Vic.)	1	M	1294
Rochford	0	F	3
Rochford	1	F	26
Rochford	1	M	23
Rockbank	0	F	152
Rockbank	0	M	191
Rockbank	1	F	438
Rockbank	1	M	470
Rocklands	1	F	6
Rocklands	1	M	3
Rocklyn	0	F	7
Rocklyn	0	M	9
Rocklyn	1	F	19
Rocklyn	1	M	18
Rocky Point (Vic.)	1	M	3
Rokeby (Vic.)	0	F	12
Rokeby (Vic.)	0	M	5
Rokeby (Vic.)	1	F	79
Rokeby (Vic.)	1	M	73
Rokewood	0	F	10
Rokewood	0	M	5
Rokewood	1	F	82
Rokewood	1	M	112
Rokewood Junction	0	F	4
Rokewood Junction	1	F	10
Rokewood Junction	1	M	18
Romsey	0	F	252
Romsey	0	M	244
Romsey	1	F	1947
Romsey	1	M	1973
Rosanna	0	F	1114
Rosanna	0	M	923
Rosanna	1	F	3097
Rosanna	1	M	2887
Rose River	0	F	5
Rose River	0	M	3
Rose River	1	F	12
Rose River	1	M	7
Rosebrook (Vic.)	0	F	12
Rosebrook (Vic.)	0	M	4
Rosebrook (Vic.)	1	F	52
Rosebrook (Vic.)	1	M	52
Rosebud	0	F	1142
Rosebud	0	M	979
Rosebud	1	F	5281
Rosebud	1	M	4765
Rosebud West	0	F	461
Rosebud West	0	M	383
Rosebud West	1	F	1968
Rosebud West	1	M	1631
Rosedale (Vic.)	0	F	78
Rosedale (Vic.)	0	M	62
Rosedale (Vic.)	1	F	664
Rosedale (Vic.)	1	M	686
Roses Gap	1	F	3
Roses Gap	1	M	5
Rosewhite	0	F	4
Rosewhite	1	F	62
Rosewhite	1	M	57
Roslynmead	1	F	20
Roslynmead	1	M	26
Ross Creek (Vic.)	0	F	29
Ross Creek (Vic.)	0	M	41
Ross Creek (Vic.)	1	F	501
Ross Creek (Vic.)	1	M	517
Rossbridge	1	F	15
Rossbridge	1	M	6
Rostron	1	F	11
Rostron	1	M	10
Rowsley	0	F	15
Rowsley	0	M	11
Rowsley	1	F	82
Rowsley	1	M	74
Rowville	0	F	5651
Rowville	0	M	5262
Rowville	1	F	10866
Rowville	1	M	10736
Roxburgh Park	0	F	5339
Roxburgh Park	0	M	5155
Roxburgh Park	1	F	5097
Roxburgh Park	1	M	4909
Rubicon	0	F	3
Rubicon	0	M	3
Rubicon	1	F	23
Rubicon	1	M	18
Ruby	0	F	6
Ruby	0	M	3
Ruby	1	F	86
Ruby	1	M	74
Ruffy	0	F	7
Ruffy	0	M	13
Ruffy	1	F	43
Ruffy	1	M	44
Running Creek (Vic.)	1	F	19
Running Creek (Vic.)	1	M	21
Runnymede (Vic.)	0	M	3
Runnymede (Vic.)	1	F	26
Runnymede (Vic.)	1	M	24
Rupanyup	0	F	21
Rupanyup	0	M	16
Rupanyup	1	F	228
Rupanyup	1	M	246
Rushworth	0	F	79
Rushworth	0	M	70
Rushworth	1	F	524
Rushworth	1	M	540
Russells Bridge	0	M	4
Russells Bridge	1	F	35
Russells Bridge	1	M	24
Rutherglen	0	F	92
Rutherglen	0	M	79
Rutherglen	1	F	1050
Rutherglen	1	M	994
Ryanston	0	F	16
Ryanston	0	M	17
Ryanston	1	F	102
Ryanston	1	M	113
Rye	0	F	636
Rye	0	M	636
Rye	1	F	3274
Rye	1	M	3181
Rythdale	0	F	5
Rythdale	0	M	3
Rythdale	1	F	6
Rythdale	1	M	5
Safety Beach (Vic.)	0	F	550
Safety Beach (Vic.)	0	M	509
Safety Beach (Vic.)	1	F	1720
Safety Beach (Vic.)	1	M	1625
Sailors Falls	0	F	3
Sailors Falls	0	M	8
Sailors Falls	1	F	21
Sailors Falls	1	M	28
Sailors Gully	0	F	17
Sailors Gully	0	M	17
Sailors Gully	1	F	292
Sailors Gully	1	M	304
Sailors Hill	0	F	7
Sailors Hill	0	M	5
Sailors Hill	1	F	28
Sailors Hill	1	M	31
Sale	0	F	913
Sale	0	M	788
Sale	1	F	5638
Sale	1	M	5208
Salisbury West	1	F	16
Salisbury West	1	M	8
Samaria	0	M	3
Samaria	1	F	20
Samaria	1	M	24
San Remo (Vic.)	0	F	84
San Remo (Vic.)	0	M	107
San Remo (Vic.)	1	F	516
San Remo (Vic.)	1	M	442
Sandford (Vic.)	0	F	11
Sandford (Vic.)	0	M	7
Sandford (Vic.)	1	F	46
Sandford (Vic.)	1	M	59
Sandhill Lake	1	F	3
Sandhill Lake	1	M	3
Sandhurst	0	F	811
Sandhurst	0	M	758
Sandhurst	1	F	1607
Sandhurst	1	M	1622
Sandon (Vic.)	0	F	4
Sandon (Vic.)	0	M	7
Sandon (Vic.)	1	F	33
Sandon (Vic.)	1	M	31
Sandringham (Vic.)	0	F	1337
Sandringham (Vic.)	0	M	1193
Sandringham (Vic.)	1	F	3764
Sandringham (Vic.)	1	M	3401
Sandy Creek (Vic.)	0	F	5
Sandy Creek (Vic.)	0	M	6
Sandy Creek (Vic.)	1	F	82
Sandy Creek (Vic.)	1	M	84
Sandy Point (Vic.)	0	F	17
Sandy Point (Vic.)	0	M	14
Sandy Point (Vic.)	1	F	101
Sandy Point (Vic.)	1	M	105
Sarsfield	0	F	38
Sarsfield	0	M	32
Sarsfield	1	F	241
Sarsfield	1	M	255
Sassafras (Vic.)	0	F	83
Sassafras (Vic.)	0	M	101
Sassafras (Vic.)	1	F	410
Sassafras (Vic.)	1	M	378
Sawmill Settlement	0	F	7
Sawmill Settlement	0	M	6
Sawmill Settlement	1	F	34
Sawmill Settlement	1	M	35
Scarsdale	0	F	40
Scarsdale	0	M	47
Scarsdale	1	F	291
Scarsdale	1	M	309
Scoresby	0	F	1140
Scoresby	0	M	1036
Scoresby	1	F	1760
Scoresby	1	M	1849
Scotchmans Lead	0	F	3
Scotchmans Lead	0	M	3
Scotchmans Lead	1	F	40
Scotchmans Lead	1	M	42
Scotsburn	0	F	10
Scotsburn	0	M	7
Scotsburn	1	F	98
Scotsburn	1	M	103
Scotts Creek (Vic.)	0	F	3
Scotts Creek (Vic.)	0	M	6
Scotts Creek (Vic.)	1	F	106
Scotts Creek (Vic.)	1	M	106
Sea Lake	0	F	17
Sea Lake	0	M	17
Sea Lake	1	F	263
Sea Lake	1	M	261
Seabrook	0	F	920
Seabrook	0	M	827
Seabrook	1	F	1547
Seabrook	1	M	1507
Seacombe	1	F	8
Seacombe	1	M	8
Seaford (Vic.)	0	F	1751
Seaford (Vic.)	0	M	1572
Seaford (Vic.)	1	F	5883
Seaford (Vic.)	1	M	5808
Seaholme	0	F	248
Seaholme	0	M	229
Seaholme	1	F	680
Seaholme	1	M	646
Seaspray	0	F	19
Seaspray	0	M	22
Seaspray	1	F	124
Seaspray	1	M	113
Seaton (Vic.)	0	F	6
Seaton (Vic.)	0	M	7
Seaton (Vic.)	1	F	67
Seaton (Vic.)	1	M	65
Seaview	0	F	6
Seaview	0	M	5
Seaview	1	F	49
Seaview	1	M	59
Sebastian	0	F	9
Sebastian	0	M	7
Sebastian	1	F	89
Sebastian	1	M	92
Sebastopol (Vic.)	0	F	477
Sebastopol (Vic.)	0	M	404
Sebastopol (Vic.)	1	F	4448
Sebastopol (Vic.)	1	M	3852
Seddon (Vic.)	0	F	732
Seddon (Vic.)	0	M	721
Seddon (Vic.)	1	F	1661
Seddon (Vic.)	1	M	1661
Sedgwick	0	F	24
Sedgwick	0	M	25
Sedgwick	1	F	219
Sedgwick	1	M	230
Selby	0	F	117
Selby	0	M	129
Selby	1	F	649
Selby	1	M	651
Separation Creek	1	F	7
Separation Creek	1	M	5
Serpentine (Vic.)	0	F	3
Serpentine (Vic.)	0	M	3
Serpentine (Vic.)	1	F	76
Serpentine (Vic.)	1	M	83
Serviceton	0	F	3
Serviceton	0	M	6
Serviceton	1	F	38
Serviceton	1	M	67
Seville	0	F	116
Seville	0	M	116
Seville	1	F	1048
Seville	1	M	1020
Seville East	0	F	35
Seville East	0	M	46
Seville East	1	F	338
Seville East	1	M	344
Seymour (Vic.)	0	F	292
Seymour (Vic.)	0	M	348
Seymour (Vic.)	1	F	2494
Seymour (Vic.)	1	M	2401
Shady Creek	0	F	10
Shady Creek	0	M	8
Shady Creek	1	F	82
Shady Creek	1	M	81
Shays Flat	1	F	3
Shays Flat	1	M	3
She Oaks	0	F	7
She Oaks	0	M	5
She Oaks	1	F	39
She Oaks	1	M	54
Sheans Creek	0	F	3
Sheans Creek	1	F	10
Sheans Creek	1	M	12
Sheep Hills	1	F	8
Sheep Hills	1	M	16
Shelbourne	0	F	19
Shelbourne	0	M	11
Shelbourne	1	F	196
Shelbourne	1	M	181
Shelford	0	F	9
Shelford	0	M	10
Shelford	1	F	110
Shelford	1	M	112
Shelley (Vic.)	1	M	3
Shepherds Flat	0	F	4
Shepherds Flat	0	M	11
Shepherds Flat	1	F	23
Shepherds Flat	1	M	30
Shepparton	0	F	2983
Shepparton	0	M	3109
Shepparton	1	F	11395
Shepparton	1	M	10619
Shepparton East	0	F	85
Shepparton East	0	M	85
Shepparton East	1	F	389
Shepparton East	1	M	444
Shepparton North	0	F	126
Shepparton North	0	M	115
Shepparton North	1	F	356
Shepparton North	1	M	363
Sherbrooke	0	F	22
Sherbrooke	0	M	22
Sherbrooke	1	F	107
Sherbrooke	1	M	98
Shoreham	0	F	55
Shoreham	0	M	51
Shoreham	1	F	220
Shoreham	1	M	214
Sidonia	1	F	10
Sidonia	1	M	6
Silvan	0	F	99
Silvan	0	M	111
Silvan	1	F	470
Silvan	1	M	483
Silverleaves	0	F	21
Silverleaves	0	M	12
Silverleaves	1	F	91
Silverleaves	1	M	84
Simpson (Vic.)	0	F	16
Simpson (Vic.)	0	M	19
Simpson (Vic.)	1	F	224
Simpson (Vic.)	1	M	254
Simpsons Creek	1	F	18
Simpsons Creek	1	M	14
Simson	0	F	3
Simson	0	M	5
Simson	1	F	27
Simson	1	M	24
Skenes Creek	0	F	17
Skenes Creek	0	M	17
Skenes Creek	1	F	55
Skenes Creek	1	M	56
Skenes Creek North	0	M	3
Skenes Creek North	1	F	3
Skenes Creek North	1	M	3
Skibo	1	F	23
Skibo	1	M	31
Skinners Flat	0	F	3
Skinners Flat	0	M	7
Skinners Flat	1	F	3
Skinners Flat	1	M	3
Skipton	0	F	28
Skipton	0	M	17
Skipton	1	F	242
Skipton	1	M	228
Skye (Vic.)	0	F	918
Skye (Vic.)	0	M	861
Skye (Vic.)	1	F	3008
Skye (Vic.)	1	M	2937
Slaty Creek	0	F	3
Slaty Creek	0	M	3
Slaty Creek	1	F	9
Slaty Creek	1	M	18
Smeaton	0	F	14
Smeaton	0	M	10
Smeaton	1	F	90
Smeaton	1	M	86
Smiths Beach	0	F	12
Smiths Beach	0	M	13
Smiths Beach	1	F	83
Smiths Beach	1	M	81
Smiths Gully	0	F	26
Smiths Gully	0	M	23
Smiths Gully	1	F	149
Smiths Gully	1	M	149
Smokeytown	1	F	15
Smokeytown	1	M	16
Smoko	0	F	5
Smoko	0	M	8
Smoko	1	F	14
Smoko	1	M	15
Smythes Creek	0	F	54
Smythes Creek	0	M	59
Smythes Creek	1	F	625
Smythes Creek	1	M	645
Smythesdale	0	F	31
Smythesdale	0	M	44
Smythesdale	1	F	417
Smythesdale	1	M	474
Snake Valley	0	F	54
Snake Valley	0	M	31
Snake Valley	1	F	265
Snake Valley	1	M	304
Soldiers Hill (Vic.)	0	F	154
Soldiers Hill (Vic.)	0	M	142
Soldiers Hill (Vic.)	1	F	1241
Soldiers Hill (Vic.)	1	M	1095
Somers	0	F	118
Somers	0	M	127
Somers	1	F	672
Somers	1	M	595
Somerville (Vic.)	0	F	899
Somerville (Vic.)	0	M	781
Somerville (Vic.)	1	F	4641
Somerville (Vic.)	1	M	4349
Sorrento (Vic.)	0	F	93
Sorrento (Vic.)	0	M	106
Sorrento (Vic.)	1	F	641
Sorrento (Vic.)	1	M	598
South Dudley	0	F	33
South Dudley	0	M	41
South Dudley	1	F	187
South Dudley	1	M	166
South Geelong	0	F	70
South Geelong	0	M	78
South Geelong	1	F	417
South Geelong	1	M	369
South Kingsville	0	F	280
South Kingsville	0	M	246
South Kingsville	1	F	657
South Kingsville	1	M	666
South Melbourne	0	F	2008
South Melbourne	0	M	1776
South Melbourne	1	F	3054
South Melbourne	1	M	2993
South Morang	0	F	3682
South Morang	0	M	3542
South Morang	1	F	8058
South Morang	1	M	7781
South Purrumbete	0	F	3
South Purrumbete	0	M	3
South Purrumbete	1	F	44
South Purrumbete	1	M	58
South Wharf	0	F	13
South Wharf	0	M	11
South Wharf	1	F	10
South Wharf	1	M	9
South Yarra	0	F	5135
South Yarra	0	M	4537
South Yarra	1	F	6730
South Yarra	1	M	6114
Southbank	0	F	5613
Southbank	0	M	5178
Southbank	1	F	2527
Southbank	1	M	2992
Southern Cross (Vic.)	0	F	4
Southern Cross (Vic.)	1	F	50
Southern Cross (Vic.)	1	M	62
Spargo Creek	0	M	7
Spargo Creek	1	F	15
Spargo Creek	1	M	12
Speed	1	F	32
Speed	1	M	40
Spotswood	0	F	300
Spotswood	0	M	317
Spotswood	1	F	910
Spotswood	1	M	925
Spring Gully (Vic.)	0	F	122
Spring Gully (Vic.)	0	M	116
Spring Gully (Vic.)	1	F	1354
Spring Gully (Vic.)	1	M	1205
Spring Hill (Vic.)	0	F	11
Spring Hill (Vic.)	0	M	15
Spring Hill (Vic.)	1	F	79
Spring Hill (Vic.)	1	M	67
Springbank	0	F	3
Springbank	0	M	4
Springbank	1	F	40
Springbank	1	M	49
Springdallah	1	F	9
Springdallah	1	M	15
Springfield (Buloke - Vic.)	1	M	5
Springfield (Macedon Ranges - Vic.)	0	F	12
Springfield (Macedon Ranges - Vic.)	0	M	7
Springfield (Macedon Ranges - Vic.)	1	F	75
Springfield (Macedon Ranges - Vic.)	1	M	65
Springhurst	0	F	12
Springhurst	0	M	5
Springhurst	1	F	152
Springhurst	1	M	158
Springmount	0	F	7
Springmount	0	M	7
Springmount	1	F	77
Springmount	1	M	69
Springvale (Vic.)	0	F	7020
Springvale (Vic.)	0	M	7181
Springvale (Vic.)	1	F	2883
Springvale (Vic.)	1	M	3245
Springvale South	0	F	3895
Springvale South	0	M	3578
Springvale South	1	F	2225
Springvale South	1	M	2420
St Albans (Vic.)	0	F	10845
St Albans (Vic.)	0	M	10808
St Albans (Vic.)	1	F	5942
St Albans (Vic.)	1	M	6225
St Albans Park	0	F	305
St Albans Park	0	M	225
St Albans Park	1	F	2071
St Albans Park	1	M	1961
St Andrews (Vic.)	0	F	70
St Andrews (Vic.)	0	M	75
St Andrews (Vic.)	1	F	468
St Andrews (Vic.)	1	M	495
St Andrews Beach	0	F	58
St Andrews Beach	0	M	57
St Andrews Beach	1	F	363
St Andrews Beach	1	M	358
St Arnaud	0	F	72
St Arnaud	0	M	59
St Arnaud	1	F	985
St Arnaud	1	M	932
St Arnaud East	0	F	4
St Arnaud East	0	M	4
St Arnaud East	1	F	35
St Arnaud East	1	M	33
St Arnaud North	1	F	20
St Arnaud North	1	M	19
St Clair (Vic.)	0	F	4
St Clair (Vic.)	1	F	22
St Clair (Vic.)	1	M	22
St Germains	0	F	4
St Germains	0	M	4
St Germains	1	F	22
St Germains	1	M	38
St Helena	0	F	246
St Helena	0	M	211
St Helena	1	F	1245
St Helena	1	M	1141
St Helens (Vic.)	1	F	26
St Helens (Vic.)	1	M	18
St Helens Plains	0	F	3
St Helens Plains	1	F	19
St Helens Plains	1	M	18
St James (Vic.)	0	F	3
St James (Vic.)	0	M	4
St James (Vic.)	1	F	51
St James (Vic.)	1	M	65
St Kilda (Vic.)	0	F	3357
St Kilda (Vic.)	0	M	3557
St Kilda (Vic.)	1	F	5181
St Kilda (Vic.)	1	M	5186
St Kilda East	0	F	2051
St Kilda East	0	M	2046
St Kilda East	1	F	4058
St Kilda East	1	M	3889
St Kilda West	0	F	449
St Kilda West	0	M	466
St Kilda West	1	F	948
St Kilda West	1	M	922
St Leonards (Vic.)	0	F	169
St Leonards (Vic.)	0	M	221
St Leonards (Vic.)	1	F	975
St Leonards (Vic.)	1	M	921
Staceys Bridge	1	F	11
Staceys Bridge	1	M	20
Staffordshire Reef	1	F	16
Staffordshire Reef	1	M	26
Staghorn Flat	0	F	4
Staghorn Flat	0	M	14
Staghorn Flat	1	F	133
Staghorn Flat	1	M	127
Stanhope (Vic.)	0	F	22
Stanhope (Vic.)	0	M	32
Stanhope (Vic.)	1	F	319
Stanhope (Vic.)	1	M	345
Stanley (Vic.)	0	F	16
Stanley (Vic.)	0	M	27
Stanley (Vic.)	1	F	138
Stanley (Vic.)	1	M	132
Staughton Vale	0	F	6
Staughton Vale	0	M	4
Staughton Vale	1	F	35
Staughton Vale	1	M	49
Stavely	1	F	14
Stavely	1	M	19
Stawell	0	F	229
Stawell	0	M	217
Stawell	1	F	2597
Stawell	1	M	2469
Steels Creek	0	F	13
Steels Creek	0	M	16
Steels Creek	1	F	91
Steels Creek	1	M	81
Steiglitz (Vic.)	0	M	4
Steiglitz (Vic.)	1	F	20
Steiglitz (Vic.)	1	M	21
Stewarton (Vic.)	0	F	3
Stewarton (Vic.)	0	M	3
Stewarton (Vic.)	1	F	47
Stewarton (Vic.)	1	M	49
Stockdale	1	F	21
Stockdale	1	M	16
Stockyard Hill	0	F	3
Stockyard Hill	0	M	3
Stockyard Hill	1	F	25
Stockyard Hill	1	M	19
Stonehaven	0	M	4
Stonehaven	1	F	32
Stonehaven	1	M	35
Stoneleigh (Vic.)	1	F	23
Stoneleigh (Vic.)	1	M	27
Stony Creek (Central Goldfields - Vic.)	1	M	3
Stony Creek (South Gippsland - Vic.)	0	F	23
Stony Creek (South Gippsland - Vic.)	0	M	14
Stony Creek (South Gippsland - Vic.)	1	F	105
Stony Creek (South Gippsland - Vic.)	1	M	115
Stonyford	0	F	4
Stonyford	1	F	12
Stonyford	1	M	26
Stradbroke	0	F	4
Stradbroke	0	M	3
Stradbroke	1	F	70
Stradbroke	1	M	80
Strangways	1	F	30
Strangways	1	M	39
Stratford (Vic.)	0	F	117
Stratford (Vic.)	0	M	81
Stratford (Vic.)	1	F	1111
Stratford (Vic.)	1	M	1110
Strath Creek	0	F	13
Strath Creek	0	M	11
Strath Creek	1	F	56
Strath Creek	1	M	60
Strathallan	0	M	3
Strathallan	1	F	69
Strathallan	1	M	51
Strathbogie	0	F	29
Strathbogie	0	M	26
Strathbogie	1	F	115
Strathbogie	1	M	123
Strathdale	0	F	246
Strathdale	0	M	241
Strathdale	1	F	2483
Strathdale	1	M	2399
Strathdownie	0	F	10
Strathdownie	0	M	5
Strathdownie	1	F	67
Strathdownie	1	M	75
Strathewen	0	F	8
Strathewen	0	M	9
Strathewen	1	F	70
Strathewen	1	M	76
Strathfieldsaye	0	F	161
Strathfieldsaye	0	M	172
Strathfieldsaye	1	F	2478
Strathfieldsaye	1	M	2373
Strathkellar	0	F	3
Strathkellar	1	F	42
Strathkellar	1	M	42
Strathlea	1	F	12
Strathlea	1	M	5
Strathmerton	0	F	58
Strathmerton	0	M	53
Strathmerton	1	F	419
Strathmerton	1	M	440
Strathmore (Vic.)	0	F	752
Strathmore (Vic.)	0	M	685
Strathmore (Vic.)	1	F	3283
Strathmore (Vic.)	1	M	3319
Strathmore Heights	0	F	91
Strathmore Heights	0	M	93
Strathmore Heights	1	F	396
Strathmore Heights	1	M	375
Streatham	0	F	3
Streatham	0	M	6
Streatham	1	F	66
Streatham	1	M	68
Strzelecki (Vic.)	0	F	9
Strzelecki (Vic.)	0	M	11
Strzelecki (Vic.)	1	F	29
Strzelecki (Vic.)	1	M	38
Stuart Mill	0	F	4
Stuart Mill	0	M	8
Stuart Mill	1	F	35
Stuart Mill	1	M	29
Sugarloaf (Vic.)	0	F	3
Sugarloaf (Vic.)	1	F	4
Sugarloaf (Vic.)	1	M	6
Sugarloaf Creek	0	F	9
Sugarloaf Creek	0	M	12
Sugarloaf Creek	1	F	104
Sugarloaf Creek	1	M	107
Sulky	0	F	8
Sulky	0	M	11
Sulky	1	F	106
Sulky	1	M	109
Sunbury	0	F	2971
Sunbury	0	M	2649
Sunbury	1	F	14586
Sunbury	1	M	13948
Sunday Creek	0	F	11
Sunday Creek	0	M	9
Sunday Creek	1	F	129
Sunday Creek	1	M	134
Sunderland Bay	0	F	24
Sunderland Bay	0	M	11
Sunderland Bay	1	F	86
Sunderland Bay	1	M	96
Sunset Strip (Vic.)	0	F	35
Sunset Strip (Vic.)	0	M	25
Sunset Strip (Vic.)	1	F	154
Sunset Strip (Vic.)	1	M	150
Sunshine (Vic.)	0	F	2328
Sunshine (Vic.)	0	M	2574
Sunshine (Vic.)	1	F	1978
Sunshine (Vic.)	1	M	2100
Sunshine North	0	F	3331
Sunshine North	0	M	3137
Sunshine North	1	F	2137
Sunshine North	1	M	2256
Sunshine West	0	F	4945
Sunshine West	0	M	4820
Sunshine West	1	F	3666
Sunshine West	1	M	3772
Surf Beach (Vic.)	0	F	34
Surf Beach (Vic.)	0	M	37
Surf Beach (Vic.)	1	F	197
Surf Beach (Vic.)	1	M	204
Surrey Hills	0	F	1847
Surrey Hills	0	M	1586
Surrey Hills	1	F	4997
Surrey Hills	1	M	4642
Sutherland (Vic.)	1	F	11
Sutherland (Vic.)	1	M	12
Sutherlands Creek	0	F	3
Sutherlands Creek	0	M	7
Sutherlands Creek	1	F	44
Sutherlands Creek	1	M	44
Sutton (Vic.)	1	M	3
Sutton Grange	0	F	7
Sutton Grange	0	M	11
Sutton Grange	1	F	52
Sutton Grange	1	M	56
Swan Bay (Vic.)	0	M	3
Swan Bay (Vic.)	1	F	28
Swan Bay (Vic.)	1	M	22
Swan Hill	0	F	548
Swan Hill	0	M	562
Swan Hill	1	F	4379
Swan Hill	1	M	4103
Swan Hill West	1	F	7
Swan Marsh	0	F	9
Swan Marsh	0	M	3
Swan Marsh	1	F	44
Swan Marsh	1	M	51
